	Bcl6	Cebpg	Eomes	Epas1	Esrra	Ets1	Ets2	Evx1	Foxm1	Foxo1	Gfi1	Irf3	Irf5	Irf7	Irf8	Klf8	Maf	Meis3	Nr3c1	Nr4a2	Runx2	Stat3	Tbx21	Tgif1	Trp53	Vdr	Zeb1
Fes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Fez2	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Fgd3	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	1.0
Fgd6	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr1op	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0
Fggy	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Fgr	0	0	0.5	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0
Filip1l	-1.0	0	-0.5	0	0	-1.0	-1.0	-1.0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Fkbp1a	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Fktn	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Flna	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Flnb	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
Flt3l	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Flt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Fmn1	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0
Fmnl2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0
Fmnl3	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3b	0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0
Fndc4	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnip2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fos	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fosl1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Foxo1	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
Foxp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Foxs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Frg1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd4a	-1.0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	-1.0	0	-1.0	-0.5	0	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Frmd4b	-1.0	0	0	0	0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0
Frrs1	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fry	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0.5	0	0	1.0	1.0	0	1.0	0	0	1.0
Fryl	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0.5	0
Fscn1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn2	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Fuca2	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Fv1	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Fyco1	0	0	0.5	1.0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	0	0	0
Fyn	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0.5	0	1.0	0.5	1.0	0	1.0	1.0	1.0	0	0	0.5	1.0
Gabarapl1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0
Gabbr1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabpb2	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gadd45g	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0
Galc	0	0	-0.5	0	0	-1.0	0	0	0	0	0	0	-1.0	0	-0.5	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0
Galm	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Galns	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Galnt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Galnt10	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Galnt2	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0
Galnt3	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Galnt4	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0
Galnt6	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	1.0	0.5	0	0	1.0	1.0	0	0	0	0	0
Gapdhs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
Garnl3	1.0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	0	0	0	0
Gas5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Gas7	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0	1.0	0	1.0	1.0	1.0	1.0	0	0	1.0
Gata3	-1.0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-0.5	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0
Gatad2a	1.0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0.5	0	1.0	0	0	1.0	1.0	0	0	0	0	0	1.0
Gbas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Gbe1	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	-1.0	0	0	0	0	0	0	0	0	0	0
Gbp3	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0	0
Gbp4	1.0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
Gbp6	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0
Gbp9	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Gca	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0
Gch1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0.5	0
Gcnt1	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Gcnt2	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	1.0	0.5	1.0	0	0	1.0	1.0	1.0	0	0.5	0
Gdpd5	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	0	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Gem	0	0	-0.5	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	-1.0	0	0	0	0
Gfi1	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Gfod1	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	1.0	0.5	1.0	0	1.0	1.0	0	1.0	0	0	0
Gfpt2	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggct	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Ggh	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ggt5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggta1	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0
Gimap1	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
Gimap3	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap4	1.0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0
Gimap5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
Gimap6	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0
Gimap9	1.0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0
Gin1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gla	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glb1	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-1.0	0	0	0	0	0
Gldc	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Glis3	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0
Glmn	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Glrx	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0
Gm12185	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gm12250	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0
Gm14005	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Gm14446	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	1.0
Gm1966	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Gm2a	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4759	0	0	0	0	0	-1.0	-1.0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Gm4956	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0
Gm5124	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5127	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0
Gm5148	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8234	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gm973	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gmfg	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gna11	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0
Gna15	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0
Gnaq	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Gnb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
Gng12	1.0	0	0.5	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0.5	0	1.0	0	1.0	0	1.0	1.0	0	0	1.0	0.5	0
Gng2	-1.0	0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Gnpda1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0.5	0
Gnpda2	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Golga7	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0
Golim4	0	0	0	0	-1.0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0
Got1	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Gp49a	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0
Gpatch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Gpatch2	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0
Gpc1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Gpr114	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Gpr125	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr146	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Gpr15	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Gpr155	0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gpr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Gpr174	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	1.0	0	0	0
Gpr18	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	1.0	1.0	0	1.0	0	0	1.0	0	0	0	0	0
Gpr180	0	0	-0.5	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Gpr34	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Gpr55	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0.5	0
Gpr68	1.0	0	0.5	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	0	1.0
Gpr98	-1.0	0	0	0	0	-1.0	-1.0	0	-1.0	-1.0	0	-1.0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0
Gprasp1	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1a	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1b	1.0	1.0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0
Gramd1c	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	0
Gramd3	0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0
Gramd4	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Grap	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grb7	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.0
Grhl2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Gsg2	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gstm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Gstm5	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtpbp1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt1	0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
Gypc	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzf1	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Gzmc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Gzmf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
H2-aa	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0
H2-dma	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	-1.0	0	-1.0	0	0	-1.0	0	0	0	0	0
H2-dmb2	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
H2-k1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-q10	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Has1	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Hc	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Hcst	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Hdac11	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Hdac9	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Hdc	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	1.0
Hdgfrp3	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hebp2	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Hectd2	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Hecw2	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Heg1	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0
Hemgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0
Herc6	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Herpud1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexb	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Hgf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Hhex	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Hic1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0
Higd1a	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Hip1r	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0
Hipk1	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2bb	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h4	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
Hivep1	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hlcs	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Hn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Hopx	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0.5	0
Hormad2	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	1.0	0	1.0	0	0	0.5	0
Hoxa5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	1.0	0	1.0	0	0	0.5	0
Hoxa6	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	1.0	0	1.0	0	0	0.5	0
Hpcal1	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	1.0
Hpgds	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Hps6	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Hpse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Hs1bp3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st3b1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Hsd11b1	-1.0	0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0
Htra1	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0
Icam2	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
