	Cebpb	Creb1	Ebf1	Elf2	Esr1	Ets1	Etv1	Etv3	Fli1	Fosl2	Hey1	Hinfp	Hivep1	Insm1	Irf4	Klf14	Klf5	Klf7	Maf	Mtf1	Mxi1	Nfe2l2	Nfkb1	Pou2f2	Pparg	Prdm1	Rela	Stat3	Taf1	Tbx3	Zbtb33	Zbtb6	Zbtb7a
Cntnap2	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	-0.5
Coch	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Cog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Cog3	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Cog5	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0
Col12a1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Col14a1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Col16a1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0
Col17a1	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0
Col1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Col23a1	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Col27a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	1.5	0	0	0	0	0	0	0	0	0
Col4a1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0
Col4a2	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Col4a3bp	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Col5a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Col8a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Col9a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Col9a3	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Colec12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Commd8	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Copb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5
Copg2	0	0	0	0	0	-0.5	0	0	-0.5	0	-1.5	0	0	0	0	-0.5	-1.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-1.5	0	0	0	-1.5
Cops7b	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Copz2	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5
Coq10a	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-0.5
Coq10b	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Coq2	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Coro1b	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Coro2a	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Coro2b	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox15	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Cox7a2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpd	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Cpm	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Cpn1	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Cpsf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Cpsf2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0
Cpsf3	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5
Cr1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Crabp2	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Crat	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0
Crb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5
Crcp	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5
Creb1	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0	0
Creb3	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5
Creb5	0	0	0.5	0	0	0.5	0	0	0	1.5	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0	1.0	0	1.5	0	1.5	0.5	1.5	1.5	0	0	0	0
Creg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0
Crem	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Crim1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0
Crip1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0.5
Crip2	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Cript	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0	0	0	0
Crk	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0
Crkl	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0
Crlf2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Crls1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0.5	0	1.5
Crocc	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Crot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Crtam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Crtc2	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5
Crtc3	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0
Cryab	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0
Cryz	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Csde1	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0	0.5	0	0.5
Csf1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0	0	0	0
Csf1r	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Csf2ra	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5
Csf2rb	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5
Csf2rb2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0
Csf3	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	1.5	0.5	0	0	0	0
Csk	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	-0.5
Csnk1d	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5
Csnk1e	-0.5	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Csnk2a2	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5
Csrp2bp	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Cst3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Cstb	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5
Cstf2	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Cstf2t	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstf3	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Ctage5	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Ctbp2	0	0	0.5	0	0	1.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	1.5	0.5	0.5	0	0	0	0.5
Ctbs	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Ctc1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0
Ctdnep1	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Ctdspl	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0
Ctla2b	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0
Ctla4	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Ctnna1	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5
Ctnnal1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5
Ctnnb1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5
Ctnnbip1	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Ctnnd1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0
Ctnnd2	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Ctns	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5
Ctps	0	-0.5	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5
Ctrc	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Ctsb	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	1.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Ctsd	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	1.0	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5
Ctse	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0	0	0	0
Ctss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Ctsw	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Cttn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0.5
Cttnbp2nl	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Ctxn1	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5
Cuedc1	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Cutc	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5
Cwf19l1	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0
Cx3cl1	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0
Cxcl1	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl16	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Cxcl2	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0
Cxcl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Cxcr3	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	-0.5
Cxcr4	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0
Cxx1b	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxx1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5
Cxxc5	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Cyb561d1	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0.5
Cyb5r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Cyb5rl	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0
Cyfip1	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0
Cyfip2	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5
Cygb	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Cyhr1	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Cyp2ab1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Cyp2s1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Cyp4f16	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Cyp4f17	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Cyp4v3	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Cyp7b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0
Cyth1	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5
Cyth3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0.5
Cyth4	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Cytip	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
D030028a08rik	-0.5	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5
D030056l22rik	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
D16ertd472e	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
D17h6s53e	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
D230025d16rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
D330041h03rik	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
D330045a20rik	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0
D3bwg0562e	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
D3ertd254e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
D430020j02rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0
D5ertd605e	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
D630045j12rik	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5
D730005e14rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	1.5	0	0	0	0	1.5	0	0	0.5	1.5	0.5	0	0	0	0	0.5
D8ertd82e	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5
Daam1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5
Dab2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0
Dab2ip	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Dact1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5
