	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17neg_SI_EAE	IL17neg_SI_mock	IL17neg_SI_SS
0610005C13Rik	4.811952535	4.811952535	5.182195795	4.811952535	5.083320301	5.306121106	5.700962481	5.078500463	5.701442157
0610007P14Rik	10.70273976	10.50344904	10.10076496	9.492660227	9.647037699	10.06703974	9.691359722	9.473413752	9.949959565
0610009B22Rik	7.854732368	8.524628304	7.859765644	7.772236339	7.401997769	7.881875845	7.092320085	6.916514406	7.441819608
0610009L18Rik	6.013051288	6.081030706	6.373971551	5.625050312	5.993994681	6.290364381	5.996218754	5.887444462	5.968366818
0610009O20Rik	8.329970337	8.571338163	8.329069039	6.777111102	7.890284357	7.690395824	8.035192511	8.048447312	8.080347351
0610010B08Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
0610010F05Rik	8.932054758	9.442044432	9.089800093	8.639826349	7.979592637	7.89557419	8.126801783	8.043137697	8.085735229
0610010K14Rik	8.538970821	8.753614899	8.610465372	7.772236339	8.222746603	8.254627847	8.051796936	7.78712219	7.996958075
0610011F06Rik	8.286618311	7.902055333	7.871441424	7.583233251	7.527245037	7.804043158	7.989933319	7.520548503	7.610310693
0610012G03Rik	8.337712326	7.802209127	7.348249965	7.748992079	7.174029622	7.698267649	7.772746553	6.85434122	7.013658984
0610030E20Rik	10.53069433	10.54523104	10.66102383	10.13574397	10.21532493	10.21180227	10.55525809	10.65505044	10.7488383
0610031J06Rik	11.03896871	10.93575656	10.70269315	9.519960512	9.906012038	9.961761998	9.971652879	9.898473357	10.02961394
0610031O16Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
0610037L13Rik	9.284676726	9.065531518	9.180688476	9.355398014	9.475599258	9.479822166	9.472772692	9.162606549	9.287620633
0610038B21Rik	4.811952535	5.545301774	5.590049196	5.913195795	6.021603283	5.612564423	6.648953103	5.974016992	6.446326862
0610039K10Rik	5.518525495	5.668531494	5.590049196	5.573760679	5.699254021	5.612564423	5.618337551	5.602795173	5.353682791
0610040B10Rik	5.063947529	5.181575855	5.074112238	6.238439668	5.571814958	6.166240022	5.573289963	5.64445203	5.811301744
0610040F04Rik	6.282265281	5.807130141	7.055546925	5.102753323	5.659133632	6.266641764	5.473165136	5.721478396	5.084008515
0610040J01Rik	5.60001001	4.811952535	5.394990587	6.238439668	5.699254021	5.930542931	5.573289963	5.511307862	5.353682791
0610043K17Rik	4.811952535	5.181575855	5.546512478	6.186418956	5.906071487	5.562026586	6.584871317	6.379194198	5.996843146
1010001N08Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	5.084008515
1100001G20Rik	5.063947529	5.588769999	4.811952535	4.811952535	4.811952535	4.811952535	5.195919549	4.811952535	5.084008515
1110001J03Rik	7.349008027	7.319138708	6.968249432	6.870333363	7.07747011	7.27964358	6.988941871	6.892003817	7.048415706
1110002L01Rik	5.886742319	6.256388649	6.10666358	6.46738723	6.241305702	6.055299849	6.517219645	6.601282376	6.725573404
1110004E09Rik	9.551127756	9.052962543	9.17138777	7.839734575	7.649368427	7.549250202	8.455926386	7.885705342	7.610310693
1110004F10Rik	10.38344082	10.44802297	10.36787159	10.69499941	10.50391802	10.8355455	10.64005812	10.41901232	10.67647897
1110006O24Rik	5.886742319	6.032142426	5.955784851	5.390651692	5.571814958	6.025569898	5.700962481	5.887444462	5.811301744
1110007C09Rik	9.149023832	9.350613297	8.337453374	7.256784636	7.401997769	6.942271238	7.125057407	7.432701142	6.83795725
1110008F13Rik	7.705762987	8.202155542	7.877243043	8.210831363	7.956326441	7.949068773	8.335074509	8.264281748	8.243325799
1110008L16Rik	8.850868016	9.302620185	8.700727403	9.327330842	8.289158644	8.519091579	9.106182045	8.529181962	8.349875906
1110008P14Rik	9.051681657	8.616567444	8.246847264	7.810136935	8.203186052	8.447091479	7.812451607	7.588473128	7.793984656
1110012L19Rik	8.139142484	8.28665442	8.01500171	8.170887492	8.163235455	8.818820695	8.270563855	7.988911663	8.153969932
1110015O18Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1110017D15Rik	4.811952535	5.073672081	4.811952535	5.313951068	4.811952535	4.811952535	4.811952535	5.078500463	5.416751558
1110019D14Rik	6.036443307	6.193965001	6.317784107	5.518393615	6.21903176	5.507478679	6.151783787	5.404643135	5.281786841
1110020A21Rik	6.557624278	6.998558459	6.392102229	6.840009353	6.021603283	6.765976002	7.792740124	6.761889909	6.552385779
1110025L11Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1110028F11Rik	5.247321836	6.45940355	6.527813517	7.289913248	7.419373883	7.225323332	6.952589542	7.347630485	7.602737222
1110028F18Rik	5.247321836	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1110032A03Rik	7.483224649	7.353272753	7.331169149	8.105747972	8.025002287	7.713878907	8.035192511	7.48131329	7.71921328
1110032F04Rik	5.560474969	5.774602607	6.95691622	5.913195795	5.083320301	5.216092193	6.709867591	5.64445203	5.996843146
1110034G24Rik	7.9794574	7.51219991	7.756379422	9.212030689	8.636907652	9.125169115	8.753625941	7.885705342	7.962169567
1110036E04Rik	5.063947529	4.811952535	5.074112238	4.811952535	5.083320301	5.306121106	4.811952535	5.272328185	5.084008515
1110037F02Rik	11.98960913	11.88257332	12.27811079	12.68082358	13.14970159	13.23194303	12.76134853	13.26049297	13.30671045
1110038B12Rik	8.664039869	9.027489329	8.499264825	8.271410626	8.193303567	8.545180891	8.344055728	8.471372603	8.262440183
1110038F14Rik	8.441894395	7.783825138	8.277696354	7.832393652	7.865477138	7.847032713	7.646358322	8.027087838	8.169259612
1110046J04Rik	6.206468165	6.006769716	6.27870596	5.80150961	6.442572074	6.166240022	6.308266751	6.195740632	6.152480079
1110051M20Rik	6.387088011	6.602716706	6.649684733	7.245558534	7.55880266	7.382150375	7.499131213	7.551150816	7.524627868
1110054M08Rik	6.103515584	6.371571267	5.74228046	5.518393615	5.616779523	6.055299849	5.083857635	5.856683981	6.024511134
1110057K04Rik	10.55067249	10.7831986	10.76109052	10.33445304	10.10075264	10.09659423	10.44042438	10.21694281	10.28508985
1110058L19Rik	8.075562412	7.386570986	7.107309312	6.263546068	6.460886588	6.857151248	7.157008441	7.179605604	6.783011767
1110059E24Rik	9.569214007	9.506073319	9.634081559	8.823180421	9.098385718	8.973789687	9.227024078	8.669363894	8.992833671
1110059G10Rik	9.417725654	8.969802923	9.067403883	9.638855907	9.147512591	9.184275926	9.559638849	8.968002286	9.271306737
1110065P20Rik	5.60001001	5.545301774	5.669934946	5.390651692	5.4152391	5.612564423	5.473165136	5.64445203	5.353682791
1190002F15Rik	7.821737527	7.310469339	7.717982002	6.46738723	6.442572074	6.781633486	7.167490967	6.469609517	6.103192866
1190002N15Rik	10.71163941	10.67281094	10.95880312	12.48464566	12.33716943	12.55790287	11.40875755	11.56740809	11.25929833
1190003K10Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1190005I06Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.216092193	4.811952535	4.811952535	5.353682791
1190007I07Rik	6.896632035	6.809642151	6.664099122	6.335624719	6.366287208	6.112257516	6.369105785	5.721478396	6.309032055
1200014J11Rik	10.6105847	10.69153619	10.68323398	10.04789494	9.793737343	10.02153916	9.786075217	9.762804737	9.917420591
1300002E11Rik	11.38744646	11.44385595	11.58504056	11.49289521	11.32233529	11.56248451	11.426702	11.05265876	11.45013829
1300002K09Rik	4.811952535	4.811952535	5.264790217	6.288093381	7.224802479	6.615476647	5.7757493	6.150424879	6.824441497
1300017J02Rik	4.811952535	5.073672081	4.811952535	5.102753323	5.659133632	4.811952535	5.195919549	5.078500463	4.811952535
1500004A13Rik	8.405556024	8.633588813	8.627616551	7.911103022	7.494947345	7.642204605	7.397313451	7.535934605	7.654902056
1500009C09Rik	4.811952535	5.49884104	5.264790217	4.811952535	4.811952535	5.612564423	4.811952535	4.811952535	4.811952535
1500009L16Rik	7.565920087	7.201850867	7.515766503	7.090360469	6.985292798	7.382150375	6.287233853	6.452078167	6.309032055
1500011B03Rik	7.989368289	6.730933605	7.67180394	7.529373786	7.503093137	7.440143327	7.888633176	6.964187445	7.071087759
1500011K16Rik	7.816161955	7.777642977	7.560098886	6.312110711	6.806388528	6.942271238	6.709867591	6.001207778	6.585750039
1500012F01Rik	10.41919993	10.68261097	10.34637828	10.27566439	10.15476616	10.1269875	10.5004806	10.28415895	10.51393996
1500012K07Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1500015A07Rik	7.243114794	7.292962371	7.322547483	7.635072227	6.806388528	7.109603694	7.668236902	6.86701841	7.048415706
1500015L24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1500015O10Rik	5.673155226	5.926409562	5.982592331	5.672995984	5.699254021	5.994919567	5.938422152	5.602795173	5.939019034
1500017E21Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	5.525127282	4.811952535	5.573704104
1600002D24Rik	4.811952535	4.811952535	5.074112238	4.811952535	5.4152391	5.098188012	5.66076922	5.460317872	5.281786841
1600002H07Rik	6.874411071	7.052381892	6.409952064	6.885231045	5.842457922	6.402007937	6.709867591	5.917201378	6.464675613
1600002K03Rik	7.552477593	7.534527058	6.968249432	6.528093189	6.614156024	6.57938501	6.265795496	6.397849478	6.329686281
1600010M07Rik	4.811952535	4.811952535	5.182195795	5.718132826	5.471877009	5.447883911	4.811952535	5.188375943	5.473526814
1600012H06Rik	9.569214007	9.279087744	9.263979436	9.784743972	9.78886378	10.06703974	9.71562921	9.741872912	9.99884431
1600014C10Rik	11.70772909	10.75870185	11.06096259	8.448584507	8.95172813	8.995969151	8.921428348	8.831050166	8.836651794
1600014C23Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600014K23Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600015I10Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600016N20Rik	6.600196299	6.45940355	6.196132016	6.824573651	5.842457922	6.217604549	6.369105785	6.503910365	6.890638232
1600019K03Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600020E01Rik	8.694419514	8.341700508	8.690975267	9.225922996	8.531453861	8.723190299	8.835232337	8.703196571	8.886545812
1600023N17Rik	5.989089352	5.898029359	5.33413849	6.043898538	5.19516297	5.562026586	5.525127282	5.404643135	5.353682791
1600025M17Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600027J07Rik	4.811952535	4.811952535	4.811952535	5.80150961	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1600029I14Rik	5.473700031	4.811952535	4.811952535	4.811952535	4.811952535	5.216092193	4.811952535	5.404643135	4.811952535
1600029O15Rik	5.989089352	5.333268804	5.074112238	4.811952535	5.659133632	5.306121106	4.811952535	5.683917171	5.084008515
1700001C02Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700001C19Rik	4.811952535	4.811952535	5.449786483	4.811952535	5.280605191	5.098188012	4.811952535	4.811952535	4.811952535
1700001D01Rik	5.247321836	6.730933605	7.446468026	6.07402591	6.423966346	6.523147811	7.125057407	7.903441613	7.353678423
1700001F09Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700001G11Rik	5.372612311	4.811952535	4.811952535	5.625050312	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700001G17Rik	5.60001001	6.056883357	5.706930371	6.159430961	5.808862656	5.562026586	5.618337551	5.757364973	5.776266581
1700001J03Rik	4.811952535	4.811952535	4.811952535	5.518393615	5.19516297	5.216092193	5.083857635	4.811952535	5.525516297
1700001J11Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700001K19Rik	5.560474969	5.898029359	5.80874474	6.358659906	6.385836125	6.025569898	6.221623329	6.397849478	6.389483433
1700001K23Rik	5.964520827	5.588769999	6.034085421	6.358659906	5.993994681	6.24239802	6.102518997	5.602795173	6.152480079
1700001L05Rik	7.146514787	7.073310179	7.454342953	6.7109204	6.26313479	6.055299849	6.601209349	6.23921969	6.152480079
1700001L19Rik	4.811952535	4.811952535	4.811952535	5.390651692	5.4152391	4.811952535	5.083857635	5.721478396	5.084008515
1700001O22Rik	5.801690963	4.811952535	5.394990587	5.913195795	5.083320301	5.306121106	5.416419987	5.404643135	5.618774998
1700001P01Rik	5.560474969	5.740766176	5.449786483	5.672995984	6.100118609	6.781633486	6.287233853	6.23921969	5.776266581
1700003C15Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.083857635	5.078500463	4.811952535
1700003D09Rik	4.811952535	5.073672081	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700003E16Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700003E24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700003F12Rik	5.314045695	5.073672081	5.182195795	5.518393615	5.19516297	5.306121106	5.083857635	5.602795173	4.811952535
1700003G13Rik	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	5.083857635	4.811952535	4.811952535
1700003G18Rik	5.063947529	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	5.473165136	5.078500463	5.084008515
1700003H04Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700003L19Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700003M02Rik	5.063947529	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.083857635	5.078500463	5.281786841
1700003M07Rik	4.811952535	5.181575855	5.449786483	5.518393615	5.808862656	5.098188012	5.416419987	5.272328185	5.525516297
1700003P14Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700006A11Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700006E09Rik	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	4.811952535	4.811952535	5.084008515
1700006F04Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700006H21Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700007B14Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700007F19Rik	4.811952535	4.811952535	5.074112238	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700007G11Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.078500463	4.811952535
1700007J10Rik	6.145911793	7.073310179	6.63509987	6.547661336	7.273727298	6.402007937	6.221623329	7.065489319	6.740180604
1700007K09Rik	5.167877154	5.394022115	4.811952535	5.222516691	4.811952535	5.306121106	5.525127282	5.558576792	5.196131989
1700007K13Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.083857635	4.811952535	4.811952535
1700007L15Rik	6.885569452	6.235976251	6.760578261	7.332859497	5.906071487	6.523147811	7.57082944	6.788998023	6.077639029
1700007P06Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.306121106	4.811952535	4.811952535	4.811952535
1700008F21Rik	4.811952535	4.811952535	5.074112238	4.811952535	4.811952535	5.098188012	5.083857635	4.811952535	5.353682791
1700008I05Rik	5.167877154	4.811952535	4.811952535	5.313951068	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700008J07Rik	7.002358313	7.585259284	7.296348569	7.482824415	7.224802479	7.362258415	7.482678055	7.218796867	7.483847796
1700008K24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700008O03Rik	4.811952535	4.811952535	5.182195795	5.102753323	5.083320301	5.447883911	5.416419987	4.811952535	4.811952535
1700008P02Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700009C05Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.216092193	4.811952535	4.811952535	4.811952535
1700009J07Rik	4.811952535	4.811952535	5.264790217	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700009N14Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700009P17Rik	5.167877154	5.740766176	5.394990587	6.159430961	5.993994681	6.055299849	5.996218754	6.173324212	6.103192866
1700010B08Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700010D01Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700010I02Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700010I14Rik	7.090722055	6.717323605	6.706363039	6.744451278	5.906071487	6.542186847	6.388684009	5.887444462	5.776266581
1700010J16Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700010K23Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700011A15Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700011B04Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.473165136	4.811952535	4.811952535
1700011E24Rik	6.58617084	6.730933605	6.058861287	6.288093381	6.346398082	5.994919567	5.573289963	6.434280904	5.877410933
1700011H14Rik	4.811952535	4.811952535	5.182195795	5.102753323	4.811952535	5.306121106	5.083857635	5.272328185	4.811952535
1700011I03Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.216092193	4.811952535	4.811952535	4.811952535
1700011L22Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	5.195919549	4.811952535	4.811952535
1700011M02Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700012A03Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700012B07Rik	10.17826161	9.784836214	8.514109889	8.778553831	8.910346476	9.497670305	6.127442648	6.676870501	6.427686123
1700012B09Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.280605191	4.811952535	4.811952535	4.811952535	4.811952535
1700012D01Rik	6.600196299	6.389678927	6.217370137	5.80150961	5.699254021	5.216092193	5.908145597	5.917201378	5.416751558
1700012D14Rik	5.637479586	5.898029359	5.870450606	5.760865651	5.571814958	5.659813768	6.050776593	5.824826549	5.968366818
1700012I11Rik	5.063947529	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	5.083857635	5.078500463	4.811952535
1700012L04Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700012P22Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.083857635	4.811952535	4.811952535
1700013D24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700013F07Rik	5.167877154	5.264034016	5.182195795	6.508200107	5.699254021	5.963272942	5.938422152	5.887444462	5.908727902
1700013G24Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700013H16Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700015E13Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	4.811952535
1700015F17Rik	4.811952535	4.811952535	5.264790217	4.811952535	5.352324212	4.811952535	4.811952535	5.078500463	4.811952535
1700015G11Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.381654138	4.811952535	4.811952535	4.811952535
1700016C15Rik	5.673155226	5.49884104	5.631068848	5.980758053	5.842457922	5.447883911	5.66076922	5.946035442	5.996843146
1700016D06Rik	4.811952535	4.811952535	5.074112238	4.811952535	4.811952535	5.216092193	4.811952535	4.811952535	4.811952535
1700016G22Rik	4.811952535	5.49884104	5.182195795	4.811952535	5.737433901	4.811952535	5.810767067	5.078500463	5.281786841
1700016H13Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	5.281527788	4.811952535	4.811952535
1700016K19Rik	4.811952535	4.811952535	4.811952535	6.131735501	4.811952535	4.811952535	5.473165136	4.811952535	4.811952535
1700016L04Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700016L21Rik	4.811952535	4.811952535	5.182195795	4.811952535	4.811952535	4.811952535	5.083857635	5.188375943	4.811952535
1700016P04Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700017B05Rik	9.264622859	8.920815086	9.750943125	8.70093628	9.434558703	8.878062255	9.239046249	9.429757339	8.791521172
1700017D01Rik	5.167877154	4.811952535	4.811952535	5.222516691	5.52374178	4.811952535	4.811952535	4.811952535	5.416751558
1700017G19Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.272328185	5.473526814
1700017J07Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700017N19Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700018A04Rik	4.811952535	4.811952535	4.811952535	5.222516691	5.280605191	5.306121106	4.811952535	4.811952535	5.084008515
1700018B08Rik	5.063947529	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.573704104
1700018B24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	4.811952535
1700018C11Rik	4.811952535	4.811952535	4.811952535	5.573760679	5.471877009	5.306121106	4.811952535	4.811952535	4.811952535
1700018F24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700018G05Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700018L02Rik	4.811952535	5.073672081	5.074112238	5.390651692	5.471877009	4.811952535	5.195919549	5.188375943	5.281786841
1700019A02Rik	5.372612311	5.807130141	5.706930371	5.390651692	5.4152391	4.811952535	4.811952535	5.342807073	5.573704104
1700019B03Rik	4.811952535	5.181575855	5.631068848	5.518393615	5.699254021	5.746424433	5.876843815	5.272328185	5.844972693
1700019B21Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.216092193	4.811952535	4.811952535	4.811952535
1700019D03Rik	5.063947529	5.181575855	5.264790217	4.811952535	5.471877009	5.746424433	6.127442648	5.757364973	6.349969423
1700019E08Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.306121106	4.811952535	4.811952535	4.811952535
1700019G17Rik	6.419993953	5.868744235	6.083042497	5.840315845	6.173056498	5.746424433	6.664464597	6.486884052	5.908727902
1700019G24Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700019L03Rik	5.425365606	5.181575855	5.449786483	6.012834991	5.616779523	5.963272942	5.473165136	6.078551888	5.776266581
1700019M22Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700019N19Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.083857635	4.811952535	4.811952535
1700019O17Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.188375943	4.811952535
1700020A23Rik	4.811952535	5.181575855	5.74228046	5.390651692	5.19516297	5.216092193	4.811952535	4.811952535	4.811952535
1700020D05Rik	5.473700031	5.181575855	5.590049196	4.811952535	4.811952535	4.811952535	4.811952535	5.824826549	5.084008515
1700020G17Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.381654138	4.811952535	4.811952535	4.811952535
1700020I14Rik	11.47714717	11.64767767	11.32695944	11.02739319	10.97185547	10.98440018	10.87810814	10.87566182	11.02480288
1700020L24Rik	4.811952535	5.394022115	5.776168224	4.811952535	4.811952535	5.306121106	5.573289963	4.811952535	4.811952535
1700020M21Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700020N01Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700020N15Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
1700020N18Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.659133632	4.811952535	4.811952535	4.811952535	4.811952535
1700021F05Rik	7.897550465	7.275225899	7.588881704	6.793129863	6.87316927	6.560929101	7.296798331	6.585588699	6.953601566
1700021F07Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700021K19Rik	8.258325059	7.765195914	7.637853822	7.245558534	7.727492421	7.650353553	7.955007908	8.048447312	7.760493661
1700021N21Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700022A21Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700022A22Rik	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700022E09Rik	4.811952535	5.181575855	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700022H16Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700022I11Rik	5.063947529	6.442359372	5.706930371	5.877488403	6.241305702	6.217604549	4.811952535	6.301362598	6.51807166
1700023C21Rik	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	5.306121106	4.811952535	4.811952535	4.811952535
1700023E05Rik	4.811952535	4.811952535	4.811952535	4.811952535	5.659133632	5.216092193	5.195919549	5.078500463	4.811952535
1700023F02Rik	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
1700023F06Rik	5.167877154	5.333268804	5.499977964	5.518393615	5.874823819	5.306121106	5.700962481	5.511307862	5.573704104
