	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17neg_SI_EAE	IL17neg_SI_mock	IL17neg_SI_SS
Myl9	4.811952535	4.811952535	4.811952535	7.322249812	8.679822332	7.888741739	7.277694913	6.815538607	7.767256449
Mylip	8.856247033	9.187814605	9.947371266	9.152169419	9.095752921	8.915129337	9.826427227	9.621850102	9.35108491
Mylk	4.811952535	5.073672081	5.394990587	8.260586938	9.489691166	8.249333072	7.601537376	8.165362936	8.219064704
Mylk2	4.811952535	4.811952535	4.811952535	4.811952535	5.616779523	5.507478679	4.811952535	4.811952535	4.811952535
Mylk3	5.063947529	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.084008515
Mylk4	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	5.216092193	4.811952535	5.078500463	4.811952535
Mylpf	5.939304887	6.572312082	6.99062482	6.547661336	6.423966346	6.24239802	6.809818366	6.828604201	6.024511134
Mynn	11.4982986	11.53230652	11.19121578	12.50012838	12.29228931	12.54804855	12.12158864	11.78706019	12.07942481
Myo10	10.02121975	9.595340467	8.374582627	7.897116938	8.467498734	7.698267649	8.217736024	8.199109015	7.587464758
Myo15	5.372612311	5.49884104	5.182195795	6.07402591	5.874823819	5.746424433	6.265795496	4.811952535	5.776266581
Myo16	7.341149783	8.585408118	7.034260454	6.288093381	7.020620836	7.180229969	5.525127282	5.946035442	6.941251054
Myo18a	9.044637434	9.478176028	9.219557931	7.353833402	8.17332928	7.881875845	7.539423142	8.479217342	7.307371443
Myo18b	4.811952535	4.811952535	4.811952535	5.518393615	5.083320301	5.098188012	4.811952535	4.811952535	5.084008515
Myo19	7.276589066	6.796859327	7.581742021	6.870333363	6.846873729	6.797099703	7.000837999	7.390828917	6.890638232
Myo1a	4.811952535	4.811952535	5.706930371	5.222516691	4.811952535	5.098188012	5.083857635	5.078500463	5.084008515
Myo1b	4.811952535	5.668531494	5.631068848	7.473322317	8.352602091	7.168715453	6.481905039	6.85434122	7.617842954
Myo1c	9.388381964	8.967124856	8.764095373	8.075116711	9.090472792	8.270394622	8.126801783	8.584738912	8.419550825
Myo1d	6.971531787	6.492769274	6.945483518	7.140062991	7.470216115	6.765976002	7.352543782	7.721778182	7.813700492
Myo1e	9.697319524	10.39038028	9.90457694	10.99537452	10.96827037	11.12147473	10.16651443	10.69074952	10.71397348
Myo1f	11.82648497	11.25100176	11.11943851	9.663540992	10.08891009	9.909424787	9.172897284	9.8823814	9.685849201
Myo1g	12.32386112	12.4753973	12.29316122	11.9449109	12.15492999	12.23367541	11.84532291	12.3810186	12.13446969
Myo1h	5.473700031	5.838475027	6.10666358	6.381238847	6.806388528	6.615476647	7.081225609	7.199344404	7.433257052
Myo3a	4.811952535	4.811952535	4.811952535	5.222516691	5.083320301	5.562026586	5.195919549	4.811952535	4.811952535
Myo3b	7.022513538	7.22983739	9.059860118	9.282846548	8.11690029	8.451699668	8.375050523	8.386283389	8.707210712
Myo5a	11.4940071	11.25538534	11.40573818	11.24316096	11.54755009	11.31609032	10.94189422	11.16689533	10.95077674
Myo5b	5.247321836	5.264034016	5.80874474	5.573760679	6.346398082	6.166240022	6.050776593	5.757364973	6.051426563
Myo5c	4.811952535	4.811952535	5.394990587	6.131735501	6.241305702	5.746424433	5.739211149	4.811952535	5.525516297
Myo6	5.707253193	6.235976251	7.46217289	7.187978097	7.627276352	7.157100892	8.786828953	8.968002286	8.946564801
Myo7a	5.673155226	5.807130141	6.058861287	5.947579141	6.100118609	6.597564424	6.308266751	6.569689709	6.500538427
Myo7b	4.811952535	5.264034016	4.811952535	5.625050312	5.773906866	5.507478679	4.811952535	4.811952535	4.811952535
Myo9a	12.55955688	13.0497251	13.50510273	13.06606222	12.6595929	12.78848413	12.48636567	12.63351866	12.70956329
Myo9b	11.71990742	11.68145941	11.75501989	11.04235657	11.34628563	11.20385622	11.06427933	11.50528928	11.25929833
Myoc	4.811952535	4.811952535	4.811952535	5.573760679	5.083320301	5.507478679	5.281527788	5.460317872	6.128127902
Myocd	4.811952535	4.811952535	4.811952535	5.625050312	6.792602355	5.659813768	5.908145597	5.404643135	5.739710133
Myod1	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	4.811952535	5.078500463	4.811952535
Myof	5.939304887	6.61763923	6.922311869	6.870333363	8.577605548	7.382150375	6.023873728	7.108128225	7.540607484
Myog	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Myom1	4.811952535	6.104618937	5.33413849	6.65887128	7.184339226	6.734065538	6.49969344	6.078551888	6.569182856
Myom2	4.811952535	4.811952535	5.074112238	4.811952535	5.19516297	5.098188012	4.811952535	5.078500463	4.811952535
Myom3	4.811952535	4.811952535	5.074112238	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	5.281786841
Myot	4.811952535	5.073672081	4.811952535	4.811952535	5.280605191	4.811952535	4.811952535	4.811952535	4.811952535
Myoz1	4.811952535	4.811952535	4.811952535	5.457895318	4.811952535	5.216092193	4.811952535	5.272328185	5.281786841
Myoz2	4.811952535	4.811952535	5.074112238	5.102753323	4.811952535	5.447883911	5.083857635	5.460317872	4.811952535
Myoz3	5.637479586	5.333268804	5.499977964	6.693811663	6.32615433	6.084176081	5.739211149	6.001207778	6.128127902
Mypn	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	5.078500463	5.353682791
Mypop	5.886742319	6.661347942	6.620339885	6.403382404	6.346398082	6.597564424	6.151783787	6.815538607	6.928782029
Myrf	4.811952535	4.811952535	6.706363039	5.718132826	6.173056498	6.91451621	5.66076922	5.974016992	5.473526814
Myrfl	4.811952535	5.073672081	4.811952535	5.573760679	5.19516297	5.306121106	5.353384952	4.811952535	5.525516297
Myrip	4.811952535	4.811952535	4.811952535	5.518393615	6.100118609	6.402007937	5.700962481	5.602795173	6.077639029
Mysm1	12.63885468	12.68629302	12.63715856	13.18862164	12.8547048	12.93730647	13.10711941	12.72303258	13.00105523
Myt1	5.063947529	5.073672081	4.811952535	4.811952535	5.808862656	5.896628795	4.811952535	4.811952535	4.811952535
Myt1l	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	5.507478679	4.811952535	4.811952535	4.811952535
Myzap	4.811952535	5.264034016	5.074112238	5.80150961	6.423966346	6.57938501	5.525127282	5.946035442	6.024511134
Mzb1	4.811952535	4.811952535	4.811952535	7.077638417	8.293785509	7.566622587	6.40793481	7.293911756	7.46719075
Mzf1	6.081646832	5.774602607	5.631068848	5.573760679	5.083320301	5.381654138	5.281527788	5.404643135	5.281786841
Mzt1	9.954024688	9.822283647	9.89049658	9.965958115	9.824225981	10.03839003	10.12442605	9.915825554	9.918915693
Mzt2	6.71970576	6.757718722	6.336824245	6.7608869	6.691636343	6.443791356	6.463845143	6.301362598	6.725573404
N28178	4.811952535	4.811952535	4.811952535	5.913195795	5.773906866	4.811952535	5.083857635	5.558576792	5.281786841
N4bp1	11.50726941	11.30697473	12.08253088	11.49690257	11.67484732	11.54812482	11.13211616	11.59098586	11.63009983
N4bp2	9.190018552	8.715780602	9.381515681	9.744823632	9.991906991	9.709635314	10.22441263	10.11047545	9.942628627
N4bp2l1	8.996770584	9.192404125	9.287838185	8.982421169	9.392312304	9.303291842	8.819279039	9.228989929	9.266611398
N4bp2l2	12.70216424	12.84775345	12.72440897	13.13710362	12.73324758	12.97098585	13.15317383	12.7668845	13.0080903
N4bp3	6.245022765	6.770900651	6.706363039	6.622914029	6.32615433	6.402007937	6.221623329	5.946035442	6.024511134
N6amt1	9.386527945	9.042827473	8.788676921	9.137541194	8.864641292	8.771804295	8.974221722	8.652142383	8.643273326
N6amt2	8.052143261	7.946690283	8.009742751	6.263546068	6.778664718	6.750121889	6.940243182	7.774295943	7.189299654
Naa10	8.286618311	8.784396614	8.145276367	7.748992079	7.914660496	8.238683849	8.265841809	8.431487489	8.025306044
Naa11	4.811952535	4.811952535	4.811952535	4.811952535	5.19516297	5.098188012	5.281527788	4.811952535	4.811952535
Naa15	11.85554335	11.75952404	12.06008092	12.59316955	12.12304601	12.26750411	12.40724244	12.32642187	12.44193905
Naa16	11.01819741	10.80579239	11.21906808	10.77262152	10.30562761	10.49304979	10.64005812	10.48247034	10.57776838
Naa20	9.356533751	8.901302696	9.106980883	10.13574397	9.621674782	9.907758206	10.05957152	9.803776953	10.15287946
Naa25	9.539498801	9.56737306	9.434925288	9.910343315	9.606978425	9.682593409	9.75295904	9.663550847	9.490446401
Naa30	9.369733284	9.59360834	9.685564142	10.3497333	9.805045248	10.17348964	9.927822732	9.972201328	10.08659135
Naa35	10.19211013	10.22135949	10.26361646	9.83811335	9.740882105	9.743673306	10.08373619	9.678882294	9.900871215
Naa38	7.99429769	7.450824893	7.147313005	6.793129863	6.764571858	6.996066014	6.92777837	6.734186445	6.965836001
Naa40	8.10771001	7.946690283	7.67180394	7.424798212	8.261076167	7.981497632	7.71098673	7.861702576	7.773986622
Naa50	11.13856161	11.19219708	11.09633187	10.47694697	10.49397705	10.60110001	10.6463792	10.29855706	11.10967824
Naa60	10.13920237	9.59360834	9.955509168	9.337600614	9.824225981	9.651053161	9.671999551	10.13907034	9.887187925
Naaa	6.706981669	7.442956297	7.012623997	7.222821607	7.184339226	7.868042371	7.058753598	7.373713616	7.475544541
Naalad2	6.654743386	6.717323605	7.176547211	6.446439278	7.043655585	7.145384402	6.198845803	6.520696585	6.810781013
Naaladl1	4.811952535	4.811952535	5.182195795	5.313951068	5.19516297	5.704301039	4.811952535	5.272328185	5.084008515
Nab1	12.83939508	12.7617907	13.09222692	13.08272568	13.20754932	13.0999931	13.38610147	13.25312305	13.91038265
Nab2	9.637810838	10.36828232	9.732113228	8.453336143	8.261076167	8.92176698	8.723069712	8.837152579	8.036487473
Nabp1	13.78860195	13.98030694	14.220544	14.53987632	14.97113299	14.95954901	14.36921154	14.76838491	15.33012912
Nabp2	10.12816201	9.92911513	9.448454357	9.021208185	8.52753963	8.78643608	8.712737478	8.787589001	8.606475915
Naca	13.27228444	13.48588189	13.21104266	13.18950614	12.7117577	12.96258931	13.1423563	12.79624106	12.85263011
Nacad	5.372612311	6.572312082	5.899778874	6.885231045	7.184339226	6.781633486	6.349186642	6.36023066	6.783011767
Nacc1	10.84905277	10.59278263	10.52188637	10.70888845	10.88933222	10.51400415	10.53495966	10.99468024	10.30237031
Nacc2	5.560474969	5.980722706	6.217370137	5.518393615	6.898937881	6.402007937	5.876843815	6.734186445	6.244669654
Nadk	10.11480093	9.956314116	9.95415604	10.17201823	10.57542506	10.48301672	10.13859254	10.64034572	10.53358205
Nadk2	9.327834147	8.595870306	8.982156678	9.26949648	9.280922655	9.328452419	9.274520632	9.283545805	9.615645729
Nadsyn1	7.341149783	7.33631297	7.552808446	7.434641549	6.820026853	6.900412423	7.343410402	7.256877258	7.147517259
Nae1	9.980052238	10.10710736	10.15829405	10.35479094	9.898491772	10.01381403	10.37231873	10.07488046	10.15795181
Naf1	6.694126529	6.796859327	7.001670573	7.660282071	6.924202268	6.560929101	7.268040982	7.284747855	7.380723836
Naga	8.826409217	9.063026516	8.684436684	9.843523083	10.31695078	10.54541119	8.540277417	8.959641036	8.931794066
Nagk	7.439933117	7.301744149	7.469958373	7.748992079	7.642043443	7.79674798	7.660982293	7.646169929	7.654902056
Naglu	6.206468165	6.476204196	6.058861287	6.159430961	6.405058303	5.704301039	5.66076922	5.791763113	5.968366818
Nagpa	8.089429647	7.707766838	8.282049123	8.395242295	8.298397345	8.428508134	8.60880864	8.713192178	8.290637443
Nags	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Naif1	6.654743386	6.315456061	7.066062703	6.793129863	6.973301666	6.684622869	7.198454457	7.04364291	7.189299654
Naip1	4.811952535	5.774602607	5.449786483	6.103284918	6.074618411	6.139596548	6.127442648	5.188375943	4.811952535
Naip2	8.617223831	9.201539395	9.647544706	8.390292382	7.920688963	8.456292995	8.532455605	8.562775043	8.415294693
Naip5	6.245022765	6.675580044	7.603051418	7.332859497	7.859206125	7.458940487	8.23717461	8.645195234	8.372018184
Naip6	5.372612311	6.572312082	6.444848819	5.877488403	7.254369961	7.060344443	6.782059071	7.321037057	7.288396528
Naip7	4.811952535	4.811952535	5.499977964	4.811952535	4.811952535	4.811952535	5.195919549	5.078500463	5.196131989
Nalcn	5.247321836	6.276428957	5.074112238	4.811952535	5.083320301	5.098188012	5.083857635	4.811952535	4.811952535
Nampt	11.8542047	11.50403558	12.06760313	11.78977027	11.36875747	11.41201797	12.02650737	11.89700128	11.96441222
Nanog	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	4.811952535	5.078500463	5.473526814
Nanos1	8.924395994	9.315295462	8.751644391	8.249680038	8.945889115	8.857432158	8.723069712	8.965220618	9.05410992
Nanos2	4.811952535	5.545301774	5.706930371	4.811952535	5.874823819	5.216092193	5.525127282	5.188375943	4.811952535
Nanos3	5.372612311	5.394022115	4.811952535	4.811952535	4.811952535	4.811952535	5.195919549	4.811952535	5.084008515
Nanp	5.167877154	5.181575855	5.394990587	5.313951068	5.571814958	5.507478679	5.66076922	5.188375943	5.573704104
Nans	8.856247033	9.164644362	8.93618063	8.513707199	8.430220975	8.361486327	8.312369914	8.165362936	8.331910352
Nap1l1	12.45261121	12.87203917	12.49493156	12.34745361	12.10879067	12.15022256	12.30795048	11.99949234	12.24906285
Nap1l2	4.811952535	4.811952535	4.811952535	4.811952535	5.19516297	5.306121106	5.083857635	4.811952535	5.196131989
Nap1l3	4.811952535	5.073672081	5.669934946	6.46738723	6.706567423	6.597564424	6.388684009	7.159571303	7.239759685
Nap1l4	11.17922523	11.40837591	11.26068396	11.1704684	11.00162354	11.10485446	11.47416718	11.26148495	11.2373122
Nap1l5	8.080199972	7.220573178	7.711478253	7.748992079	7.283302886	7.168715453	7.631578524	7.63196946	7.726178831
Napa	10.04372284	10.03750797	9.859026512	11.17975787	11.02803713	11.02951358	10.96736049	10.86974169	10.7630508
Napb	5.167877154	5.898029359	5.955784851	5.877488403	6.074618411	5.562026586	6.023873728	5.887444462	6.602094419
Napepld	6.95056885	7.073310179	7.787588979	7.289913248	6.548436196	7.109603694	6.92777837	6.616776708	6.725573404
Napg	9.977593587	10.1769709	10.0472024	9.843523083	9.713708502	9.698108078	9.720777002	9.692374486	9.756137394
Naprt1	5.425365606	6.006769716	5.669934946	4.811952535	5.965579936	6.380537104	5.908145597	5.64445203	5.573704104
Napsa	5.913395848	6.172327471	5.955784851	5.877488403	6.423966346	6.112257516	5.473165136	6.217698371	6.152480079
Narf	10.24723128	10.10224595	10.5490181	9.469507359	9.424112902	9.690371647	9.526695837	9.661837228	9.757809589
Narfl	7.20006653	7.549213308	7.023486752	7.152203892	7.020620836	7.009175733	7.539423142	7.169625982	7.229818133
Narg2	9.343211884	9.66131692	9.566582093	9.274851402	9.162683437	9.256861881	9.599318546	9.331798461	9.669949683
Nars	12.03993095	12.02736201	11.72639565	11.74426254	12.35237458	12.26555512	11.65473246	11.95929576	12.2305349
Nars2	8.700418721	9.414827926	9.011139045	9.483443757	8.596403417	9.506512002	9.439837407	9.130710485	8.898752414
Nasp	11.72027486	11.94292323	11.74840452	12.52388712	12.41190543	12.64243663	12.72491813	12.23613857	12.61365796
Nat1	4.811952535	4.811952535	4.811952535	5.313951068	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Nat10	8.809868089	8.832310374	8.888680714	9.2560212	8.539250242	8.636956865	9.005552666	9.019853806	8.744920892
Nat14	5.247321836	7.104094631	6.664099122	6.358659906	6.460886588	6.781633486	6.568310609	7.032582412	6.464675613
Nat2	8.221098587	8.781348072	8.260150524	7.289913248	7.302253004	7.674517171	7.731878924	7.365074663	7.944447304
Nat3	4.811952535	4.811952535	4.811952535	5.672995984	4.811952535	4.811952535	4.811952535	5.078500463	4.811952535
Nat6	7.29302007	7.009501021	7.117423581	6.7109204	6.846873729	6.812379781	7.228719033	7.218796867	6.851331627
Nat8	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.612564423	4.811952535	4.811952535	5.084008515
Nat8l	4.811952535	5.181575855	5.394990587	5.222516691	4.811952535	5.098188012	5.473165136	4.811952535	4.811952535
Nat9	6.436103483	6.646950101	7.523255	6.777111102	7.656654937	7.214191247	6.568310609	7.543563702	7.147517259
Nav1	9.004053251	9.348559628	9.261790683	7.56551262	8.111656947	6.734065538	5.739211149	6.676870501	7.178975811
Nav2	7.747459758	7.771433321	8.394798642	12.58968952	12.87857971	12.76820887	10.79439411	11.96242788	11.21862979
Nav3	4.811952535	5.44872976	5.982592331	5.518393615	5.52374178	5.612564423	5.083857635	5.272328185	5.281786841
Nbas	10.22149323	10.31256065	10.26797828	10.51245481	10.75178965	10.62258381	10.50942571	10.63249972	10.73023522
Nbea	6.90760061	7.134181184	7.888774762	10.1015454	10.66408771	9.510912552	8.783543109	8.824921631	9.923391708
Nbeal1	10.77739808	11.23610803	11.55458181	11.31366376	10.81463321	10.85814417	11.22854072	10.58360136	10.79432231
Nbeal2	11.77258676	11.44529553	11.30060075	9.622160768	9.941572596	9.696177865	9.391130911	10.27522655	9.717130857
Nbl1	5.063947529	4.811952535	5.074112238	5.980758053	7.47850945	6.266641764	5.083857635	6.281033553	5.968366818
Nbn	9.035191005	9.823761475	9.50133271	9.814433441	8.830172206	8.995969151	9.555802126	9.033192986	9.174353744
Nbr1	11.48062172	11.36085645	11.3032584	11.72486893	12.11884884	12.19869392	11.78972318	11.897365	12.08009261
Ncald	8.568820776	7.814332132	8.056381657	7.938664082	7.914660496	8.074531325	7.218706421	7.46529999	7.753697929
Ncam1	4.811952535	4.811952535	5.33413849	7.473322317	8.370220453	7.202966117	5.908145597	7.535934605	8.053095111
Ncam2	4.811952535	4.811952535	4.811952535	4.811952535	5.19516297	5.306121106	4.811952535	5.078500463	4.811952535
Ncan	4.811952535	4.811952535	4.811952535	5.573760679	4.811952535	5.447883911	5.573289963	4.811952535	5.084008515
Ncapd2	8.809868089	9.10502798	8.491783913	8.676804972	8.942960664	8.898399451	8.232339895	9.062109735	8.874234305
Ncapd3	10.86509478	11.07432885	11.11399924	12.08497503	11.70574428	11.6621547	12.33893599	12.13582365	12.22752411
Ncapg	9.008887896	9.32368396	8.960704445	8.050124014	7.427979794	8.104227406	7.238657654	7.48131329	7.595122071
Ncapg2	10.0366545	10.33137491	9.53975358	9.288152036	9.428300333	9.394264824	8.401090217	8.659055915	9.149057102
Ncaph	9.448260795	9.315295462	8.922372764	8.782326325	8.487794695	8.91179895	7.838308701	8.165362936	8.025306044
Ncaph2	9.27468478	9.294107458	9.121545331	9.592469928	9.317515218	9.610630244	9.452276699	9.390957083	9.266611398
Ncbp1	11.09671815	11.17783536	11.18315818	11.83659909	11.20539319	11.56618418	11.55892267	11.41112444	11.43976851
Ncbp2	9.485106929	9.639659123	9.330228122	9.548962599	9.262270873	9.285413595	9.431484359	9.177092167	9.47832075
Nccrp1	5.771387917	5.868744235	5.546512478	5.518393615	5.471877009	5.216092193	4.811952535	4.811952535	4.811952535
Ncdn	9.430377573	8.354106206	8.543344245	9.429271297	9.481655561	8.995969151	9.019570817	9.323144903	8.852431204
Nceh1	9.554433122	9.713279901	9.315533454	8.614631205	8.570016526	8.668919733	9.152697754	8.394609847	8.514087497
Ncf1	6.90760061	8.077693782	7.883020755	7.482824415	8.539250242	7.915874191	8.100469204	8.954039653	9.502470681
Ncf2	7.974475662	8.85857349	8.521474855	9.12869217	9.5752412	8.986505645	8.872810337	9.118251555	9.388292699
Ncf4	9.569214007	9.55139915	9.898961304	8.129783656	8.074398348	7.929246282	8.132009942	7.915142477	7.712212707
Nck1	10.45143906	10.47271103	10.66433589	10.4309965	10.0822886	10.3209835	10.56482447	10.31717091	10.52673772
Nck2	9.35463817	9.468755374	9.610213656	7.952244502	7.649368427	7.674517171	8.691846274	9.014483204	8.1843859
Nckap1	9.801108476	9.677757775	9.722605105	10.13132905	10.49796167	10.16095534	9.150152713	9.858649183	10.14268088
Nckap1l	12.28713079	12.32530535	12.35363606	12.30171936	12.18458069	12.24525981	12.38447109	12.4144389	12.37956446
Nckap5	5.560474969	6.730933605	7.242377011	7.911103022	8.614956975	8.575027348	7.792740124	9.152867636	9.600811787
Nckap5l	6.627772881	5.807130141	6.543734761	7.245558534	7.375511662	6.969445878	7.440660952	7.424428698	6.83795725
Nckipsd	6.263801269	6.602716706	6.392102229	6.312110711	6.074618411	6.217604549	6.664464597	6.553579141	6.329686281
Ncl	14.90733636	14.83566679	14.85213498	15.24901242	15.04492243	15.13712442	15.45225426	15.07934187	15.27385437
Ncln	8.322185933	7.95217126	8.020241116	7.115444079	7.264083338	7.583779101	7.876220444	7.610392128	7.441819608
Ncmap	5.964520827	5.629725612	8.586102248	7.322249812	7.174029622	7.072832184	8.578755838	8.377907907	8.322841676
Ncoa1	11.0283237	10.65217773	11.19006744	11.34766357	11.42685095	11.1135498	11.32681205	11.70425035	11.28037329
Ncoa2	12.73598995	12.81323745	13.00465077	12.99458302	13.03393661	12.74064623	13.02895285	13.34837767	12.94111713
Ncoa3	11.84479919	11.78324355	12.03055615	12.13284803	12.29515348	12.19664964	12.00102022	12.38075849	12.1140732
Ncoa4	10.08084589	10.43455217	10.03445531	10.76789065	10.64893772	10.64874679	10.70897403	10.45208152	10.64251275
Ncoa5	9.256522275	8.875818422	8.528801977	8.614631205	8.997603356	8.891652413	8.222620718	8.981830244	8.624993131
Ncoa6	11.81207807	11.45008377	11.81136566	11.14077265	11.38121201	11.17645421	11.00157012	11.65863341	11.1736556
Ncoa7	9.821820487	10.04892283	10.30240555	9.742894771	9.654202897	9.787840471	9.412510673	9.035846001	9.530142502
Ncor1	14.50731068	14.33845699	14.30005761	14.71956294	14.49025322	14.36110178	13.87583679	14.10138557	13.71194575
Ncor2	9.927518154	10.034959	10.14056171	9.829051719	10.28271085	9.991960633	9.782797668	10.65677059	9.621169268
Ncr1	5.063947529	5.394022115	4.811952535	5.102753323	5.808862656	5.896628795	5.195919549	5.824826549	6.369896988
Ncs1	5.707253193	5.868744235	4.811952535	5.222516691	5.737433901	6.217604549	5.908145597	6.053429286	5.811301744
Ncstn	10.22149323	9.834064021	10.0736097	10.40441457	10.62180781	10.56667933	10.03637105	10.60870225	10.5257573
Nctc1	4.811952535	5.49884104	4.811952535	5.102753323	5.352324212	5.098188012	4.811952535	5.856683981	4.811952535
Ndc1	7.598964849	8.021546677	7.515766503	8.395242295	7.748059175	7.522774239	8.073636479	7.873755329	7.424640582
Ndc80	9.104568228	9.129172443	9.024121681	9.937576336	9.796977245	10.08041433	10.45181271	9.962493504	10.11425676
Nde1	9.485106929	9.764971704	9.38754901	9.247874941	9.098385718	9.335915491	8.736730914	8.976315054	9.245290375
Ndel1	9.695823997	10.28064725	9.980979997	10.80899906	10.82021275	10.88632632	10.71328136	10.75799902	10.66227481
Ndfip1	12.93445719	13.31755078	12.89459467	12.66717225	12.63267246	13.05142588	12.69627179	12.83339969	12.86488879
Ndfip2	10.37038472	10.59364859	10.61469424	11.00987096	10.63904926	10.8285202	10.69597428	10.92073688	10.95733518
Ndn	5.063947529	4.811952535	4.811952535	4.811952535	5.773906866	5.381654138	4.811952535	5.188375943	5.416751558
Ndnf	6.370275886	5.545301774	6.678347489	7.064792848	6.87316927	7.145384402	8.162862475	7.812426723	7.389620961
Ndnl2	7.854732368	7.031116177	7.406399062	8.360225607	7.896418201	7.847032713	7.93123295	7.955344561	8.148836438
Ndor1	9.604718416	9.248568907	9.12636749	9.575224548	9.652414939	9.502097947	9.555802126	9.697401628	9.781018642
Ndp	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Ndrg1	10.02836404	10.95677123	9.946010468	9.859631402	10.0405418	10.04901158	9.06623311	9.60589543	9.287620633
Ndrg2	8.06155761	7.239038231	7.842067474	7.756783279	9.020002073	8.265158475	8.188068862	8.175087024	8.518058875
Ndrg3	10.45143906	10.81250207	10.86764886	10.3723542	10.21653471	10.29954485	11.3645385	10.90634991	10.48194512
Ndrg4	6.817115428	6.987523714	6.427531105	7.012121627	7.401997769	7.311216942	6.73924348	7.097596435	7.344542494
Ndst1	10.70719645	9.909765539	9.946010468	9.450712897	10.64085221	10.16235343	9.371613453	10.17072609	9.604534634
Ndst2	8.53225181	7.402919936	7.966948733	7.717384313	8.17332928	8.326752467	8.422431752	8.867280552	8.238506679
Ndst3	4.811952535	5.44872976	4.811952535	5.877488403	6.820026853	5.306121106	5.353384952	5.188375943	5.281786841
Ndst4	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	5.078500463	4.811952535
Ndufa1	10.26749581	9.825237788	9.471354976	9.760162187	9.606978425	9.879127217	9.576778601	9.133189346	9.377448847
Ndufa10	10.56711205	10.57622976	10.56061844	9.997030885	9.881807649	10.18728995	10.2447946	10.01039132	10.34413008
Ndufa11	9.223655277	8.832310374	8.33326739	8.123812942	8.33924353	8.864341926	8.567320873	8.22740783	8.485973683
Ndufa12	9.331694034	9.263909362	8.880132431	8.395242295	8.471581121	8.270394622	8.460058362	7.988911663	7.926498745
Ndufa13	10.54984557	10.65798486	10.08848507	9.992169	9.855636796	10.39300769	10.04460218	9.678882294	10.04475576
Ndufa2	9.959018711	9.944138091	9.391557208	9.669646671	9.252853385	9.454913611	9.582446776	9.138134265	9.416109796
Ndufa3	9.659457112	9.871697967	9.606771408	9.183836317	9.047517362	9.203449595	9.283834379	9.145519851	9.154152213
Ndufa4	9.824559714	9.576171413	9.559476599	10.49652722	10.17232991	10.65173527	10.47837824	9.879436173	10.33071849
Ndufa4l2	4.811952535	4.811952535	5.074112238	4.811952535	5.571814958	5.098188012	4.811952535	5.078500463	5.353682791
Ndufa5	8.212691589	8.282330391	8.030661853	9.080553282	8.438589659	8.79369625	9.079673373	8.377907907	8.672043647
Ndufa6	9.551127756	9.259543064	9.208234535	8.648126927	8.672758793	8.992821584	9.060821554	8.634710749	8.868038642
Ndufa7	9.626864369	9.481927079	9.00066765	8.955967721	8.585154429	8.692431279	8.948068076	8.547942363	8.646901459
Ndufa8	9.035191005	8.878672499	8.499264825	7.972372335	8.025002287	8.195268465	8.307785121	7.938255733	8.635989298
Ndufa9	10.4993418	10.1861884	10.15122728	9.744823632	9.715421963	10.12984894	10.34703538	9.945697769	10.27345335
Ndufab1	7.476103612	7.681462124	7.588881704	7.817595258	7.410713452	7.868042371	7.423486524	7.799831727	7.8774831
Ndufaf1	8.651704841	8.345847783	7.983149321	7.384700143	7.436531901	7.767180214	7.972578974	7.603124311	8.19438106
Ndufaf2	8.78186754	8.509942755	8.564883399	8.19953331	8.307576323	8.062475778	7.85739281	7.617621987	7.985457182
Ndufaf3	9.229875395	9.426555278	8.582587609	7.353833402	7.801466014	8.133312179	7.414817757	7.179605604	7.80058755
Ndufaf4	9.051681657	8.731666702	8.871532829	9.049625233	8.430220975	8.64099155	9.373795191	8.130792542	8.5338347
Ndufaf5	8.71826676	8.753614899	8.341627064	8.509152984	8.577605548	8.275611519	8.524590657	8.42743684	8.643273326
Ndufaf6	6.081646832	7.419075431	6.979485027	6.777111102	6.691636343	6.503800912	6.876682914	6.379194198	6.51807166
Ndufaf7	8.804311631	8.852778726	8.543344245	7.547561577	7.973812059	7.698267649	7.717985683	7.879743066	8.228819021
Ndufb10	9.817701851	9.890152441	9.344774065	8.844982632	8.895272853	9.315927194	8.878978587	8.812585291	8.664905194
Ndufb11	10.7603442	10.61256932	10.42366789	10.74400066	10.28732344	10.68128426	10.70118825	10.26736502	10.44508116
