	IL17neg_EAE_SC_v_IL17neg_SI	IL17pos_EAE_SC_v_IL17neg_EAE_SC	IL17pos_EAE_SC_v_IL17pos_SI	IL17pos_SI_v_IL17neg_SI
0610005C13Rik	-0.865119753251957	-0.49675638925736	-0.321620115795674	-1.04025602671364
0610007P14Rik	0.393869754654725	0.512607607358774	0.866311996202784	0.0401653658107157
0610009B22Rik	0.875529620106206	0.434035906566622	0.613422798440392	0.696142728232437
0610009L18Rik	0.674650869051623	-0.470513922356596	0.084588115368503	0.119548831326524
0610009O20Rik	0.284229832970243	0.158893315198108	1.07607085440366	-0.632947706235314
0610010F05Rik	1.0866751755165	0.150297428825739	1.08947918023401	0.14749342410823
0610010K14Rik	0.749727748541698	0.0577391309587081	0.626195249793548	0.181271629706859
0610011F06Rik	0.181213697722271	0.280811798775287	0.561456787233104	-0.0994312907355466
0610012G03Rik	0.132925490317683	0.849599880003127	0.612658719703935	0.369866650616875
0610030E20Rik	0.00281092622732057	-0.123278427156077	0.361065766167719	-0.481533267096475
0610031J06Rik	0.746210158541005	0.295606068012117	1.20711833449629	-0.165302107943164
0610037L13Rik	-0.139468354685796	-0.00380870218282707	-0.277028229735481	0.133751172866858
0610038B21Rik	-1.41871567083978	-0.72676572827923	-1.18962962309059	-0.955851776028419
0610039K10Rik	0.143083679450405	0.0177231671095599	-0.0906260783505515	0.251432924910516
0610040B10Rik	-1.21800537649911	-0.310388474302731	-2.30916918609877	0.780775335296931
0610040F04Rik	2.07688745009361	-0.929752704005836	0.443765071866657	0.70336967422112
0610040J01Rik	-0.0327189533845577	-0.17901231376161	-1.29092703016748	1.07919576302131
0610043K17Rik	-1.59303111298753	-1.36682511473798	-2.14761753311173	-0.812238694613781
1010001N08Rik	-0.119313906866203	-0.0514377331723197	-0.188637467822965	0.0178858277844424
1100001G20Rik	-0.0920796402118803	0.618776132510062	0.843213595691891	-0.31651710339371
1110001J03Rik	0.00319086097964074	0.492449683229368	0.336634620240987	0.159005923968022
1110002L01Rik	-0.859246155767809	-0.0851609589110394	-0.335109660021058	-0.609297454657791
1110004E09Rik	1.21644783491467	0.196640452077725	1.83188977689437	-0.418801489901975
1110004F10Rik	-0.216674349920603	0.0462751497604008	-0.274098026071211	0.103698825911009
1110006O24Rik	0.252715586775789	0.0622728752847427	0.53585358820864	-0.220865126148108
1110007C09Rik	1.44801135897697	1.00978812249394	2.37282564747329	0.0849738339976117
1110008F13Rik	-0.469749450883933	0.10793967047933	-0.0813860704697485	-0.280423709934855
1110008L16Rik	0.0137762528734552	0.400351516241843	0.323196124773531	0.0909316443417663
1110008P14Rik	0.614746501744963	0.666814394112833	0.746885143423431	0.534675752434365
1110012L19Rik	-0.135734321865211	0.21994712171865	-0.234716265355198	0.318929065208637
1110017D15Rik	-0.26098732600112	-0.007709164981383	-0.10893879252378	-0.159757698458722
1110019D14Rik	0.883519183896315	-0.147983577391126	0.514653778721341	0.220881827783848
1110020A21Rik	-0.974381969733803	0.486445482445707	0.295359539514524	-0.78329602680262
1110028F11Rik	-1.00566883938109	-0.846748327179958	-1.83635430317092	-0.0160628633901279
1110028F18Rik	0.100204497980238	0.408472973916705	0.504447731798988	0.00422974009795484
1110032A03Rik	-0.529509410217679	0.0939034268340249	-0.673530933935612	0.237924950551959
1110032F04Rik	0.618367771302487	-1.53053492771625	0.4521731072042	-1.36434026361796
1110034G24Rik	-0.541363632835344	-0.0258806645710882	-1.39584254659623	0.828598249189795
1110036E04Rik	-0.0753958012249454	-0.12309736983015	-0.233741694004467	0.0352485229493724
1110037F02Rik	-0.829934591000051	-0.344225887510739	-1.08604464529397	-0.0881158332168211
1110038B12Rik	0.158041808763691	0.394412887163358	0.572815854942123	-0.0203611590150745
1110038F14Rik	0.348033080252926	-0.128865791054376	0.359607987499603	-0.140440698301054
1110046J04Rik	0.0708617787443741	-0.271029644415237	-0.105684732127308	-0.0944831335435552
1110051M20Rik	-1.22656740145218	-0.292444354955081	-1.35688414254788	-0.162127613859382
1110054M08Rik	0.0720839910732286	0.75658815498219	0.813283425221782	0.0153887208336372
1110057K04Rik	0.447305525565051	-0.0851775624335185	0.502305507573283	-0.14017754444175
1110058L19Rik	0.073877533001731	0.82947348951675	1.66742546287161	-0.764074440353125
1110059E24Rik	0.682671252577544	-0.0882101583865628	0.606320785414685	-0.0118596912237038
1110059G10Rik	-0.224228172739545	0.144778096579275	-0.137430206726932	0.0579801305666628
1110065P20Rik	0.311868830133403	-0.131893453105824	0.238593466873591	-0.0586180898460116
1190002F15Rik	1.28277155233772	-0.0532850725402586	1.36692806995342	-0.137441590155955
1190002N15Rik	-0.454933032139558	-0.27723115801123	-1.7812414073716	1.04907721722081
1190005I06Rik	-0.230657528397669	-0.0639053616645467	-0.15301005516614	-0.141552834896075
1190007I07Rik	0.792323766225035	0.31582879813185	0.906551757395338	0.201600806961546
1200014J11Rik	0.879184423112809	-0.0246062079202532	0.713418122988728	0.141160092203828
1300002E11Rik	0.262130057720987	-0.166211046011259	-0.0468333625678349	0.142752374277563
1300002K09Rik	-2.03342663043965	-1.28114514500079	-3.99511071017224	0.680538934731806
1300017J02Rik	-0.036866980861658	-0.0371766672328602	-0.602596941444501	0.528553293349983
1500004A13Rik	1.27377986542745	-0.0871559808302788	0.981807249409227	0.204816635187946
1500009C09Rik	0.364520420170415	0.0795740387412314	-0.012544568576928	0.456639027488575
1500009L16Rik	1.70835725114739	-0.105466985576869	0.304814310427181	1.29807595514334
1500011B03Rik	0.333225205564898	-0.173475360368462	0.0123807830640018	0.147369062132434
1500011K16Rik	1.47137430145155	0.341315710806217	1.41135674102174	0.401333271236031
1500012F01Rik	-0.091869395297706	0.21402381248054	0.379365158484089	-0.257210741301255
1500015A07Rik	0.0984866617590032	-0.0606514584758192	0.0550090573375728	-0.0171738540543889
1500015O10Rik	0.222594178757166	-0.286722467918531	0.0250083028007783	-0.0891365919621435
1500017E21Rik	-0.714518207969826	-0.118010100435582	0.00137841079315193	-0.83390671919856
1600002D24Rik	-0.848512110008402	-0.386105308367099	-0.505892758860918	-0.728724659514584
1600002H07Rik	0.0568624365885806	0.734048817110448	0.721994871592614	0.0689163821064138
1600002K03Rik	1.03695099733386	0.789762562431085	1.38991914334465	0.436794416420293
1600010M07Rik	-0.0773673031872167	-0.549015057534249	-1.3873280183857	0.760945657664232
1600012H06Rik	-0.581172291251969	0.168488207622716	-0.477170131909803	0.064486048280551
1600014C10Rik	2.20114179442541	0.289818188263802	2.53859553408146	-0.0476355513922418
1600016N20Rik	-0.599233725689873	0.468442347290252	0.26541471947605	-0.396206097875671
1600020E01Rik	-0.129748230265541	-0.179573021026664	-0.36027710043623	0.0509558491440254
1600023N17Rik	0.0577590774243938	1.04444473840946	0.476161400184233	0.62604241564962
1600029I14Rik	-0.11155090537057	0.235417171072875	0.25807820097645	-0.134211935274145
1600029O15Rik	-0.11368259011986	0.739468278892602	0.547152533339696	0.0786331554330459
1700001C19Rik	0.57248120040325	-0.493176420470215	-0.261427693875058	0.340732473808093
1700001D01Rik	-0.252508990923376	-1.37044406489589	-0.104968960008765	-1.5179840958105
1700001G11Rik	0.199098146819606	0.20039742433144	-0.209957039675083	0.60945261082613
1700001G17Rik	0.0384535811749896	0.25857928511691	-0.056450919779934	0.353483786071834
1700001J03Rik	-0.394374619607555	-0.18876804247502	-0.761512088097948	0.178369426015374
1700001K19Rik	-0.973768511863397	-0.241113280212198	-1.08602270447998	-0.128859087595612
1700001K23Rik	0.0861878916542139	-0.452278952334586	-0.803341928981848	0.437250868301476
1700001L05Rik	1.49627270980702	-0.33020257580605	1.11578600447853	0.0502841295224418
1700001L19Rik	-0.627431231334287	-0.204507081062213	-0.625734234089532	-0.206204078306968
1700001O22Rik	-0.085616981583993	0.142296642969144	-0.0343992838682741	0.0910789452534247
1700001P01Rik	-1.13125980501278	0.18312633821951	-1.22350755064705	0.275374083853779
1700003C15Rik	-0.332170946244108	-0.0491908311284391	0.0379473269810056	-0.419309104353553
1700003D09Rik	0.0670182401063724	0.276179734820114	0.33386637565286	0.00933159927362681
1700003F12Rik	-0.150605095893372	-0.0222181037174273	-0.312307264994533	0.139484065383733
1700003G13Rik	-0.117440405850274	-0.0515978361256877	-0.191488558176423	0.0224503162004615
1700003G18Rik	-0.528889274895197	9.66486738900345e-05	0.0682333026932003	-0.597025928914507
1700003M02Rik	-0.361536340660731	0.0382553146362394	0.165844078665484	-0.489125104689976
1700003M07Rik	-0.00177571100205409	-0.721550707896143	-1.03454306358984	0.311216644691641
1700006E09Rik	-0.117531497208189	-0.0516034263211353	-0.191431598991885	0.0222966754625609
1700007F19Rik	0.381435331929611	-0.352860769948466	0.0192429627075188	0.0093315992736265
1700007G11Rik	-0.248982442875662	-0.0385528464660959	0.0198154276184698	-0.307350716960227
1700007J10Rik	-0.10199368011966	0.0617547273171718	-0.154242036510028	0.11400308370754
1700007K09Rik	-0.837792404768975	0.414996925883671	0.289102894281647	-0.711898373166952
1700007K13Rik	-0.252017022738504	-0.0388597230269394	0.02097508804801	-0.311851833813454
1700007L15Rik	-0.255979717462685	-0.198652536927834	-0.147718901056692	-0.306913353333827
1700007P06Rik	0.105952684787252	-0.0558497778002462	-0.440805611884282	0.490908518871287
1700008F21Rik	-0.196974543531884	-0.162343719632649	-0.0479744854514718	-0.311343777713062
1700008I05Rik	0.119945693777824	0.134192159242043	-0.100239920216511	0.354377773236377
1700008J07Rik	-0.133016337281522	0.0315020822938167	-0.0477387957545064	-0.0537754592331988
1700008O03Rik	-0.00668337808630109	-0.31347853643021	-0.49124271831956	0.171080803803049
1700008P02Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700009C05Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700009J07Rik	0.568098442652327	-0.520475428185913	0.0434475990066632	0.00417541545975178
1700009P17Rik	-1.32957648046644	0.0426735280243132	-1.2421813842778	-0.0447215681643195
1700010B08Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700010I14Rik	1.04552342452564	0.336559125228274	0.666417513688864	0.71566503606505
1700011B04Rik	-0.429234764089363	-0.0623197820586245	0.0551358445603669	-0.546690390708355
1700011E24Rik	0.15023842112603	0.895476685728309	0.675737856397176	0.369977250457164
1700011H14Rik	0.0195046253082795	-0.304393942016131	-0.328219935212399	0.0433306185045472
1700011I03Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700011L22Rik	-0.2060037791167	-0.0567131933193131	-0.134102514693269	-0.128614457742744
1700012B07Rik	2.80919701040949	1.54827341236258	0.900184357154524	3.45728606561754
1700012B09Rik	0.103696380083067	-0.0548136173808586	-0.432239571265068	0.481122333967276
1700012D01Rik	0.733512160911216	0.519466178492047	1.64040345992305	-0.387425120519791
1700012D14Rik	-0.221059409743092	-0.169676231613305	0.281967357152825	-0.672702998509222
1700012I11Rik	-0.141194885796961	0.0612799966642519	0.0234610622088619	-0.103375951341571
1700012L04Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700012P22Rik	-0.252017022738504	-0.0388597230269394	0.02097508804801	-0.311851833813454
1700013F07Rik	-1.4985224732948	-0.300589788781391	-2.2050352894125	0.405923027336308
1700013G24Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700015E13Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700015F17Rik	0.252533711879483	-0.271815995022473	-0.235378709496642	0.216096426353652
1700015G11Rik	0.113298683531912	-0.0591769800473949	-0.468370420049	0.522492123533517
1700016C15Rik	-0.499194827207047	-0.149458706462524	-0.440384528831155	-0.208269004838417
