	IL17neg_EAE_SC_v_IL17neg_SI	IL17pos_EAE_SC_v_IL17neg_EAE_SC	IL17pos_EAE_SC_v_IL17pos_SI	IL17pos_SI_v_IL17neg_SI
1700016D06Rik	0.263962938710122	-0.213008082575834	-0.290289480175955	0.341244336310242
1700016G22Rik	-0.31571419364586	0.0413895247656308	-0.0692683136482066	-0.205056355232022
1700016H13Rik	-0.265047488111548	-0.0595205312445727	-0.0921078032076803	-0.232460216148441
1700016L21Rik	0.00319141173397244	-0.274634196300971	0.053940423075615	-0.325383207642613
1700017B05Rik	0.566931132988111	-0.643483278165259	0.0699963836968428	-0.146548528873991
1700017D01Rik	-0.121009324602686	0.0140071140498405	-0.323471923141934	0.216469712589089
1700017G19Rik	-0.452540449063784	-0.0654118786995722	0.0598026352310007	-0.577754962994357
1700017N19Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700018A04Rik	0.0650567960502827	-0.106235728667886	-0.70750910184128	0.666330169223677
1700018B08Rik	-0.38485280230693	0.00533045170254399	0.131734626321807	-0.511256976926193
1700018B24Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700018C11Rik	0.295288310639954	-0.15743236515411	-1.25872683330356	1.39658277878941
1700018L02Rik	-0.214531754698496	-0.217797373372083	-0.679790163823769	0.247461035753189
1700019A02Rik	0.503065970215442	0.00768576444910828	0.629943285423996	-0.119191550759446
1700019B03Rik	-0.305793085969473	-1.19108805220101	-1.37892898118121	-0.117952156989274
1700019B21Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700019D03Rik	-1.62487965370658	-0.524501372930334	-0.796000713606313	-1.3533803130306
1700019E08Rik	0.105952684787252	-0.0558497778002462	-0.440805611884282	0.490908518871287
1700019G17Rik	-0.530679740018463	0.147073431931923	0.471342120052202	-0.854948428138741
1700019L03Rik	-0.728337782906641	-0.459057510305957	-1.33306795550094	0.145672662288343
1700019N19Rik	-0.252017022738504	-0.0388597230269394	0.02097508804801	-0.311851833813454
1700019O17Rik	-0.330683387510918	-0.048986352385738	0.0377097149381837	-0.417379454834839
1700020A23Rik	1.3607755317758	-0.921476207009673	-0.417247201542129	0.856546526308257
1700020D05Rik	0.0211991728573613	-0.205792010507897	0.781080453209413	-0.965673290859949
1700020G17Rik	0.113298683531912	-0.0591769800473949	-0.468370420049	0.522492123533517
1700020I14Rik	0.402823342485964	0.241052365891269	0.57580744433519	0.0680682640420429
1700020L24Rik	0.406560687564832	-0.425584426417086	0.190981311214472	-0.210005050066727
1700020N15Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700021F05Rik	0.75436862857239	0.0851176474290767	1.17958403996986	-0.340097763968393
1700021K19Rik	-0.341939273236774	0.464404256536983	0.581744175262138	-0.459279191961928
1700022A22Rik	0.0722833814846327	-0.0396922070889824	-0.308412792393287	0.341003966788937
1700022E09Rik	0.0902296390542321	0.36881625196514	0.454443026088112	0.00460286493125998
1700022I11Rik	-0.410409033162495	0.220452903793519	-0.167080173952998	-0.0228759554159783
1700023C21Rik	0.113455752697802	-0.0592473456118247	-0.468954299547687	0.523162706633664
1700023E05Rik	-0.047212724863717	-0.132903366100904	-0.758064253057082	0.577948162092461
1700023F06Rik	-0.265300184844243	-0.583323275386414	-0.866962148643461	0.0183386884128039
1700023L04Rik	-0.591248692896512	-0.0857151704105812	0.0749099888598477	-0.751873852166941
1700024F13Rik	0.4918860752803	-0.308961675175416	0.126859380078228	0.0560650200266567
1700024P16Rik	-0.241748321584023	-0.102048848165468	-0.373879952830482	0.0300827830809908
1700025B11Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700025C18Rik	0.113920323429429	-0.0594552898682587	-0.470680012978461	0.525145046539631
1700025M24Rik	0.953835731269963	-1.03406069529854	-1.45274139242647	1.3725164283979
1700025N23Rik	0.111605177028189	-0.652717656177378	-1.52409954217529	0.9829870630261
1700026D08Rik	-0.115958938185574	-0.0512305598765333	-0.190727308323061	0.0235378102609535
1700026D11Rik	-0.215613920681432	1.24934309326201	0.856381488700672	0.177347683879907
1700026L06Rik	-0.3632337981682	-0.710712635882077	-1.9890575845436	0.915111150493323
1700027A15Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700027F09Rik	-2.27873848795817	-0.71918993195287	-1.24132904035797	-1.75659937955307
1700027I24Rik	-0.333644573345439	-0.0493932927648175	0.0381834359698397	-0.421221302080096
1700027J07Rik	-0.531613977386586	-0.124269951421163	-0.220509006823215	-0.435374921984534
1700028D13Rik	-0.0554700127413586	-0.0568414644269399	-0.285416363624085	0.173104886455787
1700028E10Rik	0.292457438488773	-0.268045428506103	0.971783567514732	-0.947371557532062
1700028J19Rik	-0.340879898350977	0.758825839788597	0.273391143944003	0.144554797493616
1700028K03Rik	-0.943206379593445	-0.807659731513059	-1.61949197444097	-0.131374136665535
1700028M03Rik	-0.256872324748254	-0.0597263278500796	-0.10153067765513	-0.215067974943203
1700029B22Rik	0.0942714124861598	0.161682122324306	0.0282261685180874	0.227727366292378
1700029F12Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700029H14Rik	0.555249815678155	-0.592348851527484	-0.0981036282307415	0.0610045923814128
1700029I15Rik	-1.30771699051917	-0.815490310331323	-1.837485601372	-0.285721699478491
1700029J03Rik	-0.333644573345439	-0.0493932927648175	0.0381834359698397	-0.421221302080096
1700029J07Rik	-0.044321227463629	-0.333672003791404	-0.822242857216796	0.444249625961763
1700029N11Rik	-0.416481005004556	-0.0606179145551059	0.0526760860110754	-0.529775005570738
1700029P11Rik	-0.446858070550077	-0.0646600955494921	0.0586438050765698	-0.570161971176139
1700030A11Rik	0.105952684787252	-0.0558497778002462	-0.440805611884282	0.490908518871287
1700030C10Rik	-0.712601077457706	0.196137570063018	-0.483969144884009	-0.0324943625106785
1700030F04Rik	0.55460374912323	0.017044358055902	0.568811147912934	0.00283695926619791
1700030J22Rik	0.630812735641789	-0.485439131085333	-0.673543865515871	0.818917470072327
1700030K09Rik	-0.273439319221464	-0.031153514169431	0.222302271787494	-0.526895105178389
1700030O20Rik	0.133114894302956	-0.0682839928896572	-0.543213609956411	0.608044511369711
1700031A10Rik	0.105952684787252	-0.0558497778002462	-0.440805611884282	0.490908518871287
1700031P21Rik	0.0949003299686869	-0.0507103512582591	-0.398409251558078	0.442599230268505
1700034F02Rik	0.225377202577401	0.81067669037649	0.830237835449914	0.205816057503977
1700034H15Rik	-0.395055318010297	-1.03989657701097	-2.27995776708765	0.84500587206638
1700034I23Rik	1.55976743467027	0.275228756419874	2.15581501771641	-0.320818826626271
1700034J05Rik	0.194961685110666	0.319199870176229	-0.0140033495927108	0.528164904879606
1700034P13Rik	0.0963007256668595	-0.309943291233992	0.0505791246880923	-0.264221690255225
1700037C18Rik	-1.00153114856976	0.590765943648023	-0.385868999796562	-0.0248962051251761
1700037H04Rik	-0.0786795779334204	0.878978019907433	0.837312731364942	-0.0370142893909295
1700040L02Rik	0.603203077070821	-1.15819379920112	-0.729894784832361	0.174904062702067
1700042O10Rik	0.064571412347447	0.269179719633623	0.324419532707444	0.00933159927362667
1700045H11Rik	0.103696380083067	-0.0548136173808586	-0.432239571265068	0.481122333967276
1700047A11Rik	-0.634848097708681	0.142187775405719	-0.746138910713765	0.253478588410803
1700047G03Rik	-0.0750319988278615	-0.266687850034676	-0.659593117641234	0.317873268778696
1700047M11Rik	0.236250275167137	-0.315818076477256	-0.788347251181879	0.70877944987176
1700048M11Rik	-0.833187672446945	-0.668725608506787	-1.34975516635347	-0.152158114600262
1700048O20Rik	-0.388237452794226	0.461603906307504	0.422876123866641	-0.349509670353363
1700049E15Rik	0.106175059205874	-0.0559515364842915	-0.441647340699406	0.491870863420989
1700049G17Rik	0.84417754669973	-0.393751544602587	0.346385075912849	0.104040926184294
1700049L16Rik	0.0919421024575986	-0.0493075022166815	-0.386878863986287	0.429513464227204
1700052I22Rik	0.122109263466976	-0.063074249593987	-0.500764007701382	0.559799021574371
1700052K11Rik	0.184725759741735	-0.848718455495057	-0.740347688457148	0.076354992703826
1700052N19Rik	1.64230550753758	-0.298224119339946	1.35848464281236	-0.0144032546147264
1700054M17Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700054O13Rik	-0.252017022738504	-0.0388597230269394	0.02097508804801	-0.311851833813454
1700056E22Rik	-0.641166045560564	0.42125825540018	0.712046118939509	-0.931953909099893
1700057H15Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700060C16Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700061F12Rik	-2.76148943533605	-0.620426928179481	-1.96586587411429	-1.41605048940124
1700061G19Rik	0.548243793638426	-0.474817259527898	0.703680752536377	-0.630254218425849
1700063D05Rik	-0.378210014629722	-0.337053928702393	-0.526502888817764	-0.188761054514351
1700064M15Rik	0.113298683531912	-0.0591769800473949	-0.468370420049	0.522492123533517
1700065D16Rik	-0.160565690507784	-0.266348144671912	-0.460155285099493	0.0332414499197968
1700065I16Rik	0.0930969087751464	-0.0498565052113035	-0.391388996344802	0.434629399908645
1700065J11Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700065L07Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700065O20Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700066B19Rik	0.353669737288726	-0.971690507457486	-1.87414367971919	1.25612290955043
1700066M21Rik	-0.358594142426474	0.281663189022708	0.328972212086793	-0.405903165490559
1700067G17Rik	0.0942250421701705	-0.0503911313296611	-0.395783832243947	0.439617743084457
1700067K01Rik	-0.700482601481933	-0.686248830034608	-1.20634192899273	-0.180389502523813
1700071M16Rik	-1.52776987950991	-0.900802898369372	-3.56193924210349	1.13336646422421
1700073E17Rik	-0.373968820165348	-0.0548949806942574	0.0449299584369091	-0.473793759296515
1700074H08Rik	-0.330683387510918	-0.048986352385738	0.0377097149381837	-0.417379454834839
1700080E11Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700084C01Rik	-0.144519760697309	-0.059674459947462	-0.213568819505473	0.00937459886070196
1700084E18Rik	-0.25355279151045	0.204949719784133	0.719573506642634	-0.768176578368951
1700084J12Rik	-0.091500741878209	-0.224325790435046	-1.29659673327456	0.980770200961306
1700085C21Rik	0.0919421024575986	-0.0493075022166815	-0.386878863986287	0.429513464227204
1700086O06Rik	-0.760655072509866	-0.635301382070255	-1.29465300091083	-0.10130345366929
1700088E04Rik	0.120255304321349	-0.0622626124125757	-0.494008819323279	0.552001511232053
1700092K14Rik	0.103696380083067	-0.0548136173808586	-0.432239571265068	0.481122333967276
1700092M07Rik	-0.572276922110845	0.704034815626043	0.575926247080368	-0.44416835356517
1700093K21Rik	-0.0227013146127717	-0.0601609879562539	-0.33833593202987	0.255473629460844
1700094D03Rik	-0.0870614000701628	-0.589313523895537	-0.47530157838436	-0.201073345581339
1700094J05Rik	-0.474029802654843	-0.503114559865044	-0.514369285481236	-0.462775077038651
1700094M24Rik	-0.252101673139316	-0.0388682809617854	0.0210074483904128	-0.311977402491514
1700095A21Rik	0.0945638632111643	-0.0505513727394709	-0.397101613887235	0.441114104358928
1700096J18Rik	-0.821302908032535	0.517607349146009	-0.0281359617554822	-0.275559597131045
1700096K18Rik	0.699487721633579	-0.521332932057602	0.175829366963297	0.00232542261268009
1700097N02Rik	2.07799138058416	1.01134347707649	2.93941122904569	0.149923628614965
1700100L14Rik	0.22967016821037	0.406835443101661	-0.386194830859984	1.02270044217201
1700101E01Rik	-0.42849007840263	-0.0622206003041122	0.0549904248865275	-0.54570110359327
1700101I11Rik	0.166059236419052	-0.0948885107501071	0.306779873502308	-0.235609147833363
1700102H20Rik	-0.475651718010367	-0.456276666594649	-1.97438481082776	1.04245642622274
1700102P08Rik	-0.448835218718401	-0.735814142131585	-1.94512493681415	0.760475575964159
1700104L18Rik	0.0902296390542321	0.36881625196514	0.454443026088112	0.00460286493125998
1700105P06Rik	-0.279214029764609	-0.0659461024048573	-0.116736886668701	-0.228423245500766
1700106J16Rik	-0.399127137330665	-0.0582911173506832	0.0494317434100567	-0.506849998091405
1700108F19Rik	-0.416550657346159	-0.0606272277163619	0.052689343710793	-0.529867228773314
1700108J01Rik	-0.25398796400026	-0.0595573574410683	-0.103390623610338	-0.210154697830991
1700109H08Rik	-0.341109736119428	-0.369287012345515	-0.436485629484147	-0.273911118980797
1700109I08Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700109K24Rik	-0.332606025807701	-0.266740017592872	-1.31133891881121	0.711992875410638
1700110C19Rik	0.52814154415289	0.50804317657485	0.428840845315802	0.607343875411938
1700110K17Rik	0.244374458540201	-0.0719296421327147	-0.115051634814704	0.28749645122219
1700111N16Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700112E06Rik	0.11772064819554	-0.141700561210157	-0.359443494774583	0.335463581759966
1700112H15Rik	0.1168003299828	-0.0607380677134432	-0.481332768558763	0.537395030828121
1700112J05Rik	0.276816386672436	0.581623100668092	0.517671038374375	0.340768448966153
1700113A16Rik	0.0706119027438684	-0.215268407333651	0.0889387818633157	-0.233595286453099
1700113H08Rik	-0.0988354594871224	-0.131902846485582	-0.827439410650963	0.596701104678259
1700119H24Rik	0.0678404137452657	-0.0385822701678505	-0.29718718816409	0.326445331741505
1700120C14Rik	-0.432567596405113	-0.528816684528009	-0.355880921838785	-0.605503359094337
1700120E14Rik	0.427287663134626	-0.465177012515782	-0.665868135039289	0.627978785658133
1700120G07Rik	0.160355293273288	-0.0833436460444351	-0.662223814468513	0.739235461697366
1700120K04Rik	-0.84265151658266	-0.540532219692906	-1.21776124014859	-0.165422496126974
1700123I01Rik	-0.956338727013081	-0.408351052327584	-1.7529023541827	0.38821257484204
1700123K08Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700123L14Rik	0.0713868428783285	-0.0394304875521917	-0.305916646615626	0.337873001941763
1700123M08Rik	0.570229373081077	-0.323032738818909	-0.740100648418079	0.987297282680248
1700123O12Rik	0.243953429160239	-0.189285556195883	-0.342374905076147	0.397042778040503
1700123O20Rik	-0.808407516205237	0.209607530137516	-0.513347158488751	-0.0854528275789695
1700123O21Rik	0.104467410322446	-0.055168450120666	-0.435172001394912	0.484470961596692
1700124L16Rik	-0.393863348802493	0.504745209245399	0.270957629049059	-0.160075768606152
1700125G22Rik	0.514813134706196	0.842092584767831	0.621622713504953	0.735283005969074
1700125H03Rik	0.630382273106825	-0.0705051385026242	0.376986478909303	0.182890655694898
1700125H20Rik	-0.35582001147021	-0.109320710857411	-0.304265528027083	-0.160875194300538
1700126H18Rik	-0.270596841397728	0.603616007070022	0.121827475322913	0.21119169034938
1700128A07Rik	0.112422392622159	-0.0587837991860876	-0.465108546581701	0.518747140017772
1810006J02Rik	-0.663385313624982	-2.49839635555397	-0.538619740768984	-2.62316192840997
1810007D17Rik	0.0670182401063724	0.276179734820114	0.33386637565286	0.00933159927362681
1810008I18Rik	0.562332393784196	-0.316864276146244	-2.6082570443934	2.85372516203135
1810009A15Rik	-0.142937714047882	0.13217273053736	0.384077237370272	-0.394842220880794
1810009J06Rik	0.18081186750314	0.730622657442464	0.908698159391422	0.00273636555418201
1810010D01Rik	0.118462638052423	-0.161456723894941	-0.334759114192852	0.291765028350334
1810010H24Rik	0.200881588744235	0.292926532896774	0.611774735765954	-0.117966614124945
1810011H11Rik	-0.110292422690423	-0.75756780973493	-0.127888842098096	-0.739971390327257
1810011O10Rik	-3.708023656554	-0.444695057990221	-4.31644577062818	0.163727056083967
1810012K16Rik	-0.186423336388967	0.90316812845912	0.927362394676821	-0.210617602606668
1810013A23Rik	-0.601398773351612	0.741981774958195	0.129115846990806	0.0114671546157768
1810013L24Rik	-0.0968705101711586	-0.110253626593367	-0.267267414990182	0.0601432782256573
