	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Ap1g1	0.202557460206	0.295211684292	0.0961602171048	0.0375400768233	0.178295494349	0.214336820784
Ap1g2	-0.22457129225	0.021861727882	-0.585616751426	-0.341745519061	-0.0720337638371	-0.433218949856
Ap1m1	-0.052913765337	-0.198194708219	0.0292556429945	-0.15111753162	0.102950192834	-0.330722299556
Ap1m2	0.295465371265	0.920157057175	0.623802751273	0.566963529576	0.249818168152	0.174111909061
Ap1s1	0.43846319831	0.182029372403	-0.343072897987	-0.304688842117	-0.0709371144988	-0.418074580109
Ap1s2	0.707014134038	0.399618551601	0.501673394619	0.631353356542	0.56501146383	0.512528825653
Ap1s3	0.399727661025	0.33839562144	0.363580489208	0.26613911043	-0.499832272604	1.11415683927
Ap2a1	-0.421005600137	0.763297230204	0.132491264489	0.376297307815	0.550417330666	0.030884214665
Ap2a2	-0.215036364865	-0.280375770476	-0.146922660138	-0.0995065981692	0.0845353628697	-0.409071725914
Ap2b1	0.0981845837553	-0.00334278872607	0.0205904504507	0.00166018428209	0.255238439544	0.108599812405
Ap2m1	-0.104044128917	0.178776391164	-0.0307050489932	0.134634768055	0.463549034031	-0.179399772097
Ap2s1	-0.0693054749991	0.33127191688	0.294001207775	-0.153025836594	-0.262268909232	0.00967409162525
Ap3b1	-0.00218316004104	0.0424675412989	0.274578456464	-0.113036333969	-0.0980909680522	-0.0204769930781
Ap3b2	0.100732866653	0.0415531128469	0.0421500723799	0.439052754226	0.0418456905135	0.0417843836302
Ap3d1	-0.584421823726	-0.343777920571	-0.552986923597	-0.591911521586	-0.387506911015	-0.679466985019
Ap3m1	0.149223380256	-0.0671265824741	0.386502628778	0.120798006021	0.166322889841	0.214196446437
Ap3m2	-0.127260687308	-0.684727226265	0.0984190739516	-0.390092580932	0.216389135072	-1.0203379571
Ap3s1	1.15013887034	1.03893126927	0.847180296704	0.743705682844	0.722211696322	1.05161015501
Ap3s2	-0.0980490115028	0.112284116302	-0.0748185652304	-0.256548176584	0.311672829878	0.284530812573
Ap4b1	0.381859244893	0.308560982179	-0.620455601499	0.416600520214	0.256001361332	0.271193769144
Ap4e1	-0.488513108747	0.0785832056188	-0.683214292717	-0.296397641325	-0.646343813454	-0.45851197465
Ap4m1	-0.495021100338	-0.438627271278	-0.500367220081	-0.311519935933	-0.578350787994	-0.821817845481
Ap4s1	-0.190493182468	0.601375950319	0.34707410114	-0.0824199578175	-0.451957805012	0.681961399477
Ap5b1	-0.566691294317	-0.913357821087	-1.01490322657	-0.439862928965	-0.95105459767	-0.471194950923
Ap5m1	0.100318891627	0.28843670212	-0.865364019073	-0.548926155479	-0.417152181709	0.113880308767
Ap5s1	0.031268788837	0.418129051862	0.123989218924	-0.664706712447	0.732772413517	-0.280043524254
Ap5z1	-0.782648507063	0.445966103222	-1.15102975517	-0.568774378443	-0.754463108878	-0.0817477695353
Apaf1	0.061325945159	0.0224070472054	-0.00196002315403	-0.0211650635639	0.157657795764	0.300998701013
Apba1	-0.048372017412	-0.406039383515	0.112270832705	-0.026329812116	0.137300400097	0.17885779359
Apba2	0.0345177428217	0.0355755311896	0.0395617179026	0.0362677990703	0.03486911505	0.0372564734376
Apba3	0.114326876559	-0.0752809013311	-0.268173714211	0.16035599735	-0.357255911549	0.418398913096
Apbb1	-0.509159022891	-0.807648995404	-0.841162032537	-0.464772543483	-0.819996398463	-0.699081722887
Apbb1ip	0.125066780047	0.0138251582348	0.143744180314	0.114172192093	-0.0832405764219	-0.071481819011
Apbb2	0.813691756764	0.97676518884	1.5123676364	0.312974129356	-1.08519145466	0.3193830971
Apbb3	-0.147067810078	-0.137317323928	-0.525832996336	-0.262455137394	0.334850358959	0.129476659466
Apc	-0.0299703075853	0.0506682898648	0.273092769026	-0.2434021927	0.0307390688722	-0.279275153942
Apc2	0.128871903345	-0.230698229851	-0.320862586012	0.339396991952	-0.160556825643	0.0857518484562
Apcdd1	-0.201280420714	-0.395225242642	-0.464172044545	-0.573485296916	0.0831107826983	-0.0939960639144
Apeh	0.131892798199	-0.198136556091	0.196031605255	-0.28098420045	-0.516004752881	-0.285481244442
Apela	0.153997717618	0.120578305785	0.120821493737	0.1204462701	0.120490819728	0.120579751906
Apex1	0.0722756931273	-0.537829252736	-0.280855304596	0.385367550114	1.13383691763	-0.447444268178
Apex2	-0.253864733889	0.0491295170994	-0.678760381959	-0.380557386035	-1.63568078136	-0.115539706073
Aph1a	0.115131217922	0.0514396879566	0.122345113364	0.249964881421	0.676382855511	0.241743073111
Aph1b	-0.235262234673	0.427588272109	-0.414475444723	-0.394980152862	-0.433156373866	-0.466828363963
Aph1c	0.578016260804	0.864267100716	0.727609498406	0.647597537843	0.573764062417	1.19400659927
Api5	0.268996571022	0.160309355307	0.219574542644	-0.0129698313317	-0.0476079142162	0.211318719874
Apip	0.145299294415	0.139105560899	-0.00713137683843	-0.130674200651	-0.276945415066	0.46275947582
Apitd1	-0.645055445549	0.213814329406	-0.417981599978	-0.584484256104	-1.77231411721	-0.442564785813
Aplf	-0.329771706985	-0.833855960291	-0.289523517455	-0.241886283328	-0.58700552599	0.0306382837092
Apln	-0.0870261659921	-0.107601314649	-0.0906824290569	-0.0940673464637	-0.109723646517	-0.0419633000264
Aplnr	-1.45953266409	-1.4064498131	-1.39066193502	-1.60357548574	-1.50777233159	-0.545384210588
Aplp1	1.09842985374	0.244601627686	0.529036637487	0.672065188075	-0.200982664843	1.41573506658
Aplp2	0.295648497486	0.379866388749	0.0376027871431	-0.0661118140812	0.318174570529	0.465174587921
Apmap	0.176357529782	0.772036558476	0.0616116619793	0.135816846323	0.00701367028233	0.242216802967
Apoa1	0.844731595565	1.08961381941	0.938174484869	0.945010306132	1.62373293827	0.468528018528
Apoa1bp	-0.277672599634	0.531646852706	0.227635235645	0.39597562463	0.3236524638	-0.168429010809
Apoa2	0.0839492023438	-0.279891068365	-1.02290296665	-0.510917329124	-0.38485346786	-0.624655921239
Apoa4	0.0405076662424	0.150369138259	0.0554176406143	0.0387454524188	1.059321051	0.0376615469985
Apoa5	0.0551594435806	0.0548280349567	0.0561054026944	0.0556423180054	0.0558126420224	0.0547489808067
Apob	-0.336039427122	-0.725903695342	-0.858713906456	-0.362926308065	-0.956307341972	-0.245696645366
Apobec1	-0.0935512958024	-1.49817310381	0.0734335926236	0.284380586008	0.229345039745	0.0163739841438
Apobec2	0.346293947457	1.30689458525	-0.48388593249	-0.0943641940241	-0.46903482486	-0.230488918703
Apobec3	-0.702419881267	-0.508190684312	-0.849060308339	-0.618201363155	-0.784920202446	-0.617688279351
Apobec4	0.116935995526	0.307225844256	-0.0917128028671	0.292217262661	-0.0819227109687	-0.0836652266803
Apobr	-0.346080454778	0.180160795566	0.0702113461816	-0.115822154652	0.174135490873	-0.419405437875
Apoc1	-0.633080824486	-0.667268199756	-0.711088880006	-0.585212933969	0.19188605997	-0.551039125928
Apoc2	-0.130716791767	-0.18348709674	-1.45248017673	-0.906207668651	0.215096378638	-0.141830836136
Apoc3	-0.0654879672303	-0.0178424929688	-0.0651884670798	-0.0653340393386	0.124669595319	0.0532075970035
Apoc4	-0.128583742885	-0.127855160517	-0.127414303035	-0.127770952577	-0.127732221498	-0.00607116610554
Apod	0.0894130242096	-0.195345916909	-0.800464381548	-0.920757727217	-1.57361118869	-1.00912029627
Apoe	-0.329977553054	-0.583703205022	-0.921746121649	-0.555117161629	-0.179182026621	-0.390334379229
Apof	0.152443414758	0.316750498529	0.805122347228	0.291924762465	-0.335804563864	-0.351495198661
Apoh	-0.00464815207368	-0.00447462967892	-0.00530146137515	-0.00483718659068	-0.004436316898	-0.00423712172883
Apol10a	-0.308138619876	-0.0482353505097	-0.304868651944	-0.109107032653	-0.312071975254	-0.163837239356
Apol10b	-1.57156651357	-0.203790937658	-1.86493131225	-1.05401009025	-2.39807442042	-1.15849290929
Apol11a	0.0893619194563	0.0904222488111	0.192646364497	0.178598889945	0.09254452599	0.092103191059
Apol11b	-0.348916519866	-0.348902222415	-0.346957156734	-0.349037333735	-0.348396889671	-0.348928970569
Apol6	0.100210346695	0.100162970658	0.100368498494	0.100217221085	0.100100415176	0.112617197152
Apol7a	-0.297506920893	-0.357741816696	-0.430145760535	-0.435880488989	-0.199468099584	-0.446614584915
Apol7b	-2.15863855163	-1.1007014482	-1.99832091022	-1.49961144352	-1.9290683313	-1.03375513869
Apol7c	-1.09517242202	-1.05302884035	-1.10297613831	-1.24623847122	-1.62847186051	-1.17154122186
Apol7d	0.0763790922468	0.0763701799094	0.0764111046636	0.0764549158904	0.272929903724	0.186902493409
Apol7e	-1.09459342237	-1.10071974259	-1.37764989493	-0.34345070945	-1.01694738617	-0.895570057671
Apol8	0.330158736496	0.6859136178	1.48231843117	1.29095678542	1.43746704779	0.984861563107
Apol9a	0.0230625360668	0.108909297689	0.0237131430879	0.0233034312334	0.0226735162813	0.0232014711719
Apol9b	0.0272483761799	0.708087625404	0.110589937505	0.323849758617	-0.0314919108693	0.481531996249
Apold1	0.199861174529	0.101424926763	0.700714154671	-0.282927139815	-0.645348968332	0.488594979598
Apom	0.14255947663	0.818830413663	-0.26597552373	0.110418637288	-0.449546205743	0.266233718582
Apon	-0.808271358411	-0.789828639514	-0.842934778585	-0.781227181415	-0.867785076181	-0.779271375766
Apoo	0.313771117667	0.382509255264	0.342185698255	0.333136608604	-0.163636263923	0.561219830907
Apool	0.0849547812123	0.055424022411	0.617654110907	0.382977494691	-0.441036320729	0.103152511618
Apopt1	-0.232365955106	-0.46940510996	-0.0988953657037	0.00542614865748	-0.189298611804	-0.523786123036
App	0.560768561342	0.306288211335	0.221738391409	0.225259200276	0.409058263219	-0.0168037758888
Appbp2	0.149931081625	0.247485156865	0.425376408983	0.149638052629	0.231228569983	0.449441708087
Appl1	0.858097067272	0.607236849188	1.03171204511	0.722470509973	0.164002279367	0.761915479654
Appl2	-0.250469926031	0.0794511575021	-0.500169884438	0.0147322547652	0.0931988295479	-0.252148689832
Aprt	-0.314070117697	-0.228600342755	0.146340964459	-0.232155970162	0.142037047695	-0.391409607712
Aptx	0.295679685982	-0.249392045106	-0.467463465607	-0.025405508649	0.873577190953	-0.588562472266
Aqp1	1.53907863591	1.19199197889	1.10313733303	1.30398009041	1.06903664627	1.59814963027
Aqp11	-0.871246889192	-0.666834731171	-0.363036419046	-0.0381603336949	-0.213695675122	-0.135514411655
Aqp12	0.785023285174	0.192588618573	0.200582988027	0.246665037961	0.183337824235	0.197961049847
Aqp2	-0.136755868622	-0.141435857795	-0.131711893541	-0.135005812373	-0.133575803075	-0.134017138006
Aqp3	0.277731203461	0.792848244726	-0.666546930445	-0.160858870912	-0.47742966145	-0.608660704181
Aqp4	-0.0482543706865	-0.0325045698062	-0.0476011905866	-0.0478083777539	-0.0480117804672	-0.0481227860458
Aqp5	0.0944826145317	0.0298686927666	0.0237415291814	0.105788958036	0.00670869295914	0.240752971308
Aqp6	-0.258459077417	-0.258275324032	-0.257516968584	-0.259561464935	-0.257957312372	-0.258699957936
Aqp7	0.219926414427	-0.0727031120221	-0.0509180263744	0.442286948235	0.0305294248098	-0.0131997198065
Aqp8	0.422691774865	0.420377143802	0.423725901478	0.416881419911	0.416273822639	0.421601313409
Aqp9	-0.678081893002	-0.331935348158	-0.612200496857	-0.324853836021	-1.07037441814	-0.506198245275
Aqr	-0.262736720933	-0.250261507836	-0.169203909975	-0.332632924472	-0.0963044139571	-0.353450502083
Ar	0.738172575668	1.31145348665	0.742191233148	0.0783672940684	0.213250033873	0.838988830278
Araf	-0.149592791686	-0.203155992341	-0.49601398221	-0.0263096997543	0.0389244039536	7.77760470408e-05
Arap1	-0.50537072694	-0.32632939496	-0.526592706291	0.0234183732719	-0.0820105042717	-0.294738826938
Arap2	1.08350149233	0.0949845819773	1.37152074254	0.896000412225	0.611072239993	2.10179287064
Arap3	0.672723689129	-0.0766386617193	-0.473929614144	0.241513503485	0.121968554575	-0.17706491264
Arc	-0.833608530873	-0.650270230709	1.09017991966	-0.549012361102	-0.806129118641	0.592182090623
Arcn1	0.169617038902	0.0408656915085	0.3044399299	0.250945254558	0.0328817049872	0.250313695048
Areg	0.267787519155	-0.129761188427	0.441550761074	0.231538837271	-0.0603090351835	0.798056946964
Arel1	0.0174730834924	0.0107378747125	-0.188000461622	-0.463710449965	-0.299190808268	-0.47990614006
Arf1	0.213789193453	0.057999550577	0.0838116518611	0.272910461043	0.244734851525	-0.0394553680483
Arf2	-0.0817614585659	0.0430962953629	-0.0423476554393	-0.263113580306	0.463898745046	0.217742126485
Arf3	-0.154282647588	0.145724815291	0.0818194651355	-0.221778273925	-0.00852003605054	-0.00414966133121
Arf4	0.749215378209	0.128847500253	0.682719616733	0.661388613347	0.583043531728	0.818897484883
Arf5	-0.394544071967	-0.109485041533	-0.180390909195	-0.133236229153	-0.274947806549	0.390081004068
Arf6	0.5214051052	0.302857767759	0.0242872230568	0.153045808246	0.00403399411505	0.264761050973
Arfgap1	0.195697816574	0.129345642736	0.0930031005591	0.138013266729	0.393182997045	0.0156459865702
Arfgap2	-0.288895565909	0.144016645953	-0.302820396796	0.0628753377764	0.271135785249	0.0156044680182
Arfgap3	-0.198573401861	0.0448935682795	0.212247449737	-0.141795512845	0.318985337194	0.126385545014
Arfgef1	0.44547778229	0.167028550105	0.423935733666	0.276496424914	0.416999568194	0.310986577559
Arfgef2	-0.197037430408	0.41429211695	-0.0244429852991	-0.000743189385832	0.525210664158	0.0836961509147
Arfip1	0.165627046508	0.140997215406	-0.774032174877	-0.281270978715	-0.443135743051	0.0602524862191
Arfip2	-0.793582570121	-0.779435226259	-0.890401051197	-0.631588146834	-0.656593330941	-0.6075462736
Arfrp1	-0.495373167003	-0.0235456463529	-0.295151921321	-0.0345751142635	-0.211690430639	-0.102317774111
Arg1	0.981997454167	-0.160815887572	-0.890952295526	-0.390475086838	0.28834784523	-0.521445895661
Arg2	0.20674469011	-0.217344935728	-0.497279985107	0.695530541112	0.249861652668	-0.494258873596
Arglu1	-0.284758683802	0.157097722112	-0.162110069517	0.139096852311	-0.0444205662746	0.324233282535
Arhgap1	-0.086470261533	0.0973855292415	-0.120324618851	-0.18358154037	-0.0222014886552	-0.319106546634
Arhgap10	0.451225089883	0.982048738321	-0.199713233091	0.54101931697	-0.500550671804	-0.187819631781
Arhgap11a	0.0125428878192	0.16281636236	-0.182131737069	-0.207414230081	-0.345138955309	-0.287536074664
Arhgap12	0.12515591244	-0.189158394374	-0.539058692016	-0.431779897158	-0.580655280686	-0.838917776235
Arhgap15	0.41608076785	0.551490185781	0.763767868301	0.302006313153	0.450453101717	0.660082672218
Arhgap15os	0.415504310882	0.928766429844	1.38487636617	0.768030282689	1.60548954907	0.671675166769
Arhgap17	-0.128484054618	-0.165471047093	-0.0365304384461	0.000663582002247	-0.0933768756169	0.167934211522
Arhgap18	0.359394498587	0.197095560582	0.2648952353	0.268896314679	0.378681474217	0.362611960836
Arhgap19	-0.464568024006	-0.723339858517	-0.818638369828	-0.467287238803	-0.996675598323	-1.21258038933
