	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Abcb1b	0.620078705674	0.427156118105	0.477804682392	0.175028125275	0.735098426976	0.676994631263
Abcb4	0.286844106984	-0.204589404303	0.0918895368939	-0.437789100454	0.0478807795038	-0.0153673592548
Abcb5	-0.141343354581	-0.14061564043	-0.14033728822	-0.141023311407	-0.0857647975312	-0.140575768976
Abcb6	0.319456564546	-0.23760150337	-0.281165167387	-0.881577377217	-1.10628374334	-0.38438576725
Abcb7	0.349233486102	0.207045925302	0.340591356578	0.204941549901	0.259325490547	0.183997588332
Abcb8	0.219608519958	0.39557719699	0.436945024499	-0.108626902391	-0.471149369567	-0.16510887088
Abcb9	-0.453388808787	-0.678107521383	-0.437092806193	-0.650003843876	-0.560629643688	-0.330148319699
Abcc1	-0.216285060465	-0.079553907878	0.122131443658	-0.124138120595	0.140584813051	0.0505140634452
Abcc10	-0.981375682159	-0.996404139078	-0.321856529836	-0.495741233809	-0.128790318542	-0.283999542084
Abcc12	-0.277133207143	-0.27724212979	-0.277737889497	-0.143985286028	-0.276621633901	-0.276689433934
Abcc2	0.731644076508	0.141560888091	0.359633723272	0.904326624926	1.04567069368	0.0831911706318
Abcc3	0.0187025766236	-0.270944261078	-0.457220574347	-0.718755747003	-0.289751240127	-0.32248750155
Abcc4	-0.000614564916747	0.888858751523	-0.0814049252646	0.263535995252	0.213320260324	0.162788677128
Abcc5	-1.07618128434	-0.803004355266	-1.50023807387	-0.844915208768	-0.160210675653	-0.140135237587
Abcc6	-0.01877067585	-0.0187091379695	-0.018534007796	-0.0187797305036	-0.0189236954227	-0.0189641912225
Abcc8	0.580668997815	0.39351799512	0.399377682769	0.392469859847	1.20341468727	0.563887412051
Abcc9	0.98224444748	0.810421405189	0.858986714067	1.06526110322	0.647794788318	1.93680964927
Abcd1	-0.221004326197	-0.157499053047	0.0238922231113	-0.117791219302	-0.125884944774	-0.323221836545
Abcd2	-0.22822882011	-1.95153976925	-1.12225794407	0.0522512648966	-0.52792437515	-0.0705930961274
Abcd3	-0.183715027248	0.024923416137	-0.277742088561	-0.308337311334	-0.666976892684	0.00176524485667
Abcd4	0.0590230436148	-0.105294257909	-0.240763285699	-0.299279055808	0.139282834008	-0.0966389173291
Abce1	0.276125335833	0.217614926398	0.456096326589	0.357437989308	-0.0306599261568	0.460061839952
Abcf1	-0.209113251919	0.127021368035	0.146873349981	0.0607132183178	0.0528694308171	-0.209656766567
Abcf2	-0.029210631764	-0.0169075421991	-0.725238579392	-0.0120643132514	0.268287067717	0.047434379328
Abcf3	-0.398867634402	0.218838277418	0.424896729346	-0.322395532157	-0.520964579743	-0.52140798306
Abcg1	-0.554573482752	-0.884354990737	-0.779865231681	-1.33085668057	-0.308770513863	-0.621256279143
Abcg2	0.574733024412	0.548542132869	0.264944689866	-0.0302934091376	-0.448805706357	0.228890218151
Abcg3	-0.557559727405	-0.231195469653	-0.532128489702	-0.333501103487	-0.292999013221	-0.376359939434
Abcg4	0.853079084721	0.439668459057	0.499708286248	0.7182326359	0.597319984436	0.848520046742
Abcg5	-0.108199972674	-0.144869997862	-0.144788536693	-0.0969985110461	-0.128346254214	0.0735276543722
Abcg8	0.405252529476	0.63159889481	0.285037695176	0.782463498552	0.376044276231	0.735954244798
Abhd1	0.875060133925	0.649960695052	0.624273434934	0.921415873923	1.31911294767	1.02135585298
Abhd10	0.250503082595	-0.432670791157	0.22150877078	-0.0484896416415	0.822406189337	-0.048358053319
Abhd11	-0.453890207783	-0.49004387335	-0.363418978135	-0.267984538575	-0.294660003766	-0.345591894934
Abhd11os	-0.95085348451	-1.01223486295	-0.629339108226	-0.982700468741	-0.876919498832	-0.177264460376
Abhd12	0.139615311715	0.0593922305138	0.247229881902	0.356295709137	0.204756598345	-0.0695393688396
Abhd12b	0.0405605667487	0.0173148603153	0.133779647465	0.0417674621412	0.0171548026721	0.0173605510325
Abhd13	0.351663250185	0.335269287769	-0.0131128036777	0.149239995665	-0.0694154234845	0.360767524682
Abhd14a	-0.626522989515	-1.62007775859	0.206057469608	0.476945119549	-0.943595928429	0.135187842108
Abhd14b	-0.338845065383	0.231228044789	-0.616427636075	-0.0426160422093	-0.356052636522	-0.697839536341
Abhd15	-0.503193495501	-2.06603872121	-1.75799635702	-1.30292085777	-1.37028630185	-0.6063323657
Abhd16a	0.00983367512683	0.262208709687	-0.464260384746	0.25877897237	0.422856929975	-0.120226681765
Abhd16b	1.33245915887	0.941022326107	0.578341105	0.632301288837	0.554964688879	0.694776358018
Abhd17a	-0.226811382456	-0.0375078130835	-0.785925504737	-0.398323277124	-0.608707671456	-0.213190326465
Abhd17b	1.10790142245	0.781911170456	0.548564743078	0.586638767726	1.00305109865	1.06080048501
Abhd17c	-0.233837094323	-0.300577863212	-0.145253705925	0.0640429234979	0.0821149861058	0.2126133228
Abhd2	0.583681777246	0.304538733182	0.0393882451771	0.241536952912	0.264837728078	0.533250747835
Abhd3	-0.365728017892	-1.0269909901	-1.39826088765	-0.270349961246	-1.31578600078	0.075867058786
Abhd4	-0.117926414768	0.259896402894	0.319823688848	0.285151258641	-0.0675880306739	-0.273643815405
Abhd5	0.337754521557	0.461753558264	0.91107054249	0.376573603938	-0.294729360147	-0.296951226901
Abhd6	0.575903201518	-0.134646916555	-0.0587712394054	-0.0302523342226	-1.02547103897	-0.15507453868
Abhd8	-0.380840080166	-0.854232613114	-0.640933385109	0.0406407631676	-0.340541424523	-0.859017915341
Abi1	0.178661643321	0.148794545343	0.18206177333	0.149572688585	0.280938728185	0.410147002236
Abi2	0.341204989144	0.0841968573556	0.540942581298	0.247261278748	0.208557640447	0.419956368259
Abi3	-0.528775195532	-0.379790110411	-0.488365404011	-0.444523665444	-0.487292606751	-0.982475649145
Abi3bp	-0.18838537954	-0.307525160064	-1.38112423061	-1.10170317253	-1.64935757286	-0.11909768796
Abl1	-0.447883316142	-0.2673085259	-0.737507121255	-0.30365569778	-0.131059207952	-0.484724998091
Abl2	0.103805984921	-0.0199421508463	-0.0443857044491	-0.0100618242765	0.146464991254	0.21015252297
Ablim1	-0.0280084328374	-1.6197986333	-1.27114743294	-0.237260279762	-0.388609874	-0.395083796642
Ablim2	0.79039111391	0.150738524189	0.26775200462	1.21696231273	0.527686577407	0.916862555981
Ablim3	0.634114182758	0.529513216952	0.929376817521	0.41798021601	1.22006872225	0.761194220489
Abo	-0.0612168717881	-0.0601590834202	-0.0561728967072	-0.0623357043103	-0.0580368062412	-0.0584781411722
Abr	-0.18091808835	0.0127038715482	-0.231132412554	-0.172331162404	0.095101230158	-0.100590164357
Abra	1.0302042586	1.22926768546	2.02401600513	0.646103483975	1.52511902024	1.79578087196
Abracl	0.292765746527	0.263627607182	0.549457932009	0.466211403477	-0.179392916182	0.59148712829
Abt1	0.593611800381	0.343604976199	0.564748651217	0.216902075034	0.780263470452	1.30309424334
Abtb1	-0.425370743485	-0.815090746754	-0.0518491695903	-0.4813680439	-0.773080999694	0.0109572747365
Abtb2	1.93428332386	1.12309552608	1.42999035355	1.68125781596	1.00075649856	1.80900870518
Acaa1a	-0.351085477519	-0.144483961151	-0.886455252981	-0.226193288998	-0.930235061894	-0.424388017822
Acaa1b	-0.248819433591	-0.319177382544	-0.19030408002	-0.264927672777	-0.32972386667	-0.0291747883147
Acaa2	-0.264468289357	0.048540035244	0.415043391622	0.088448098099	0.131337756064	0.083019416394
Acaca	0.0590011680235	-0.00209896429206	-0.142964140158	0.0344339917095	0.530250135115	0.180274807576
Acacb	0.876944834566	0.131899119202	0.290010765579	0.251562930079	0.118415638702	0.315513585733
Acad10	0.250666247061	0.712448575816	-1.1625997058	-0.113800943516	-1.31371472929	-0.292320290915
Acad11	0.509658278307	0.209668192028	0.236937406697	-0.0635905170433	-1.24396857249	-0.325732726569
Acad12	-0.843345101548	-1.27746884216	-1.24110594961	-0.118124213369	-0.289870525753	-1.00109628019
Acad8	-0.70293067866	-0.399422594182	-0.121600217049	-0.665785096305	-0.330035307003	-0.470873350467
Acad9	-0.444453118935	-0.450588044622	0.00394230641389	-0.402226896461	-1.03892818658	0.0965246691763
Acadl	-0.322318511443	-0.301086856894	-0.335361683918	-0.111794472925	-0.312862002591	-0.379813998891
Acadm	-0.199963831559	-0.0552212845815	-0.163445799085	-0.161899008484	-0.253874558339	0.246283508441
Acads	-0.0991394788715	-0.166692528929	-0.208324147772	-0.418756194447	-0.505125743288	-0.0564215371274
Acadsb	0.507840692934	0.130473238147	-0.140321096552	0.144350175291	0.173289624138	0.266733567715
Acadvl	0.255851091193	0.386428737496	-0.323256307135	-0.0223773098807	0.046155026183	-0.425863375019
Acan	0.223035304511	0.0948627412281	0.0950570701364	0.0948633665338	0.0945744180781	0.220935791083
Acap1	-0.432598557253	-0.117051669954	-0.79030866422	-0.0827995333906	0.455960509284	0.728476469556
Acap2	0.0972445116048	0.0131112400225	0.201578351798	0.186281441598	0.148659077457	0.28769892345
Acap3	-0.525719060207	-0.308659567631	-0.311341924306	-0.424101521706	-0.134184163178	-0.103939681228
Acat1	0.042982913764	0.378837648484	-0.108795366507	0.253242393283	0.173882849109	0.266167644279
Acat2	-0.415207198385	-0.959071952152	-0.908474082492	0.203549947722	-0.249438023227	0.200920570853
Acat3	0.839063613616	0.3533068996	0.480790405244	0.290158509241	-0.374433882001	0.226997955794
Acbd3	0.131386732229	0.295772873206	0.185577234914	0.37348517869	0.274919012364	0.403913987188
Acbd4	-0.304225309002	-0.311061635427	-0.44771140302	0.504123234364	0.452569714228	-0.12582827856
Acbd5	0.128560431176	0.372846209738	0.404186058339	0.0789988071621	-0.0104900753664	0.0741890560647
Acbd6	0.103227114716	-0.0879415931292	-0.178134089344	0.250131738452	0.683559590622	0.201498606318
Acbd7	0.109853018582	-0.0122916086034	-0.0123079780657	-0.0126103379839	-0.0120536678816	-0.0126175452843
Accs	-0.662554514839	-0.61901725973	0.0849888440994	-0.699749613572	-0.518757302281	-0.228676793818
Accsl	0.0124055035627	0.0126163823346	0.0132233545318	0.0129099529063	0.0128970087539	0.0129185042238
Acd	-0.159669918417	0.0588775348188	0.0305425814707	0.196362489136	-0.783129128921	-0.296863497354
Ace	0.486352081933	-0.355582995359	1.42632663733	-0.100157979228	1.42277057534	0.524843898186
Ace2	0.00615849694049	0.257745037566	0.0226861643123	-0.0231894281199	-0.0144444598092	0.0456701951169
Ace3	-0.183131077612	-0.182727040837	-0.182284680841	-0.182642002504	-0.153821588404	-0.182667661921
Acer1	-0.0380469955892	-0.0369672899583	-0.0679824571024	-0.0686138337646	-0.0682598268504	-0.0686040764117
Acer2	0.0534335630184	0.0417831371184	-0.0924347519848	0.265085885113	0.326666201374	0.137282025146
Acer3	0.451175025676	-0.0579509353127	0.206693745213	0.196859579998	0.444730003889	0.364009941439
Ache	0.118629747582	0.40001523705	0.300266001307	0.718713633629	-0.08755708978	0.872429896235
Acin1	0.0267302695585	0.0667142045804	-0.158831938522	-0.287105616188	-0.0292333400534	-0.223042538887
Ackr1	1.33447395602	1.26476475926	1.29947439866	1.22138347522	1.22674965036	1.34244291482
Ackr2	1.40969770772	1.01160504693	0.99823555094	0.931887674179	0.971818013485	1.03497210892
Ackr3	0.104808566697	-0.250905758255	1.08499094214	-0.310581779043	-0.430502140079	0.195195345895
Ackr4	-0.169295723985	-0.670025763984	-0.398495367939	-0.167867849943	-0.470827202101	-0.384464970335
Acly	-0.0511969052227	0.0587002628437	-0.192960172696	-0.0324544127522	-0.156317719595	-0.0243776206154
Acmsd	-0.0238279058419	0.0135947686497	-0.0227169257646	-0.0226148275145	-0.0225215313023	0.00377743749672
Acn9	-1.62011736775	-0.394623443902	-0.746443502148	0.0401667131994	0.097881191094	-0.637977856912
Acnat1	-0.0445128233858	0.123222299819	-0.348369825792	0.118261417112	0.0778439798008	0.538882006602
Acnat2	-0.0438499473304	-0.0399634656438	-0.0359772789309	-0.042140086534	-0.0378411884649	-0.0382825233959
Aco1	-0.107658165442	-0.0111554901738	-0.0655882772251	0.270378806727	-0.608180703129	0.073251968209
Aco2	0.036676400398	-0.129011469937	0.253919034345	0.104247340982	0.339826857092	0.105515562347
Acot1	-0.107589158096	-0.645699282697	-0.73275689688	-0.25646094393	-0.952545511147	-0.560010291144
Acot10	-0.161855975845	-0.0182726889217	0.0886220424255	-0.131170243444	-0.152153766008	0.10829741605
Acot11	-0.233445102418	-0.662567105231	0.206385306377	-0.0570521411271	-0.380850279617	0.941903698451
Acot12	0.0294989993389	0.0298123205073	0.0299984283736	0.0298543910399	0.0299324548849	0.0295309268367
Acot13	0.25628478183	0.154676372754	0.174088981026	0.43462462851	0.151395649054	-0.455710398816
Acot2	0.0280211023046	0.25177829692	-0.620775965566	-0.565570344595	-0.682303894242	-0.666285256101
Acot3	0.104562681351	0.104612072816	0.104672593719	0.104482938902	0.104375318813	0.104612531227
Acot4	0.00327942585089	0.133626479598	0.00371862046331	0.00365827394961	0.0456341083124	0.00190286916965
Acot5	-0.129138497809	-0.128728189601	-0.12888231945	-0.129162366586	-0.128480012206	-0.128954445688
Acot6	0.387658491844	0.486559181318	0.293464292324	0.667781121061	-0.551481855625	0.0613807388361
Acot7	-0.484517030684	-0.510144726169	-0.855613384546	-0.786071614356	-1.11113410866	-0.338985054581
Acot8	-0.0370660669435	-0.0636649674987	0.216685698647	-0.444551452044	-0.206888398036	-0.249495209451
Acot9	0.259799603111	0.56132540513	0.40599936448	0.0679017631888	0.344297000661	0.226337367067
Acox1	0.229506683318	0.32089801573	0.179785410079	0.248557150889	-0.139620559279	0.0169831958135
Acox2	-0.241809067249	-0.242356356376	-0.241450517712	-0.241371791598	-0.240561356583	-0.242954999091
Acox3	-0.186689274742	-0.0948092750918	-0.213401224077	-0.140648765379	0.379236910324	0.000278610391051
Acoxl	0.580055308262	0.496004575292	0.403901027237	0.402153764143	2.66275384302	0.885626780699
Acp1	0.475758945191	0.276281075993	0.531617572061	0.333731883951	0.385389271311	0.171346073436
Acp2	0.322711330875	0.494208619472	-0.152186744774	0.011085606566	-0.315054092897	-0.497803398309
Acp5	0.000257688818882	0.0571605782816	-0.362394928837	-0.0211348785875	-0.506922941483	-0.469941408562
Acp6	-0.367307001135	-0.379150232619	-0.324401356442	-0.379312488987	-1.08043549122	-0.443750687808
Acpp	-0.489000615473	-0.498432055865	-0.0190434962566	0.41594156595	0.234925059614	-0.130054792254
Acpt	0.575005472069	-0.0743462295333	0.255795919789	0.199759762478	-0.288254403982	1.43860075033
Acr	0.0389283035152	0.0389055984751	0.0390403304586	0.0388288823212	0.038867479659	0.0389859573371
Acrbp	-0.615607388762	-0.161997549425	-0.973890109476	-1.38368048433	-1.19679234964	-0.921166074274
Acrv1	0.0511754674996	0.083410119703	0.0340154105263	0.0592567015285	0.03419654563	0.0341462576253
Acsbg1	0.114705846442	0.102731409054	0.404383580293	-0.134305773293	0.849966409565	0.529585892696
Acsbg2	0.106305679752	0.10708773947	0.110195464022	0.106010993227	0.106582392752	0.106813088553
Acsf2	0.185335201278	0.909990087096	0.847587974718	0.671561634872	0.408797581448	0.728635167361
Acsf3	-0.507922646564	-0.335281663761	-1.0701857181	-0.667156198718	-1.79742900628	-0.872897922736
Acsl1	-0.5621959017	-0.0825094722245	-0.646242492417	-0.285885423289	0.362491464898	0.142559024511
Acsl3	-0.101703385631	0.154177372339	0.114334724427	-0.359129608031	0.17022971838	0.349745834919
Acsl4	0.495833143729	0.393227100449	0.363464194322	0.346508545195	0.574078898478	0.700864246007
Acsl5	-0.182056253605	0.129971219759	0.00875036908109	-0.114920706615	-0.370363757633	-0.013148240121
Acsl6	0.164648475168	0.254997414282	0.191883886955	0.165243392469	0.232706385723	0.165222738276
Acsm1	-0.195341429433	-0.194283641065	-0.190297454352	-0.201554166474	-0.192161363886	-0.192602698817
Acsm2	-0.249659956419	-0.25025712078	-0.249525908235	-0.249801713127	-0.249281993445	-0.24949135455
