	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Abcc1	-0.311202913914534	-0.295070851714138	0.520019811813115	0.73531213009572	0.523458275462417	1.1946543725082	0	0	0
Abcc10	-0.888832197778646	-0.568240780785378	-1.0284677977366	0.194487274146228	-0.235746856165904	-0.725096325204386	0.21389637312818	-1.03960276028505	-0.388607442722281
Abcc12	-0.277650643305925	-0.277618792057462	-0.278235994533332	-0.277188676168134	-0.276970134108342	-0.27744287511608	0.779768870060616	0.0580009486773798	0.323714083277887
Abcc2	-0.149097086165539	0.402869646830629	0.166119352916989	0.191742942726838	0.590533012388045	0.341908289933052	-0.375213929481983	-0.60949535022304	-0.623082726601228
Abcc3	-0.330870499927637	-1.00997544374639	-0.166831520926989	-1.23006399823756	-0.93741875883606	-0.280075699070466	-0.919816709062449	-0.731309320117645	-1.2743879972323
Abcc4	0.150659368246487	0.334217974337776	0.659138646937222	0.423847654343494	-0.107423308345872	0.258355848159048	1.2425489281741	0.215857775128286	-0.417951431063938
Abcc5	0.360083018213822	0.463175543028281	1.03076428008702	0.182118853221783	-0.154789878167128	-0.073447209996137	1.71328679714279	0.609106178715698	0.358014941985388
Abcc6	-0.0189323982624859	-0.0188389320314134	-0.0187645045248729	-0.0187048949670393	0.20705460585229	0.16484504467428	0.59252878130836	-0.0415756322817857	0.100351921856941
Abcc8	0.427961354032584	0.81039765042507	0.396492131616551	0.670716341793127	0.38754956132697	0.444428077540451	1.00938192930123	-0.560308774822249	-0.214363902773604
Abcc9	4.2497906734896	3.45504999804453	2.18664751344901	3.60963208248345	3.29041525992392	2.64882779009961	1.1598833345234	1.93068740816204	1.41981308766697
Abcd1	-0.785161010137128	-0.72651640880199	-0.690364489711491	-0.849312158436724	-0.585948101777749	-1.23897862651109	0.852251726262872	-0.175040875155709	-0.213937848192827
Abcd2	-2.29629326955091	-0.231231006732182	-0.335095893286859	-2.41533918030842	-1.82368991135385	-2.31450872810932	0.544113652989614	0.425763541534961	1.12592205002545
Abcd3	-0.686747472498917	-0.798016443673391	-0.350312349575119	-0.996393157359718	-0.346313442997094	-0.600556687336678	-0.283252379143909	0.452153491013008	-0.0117979076167916
Abcd4	0.202812380189609	-0.299088973442043	-0.314457597217267	-1.14843455169824	-0.223560015700153	0.089719227150929	0.36743829489672	0.319318879385017	1.29629962561439
Abce1	0.40836804314932	-0.0834785464034064	0.164592132303131	0.130989337537193	0.377631516032958	0.453678675289998	-0.181076850226975	0.16284106958044	-0.166650713862392
Abcf1	-0.318579416961653	0.0347761865515046	0.215676611634676	0.0973838684136657	-0.194174998406203	-0.219917292001605	0.0884052078547617	-0.260401379256606	-0.178685032024357
Abcf2	-0.0658812366700553	0.113063985999774	0.243504390603306	0.325641359234476	0.549671835624016	0.439986373029064	0.441894337098105	-0.00128455378757776	-0.558482057309703
Abcf3	0.400584688130445	0.444911576873341	0.411814800572475	0.433100487772101	0.163260085426766	0.557898123317125	0.0325730573280204	0.00173960019162189	-0.408658502280502
Abcg1	0.34502387790774	0.29144258777905	0.177593988215907	0.0270098539349283	0.128216278076787	0.379061151984888	-0.118394423750534	0.672519808713227	-0.230957076335286
Abcg2	-0.334505736629421	-0.367913664074227	-1.91445093810735	-0.815834532018635	0.116869866414735	-0.945962588383924	-0.116967467672583	0.710326400108675	0.443717243127153
Abcg3	-1.73002470302675	-0.633387424190601	-1.03674208119789	-1.09405596714785	-1.57774218881851	-1.17091804503382	-0.532276138746091	-0.643885947528176	0.98740461391309
Abcg4	0.42049338928545	0.434158840622175	0.485576246644317	0.812047895685266	0.585551091255906	0.536840234605428	-0.0220296640290998	-0.395562575986911	-0.00753737022001554
Abcg5	-0.145005433689485	-0.144917678459335	-0.144877050229573	-0.14491724833072	-0.14490559198186	-0.145015290755487	0.213466000906515	1.28438715114139	-0.176227646503163
Abcg8	0.278440761933897	0.27504069227661	0.281886723946014	0.275016636240789	0.283266382413872	0.493814864571994	-1.14168650209195	-0.32395156033852	-0.449147045769986
Abhd1	0.633522521215217	1.0489482806436	1.22726657953601	0.939384179586753	0.644144936756585	0.882103478295291	-0.154969775906815	0.0133822543154554	0.319030130652629
Abhd10	0.60352081112762	-0.275703142044456	0.18554610358596	0.047039605314352	-0.0331650997675916	0.195196482308038	-0.619866508284628	-0.0397006626478809	0.0189311184419074
Abhd11	-0.444680312737548	-0.651727899784846	-0.933864018914456	-1.05202721695549	-0.212762818649284	-1.08152352993824	0.230669755099596	0.0532785331561651	-0.233801198510218
Abhd11os	-0.913112138381711	-0.564953904252335	-0.925627224672055	-0.622868140258802	-0.77430325085694	-1.07454658832318	-0.0868652661461557	0.368334869515883	0.818867155027243
Abhd12	-0.242065512084201	-0.254858256323892	-0.303426440123177	-0.65894599235655	-0.580779506232318	-0.489403144355576	0.0581742242471316	0.123885985535484	-0.586755494230652
Abhd12b	0.0169035954551861	0.0171526131567634	0.0170924577702741	0.141568303384891	0.115778267552565	0.0170705811927687	-0.00267081258508026	0.289695087530184	0.373393898692798
Abhd13	0.951813397301137	0.259517623878958	0.727513264064836	0.731755339038536	0.825073088020625	0.47776482429898	-0.288304669442144	0.33394963918237	0.0519065926885232
Abhd14a	-0.0746878254894723	0.272552129619007	-0.573059438005145	-0.0210951360675495	0.102054889609084	-0.119775551323392	0.566840812254624	0.721354019930301	0.502784050301667
Abhd14b	-0.782195853339447	-1.51901288919543	-0.345996240982025	-1.13186945984453	-0.35174893664647	-1.24102432923489	0.0381087984032207	0.666694031667683	0.489854084735675
Abhd15	-1.55838769783899	-1.01073229368065	-1.72097750347492	-1.90461826939252	-1.25686639196897	-1.90295389566212	-0.280165481758978	-0.437779957037724	-0.340948601970553
Abhd16a	-0.382624807877593	0.215932130670592	-0.178061671239847	-0.558576416067542	-0.234866920478441	-0.420829643711794	0.0443066665286876	0.00398577353810596	-0.299732554063439
Abhd16b	0.70166830513596	0.566681204393419	0.553883011148002	0.869795294436188	0.54301423775106	1.65303589790902	-0.043615934514169	1.9238380798891	0.950741341479527
Abhd17a	-0.645079277913553	-0.622058970623398	-1.40041443367812	-1.59731997553112	-1.30769705837775	-1.10054749266542	0.048982267732018	0.682018844702094	0.510254215345682
Abhd17b	1.01884128841704	0.632013224813781	0.983909938500213	0.956775481209241	1.09801591268373	1.25229197667261	-1.09072946361352	-0.154068096415627	-0.519377259897766
Abhd17c	-0.280978055781257	-0.284389128814105	1.18829144751154	0.151115117318851	0.0150943369704898	0.424203047008384	-0.830181592779722	-0.371690541759437	-0.93515891172227
Abhd2	0.534920123192524	0.620096655316585	0.599471992551656	0.802535081114346	0.517286618837298	0.203632467162259	-0.0050060881997154	0.378337721643242	0.209881589626162
Abhd3	-1.13487383574187	-0.117681234802988	1.71515110521323	0.678229481735425	-1.23785012724875	-0.146752857242393	0.123363407575037	0.282294933362555	1.93356716887691
Abhd4	-0.205488622341054	0.249381452394207	-0.181388092659497	-0.27302906032489	-0.324410271550965	-0.389755416811728	0.114801685688829	0.2514766083026	0.448121628649453
Abhd5	0.5244165200462	0.844482149217719	0.782139721079731	1.18789582552011	0.706016496775404	0.452218771155689	0.426161094464423	0.966878785061726	0.712392489549101
Abhd6	-0.485330581034711	-0.272563100411789	-1.13607701045371	-0.329539213459542	0.0682798591100729	-0.507415379496643	0.880596480604109	0.0389621860142741	0.668653958471587
Abhd8	-0.995722243863824	-0.815347511310618	-1.8395170039509	-0.57459923003168	-1.47031793664727	-1.16452332428382	0.14071833949867	0.194747055441707	0.781760820062493
Abi1	0.0531549962636204	-0.157000943487552	0.496508264239253	0.836174626192108	0.500730198599763	0.365825830488325	-0.867122802339508	-0.620269024971808	-0.0636052355386761
Abi2	0.034440052831235	-0.218115887004407	-0.0196789088087024	0.257224083842596	0.352879251736481	0.48345245444699	-0.0483635531748646	-0.158207264101838	0.27436433228754
Abi3	-0.886707665366891	-0.604292833458425	-1.75880942774977	-0.982546092105369	-1.13591491493203	-0.880509309613279	-0.842924391533281	-0.865010843683677	-1.27474228455838
Abi3bp	2.30986337948055	1.77090694021218	2.41049490650041	2.77358814680097	2.60211017778105	1.86968202520212	-1.92004677918372	0.0265874830127768	-0.306519932600975
Abl1	-1.47173672634435	-1.04759014520138	-1.99490379631181	-1.57642688891788	-1.27769666197888	-0.717678812778953	0.527374691025631	0.226390416743013	-0.123697029772388
Abl2	0.943939887400792	0.638475326080373	-0.0182364971500547	0.199927592977809	0.0270593468889955	0.468527740098296	0.192819207752137	0.66534265764028	0.300664047934232
Ablim1	-0.0740669999001237	0.365481396438742	-1.5248972729066	-1.23465514031214	0.219987718279228	-0.464476948549926	0.111571884753633	0.0550762536543375	0.319968006944625
Ablim2	0.138613395657885	0.613265860301925	0.752045139827883	0.709801314247008	0.348729930044177	0.810149391588276	0.984958110804896	-0.238498354061623	1.05376876779291
Ablim3	1.91114470358599	1.62882150518111	0.580837465377533	1.68222012828457	0.879349879561295	1.05797551712102	-1.75440143986207	-1.20284843338818	0.668121715636366
Abo	-0.0651748893129812	-0.0630092696766613	-0.0606873545779088	-0.0607267271872728	-0.0603521086548311	-0.0636885529337227	-0.164640658716033	-0.0010788757533657	0.890401130881157
Abr	-0.891205931364974	-0.308129219869409	-0.333976291635501	-0.170958457999416	-0.391588581307397	0.178111922306517	0.322295837297986	-0.171204798763289	-0.341961772510579
Abra	1.79703877643641	1.14020235818725	0.632583138061183	1.6625773445277	2.00148224182772	1.60536479874337	-0.999101497015577	-0.074415108119787	-0.213625137282752
Abracl	0.236782258426654	-0.402877199343383	0.210592077252526	-0.025367248445215	0.138034648227579	0.0905857559319271	0.158992748537614	0.377075129561861	0.286146745535826
Abt1	0.146014648879972	0.16827499164349	-0.0820225935798216	0.787404344287509	0.265167498080912	0.414430838420815	0.340343822968451	0.0520321354988819	-0.31587689811871
Abtb1	-0.158357256252042	0.548358710436665	-0.425608868531887	-1.26757806685828	-0.491020403846388	-0.262673718447991	-0.000783581140325012	0.121786392507611	-0.876023053357521
Abtb2	2.30728700096761	2.44009918199856	2.99261530197943	3.26914046959226	1.44873651504628	2.30146064185459	-0.0853108167188899	-1.60188197023772	0.89861617273559
Acaa1a	-0.416004930182713	-0.448589375532765	-0.287862706776786	-0.857383519248622	-0.71944984954501	-1.14378417641453	0.815315367116475	-0.0539767016382823	0.00311112562368917
Acaa1b	0.183122522873093	0.321732614995973	-0.214464641456238	-0.259899823473824	-0.24755826712173	-0.318031040256957	0.54731438231231	-0.262509427545561	-0.043043553205777
Acaa2	-1.03621207688593	-0.690950920153048	-0.34364016858047	-1.1159258194164	-0.467042409714488	-0.921952722710369	-0.164947257278645	0.446506089454464	0.572902206809952
Acaca	-0.526665365884011	-0.410059304894422	-0.584381596886177	-0.468858700789011	-0.250615370771481	-0.164580389412713	-0.0703331594213407	-0.264921640968297	-0.257252698976707
Acacb	0.32385039715633	0.644593795487135	0.121865197393969	0.756515273770759	0.424633413385421	0.356190928552755	-2.19103579702076	-0.577774242554335	1.95909085807166
Acad10	-0.532226961222729	-0.671965472497358	-0.760548290938158	-0.355393559551259	-1.68438109657499	-0.123371342331201	-0.802578886797833	0.958374834626465	-1.07799905668185
Acad11	-0.193840086480891	-0.745265466298427	-0.41157881995622	-0.286459485847817	-1.12121577001442	-0.568710703087712	-0.483486667711285	0.607568739410876	-0.0912757889739002
Acad12	-0.593058660995617	-1.09062145476135	-1.8719346524764	-0.815408222176242	-1.75587278469946	-1.6762650437045	-0.629254588328232	-0.146263821322281	1.95999207885324
Acad8	-0.507892096409003	-0.149457489661012	-0.94758375411149	-0.202629819184042	-0.292376626646012	-0.61619887673669	0.0933527208747205	0.0425007866864068	0.865611165758805
Acad9	-0.35484499646699	-0.534817660064045	-0.579109837885299	-0.585104901486682	-0.298326346313999	-0.566664875820175	0.183233198314377	0.0877491693061842	-0.110948264145338
Acadl	-0.56637065924703	-0.858548931491033	-0.641345708373786	-0.644925613389624	-0.420123936607409	-0.369065078502449	-0.374574123177926	-0.276016139398614	0.297261061111423
Acadm	-0.142815755307046	0.204713639948428	-0.513236901827196	-0.491194720299616	-0.102495106128165	-0.315193149425199	0.296007448427958	0.0365639429687815	0.359847059703072
Acads	-0.486529002551242	-0.568395202699859	0.0447857571570488	-0.118220671786348	-0.190923271318842	-0.254622809487369	-0.202014053595403	0.0364167558152039	-0.0815270238469732
Acadsb	0.166881108690625	-0.137306618382461	0.131104418966898	0.0445115808137053	0.013226599434464	-0.0586364127820714	-0.47319133179403	0.00583744873961851	0.171485251460506
Acadvl	-0.203093926601508	0.297882189138274	0.172008452085755	0.266735809541559	0.128033208526592	0.0446429542630595	0.138490206007684	0.174268624808424	0.428086890846215
Acan	0.0944602221200249	0.0947186483750019	0.0948014601954468	0.0949523423870407	0.0944884769824677	0.0945228886153744	0.335703988431296	-0.769647045346434	-0.346294629912968
Acap1	-0.700727403488682	-0.300057081577694	-0.913971672607957	-0.860572318213946	-0.48629094342206	-0.46027278577336	0.260173454972472	0.483970034142126	-0.150229699623173
Acap2	0.281307216629773	0.192402214155025	-0.284151062580559	-0.174444094122644	0.504915154426529	0.295977072781916	-0.463717842586323	-0.875472408097616	-0.0715479719427121
Acap3	0.552773765562323	0.919879670587884	0.774792934392079	0.116125340857367	0.222499028220088	0.932341867831002	0.749458281396683	4.05350244297177e-07	-0.105557729950465
Acat1	-0.168179497761881	-0.134126437998538	-0.196059079172204	-0.264897188472129	-0.288483097079919	-0.00735841549444727	-0.318738887233472	0.370881986628174	-0.0123634081609879
Acat2	-0.236615799010946	0.485251313987138	-0.0970140984037494	-0.0444398651666787	-0.614386732719111	0.28115444479874	0.341097528635527	0.756418064810527	0.188041630747215
Acat3	0.0817050058272681	0.88212735396698	0.557188762983999	0.961402843239141	0.585412476370945	0.661784247509826	-0.120450432175867	-1.39525037342446	-0.135249902977891
Acbd3	0.815860429084054	0.544308828886817	1.15637834280365	1.51842472830265	0.952299338212808	1.16529352126899	-0.0666367102774159	0.0281864990053746	-0.151620962732302
Acbd4	0.0644780107875314	-0.320298121734096	0.0311176778518352	0.654710632896205	-1.23703619882745	-0.594263987414845	-0.0499818600851731	-0.0902087364697601	0.191252122805957
Acbd5	0.231365367184701	-0.0295451590224549	-0.0637374483754255	-0.341828767049631	0.430213685953911	0.135536096032629	-0.32738606533674	-0.177550173190713	0.381353309509562
Acbd6	-0.311860263161509	-0.335998689239721	0.173911690282075	-0.710570312592037	-1.09183246151953	-0.628590277483698	0.176712088330992	0.203909728339127	-0.101421844347245
Acbd7	-0.0131124754818543	-0.0125869901992906	-0.0127572327491776	-0.0124510374035358	-0.0123087889219314	0.0965816948893796	-2.71093018283224	-0.716080979533745	-0.532799538658652
Accs	-0.851689442025184	-0.915515887369488	-1.61936253505094	-2.0393667700953	-1.87184840799259	-0.799358901953523	-0.0175413226726821	-0.182620525030636	-0.249071785631462
Accsl	0.0122444593343749	0.0124688125165014	0.0128879788576527	0.0130225290454871	0.0127532443256163	0.0646657918234575	0.485590670548656	0.291211492230533	-0.0557541049327377
Acd	0.0429751836248247	0.14164037828248	0.108185987192072	-0.108596784355837	-0.611226189628585	0.164041416911847	0.626930880040088	0.699477868735024	0.39499631521436
Ace	0.92234268881557	1.6134911525838	-0.122869906940603	1.66000469337781	0.527266866277248	0.17963640334934	-0.337196177640335	0.949737653429362	1.00410209818815
Ace2	0.481127760386518	0.784559266259274	0.20667637973106	0.436967217875826	0.408350628953587	0.365439659180339	-0.0116852120954375	0.450910171079158	0.622787602206426
Ace3	-0.0808070976768515	-0.182993733627736	-0.182767111674762	-0.182473085824788	-0.158135170356762	-0.183142037305383	-0.00769363516511229	-0.353438120898589	-0.0232837391903892
Acer1	-0.0397377516497497	-0.0401363711625668	-0.0683579705675759	-0.068507793021026	-0.0290451471468043	0.111298311068923	0.0632219080376129	0.0204550047378723	0.0639893361001811
Acer2	1.93268503125343	1.3209941976067	0.563384082067031	2.17041703375728	1.28825516504202	1.5845124043638	-0.123273651014095	1.33812363205067	-0.130341051253801
Acer3	0.189475715577956	-0.747997540480422	0.00167758033904888	-0.559149996266442	-0.0846344545678049	-0.445780628522338	0.156395472394128	-0.813097389752438	-0.439121868446932
Ache	0.710608399116011	-0.14699265522431	0.489469910315911	0.210425645916682	0.0425275110052683	0.373506423231645	1.24093754216353	0.344867904567455	2.01993065854583
Acin1	0.0500806533356421	0.256107776312334	0.154165841310185	-0.208756499469064	0.348963768730273	0.0042147834007841	0.278878367542677	-0.78177455859232	-0.523539654920886
Ackr1	2.06356160163994	1.96766721563281	1.72030748784655	2.53739607019943	1.75248850516466	1.91254874090711	-1.06527089610261	1.07004696726553	2.44300108393609
Ackr2	1.57435468842175	1.45434870886498	1.16316046509016	1.77807516387583	1.37078029029494	1.53055294906012	-0.503433249551182	1.21576551749415	0.579080806057673
Ackr3	1.23097025764008	2.07093857440907	1.69148478620165	2.72608421067503	2.07722508438714	2.15539241974725	-1.49772086336172	-1.08659684385935	1.03483883748662
Ackr4	1.31982899819697	0.964517030484375	0.797009029078532	1.02417640818091	1.11534570775006	1.56560311130063	0.132600622426588	-0.511236433943988	-0.865473538416029
Acly	-0.195826465983221	-0.0429437662337537	0.0826925990121839	-0.327046703881567	-0.317190112002429	0.164876521389066	0.35625282514636	-0.0479464550048829	-0.319551385929421
Acmsd	0.198514085149665	0.00777772304971225	0.144578108442571	-0.0223571027840245	-0.0228629078211806	0.083694242114396	0.223037892353637	0.052844517114217	-0.0701020209345507
