	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Banp	-1.75632049448245	-1.79922911534082	-1.31784423412454	-1.42236336898633	-1.80532614020598	-0.803592585815997	-0.0776252848512919	-0.772585362765031	-0.560031097425496
Bap1	-0.229681381174813	0.0275452731058433	0.00709606215468599	0.477570897808501	0.345586384063141	0.193658085789608	0.47392359433987	-0.000115276037163687	-0.215548221191094
Bard1	-0.279345090401286	-0.694299485801631	-1.75016164258612	-1.71532081922573	-0.396767353386932	-1.28059592059279	-0.00562756213171662	0.449573075859663	-0.234512634529698
Barhl1	-0.209543207046086	0.103594425719292	-0.537984751086844	-0.519306631945878	-0.567407335674483	0.19812123043931	0.226789970112866	-0.814083106192834	-0.377930570929928
Barhl2	0.027731031978158	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.032046061676048	0	0	0
Barx2	1.00266470107745	1.0920841590553	-0.141534563313499	-0.526651332276859	0.0585276167080111	1.27389870315636	2.40646168126223	-0.178649387522857	-0.534447834241229
Basp1	0.799649647835723	1.06061769129371	1.30016058446433	2.57302515171165	1.07749144449172	0.912496080769289	-0.877207549189563	-0.762051391911374	-1.28107013888069
Batf	0.187125333625141	1.11738411504751	1.393648768589	1.59425778573575	0.331138075703666	0.240392707976841	0.0720645674733037	-0.442833454501409	-0.22011774082105
Batf2	-1.29049094142335	0.403603684127645	0.843667669105748	0.217868692457259	0.181558826592679	-0.485392561175615	-0.750245015541095	0.204766043591191	-0.655873540983728
Batf3	-1.27954170182814	-1.21730981729677	-0.761462942907603	-1.04096603021915	-2.00500059315701	-2.26817594062567	0.491258407118073	0.387818999367797	-0.750240142833474
Bax	-0.378868933316985	0.220020110831167	0.364547230425284	0.27124441009239	0.141348071483355	0.0284635510713264	0.171160968771738	0.719785079174061	0.0231183292931015
Baz1a	0.284014687653908	0.182054511089701	1.09835281181124	1.26494127074058	0.597866246895294	0.707371133424979	-0.369728987755963	-0.690497491008398	0.208593824438377
Baz1b	-0.27051690730718	-0.194297813208249	-0.344552446138952	-0.410753011029155	-0.512063041036903	-0.428365329239444	-0.308422205895691	-0.411927769708796	-0.0243576407059604
Baz2a	0.0538012545072957	0.29202105166504	-0.0605085765708115	0.027257232817224	0.0240278785851338	-0.362842041936685	0.105918666660923	-0.171748594717036	-0.451824359204636
Baz2b	0.211881343070446	0.744303015868888	0.304646245356216	0.529961378221422	0.0947440932799603	0.187311406902218	0.0269392115143567	-1.21251285678572	-0.676678212906119
Bbc3	-0.15796446311809	-1.0029876483001	-0.801924783216352	-0.680453604426823	-1.12487623960615	-1.0853786512683	0.189544467333322	-0.553092910085264	0.935131726304161
Bbip1	-0.140692380747785	-0.492730562614245	-0.238788406302375	-0.409087984300894	0.0152870497982208	-0.409367727881619	-0.743339415066485	-0.476169121857498	0.351524568075557
Bbox1	-0.0494908987244001	-0.0491871600369611	-0.0488389479796205	-0.0492403783799009	-0.0495336793390273	0.0588367626290161	-0.0236513287266702	-0.401247107243341	0.0106053922309206
Bbs1	0.238005494378363	0.170899547805838	-0.195251786315985	-0.00211643756776807	-0.0115063391641417	0.25471099381521	0.895110834146893	-0.242164368041939	0.559383999793463
Bbs10	-0.177032338212144	-0.0440276424721223	-0.668346418395233	0.840098324579997	-0.102557634811594	0.758687612653371	-0.416197589162785	0.212037573667402	0.134987981178689
Bbs12	1.0646870821985	0.476784212533311	-0.237297170128658	-0.247350932600002	0.969373887110032	0.20761690938569	0.875234358369226	0.203565975857502	1.18021410797581
Bbs2	-0.11424414679939	0.124190053811676	-0.282546814869044	-0.16986829995478	0.67241881293882	-0.555658320428788	0.361335434622377	-0.34301521600034	0.377675145322862
Bbs4	-0.286575113091996	0.0741800952802687	0.0450768339296738	0.20948770408681	-0.516923441299943	0.0629957257888294	0.0790403238442578	-0.104567501922409	1.38747631125436
Bbs5	0.570383615452966	0.573536465286979	-1.26917933937135	0.117683173579257	0.488616927688922	0.621561649639549	-0.7674671181076	0.716961788237593	-0.0218278385040443
Bbs7	-0.292993175344628	-0.966856919438884	-0.252227740679477	-0.74216555938502	-0.753185439535376	-0.23492920361994	0.21416207225407	-0.887960058051441	1.26369926593413
Bbs9	-0.496501888066895	-0.388327260177752	-1.06444117910285	-0.449822104396674	-0.621273408457208	-0.0177112508152893	0.233319674864517	-0.467339328156906	1.08251306117073
Bbx	0.304676627304468	0.844317797849996	0.280199842005868	0.052741749554738	-0.034784741569753	-0.0131459770039337	-0.60072415256541	-0.638180295316354	-0.445170787553657
Bc1	0.392438102301829	-0.103512944203444	-0.32219912377615	0.211577345017902	-0.199680936845305	0.524812659972356	0.253554911475852	0.486732052955903	1.00701947925203
Bcam	2.16123682065762	2.88286545901878	3.12735198414671	3.09385423666624	2.81608614742987	3.04978794394161	0.602740510607845	1.10925810641635	0.865540145597668
Bcan	0.103074622002299	0.103426268244857	0.10460074554706	0.103477069292821	0.105187133806395	0.216348923481835	-0.388610206678763	-0.611994735831518	-0.465561615191438
Bcap29	0.459521636294005	0.093661648728165	-0.050540964785693	0.289798032530429	0.396668542347361	-0.0244659858135575	-0.341213667704911	-0.240049742672949	-0.348634556677254
Bcap31	-0.156255427210187	-0.144010843402235	-0.124750290184541	-0.295488680475284	-0.118822401013743	-0.0963532108977058	-0.124425709597888	-0.169975555464293	0.126568999981861
Bcar1	2.92982200082102	1.97289393065932	1.00373081494333	2.17472005843857	1.83601760749044	2.14363118004856	-0.29417334120527	0.665484865055009	0.801045476407995
Bcar3	1.9335812593167	1.931114668335	2.71840108246823	2.50828352463189	2.66957198398227	3.27228722298642	0.368173719265599	0.477752642692143	0.874138596325129
Bcas1	-1.109965190145	-0.998546920134173	-1.34740809691347	-1.36192751830904	-0.71456370711151	-0.917574945374139	0.282234859104219	0.168806297733848	-0.0699197745210651
Bcas1os2	0.0210124592165264	-0.0660347198612854	-0.0659722607179396	-0.065745698900504	-0.0658960162202151	-0.066156247924244	0.771421465793757	-2.05210034462903	0.892715836009828
Bcas2	-0.268504925180098	-0.227588696717437	-0.396778664412299	-0.3935037690254	-0.363482962467876	-0.322979603791824	0.245858579348482	0.464760070614272	-0.143454107892838
Bcas3	-0.301075308588621	-0.121556661878244	-0.229511912336276	-0.0563969456093785	-0.603890649991402	-0.200252002476586	-0.539246106640469	-0.161617950426388	-0.688926364375641
Bcas3os1	0.0860460368964296	0.213376723934982	-0.156056731222982	0.540261102854895	-0.971518741442195	0.335593073722742	-0.881342073025433	-1.26450883833237	0.1067009150842
Bcas3os2	0.140463910248385	0.299256428234798	0.098386084536346	0.72698804892571	0.196096170482374	0.62940082579231	-0.371866701999943	-1.80475959388094	0.776906879719475
Bcat1	0.0394812430043653	-0.215233036099761	0.497192896012961	0.517148320586025	-0.260897612386286	-0.0926254146173429	-0.710746391268017	-0.41322940192301	-0.506690135075529
Bcat2	-0.366950628233604	-0.0714768384976054	-1.27524267238028	-0.739410855936126	-0.359114840174176	-0.513165740698257	0.0529650585221151	0.0897892532045823	0.0348722832734868
Bccip	0.603984104310922	-0.176737242316646	0.240983777932592	0.141718591494576	0.0162641297970246	-0.257785577814698	0.330549457935104	0.0782417107158578	0.0159473410598558
Bcdin3d	0.555400208299902	1.01122563474094	0.843859484346922	0.389899944684694	1.73790321415659	0.826789185458296	-0.125219425124051	0.563416370756359	1.18560942166518
Bche	0.660458859384366	1.07306150773543	0.89661687938293	0.793747934514738	1.14528664183398	0.663777926684956	-1.16723062509811	-0.78516462586237	0.505224939281403
Bckdha	-1.12897530851555	-0.47219787917655	-1.60387832470473	-0.835907091501865	-1.16682363388508	-1.01797981403946	-0.207320417671596	0.435477143132591	0.241024951987939
Bckdhb	-0.844443385803396	-0.594771290011494	0.112362460881114	-0.524870531102119	-0.117910817835815	-0.254950445613604	0.402853343489614	-0.304195881148011	0.800877218784497
Bckdk	-0.570952379925469	-0.204215805628475	-1.47439062539767	-0.897519320364518	-0.540373393087619	-0.719935289810054	0.334604637569323	0.197426093033905	0.112630377521396
Bcl10	-0.0285619536979024	0.343264531263377	0.539272090167999	0.0273317767505806	0.278347746876745	-0.127545626789784	-0.109132645835274	-0.209041528261769	0.0434598323825615
Bcl11a	-1.33922143314612	-1.32925975547139	-1.55943434502337	-1.64912833012552	-0.645881326232581	-1.28111028460523	1.98640429020061	0.767264704632911	-0.0584851731886147
Bcl11b	-1.10976114944629	-1.41449249965478	-1.23770310527328	-0.542911947029889	-1.08087400305788	-0.930954674848323	0.304317840627942	-0.00143350435328827	0.571970149599906
Bcl2	-0.576380721053612	-0.698347328332802	-1.0410957612193	-0.598988531047369	-0.110124050048241	-0.786095686728567	0.253791650006485	0.0518433892765472	-0.0662718028899905
Bcl2a1a	0.0470221518846319	-0.234490613920938	1.28389592741971	1.14022429974252	-0.63462703697007	0.112125558297462	0.603666360229615	-1.5931700651582	-1.05606803252226
Bcl2a1b	-0.449774323230842	0.0392344529933294	0.837940105372424	0.908993272637119	-0.730815864201311	-0.243716888363108	-1.24954031810746	-0.471173640066116	0.998870383862221
Bcl2a1c	-1.05268826951319	-0.820574640351575	-0.673552011411387	-0.0696936450213855	-0.689633533299075	-1.07771499217447	-2.04099222771326	0.0591108364300545	0.071682664850575
Bcl2a1d	-0.179251934018113	0.226872017651023	1.04836626557686	1.14984426733839	-0.305572490435974	0.118116955397878	-1.55190609023065	-0.0899341681827466	1.17244521185137
Bcl2l1	1.61145482899919	1.30387656966063	1.0830159560498	2.21878428084328	0.0672618484170059	1.32952564357392	0.247423877330995	-1.01317769669628	0.955626780751861
Bcl2l10	0.00358135661423899	0.00574697625055893	0.00806889134931145	0.0108984075107819	0.00168121074568793	0.100952820196826	0	0	0
Bcl2l11	1.25766581093302	1.58517608044975	1.56446122721661	1.8480457316836	1.42292789702343	1.42019860216295	0	0	0
Bcl2l12	-0.818641414094039	-0.508418369598569	-1.06840240465667	-0.768148465827679	-0.867693233194881	-0.925596462552509	-0.128614527709919	0.0736846416158432	0.321903019453971
Bcl2l13	-0.202145211159204	-0.0589811685019645	-0.260365377589781	-0.207521905648272	0.189625586059791	-0.0610108180561182	-0.200682854816171	0.3300983524459	-0.249036000859325
Bcl2l14	-0.248246740130312	0.527223664388462	-0.895591872138068	-0.155822937388971	-2.13875998021478	-1.97310774500164	1.32275912335721	-0.0674148975347931	-0.36306219947376
Bcl2l15	-0.975239351138705	0.68866181865413	-1.51479443589025	0.129179292689706	-1.37762226576677	0.0257351807181181	-1.31924650966579	-2.99050627278709	-1.12318030292925
Bcl2l2	-1.24448869382416	0.176041987847003	1.18305134419493	0.247770927634014	0.107585816451117	0.430112832227997	0.527091124455374	0.762422801837258	0.578770064229497
Bcl3	1.49213119545308	2.4494691175703	1.73958867476329	2.10184807149672	1.47021038263839	1.36221445681633	-0.411047953090018	-0.435502181228623	-0.079293649287773
Bcl6	-1.08310839337031	-1.1593161534625	-1.15098558070171	-1.49829090011319	-0.427976652043779	-0.621996708376733	-0.336487102412877	-0.947583468999672	0.462478550593579
Bcl6b	2.04264935900913	2.3075510139255	1.07557342061788	2.18575345108603	1.94983402317826	2.0477012421107	0.0753613117780461	0.579801268571607	0.998309539868699
Bcl7a	-0.797201639972341	-1.22360864259183	-0.988644701971391	-0.918915653725168	-2.48115379974878	-1.69529282673324	-0.211672640593492	-0.377595274344358	-0.446024220515112
Bcl7b	-0.0167455820599856	0.108883183531512	-0.19068223869526	-0.0831570897710409	-0.437664518353419	-0.294003460640785	-0.490132063663043	-0.569710892493245	-0.108804562553881
Bcl7c	-0.330895975143548	0.213202364058887	0.202649321710445	0.434058624952211	0.598147830965049	0.0323485663064869	0.891181500169609	0.949409708045102	0.904951248160139
Bcl9	-0.323453840514813	-0.260293744774707	-1.31488235853292	-0.592211404018688	-0.608162082349664	-1.06463696432114	0.942189941737737	0.106544694883118	-0.121409290945189
Bcl9l	0.346483023950802	1.29397032453765	0.58154964392643	1.16636755526838	0.223192411155949	0.0268365855445223	0.863812012670143	0.705274720019682	0.476214790561619
Bclaf1	-0.227083813827289	-0.108716559865096	0.20377762116575	0.142988030929827	0.225199867548583	-0.0830382559254751	-0.5830558734423	-0.689334653948069	-0.508141280263437
Bcmo1	-0.0695422407042651	-0.0687871617952607	-0.0686211328735462	-0.0692184987827288	0.0616003011856969	-0.0111832836656783	-0.00304639907950289	0.0696412391562444	-0.174058867127782
Bco2	1.49903228311309	2.87132055944352	2.57974364152647	2.77716694599261	0.411485131687129	0.524757494416662	0.802473535789227	-0.0594143277920381	0.812283557057078
Bcor	0.0348733791600829	0.206791576788406	1.14317708952588	1.50133927648744	0.31715831153429	0.276906878437233	0.0173989853167666	-0.471217325551803	0.00889340649313305
Bcorl1	1.24929845692351	0.915249664283525	1.85549792751877	2.2802072524895	0.714260147045856	1.28939052302083	0.327579552746816	-0.0693782202538806	0.0144230887537684
Bcr	1.33328677727995	0.890786535398355	-0.0922102368057672	1.65102322391755	0.61286757030578	0.71961187064508	0.127193587449272	0.0849216265366355	0.250327595418114
Bcs1l	-0.696639349196667	-0.0401113815742901	-0.910618760815862	-0.211932913590661	-1.18313604155737	0.0385632799041278	0.179920569121283	-1.36722004843581	-0.503640382885169
Bdh1	-0.479329863516105	0.032447127420834	-0.475267493018642	-0.0796508456491295	0.073457261961224	0.142776693900323	0.106432679036993	1.20912968149257	-0.625800264204963
Bdh2	0.126270729004809	0.0743404295149463	0.074391734214822	0.0744558554774596	0.257509932273223	0.144584529286559	0.146341332901442	-0.468244825688414	-0.22798581255265
Bdkrb1	0.95621302451765	1.26493546584506	1.09605336748904	1.26387395031895	0.759594372899559	1.39950992373393	0.433013061618975	-0.0980430778665169	0.140587920607609
Bdkrb2	1.84459577423348	1.62538231326768	1.17256578937059	1.97301046804254	1.76921755504598	1.50405001258518	-0.389677183609649	0.319797565751887	-0.18215926014471
Bdnf	1.07822344822192	2.03380629375482	1.1825078506337	2.23577060375839	1.18849602767938	1.814094597879	0.696689013357906	0.0546349479903506	1.23410010953442
Bdp1	0.568082095396293	0.460751663730255	0.741492021467352	0.730830392979773	0.432821481679286	0.767503655015551	-0.693875510527586	-0.904734273448105	-0.0913901564046422
Bean1	1.75002800983765	2.17360289442577	2.33452180201387	2.08964575157459	2.21533011381302	2.18028043122338	-0.427617595422297	1.40640470243281	0.681535176030343
Becn1	-0.0786635801772116	0.00761657037908711	-0.157167223591635	0.289544227575157	0.325813817389711	0.0701669007398062	0.120003915508599	-0.0606797650531378	0.33380397118361
Becn2	0.101931269105324	0.102340103888536	0.10280555744127	0.103393940484031	0.102855406756185	0.583701901532568	-0.0598436300664618	0.0567233110117271	-0.0496691298108409
Begain	-0.0566346865848185	-0.0566068142535828	-0.0566224303296907	-0.0561251270911789	-0.0562710499251282	-0.0359607437309017	0.221452342324303	0.0632077756662288	0.0245525595987094
Bend3	0.723685104626939	0.730173828027282	1.0608996504837	1.70117051888295	0.619789998763117	1.55101067970856	0.0835947090292351	0.967794911395554	-0.432674946896889
Bend4	-0.0495540909963068	0.020293192006339	-0.500508976932554	-0.639781267413203	1.8563522364128	1.0471350470665	1.90150089494361	0.604855790270106	-2.7913395236539
Bend5	-0.0419346161865394	-0.0828919699820057	-0.0670923905775659	0.00576830402137417	0.481657932126625	0.262829996273339	0.617896570071242	-2.14749737881292	-1.270487881486
Bend6	0.725431313901877	0.914216407084882	1.09913804199952	0.00819626764877113	-0.13739088477117	0.487314835281178	-0.185023533880426	1.08724093161056	-0.177964872439045
Bend7	1.28109060428199	0.83998501862583	0.603740256694284	0.644677636054764	0.945115262378195	0.741479473201215	0	0	0
Best1	-0.440892965862729	0.0544783133514462	0.511901395927421	-0.0380212320229996	-0.289830909513646	0.20840510633273	0.732874428889012	-0.191894928999962	0.639830558503717
Best2	0.490770863478739	0.1893841204686	0.187365164731744	0.190002936490902	0.188961674825999	0.762466056778879	0.538537562058187	1.3339045094267	-0.0540525486324923
Best3	0.0545005086029009	0.0545711074258335	0.0548524156172628	0.160244380281293	0.339475135538615	0.117508678022066	-0.00721997946029375	-0.64261485358713	-0.0238919517377069
Bet1	-0.150671408173878	-0.337870327454364	-0.248057732297073	-0.141154996335306	-0.278814419953939	-0.306186848883798	0.291145014419109	0.856497584406546	0.49986893062741
Bet1l	0.304004542701959	0.695834100282758	1.04288865330491	1.02161628729508	0.530504680108571	0.767040991362012	-0.184089833943973	0.233624029749333	0.193368802584153
Bex1	-0.622566429820737	-0.789297751057998	-0.352358217504341	-0.531033503834135	-0.828710068672631	-0.736295827838078	0.401548557791329	1.89014049140443	-0.0598329093602275
Bex2	-0.0181482296237439	-0.0170441414890591	0.141278232352217	-0.0173664749082015	-0.0173175319189688	0.0265629766860285	0.434798779808798	1.27161016725953	0.749342132460047
Bex4	0.200185532515836	-0.0332161271402796	-0.032875898927079	-0.0326594869875132	-0.0330689729811846	0.0192242147216969	-0.0281341673166279	0.0182589798527265	0.431138195896916
Bex6	-0.0923498385949278	0.256131599293333	0.213691575377022	-0.231593247350213	0.243755858686919	-0.582319827912749	0.360014990741654	0.0433600942959186	-0.0260614698240983
Bfar	0.0223636476066298	-0.238215223871959	0.375858054143912	-0.0714773724443605	0.318178181895859	-0.187730191067686	-0.308088128557988	-0.432754493428636	0.187411924674479
Bfsp1	-0.782989980343909	-0.834172622584982	0.0784315524510164	-0.719660807804862	0.0002923885407007	-0.301038181626425	-0.276023482057769	0.393123770286886	-0.140096183281562
Bfsp2	-0.713598348923181	-0.346324548069951	-0.0148276920004658	-1.27972632282728	-0.702867467664887	-0.785459240123176	1.59715262078476	-1.30754581407766	-0.914802455273248
Bglap	0.11778281548465	0.117504753827728	0.118077712177472	0.264140276503547	0.14832317418418	0.18884264449379	0.432496331132581	-0.132565726851919	-0.396675632824101
Bglap2	0.0690278439640302	0.0711934636003502	0.0735153786991027	0.0763448948605733	0.068462598791053	0.0676854870246573	0	0	0
Bglap3	-0.369376822975104	-0.275881170656483	-0.223155647035022	-0.0262168111907709	-0.217913946472583	-0.194449104567659	-0.0396172710983994	0.366809068912446	0.213867359568065
Bgn	2.23175434053185	2.03331968300877	1.86551093902949	2.18304499130197	2.65965926000921	1.66414896176788	0	0	0
Bhlha15	0.413454893266975	0.0787700214548518	0.0350943561664885	-0.234411282146796	-0.387485593444321	0.521015552977346	-0.128011597854413	-0.710842572518341	-2.05984986835493
Bhlha9	0.106438532673139	0.106781758281485	0.107176105808249	0.105990150349801	0.107218775601147	0.10603198696363	0.550125818595805	0.0508601206770718	-0.296412311656502
Bhlhb9	-1.21601825330999	-0.676281539670007	-1.86955923581656	-0.559775232028055	0.106459710922377	-0.356444171292211	1.37618668596248	-0.704127167613654	-0.214173277619662
Bhlhe22	-0.187677899691043	-0.187483654628056	-0.187597413099682	-0.187228294783539	-0.187416220762333	-0.187456722510396	-0.484223573666603	-0.434745309188441	-0.361078218231587
Bhlhe23	0.0305597252967895	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.130283990649204	0.140698953591505	0.0577776057189236	-0.0512218347443791
Bhlhe40	-0.43173512269004	0.625853025234827	-0.0703839402056513	0.216061484979711	-0.22164874333592	-0.557556216426783	-0.321856511016496	-0.265423807611989	0.000729202957611863
Bhlhe41	-0.372599916730459	1.22519543867281	0.917591011334563	2.06113034669128	0.97103576750734	2.15255527827468	1.65067174454638	-0.370301125239606	-0.755768270978168
Bhmt	0.242571402244328	0.11591861312094	0.116121467247795	0.116385182711025	0.541750290197598	0.115865899500184	0.331016827474971	0.0341411912990976	0.411441511720926
Bhmt2	0.221848813363945	0.0562646325912564	0.0565782530909102	0.0562722017593728	0.0566122835783162	0.1126284147487	-0.387627445909085	0.0366689915502588	0.409060420102071
Bicc1	2.21049409224232	1.71670432791776	2.29981287394391	1.85377820897405	1.79620762415497	0.812103951485457	-0.204156494911237	1.44183048174891	0.763613713749624
Bicd1	0.324359185232217	-0.192934830031465	-0.635967073693745	-0.340250655924573	-1.19263039568423	-0.380050514476431	-1.73861252994538	-1.27387888278642	-0.889171013903395
Bicd2	-0.118367938774196	0.0801129968434013	0.0412706680222041	-0.601285680741975	-0.091988620030598	-0.0413036621607784	0.402156517067561	-0.221805697042651	0.453816934583474
Bid	0.498402545467761	0.604915412742931	-0.321224304731511	0.050877142519349	0.729615059916692	0.200342082181457	0.0274464091594882	0.651711176494556	0.110348039590822
Bik	-0.122393903496605	-0.109415081731089	-0.122236160957664	-0.122347888329705	-0.122276056662771	-0.122492468137623	-0.359193226135013	0.500294080035413	-0.646223670743538
Bin1	0.254632745831623	0.846308185237427	-0.0845588979637268	0.422760258120368	0.311408422297585	-0.391638174415537	-0.0621457186762493	-0.0971486470334293	0.193191493120454
Bin2	-1.21360568326581	-0.979326143636395	-1.28308053296491	-1.71516585593659	-1.4011925251967	-1.86798745411604	0.339080995670947	-0.293744601343684	0.457891395067452
Bin3	-0.320607077120797	-1.09742307980803	-0.408390493026046	-1.07824937122323	-0.677500109194608	-0.830383121136651	0.0177059853774838	-0.310161226673412	-0.61970253536567
Birc2	-0.0208494381022433	0.63734224777554	0.683238642999553	0.661774237481012	-0.00242358350080916	-0.0549698541742266	-0.162383776659893	0.6673031498143	-0.624221916888933
Birc3	-0.414552575607553	0.229501440833798	0.47932522673673	0.0657130255170154	0.0902358566110185	-0.771742260733523	-0.719928149356442	-1.01459782223117	-0.153668382603157
Birc5	-0.744305065861563	-1.04359424930824	-1.27211512106461	-1.3907790912212	-2.20674408478049	-2.58338074467793	0.730094795480431	-0.462136655577946	-0.203206440310444
Birc6	-0.05386405428256	-0.231199701286405	-0.284177522961562	0.0512260784316613	0.213849716167729	0.171958848132356	-0.726804497517756	-0.330176028237717	-0.279601918855979
Birc7	0.027731031978158	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.032046061676048	-0.445945987142863	0.0210475511728512	0.0106053922309209
Bivm	-0.453418803987604	-0.354514371876594	0.854579240758523	-0.929679003303519	-0.457534383936777	-0.953568065574964	0.0242042930556489	-0.300524418220398	0.352178811973921
Blcap	0.866602860030522	1.45382252078185	2.08610602544381	2.09287148787901	1.78804696923494	1.83058391326831	-0.358779480911769	-0.313846566570088	0.0146175505248807
Blk	0.56225217994628	-0.304683507251274	0.342177072657629	0.639079735756877	-0.764494562450916	0.200798892837248	0.407297429499574	-0.0793245104616995	-1.45103756266763
Blm	0.0333480016063548	0.184744989546826	-0.343230706065042	-0.686012878687913	0.193795346126345	-0.00343854247291404	-0.72797037430226	-0.179336660166074	-0.877085958466081
Blmh	-0.19833910138213	-0.102225960995544	-0.126831624708354	0.110546570645073	0.338014813850191	0.341055506949081	0.0276651088044697	0.433522527577165	-0.091633644140185
Blnk	-0.518325302066849	1.90563602796123	3.11367411502138	3.3977105805265	0.903617191022152	2.71005078922792	0.504916646903974	1.59063847849506	0.141799444808369
Bloc1s1	-0.225817889392899	0.0586369567368937	-0.00464580455257006	0.170562675422265	-0.0705262086030745	-0.220584396676021	-0.392817773633553	0.432087109468986	-0.0655539049227194
Bloc1s2	-0.299400611664649	0.0704065141478597	-1.26105867480472	-0.823878150139545	-0.385595922723567	-0.456389115597749	0.859555293884771	0.20217488985325	0.217201599757408
Bloc1s3	-0.236297945989394	-0.709773076727574	-0.332243128355296	-0.721638666976791	-0.649170162879664	-0.834945882271599	-0.912509071151403	0.602687342896585	0.367846744618073
Bloc1s4	0.70976029037916	0.324736730602421	0.842303498573239	0.420744748799842	0.510229678266063	0.586267242232118	0.251298117194024	0.178474985530147	-0.380885987363172
Bloc1s5	0.13823690311838	0.0837228172874762	0.423876344859413	-0.308143806823825	-0.433422516843589	-0.123721647192152	-0.28346220797724	0.0385082867711848	0.856199317652577
Bloc1s6	-0.279521179047142	-0.792800227093753	-0.50175826661771	-0.679931381445737	-0.711858917024319	-0.558008267446706	0.337615333801745	0.089021571117418	-0.383181320412885
Blvra	-0.964251025020631	-0.526750094028833	-0.996464890108289	-0.890329199675714	-0.477847271871565	-0.245537289487329	-0.280314349228407	1.26485616347614	0.240157374617758
Blvrb	-0.492753354706412	-0.556825930422343	0.226001906999979	0.395552644587336	-0.130122140645619	0.336276593236112	0.134648293949457	0.751478432314669	-1.02045482306013
Blzf1	0.741279454156144	0.288046394304633	0.351329139747142	0.713118875775348	0.431312808812426	0.872501442860082	0.42971245033039	0.261957105689474	0.107065939883198
Bmf	-1.17986282356418	0.240724093150312	-1.46089389372798	-1.06838720763582	-0.898828953235311	-1.35381625494738	0.946137502222085	-0.369761015760535	-1.36345951308656
Bmi1	0.31998426115095	-0.292416364396885	0.157896742033834	0.397356361864376	0.234656622570059	0.130613539789436	-0.991515430284207	-0.51743228343018	-0.666580269970114
Bmp1	1.57397105567022	1.94779197449151	1.6298781276963	1.6759598903419	2.40700170622201	1.92402681183656	0.132150234327725	0.479451889930465	0.49284665714382
Bmp10	0.333501439505496	0.614730784302433	0.83504193755167	1.60027785329116	0.936359192029626	1.23286577847879	-0.218935933926909	-0.0110879387148866	-0.0449400520981683
Bmp15	0.104562547234434	0.162088956629485	0.10563156784904	0.193922016183911	0.10642333722022	0.104798673482486	0.232827076615605	-0.0775785942843571	0.872859057626308
Bmp2	-0.232589398091204	0.333335473585808	-0.446006160128736	-0.744162287002488	0.732578696865969	-0.787145482836117	0	0	0
Bmp2k	-0.63142981964286	-0.38156852078022	-0.577786243227667	0.187997927853563	-0.252833357094109	-0.240906262485273	-0.418722013223108	-0.269773877918538	0.155561256067685
Bmp3	1.20623351594829	0.937939949719361	0.499755602479389	1.02538336111343	1.34043386303174	1.11235994293138	1.88649611269139	-0.709155646064707	1.54446876379175
Bmp4	2.41569890823076	2.82756312204858	1.19593094623384	2.30840271749807	2.91254249392175	1.93985071507628	-0.918616064559961	0.62290755896086	2.23132773999182
Bmp5	3.15890703854351	2.56790033734748	2.7456512800866	2.7438144753909	2.48833363486522	2.19796410542654	0	0	0
Bmp6	2.28147486848876	1.94333769217602	2.42061085992179	1.96151816652755	2.574872505729	2.11396141094216	-0.0042681995817458	1.47339704196785	1.09014637770817
Bmp7	1.13969673601549	1.60464179541788	0.265057188525588	1.55672300691134	1.41327791002953	1.47263303171387	2.321075958378	1.032208050126	0.641607846541034
Bmp8a	1.39958018538737	1.45955580654837	0.977035344300597	-0.0183357162068579	2.31685653404888	1.32887334957375	-0.654210441029005	0.0714700778198632	0.104726920536236
Bmp8b	-0.063682176012903	-0.343971876275634	-0.332787195275197	-0.327561123265014	0.306405282869565	-0.180751159292937	-0.0269980798139563	0.126268146514532	-0.170457562249583
Bmper	0.377220402428833	0.366299062176881	0.247362722029693	0.61851343534622	1.05972087641784	0.232935278923366	0	0	0
Bmpr1a	1.93218532752216	1.7743394762417	2.45012808448173	2.35168720882211	2.42690534338002	1.23197569670416	-0.480844407606064	0.0408117060389174	1.12599576186908
Bmpr1b	0.0743533409720391	0.07447528917234	0.197506350816425	0.0744219971240875	0.0990869917412655	0.0996293418180326	-0.886409264011207	-0.893906410470934	0.588491597425153
Bmpr2	0.0679386128525296	-0.107461392051182	0.446831629672748	0.21050698098829	0.194088956215315	0.0194987344503099	-0.560807171304357	0.149914124448381	0.0179492621581031
Bms1	-0.484152851500907	-0.32673196168149	-0.547895168398879	-0.439311909178377	-0.275299950446622	-0.0593083712588787	0.263168191612542	-0.196115092588299	0.00880367368289956
Bmx	0.14969227181336	1.35233429442649	0.366281616596537	1.16846327182382	0.438182442067389	0.964552989502272	0.800443559871572	-0.220118407069191	0.350819511519517
