	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage
Abhd14a	-0.166474319119	0.123309027374	-0.280292701241	-0.566268609127	-0.698919080462	0.350138191171
Abhd14b	-0.043753545847	0.520753680818	-1.09247989848	0.0939373632688	-0.553220758395	0.380298456518
Abhd15	-1.21208734878	-0.445001754274	0.312874076987	-0.313013700701	-1.18189137907	0.150740683206
Abhd16a	0.733448209575	-0.0752190564748	0.16584623915	0.931200036271	0.333225861422	0.419893455602
Abhd16b	0.0315514643275	0.474366925817	0.931966847695	0.752717936119	1.07207033913	-1.12710169885
Abhd17a	0.0434087353661	0.0759250248498	0.459978579118	0.495857756446	0.787721173828	0.148785242903
Abhd17b	0.0273147372267	0.0525894710737	0.360704271805	0.60200714262	-0.0913884790484	-0.0122500540174
Abhd17c	0.0190755486185	0.340286612475	-0.232452418591	0.36282662529	0.198054238055	0.292940328403
Abhd2	0.402208605069	-0.0777038055378	0.109742019615	0.0113301121934	-0.01716727105	0.115588016296
Abhd3	1.44585108865	-0.479408461302	-2.85402409228	-1.2324468765	1.83348409436	0.0201135159236
Abhd4	0.409268209992	0.191724986524	0.504487513639	0.939495570907	0.545019726059	0.588681479613
Abhd5	0.364226575488	0.326778005809	-0.0485000649453	0.211974731867	-0.539367497505	0.142060286539
Abhd6	-0.285847106831	-0.523956860743	0.528231173962	-0.311104494829	0.637920726738	-0.0435173154235
Abhd8	0.337466800811	0.0282484811465	1.66911950657	-0.821741302007	0.538450676937	0.682148661945
Abi1	0.0714406605009	0.0274167297387	0.335465006782	-0.266697956328	-0.124876678504	0.131025585228
Abi2	-0.213445215749	-0.135461484288	0.207216384916	-0.843671616428	-0.495073929083	0.0307994104991
Abi3	-0.494630142188	-0.646650954609	0.238264194486	-0.136159551988	0.144893242606	-0.456018590287
Abi3bp	-0.731041347703	0.187587476224	-0.449517654633	-0.417652123404	0.422268520901	-1.45663973617
Abl1	0.193773291887	-0.0121438881924	0.288173559276	0.271453035173	0.419535399537	0.0969447636256
Abl2	-0.264947477513	-0.0515897002864	0.295369302854	0.186130969216	0.199214307478	-0.109295049666
Ablim1	-0.0668796309035	0.454793623483	0.923369748433	0.789295531476	1.0777788538	0.568560137608
Ablim2	0.24756957417	0.878319653475	0.832529154968	-0.427189356481	0.993143784454	0.169778716163
Ablim3	-0.841774861542	0.260582212052	1.00364974762	0.408669688148	1.52445257832	-0.262374318949
Abo	0.0026261089184	0.00431218140326	0.00163377810255	0.000611523172573	-0.00126389379534	0.00447403019936
Abr	0.517165304458	0.056158681495	0.0395099576958	-0.12589834348	0.372442683718	-0.0487738915773
Abra	-0.358364875325	0.704048372109	1.24581489524	0.646456518037	-0.851463834362	0.132167246982
Abracl	-0.257368178506	-0.141485108115	0.197664180274	-0.740554583572	-0.272670228582	0.154508433791
Abt1	-0.205171043407	0.108524320308	0.542777994908	0.213549001339	-0.137744677706	0.450096733634
Abtb1	-0.0225433999461	-0.296107370263	-0.000847477440401	1.32103496173	0.0889837566048	-0.0392899367887
Abtb2	0.991617586064	0.634571758493	0.113036792272	0.389252242022	0.490582080489	0.38291021254
Acaa1a	0.05320576784	-0.0170835472287	-0.599384433139	0.230832496221	0.206235878181	0.89024655118
Acaa1b	0.366069299544	-0.637612514114	0.0133324019849	0.00194800964492	0.583387659981	0.0107518399858
Acaa2	-0.144407248051	0.0211578849268	-0.274739205864	0.0872202555769	0.540875930106	0.538310793443
Acaca	0.374648728029	0.128650491606	0.513024110179	0.546410753454	-0.0593665545775	0.0682398119164
Acacb	-0.125578920105	0.185145187902	0.407064390788	0.432716066765	0.510030454792	0.549865329885
Acad10	0.215870186115	0.893350950194	0.388351815178	0.554948810349	2.27206600709	-0.130564669573
Acad11	0.204998173079	0.417758368533	-0.119194256411	-0.132529822157	1.07715365789	0.335211265171
Acad12	-0.26827284519	-0.0598543422695	0.591810404934	-0.606084395228	-0.0147012378835	1.5387036945
Acad8	-0.184633449601	-0.144913929811	-0.238910631638	-0.377757216309	-0.168518446539	-0.000513066304698
Acad9	-0.682429989634	-0.0857910804012	-0.186512773924	-0.542603498524	-0.885977111777	0.139458984598
Acadl	0.0796517060504	-0.084278446312	0.273719667822	0.240140305075	0.210384618284	0.270531005578
Acadm	-0.113137229072	-0.184438027119	0.253158809128	0.678365371541	-0.348687408656	-0.019130685705
Acads	0.186445831504	-0.0832110704756	-0.171434769466	-0.110539230045	0.600104401279	0.141978664309
Acadsb	0.117333651519	-0.102434047108	0.511265812421	-0.599918698893	-0.152148902775	-0.17204927388
Acadvl	0.236267065251	0.0874567928897	-0.0991059294592	0.133115923864	0.267071202874	0.213451267055
Acan	9.67874459794e-05	0.000222595642255	8.56581904143e-05	0.0270708092804	0.264697856015	0.000187933026261
Acap1	0.317244619755	0.063152187253	0.367547156997	0.204619321303	0.596181845621	-0.169990091466
Acap2	-0.282290810287	-0.0290493381526	0.180377547033	0.0243115189013	-0.379254378111	-0.180185330387
Acap3	-0.258376308633	-0.600117771552	-0.111682782001	0.466527898734	0.617197041542	0.046327589027
Acat1	-0.0468862339104	-0.0724543835992	0.0988109250209	-0.232358291996	0.251640854503	0.0750999485847
Acat2	-0.0850052396637	-0.195616859891	0.0800398578649	-0.767924607577	0.464874982175	0.184404729755
Acat3	0.844233786025	-0.277525451476	-0.0732209876436	-0.594561984993	0.43413829784	-0.210430027787
Acbd3	-0.0187768572477	0.104178918473	0.051017796817	-0.298772994116	0.097110159619	0.0373695000339
Acbd4	0.262395490085	0.302828103706	0.591739702508	-0.346508312957	2.11774318054	0.426369102336
Acbd5	0.219149406705	-0.0831576201256	0.340318430749	-0.21160050848	-0.128677626487	0.0715184932833
Acbd6	0.236466695879	0.412713033529	-0.732865989448	0.662667637559	1.68141912171	0.0352387571996
Acbd7	0.000206315857886	0.000455215712137	0.138014690491	7.09082552269e-05	-0.000133309907455	-0.0625587776741
Accs	-0.568057286824	-0.0130482301951	-0.020319555901	0.755754514581	0.535495934781	-0.567459394968
Accsl	0.250110622234	0.156897668104	0.000112713182894	5.06678557881e-05	-7.4763057297e-05	-0.0517986039948
Acd	0.0550636568676	0.19221175525	-0.744403922987	0.562954830587	0.700458164401	0.119019640711
Ace	0.0430939594134	1.05524339115	2.2548461049	1.12390592862	0.591722968705	0.551425293148
Ace2	-0.112183398148	-0.652582880327	0.495748241886	0.279896114112	0.26430944973	-0.176764748741
Ace3	-0.102426845959	0.000411198266726	0.000163045603386	7.50103281868e-05	0.0667163029996	0.000398503745987
Acer1	-0.0289521872482	0.0067637329647	0.000126390787117	4.77976772386e-05	-0.0394726621133	-0.179950778966
Acer2	-1.31510225927	1.15497123384	0.305399047403	0.0992769765542	1.53335056826	-0.0670598032754
Acer3	-0.348791914372	0.259914487833	-0.116441070774	-0.501802490737	-0.423870926793	0.0338310745432
Ache	-0.00010332682669	0.561834414209	-0.0379305144075	-0.00276292046061	-0.0121006662294	-0.423634609717
Acin1	-0.207297826544	-0.207327155239	-0.357891711354	0.26600107699	-0.326052951686	-0.0820099258053
Ackr1	-0.133595934907	1.36299949276	0.0734449116776	0.399778471479	1.95427585505	0.0108799517965
Ackr2	0.0122465929316	0.00437130885689	0.415296609838	0.128340922164	1.20036603754	0.449871938204
Ackr3	-0.706941268687	0.872489424345	-0.374143455691	-0.0387714392369	0.503204849249	-1.11682632747
Ackr4	-1.10518878316	-0.174003761498	-1.33600849199	-0.579496079529	-0.406330126087	-1.52862527601
Acly	0.122825766893	0.0570583630113	0.0278503243736	0.0176156922926	0.760436606051	-0.136592182044
Acmsd	-0.137271633783	-0.0306328236978	-0.167708345751	0.00011551974884	-0.000177763379637	0.0729083294524
Acn9	0.63399801684	0.0743405323768	1.2834620525	0.140410154864	-0.141807210817	0.106916317985
Acnat1	-0.319546118891	-0.0494419509412	0.00984537457132	-0.404239991728	-0.152898062192	-0.331680851143
Acnat2	-0.0984405133734	0.00431218140326	0.00163377810255	0.000611523172573	-0.00126389379534	0.00447403019936
Aco1	0.102323360272	-0.205840592113	0.137405075349	-0.555328524341	-0.154431729371	0.195806339272
Aco2	0.0370920135708	0.0957069192917	-0.0812501014325	0.437266562154	0.44566557651	0.0684083030061
Acot1	-1.5438958409	-0.502898682562	0.991312004736	0.532101286754	0.1758886226	0.35257572927
Acot10	0.0251597839573	-0.0586808971427	-0.241118443245	-0.146386388474	-0.339448625122	-0.244472418559
Acot11	0.137333383161	-0.158391373315	0.52854836426	0.585687926247	-0.0596717772786	0.310284772716
Acot12	-0.131021751176	0.000233524930926	0.00209786440679	4.35362908033e-05	-6.8265749481e-05	-0.174107366506
Acot13	0.667193018545	-0.145017939947	-0.26612504323	-0.491516054046	-0.384055123839	-0.141992999708
Acot2	0.0516658688722	0.295097737865	-0.162449197975	0.0847871498519	1.1120424303	0.218126069598
Acot3	8.37230967998e-05	0.000160633536457	0.0679095935947	0.143578410199	0.297369629218	0.0531094982928
Acot4	0.000403313511801	0.000614007737651	-0.0961002516561	0.000137048040906	-0.0907861681682	-0.0949875970402
Acot5	0.000227357672827	0.00047525512737	0.178022443221	7.10564494157e-05	-0.000139172262684	-0.120132623922
Acot6	-0.329423789351	-0.436589445877	-1.25432415156	0.404614618419	-0.679703126966	-0.661218818042
Acot7	-0.167263222642	-0.142495718004	-0.375103404318	-0.00291867838969	0.379483406895	-0.28297804968
Acot8	0.152328998268	0.276021880879	0.296765605905	0.135975863395	-0.625528193674	0.16246493252
Acot9	-0.141653783918	-0.184388046156	0.0726598381285	-0.208884790383	-0.00342181008796	0.0113399079849
Acox1	0.111345796916	0.159450284304	0.514173153054	0.459335370095	-0.0572481943627	0.0541433025148
Acox2	0.0503602369591	0.00871030821692	-0.201704186745	0.000145668433613	-0.000259624108531	-0.166245912714
Acox3	0.184982854504	0.366485656223	-0.0432959951763	0.331999995731	0.926477034344	0.405292833366
Acoxl	-0.231776617845	-0.0591676910948	0.456104760195	0.283458625063	0.189233331498	0.332325599729
Acp1	-0.156684628905	-0.068455216292	-0.336775770844	0.11089445079	-0.137717237271	0.0682023101601
Acp2	-0.00964925339117	0.0077715589855	0.136234055998	-0.431455180323	0.249969882625	0.142778210339
Acp5	0.416845496097	1.18553838924	-0.0918855823155	0.686401969671	0.814932581139	0.540714840749
Acp6	-0.529966497484	-0.217435690965	-0.035224056068	0.309977446683	0.210120755293	0.195849245376
Acpp	-0.157169065159	-0.587309573405	-0.222837485812	-1.40012152913	0.622943578767	-0.336271939815
Acpt	0.0668697094488	-0.604625130933	0.0293393641401	0.466390015622	0.00867965928886	-0.122721158511
Acr	4.1115183872e-05	-0.0838481907164	3.1700414861e-05	0.138061696309	0.227032653056	8.0020861769e-05
Acrbp	0.209243300496	-0.990797576792	0.105347912863	0.193175739884	0.429600049612	-0.089652471732
Acrv1	-0.251021899572	0.00912416972221	0.116176503269	-0.0795952336816	-0.000133451536656	0.000460905718653
Acsbg1	0.907412211697	0.215923643299	-0.239332172417	2.19134318584	-1.71191008776	-1.07004044756
Acsbg2	0.0815790847523	0.00115333606927	0.000526645334158	-0.216223445613	0.132406813962	-0.0721707225196
Acsf2	0.614882614435	0.920938391367	0.949978221388	1.24267580038	0.694264256585	0.0996314083228
Acsf3	-0.413686870368	-0.113766325882	0.802682095633	1.16255561656	0.259300704272	0.283353390103
Acsl1	0.125137254707	0.678619361541	0.121142101038	0.11876842071	0.286299995072	0.173005533998
Acsl3	0.229209405858	0.151412086316	-0.180834257349	-0.69338896509	-0.867607875991	-0.122653917132
Acsl4	0.145560701927	0.0388291986813	0.0271696614075	-0.334741854249	-0.0724112490814	0.0088625671355
Acsl5	-0.0748047674496	-0.180968295397	-0.0760559845207	-0.507394269053	-0.0751745622436	0.166155889278
Acsl6	-0.135357164006	-0.275440268472	-0.081125753846	9.3932684286e-05	-0.0325853151064	0.0659326664471
Acsm1	0.0026261089184	0.00431218140326	0.00163377810255	0.000611523172573	-0.00126389379534	0.00447403019936
Acsm2	0.00024371826581	0.000330985023799	-0.134156489019	7.25050576582e-05	-0.000134147961264	-0.044585300583
Acsm3	-0.0500022169056	0.521942997931	-0.170146683381	0.161486536652	-0.0209930692626	0.105643646443
Acsm4	0.396783395754	-0.246699238228	0.0930041621774	-0.343125286957	-0.0705505240275	-0.718445573668
Acsm5	0.219180275006	0.000637714603978	0.00027201518471	0.000436317936615	-0.000202720155284	-0.069789283746
Acss1	0.0323032816105	-0.344403276555	-0.0699023472088	-0.638168216972	0.177736097237	0.0340973111234
Acss2	0.21975496661	-0.0694564606298	0.644772111358	0.804677652989	0.409297425809	-0.000218795412937
Acss2os	0.0570292087794	-0.0364854327231	0.210009642085	0.00020744167287	0.0685964502678	0.235657069509
Acss3	-0.0960788315877	-0.31649880945	-0.4178808688	0.00126094691949	0.318581543516	-0.0843376718515
Acta1	-0.774615257166	-1.1253542956	-0.382867354196	-0.740501029756	0.0094580608907	-1.52597902616
Acta2	-1.18151727001	0.444147259403	1.5600688553	0.415418602847	1.25735456662	-0.0963665898617
Actb	-0.301575502366	0.120459746636	0.111025785404	0.0910735300119	0.210545184452	0.363591786748
Actc1	0.00812397666151	-0.907703479905	0.984388435788	1.1617823426	1.73664463162	0.0415565172392
Actg1	-0.0195006682876	0.325959187901	0.0364684346571	0.292934697046	0.478964634195	0.241304665059
Actg2	-0.497389853823	1.05815861111	0.105467741594	1.94236077881	0.968182274099	0.0351976695939
Actl10	0.161269145489	-0.0980155235711	0.384834952075	-0.149898370918	-0.00187552781384	-0.465578755181
Actl11	0.0026261089184	0.00431218140326	0.00163377810255	0.000611523172573	-0.102330516087	0.00447403019936
Actl6a	-0.0814970626173	0.0493874272128	-0.168063763597	0.0567843753125	-0.216097112823	0.103428167556
Actl6b	0.0968906878674	0.00246326255955	0.00163377810255	0.000611523172573	-0.102420024653	-0.152206655634
Actl7a	0.000148465019905	-0.0492884857721	0.0283373787219	4.38383735081e-05	-7.97587708553e-05	-0.117379561524
Actl7b	0.145677669086	0.118083408996	0.00665412028198	-0.589274823013	0.253103587957	-1.07076916148
Actl9	0.000445028419011	0.000811951453615	0.00031816725274	0.00013736411257	-0.404985433221	-0.0839095884487
Actn1	0.444707962584	-0.144217680172	-0.226308687252	-0.140119615532	1.0565589585	-0.0996083547073
Actn2	-0.0387891442614	-0.469379656489	0.00533474921576	0.433101831491	-0.6603757593	-0.214804533479
Actn3	-0.276373172135	0.0698587380103	0.104063990876	0.0660558284294	0.122161362334	0.0198135482729
Actn4	-0.149641858357	-0.0277236434898	-0.0944636958306	0.230226743406	0.149649159352	0.100922026131
Actr10	0.0385585070218	-0.134599302848	-0.265888891393	0.264915577173	-0.195024325796	-0.249053750212
Actr1a	0.145766540864	0.134326130889	0.0300909447438	0.0196771413793	-0.630766640455	0.301602871357
Actr1b	-0.200406622175	0.115874356401	-0.0523035600658	0.106263567662	0.245464420051	-0.262977634978
Actr2	-0.0658369912961	-0.141841738266	0.207740555259	-0.447031498113	-0.417050984125	-0.138334922854
Actr3	-0.0180142436501	0.130200598867	0.137352252343	-0.19513984255	-0.127825273764	0.0234730213244
Actr3b	0.244443764789	0.189150713094	0.609351902653	0.20741867971	-0.673220452278	-0.499654393953
Actr5	0.554850307536	0.438267851236	0.0444810255968	0.229369735892	0.491819986833	-0.177901500859
Actr6	0.267980535747	-0.361507252886	0.063934573996	0.325186331349	0.0587663204687	-0.297189118475
Actr8	-0.056103721084	-0.0650869233333	0.23442308803	0.146034241452	-0.463315937815	-0.31871268623
Actrt3	0.0122510801353	-0.69611714994	0.218665881916	0.507816672622	0.185295630506	-0.0650028925666
Acvr1	-0.0477219286659	-0.0607261224855	0.307665587442	-0.140376839929	0.269209960597	0.0625899768278
Acvr1b	-0.227060224749	-0.122281626778	-0.276577746799	-0.802127965669	-0.305987595954	-0.58251894611
Acvr1c	-0.0718890488008	0.151767236417	0.616967052355	-0.0685581907691	-0.0128514072426	-0.47763643547
Acvr2a	0.219770631007	-0.150533164957	0.314463781382	-0.0523929095476	-0.586521928562	-0.168014787062
Acvr2b	0.514743583736	-0.83277952793	0.414540207819	-0.215941666616	1.32919943808	-0.341186182285
Acvrl1	-0.160873613729	0.0461189921294	0.355749024996	0.734421534769	0.198759266071	0.419780672517
Acy1	0.235349622915	-0.336777910917	0.919825519004	0.137356398706	-0.732928695589	-0.612850019385
Acy3	0.958344097393	0.465017881837	-0.436212808049	1.39485719252	0.0190116575307	-0.576505823922
Acyp1	0.130819430398	0.234495294301	0.674038662358	0.293028956705	-0.00865328779369	0.324439393737
Acyp2	0.473356262768	0.4255336756	-0.571740573069	0.444054919974	-0.108341818264	0.88319120137
Ada	0.44065688807	0.63742839405	-0.139145227696	-0.503539556755	0.875729803622	0.172101289085
Adad1	0.00013397802546	-0.072321420658	0.0451029731462	4.57834609524e-05	-0.142805362384	0.000249979422269
Adad2	0.0026261089184	0.00431218140326	0.102700400394	0.000611523172573	-0.00126389379534	0.00447403019936
Adal	-0.292988503999	0.209630760465	-1.26679124428	-0.0962982393465	-0.396323015977	-0.944981994482
Adam10	0.233458598746	-0.138593896024	0.0686172261045	-0.268764844214	-0.378445509026	-0.0275854106835
Adam11	0.344699486996	-0.809270866025	1.22187570524	-0.735196001396	-1.12672467855	-1.09618452725
Adam12	-0.338330185018	0.533534538027	0.691242929705	0.303267789915	1.58115205102	-0.249247038642
Adam15	0.107976885494	0.878401674717	-0.0357516604278	0.936672612929	0.284268667022	0.316560288173
Adam17	-0.0488486900873	-0.173392876443	-0.0828905470402	-0.443862419836	-0.124484985046	-0.0804077359931
Adam18	0.00061304977558	0.00108408980739	0.000420213814826	0.000172429168387	-0.000317249962242	-0.430919127091
Adam19	-0.278533997727	0.14215390961	-0.724933322078	-0.404630844058	-0.452070828471	-0.359862617529
Adam1a	-0.114119078418	-0.107004646234	-0.60474688836	-0.505543520626	0.558369978068	-0.122644934373
Adam1b	0.00144302838493	0.0701039035184	-0.201440676794	0.000432769783077	0.105226431401	-0.253333263617
Adam2	-0.184082913759	0.00214894265494	0.00163377810255	0.000611523172573	-0.00118176959892	-0.0831407307146
Adam20	0.0026261089184	0.00431218140326	0.00163377810255	0.000611523172573	-0.00126389379534	-0.0965925920924
Adam21	0.0734954035779	0.0915384453623	0.16671729128	-0.235332859894	-0.0404227737647	-0.391037804625
Adam22	0.473418940127	-0.257619299635	-0.275378437823	-0.19409860995	-0.911228317511	-0.602660516894
