	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Cpne4	-0.209045110122111	-0.161785398590437	-0.208781515364272	-0.208442382256792	-0.208576731607386	-0.18918678854474
Cpne5	1.2886508376922	0.961129081757004	0.418017566339468	0.622955103306753	1.34570909194071	1.00397175138733
Cpne6	0.0479266497544707	0.052920962709422	0.0552428778081746	0.0580723939696452	0.0527494304126208	0.0522416794523607
Cpne7	-0.0968378735598061	-0.0968305312712095	-0.0965532704505069	-0.0965105393283056	-0.0968505989930071	-0.0496042431224699
Cpne8	2.51858017618654	1.6999938928773	1.05915845210939	2.93435500923286	2.09746933811851	2.04290669752003
Cpne9	0.912344587583072	0.42394338433305	1.26111701762285	0.823158808483923	0.81804258715317	0.887225199994246
Cpox	-0.269034932177862	-0.172213680846687	-0.86234190027506	-1.78899980725564	-0.945105162073852	-0.545680001675573
Cpped1	0.193308676021306	-0.172869431350203	-0.147695461898122	-0.879227399586084	-1.30527793088156	-0.589996088501918
Cpq	0.843354947669719	-0.144252956420097	1.51265811160935	0.761144811004349	-0.455343293731465	0.0704257734522509
Cps1	-3.7764039332828	-3.71336843582773	-2.73237293759105	-3.83863673510089	-3.00390955090319	-3.2852714393114
Cpsf1	-0.407026139441163	-0.164527365932862	-0.811317796744427	-0.364631959899431	-0.287752281852353	-0.0926600421226102
Cpsf2	-0.0197007485209133	-0.0143579189083923	0.633821923770355	0.363589139995497	0.125651049578853	0.23307412543031
Cpsf3	-0.531457884639444	-0.980756463123651	-1.17435840313065	-1.18743161070867	-0.432961199638096	-0.709412594673385
Cpsf3l	-0.0174476450749575	-0.0468032777827385	-0.137320128824359	-0.442921179897418	0.529107711369062	-0.56432696791202
Cpsf4	0.385840510724909	0.173492643374345	0.0448206788669979	-0.475066557011218	0.204946752605451	-0.134005316191792
Cpsf4l	1.11875414037005	0.682416910907687	1.35433129008332	1.08812732390892	0.303016480882679	1.1739319073738
Cpsf6	0.193513168070752	-0.511046355081007	-0.274725127914954	-0.10527455322932	-0.135436118404426	-0.0652740216609835
Cpsf7	0.216850569820482	0.385640241787278	0.405207315262928	0.622180191952975	0.47632065818412	0.445167241684141
Cpt1a	-0.409636295721555	-0.14307449096869	-0.406508269108722	-1.17715409111798	-0.234524196896142	-0.592897869795492
Cpt1b	-0.0614311535130033	-0.11085789969171	-0.628220154781191	-0.508498009932175	-0.855392849871877	0.388938483019781
Cpt1c	0.569125379764046	-0.600883124546746	0.570209958023326	-0.50570474136061	-0.128161582444486	0.53099381516463
Cpt2	0.0333669362390163	0.0761281411341532	0.10656600075685	0.177170405554055	0.730149169796159	-0.0607154530067217
Cpvl	0.0151758561008241	0.0151118098899085	0.0156195434311316	0.0159293103073375	0.0149636757625892	0.0816658531624043
Cpxm1	2.2014821313238	1.2766305600473	1.77060055197197	1.79243971352923	1.37973340522091	1.92702879626304
Cpxm2	1.35060424742791	1.11113881421261	0.685413018043745	0.737893276828357	1.08044821604511	0.895358967824673
Cpz	0.254675208684587	0.0776216512949609	0.0394124298171932	0.145848948628927	0.0392909970129463	0.143023682810259
Cr1l	0.127925624980758	0.275672110017395	0.66094918629932	0.26866887212791	0.0307232625724903	0.319403417055758
Cr2	-0.213217391116891	-0.893344986632114	-0.709197186484846	-1.07379678877607	0.104179973290836	-0.535944173327257
Crabp1	0.109845341906322	0.108764650971964	0.110159849690807	0.110878847894054	0.1104928123652	0.110042690902797
Crabp2	1.20454881562335	1.69198259048365	1.36478890128298	1.33099568670213	0.946961133562116	1.55164443761503
Cradd	-0.661563034458028	-0.457061649431597	-0.536411859191589	-0.876223304677477	-0.72930158772018	-1.31026808643368
Cramp1l	0.699284196776032	0.676226332997101	0.53617470914039	0.372248983593507	0.350179761663619	0.600847124192922
Crat	-0.0136284255867748	-0.185510552688395	1.606369326056	0.327865557105025	-0.374768495172956	0.347087141343529
Crb1	0.107203840425347	0.0560686436584796	0.0563501851763696	0.0564850917069337	0.119410196069731	0.205751240255349
Crb2	0.0684020544759435	0.858757124927791	-0.493729783362186	1.87197939119964	0.340692569719994	1.02027121974908
Crb3	0.403793465642212	0.91626277565025	0.107436377479373	-0.0171764855083017	0.518548414518738	0.648159115610561
Crbn	0.429033001031899	0.331617569922037	0.0529201861378913	-0.0379295834612246	0.317085445679502	0.152842520889513
Crcp	-0.0349534332159686	-0.00187771398095136	0.70235320574479	-0.281423412262988	-0.189838212496784	-0.0350768518076722
Crct1	0.0305597252967895	0.130963273906265	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.0320460616760481
Creb1	0.353803854376604	0.300479384687752	0.868304405066603	0.978152269664953	0.667849806698678	0.355114401913947
Creb3	-0.124206662017932	0.0467981738695084	-0.813189845798983	-0.294674190145633	0.182633545155233	-0.181977182956409
Creb3l1	0.188861042366375	-0.0625073837278848	0.707123800690314	0.306420608333793	-0.114996346524996	0.747900083951229
Creb3l2	-0.0952403641362683	-0.40218260524377	-0.234370832258902	-0.695275719114734	0.152058511033978	-1.15323806780384
Creb3l3	-0.799221847552024	-1.05213869124393	-0.840686156721781	-1.10705753759474	-1.1562687532623	-0.790264733797417
Creb3l4	0.280265383594247	0.938426101409206	0.756005644925653	0.944042823399954	0.455009149939075	0.559943513804355
Creb5	2.02628046191992	1.30013246911769	1.71429276908566	0.950830928246654	0.748373391093264	0.769013827987025
Crebbp	0.0198336104745421	0.0163773063021872	-0.0117819045802756	0.146680637606377	0.0942623352423859	0.0646933741182268
Crebl2	0.479610316386731	0.381133575978287	0.609425646950561	1.04553280264289	0.445517485336957	-0.194329173645422
Crebrf	-0.276118722430194	0.44255759882584	0.17616875915618	-0.473381103251273	0.337272783790864	-0.105831043276011
Crebzf	0.317570710466286	0.142983295117202	0.282650290605978	0.335962920588051	0.601377069237889	0.186217178033321
Creg1	-0.570769903233145	-0.921409214876911	0.286452414216685	-0.232572178793117	-0.197481922511204	-0.123408306789934
Creg2	-0.385358929499052	0.0374922137846836	1.20298233877204	-0.527537588081037	0.505593362783911	0.537092281608
Creld1	-0.694724053854364	-0.584668947161246	-0.652866913394837	-0.530788401105497	-0.424253689301865	-0.201456694350321
Creld2	-0.135513134297217	-0.437117074983392	0.0879369363945346	0.195176665174076	-0.59602581309862	-0.422836631179262
Crem	0.671681173172944	1.15130754858726	1.29052740835669	0.93578477467768	0.789243620112906	0.967092480060331
Crh	0.0628589049205853	0.0650245245569052	0.0673464396556578	0.0701759558171282	0.0676816855787354	0.320594218857949
Crhbp	0.0667200898154043	0.0672079204637221	0.0671593118517001	0.0674884601347107	0.0673425963279208	0.0670788188761359
Crhr2	0.102469702162494	0.166088926551922	0.102618195789701	0.102487178207008	0.102546580108436	0.102532949924071
Crim1	0.791143611987323	-0.0261975651862162	1.24583722298827	1.88941960669808	1.11267092189123	0.628025835663622
Crip1	0.81278793386859	1.04448208619944	1.29774274788593	1.07592779865728	0.14824031715325	0.820203326573274
Crip2	1.46926958240218	1.83417618419844	2.08724415718578	1.63721345069978	1.52623692052467	1.86699857884735
Crip3	-0.203541693395467	-0.149484330797777	-0.203239679603754	-0.203764302410472	-0.202958738194881	-0.106335115680775
Cript	0.276584478302565	0.251584951724801	0.595613434795207	0.259584378606817	0.254865131293792	0.271311187950865
Crisp1	0.864543660887757	0.941411994953217	0.384149879472592	1.20901822805018	0.475480714772855	0.31547337303729
Crisp2	-0.0917855103909116	-0.0896206483808842	-0.0872979756558391	-0.0897809770470992	-0.0869627297327614	-0.0943238617647339
Crisp3	1.34476277537643	1.09933344086439	0.377614815552418	0.825831280494383	0.684874622650637	1.25043362796418
Crisp4	0.0305597252967896	0.0327253449331095	0.035047260031862	0.136114705166488	0.0353825059549397	0.032046061676048
Crispld1	0.00643384055408915	0.0404014003169078	0.10227820670388	0.00405343460729407	0.0349094235591257	0.00597451616243034
Crispld2	1.44632875197571	2.6688664628687	1.28569318058969	2.10386791738385	1.80489304258668	1.82744446948247
Crk	1.19602472786132	0.934650896367858	1.10802793400647	0.790958070470291	0.936558320752417	1.0878663043243
Crkl	0.661563757345074	0.399029411681049	0.842634459901135	0.757221887435471	0.614330673279743	0.420236564945188
Crlf1	0.115849609714845	0.127550895005286	0.1030642214964	0.094145768159807	0.196815291344548	0.112863138672273
Crlf2	0.0448379284230454	0.285180752806056	0.833645149477437	0.455895014099964	0.489163417138647	0.292825499647326
Crlf3	-0.0431097514932888	-0.14331755422901	0.261169186456307	0.606567294180708	-0.0209548557549911	0.224905456711313
Crls1	0.473217451133656	0.222274192082736	1.02221076577649	-0.0578608569648239	0.184912606010562	0.331470705671016
Crmp1	-0.127710307053074	-0.190186947907845	-0.254699901039705	-0.255021816515008	-0.248752019545778	-0.252200176951033
Crnde	-1.30898354964933	-0.832527309397783	-1.43325234670417	-0.710407510418736	-1.40341814989719	-0.86741493961644
Crnkl1	0.223716245518813	0.0422157916820614	0.415800391132936	0.395178073833798	0.424697054221407	0.29424129119056
Crocc	-1.33346070066551	-1.27891583577752	-1.24307013228839	-1.67702729488665	-2.04394448555147	-0.761102580719975
Crot	-0.215711224464999	-0.558943866124401	-0.708649053407455	-1.81029855118905	-0.0967640892802448	-1.07338252256102
Crp	0.0900656471893036	0.0901964683332292	0.0903156237897458	0.114080814063092	0.089957814458741	0.20793181228186
Crtac1	0.0360051314192088	0.0740998528404924	0.0364167936593406	0.0365641208013141	0.0364409156012093	0.467528857257628
Crtam	0.84712863481905	1.01799846421442	2.92293906126111	2.07684237086709	1.66574071783815	2.28640911272283
Crtap	0.74643239642286	0.186909137345802	1.11322930008589	0.572803262555024	0.734976085698659	0.405663039033079
Crtc1	0.0980478989896357	0.663349685454166	-0.246211228442655	-0.110490239001073	-0.811786108812137	-0.518254866669343
Crtc2	0.688699906851036	0.84819870108499	0.917690533978073	1.35394689624402	0.711204098841954	0.495190283479966
Crtc3	1.1441318293621	1.4869635392089	1.33628593707622	1.19432746179682	1.591868633355	1.26087987156965
Crx	-0.024656187515092	0.0474526571993035	-0.0236839889814641	-0.0238732302124118	-0.0236395143180747	0.0793654533833739
Crxos	0.0219440851265154	0.118352430383989	0.0222017930486842	0.0539979914745557	0.0220610430449591	0.134372472131885
Cry1	0.380083946155995	0.620636886927344	0.410994421283884	0.474993131426266	0.293567832980757	0.598627832021485
Cry2	-0.391001721374398	0.189738703765392	-0.126678602639603	0.466193807964317	-0.101719421121338	0.221637236980427
Cryaa	0.258743387806684	0.15001029593423	0.669725171399597	1.57658005520417	-0.393746106645751	-0.177123297067109
Cryab	1.29407354480861	0.834287574491137	1.38135926333181	1.23266043939266	0.428349193160049	0.437742295644814
Cryba1	-0.583379898370142	-0.347603255778992	-1.08220110257355	-0.140248437525455	0.0156390565255859	0.134168850830166
Cryba2	0.0628589049205853	0.0650245245569052	0.0673464396556578	0.0701759558171282	0.0676816855787354	0.320594218857949
Cryba4	-0.615363108007951	-0.705389314565644	-0.253699191654212	-0.331356097703567	0.856744553395735	0.177872125940714
Crybb1	-0.329531533611319	0.865151478028215	-0.343235545550535	-0.586378161776412	-0.670668739396596	-0.558415544942278
Crybb2	0.133625507881264	-0.0827641575403703	-0.0829563205903518	-0.0822204948200887	-0.08250168309439	-0.0828258829510503
Crybb3	0.350036395409222	1.2615632307977	0.710642769808243	0.538038271854173	0.702911602408031	1.50126591049256
Crybg3	0.0587096469441884	0.42015580344459	-0.499752687158788	-0.313263309979888	0.157742695432889	0.210521260170214
Cryga	-0.0406524085608501	-0.0402953916132729	-0.0389537226066389	-0.0361187133278046	-0.0405676459299207	-0.0417932960547495
Crygc	0.0305597252967895	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.0292173683574165
Crygd	0.027731031978158	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.0353825059549396	0.032046061676048
Crygn	-0.212106796537525	-0.266879879545328	-0.263706069029624	0.265984226562391	-0.327499796791292	-0.0405323306798787
Crygs	0.238752433759846	0.106287194467479	0.0302958834745224	0.0306233293578817	0.0303233768210139	0.0296973221053681
Cryl1	-0.339015653487652	-0.859283550736376	-0.711425128622574	-0.181455216307408	-0.686576225769023	-0.861299898704962
Crym	0.0825341271495966	0.0823496147837727	0.0828595446974957	0.083088657994916	0.365246702774593	0.111505035941871
Cryz	-0.757732419106144	-0.974770888526297	-1.0144445082409	-0.554916887211675	0.223219945415266	-0.709732076933582
Cryzl1	-0.652402917470703	-0.645177121695816	0.0348989655523957	-0.297016082121707	-0.0680496637743948	-0.365528509088247
Cs	-0.0868116705109292	-0.40695549934159	-0.497063254407258	-0.631050298131564	-0.235959622867012	-0.55103394267293
Csad	-1.34393993778496	-0.866419714735282	-0.601966647258111	-0.775408508991417	-0.51851046043119	-0.550305424912803
Csdc2	1.38886674661041	0.482330302657451	-0.109433061720731	0.355907082111599	0.692045110276721	0.510468733584123
Csde1	0.207452865394288	0.0472894730650922	0.788617906565964	0.737511723415888	0.317725688530189	0.333446750740189
Cse1l	0.331421099551778	0.0538122485848334	0.256345257633898	0.196414615375412	0.375547677750915	0.0580743570369188
Csf1	1.1525916210824	1.31314244292907	1.20817540933104	0.692633753126916	0.816757341543347	0.498517411082457
Csf1r	-0.20256046371616	1.12223912419048	1.45825435858569	0.863634770940037	-0.0989126965533065	-0.07304602421421
Csf2	-1.44146979105636	-1.74427157757675	-0.20551337296477	-1.57823625941062	-1.57343426830426	-1.82485171314835
Csf2ra	-0.304731610029295	-0.110267952293067	0.659366755795585	-0.0487618913073888	-0.0361877162541868	-0.144313117632999
Csf2rb	0.926977839354457	1.97497598539249	1.13295067906172	1.702105317501	0.958000359408864	0.888740274409781
Csf2rb2	1.73502971767698	2.88913691841532	2.84138124001483	4.55186965482206	0.791962987342077	1.67297158292036
Csf3	4.35101694184632	2.49349931258118	3.36606372500133	4.45803237594507	3.4800216293582	4.2044873471415
Csf3r	-0.871306203464758	-1.862538723998	-0.991238437554866	-1.2223805092512	-0.333122104923564	-0.632865467717716
Csgalnact1	1.41587490683927	1.18364791286522	1.52190637246685	1.17191288799842	0.977185976563605	1.33013063667597
Csgalnact2	0.310771175660518	-0.00842486491631192	-0.547946490633815	-1.24046890121756	0.221962037128829	0.155544300552601
Csk	-1.13375456239501	-0.523999694198972	-1.02248989826041	-1.46097704283928	-1.13424279701902	-1.11569459427819
Csl	-0.480535031506206	-0.431335038880719	-0.688536128211923	-0.462712343482422	-0.714113221265254	-0.660114264217874
Csmd1	0.713717384186758	0.981748647257745	0.840089938736381	0.42865935151526	0.674135041561665	1.02457224115593
Csmd2	-0.0451647637523429	0.0117931128362163	-0.0691351868011807	-0.0689392980357125	-0.0690817409070095	0.118536074389422
Csmd2os	-0.0250913512113778	-0.0229257315750579	-0.0206038164763054	-0.0206431890856695	0.17642324637389	-0.0236050148321193
Csmd3	-0.1613896047547	-0.513510045393964	-0.0198793839609187	-0.174598738538338	0.21891697162189	0.0150596524501158
Csn1s1	-0.0072699860344082	-0.00547159394118707	0.29401319609534	-0.00319078151398117	-0.00281314634544519	-0.00614959062433679
Csn2	0.120698450764945	0.37873352576704	0.424029072430475	0.120981051525042	0.120879007103612	0.120763314135242
Csn3	0.0686007165729896	0.0707663362093096	0.0730882513080621	0.0759177674695326	0.0705948039125082	0.255130572811443
Csnk1a1	0.355022857370055	-0.405803641654718	0.539681601165429	0.727174017756407	0.611935242085543	0.525049800908814
Csnk1d	0.456941166228705	0.517027895800725	0.756601541302194	0.883552765995539	0.515836984310424	0.293359826558839
Csnk1e	-0.386567413149536	-0.19218218063482	-0.652714781596072	-1.25387762713947	-0.117575783932727	-0.756489786318544
Csnk1g1	0.309696667142861	0.291119068001749	-0.158556694485307	0.0876638604667019	0.0248712349174992	-0.12711386210725
Csnk1g2	-0.203331126058515	0.120755762866232	-0.383827992830829	-0.696437731012252	0.268525535474834	-0.313576530753824
Csnk1g3	-0.0258779916069968	-0.0185646728987697	-0.0765405017996527	-0.500766868780625	0.242308136321278	0.422767247552898
Csnk2a1	0.532131837637364	0.0529023686311246	-0.231002828735036	0.121436053148084	0.402757890679295	0.036692958408109
Csnk2a2	0.110962828493188	0.190595873401379	0.858686366976554	0.534186716423586	0.241342961426808	0.242635445212117
Csnk2b	-0.0784593294489378	-0.113695476352665	0.247061907114109	-0.0513875188331933	-0.0988829044554383	-0.522932134042473
Csnka2ip	-0.0468314131478354	-0.046721772811947	-0.046592397826677	-0.0468551583810281	0.230445313627756	-0.0467551944094404
Cspg4	2.58293373456799	1.98206968712699	1.46098819915166	1.9011701966824	2.28043473815406	1.88774990211287
Cspg5	1.48109668221131	1.04535412903051	1.11685289912957	1.10629728613059	1.34686956936667	1.41218324183551
Cspp1	0.162070423101451	-0.108575673686703	-0.313002299465549	-0.0579405830000084	-0.0839913340367731	0.270746694451273
Csrnp1	0.14144766278607	0.648189770130633	0.178482820551221	0.522055893352146	0.131042001436495	-0.233087216068727
Csrnp2	0.365706672989327	0.655072934548973	0.239974183195887	0.539617605814351	-0.101589720851749	0.13660755548229
Csrnp3	-0.14812418196614	-0.147968879105857	-0.147786514613484	-0.147941150937493	-0.147898100943159	0.0725260905946854
Csrp1	-0.378969949788758	-0.655138057415726	-0.19369268150945	0.392613692842378	0.0240846030483155	-0.805221154461414
Csrp2	0.0540374466317698	0.393542188704751	-0.517508216032155	0.97355133638718	0.732930957592847	0.855281052959631
Csrp2bp	-0.33925134568273	-0.408884581198253	-1.4299318311477	-1.72334458816039	0.0588697413679127	-0.6532545067946
Csrp3	0.0171208793584501	0.0174935873962034	0.0179200677183744	0.0179447995393354	0.0179657472547765	0.362051058304873
Cst10	0.0305597252967895	0.0327253449331094	0.0350472600318619	0.0350480828747011	0.0353825059549396	0.032046061676048
Cst13	0.0567529625098217	0.0650903019209325	0.067412217019685	0.0702417331811556	0.0677474629427627	0.0644110186638711
Cst3	0.55320682651382	0.402418671581605	0.612810284670216	1.13078968360239	-0.332014614522732	0.158524349828337
Cst6	0.500397837287297	0.332673005615	0.310773926398078	0.181338650906095	0.557560865049403	0.182204522069528
Cst7	0.828404390899707	-0.0211451593450519	-0.422879171315757	-0.0904168559566777	-1.33913088789525	0.481684977044916
Cst8	0.10518647603971	0.105868225484858	0.106276333080895	0.106795882552527	0.106320309265016	0.104135085281472
Cst9	0.105947374315263	0.104672308388215	0.192252644809054	0.107211688439146	0.106742942539491	0.106191207152398
Csta1	0.375044320960426	0.224864555656752	0.225354049465899	0.356042292536824	0.407097940273876	0.44480472753818
Cstad	0.283949715365454	-0.431773504936197	-0.452634741957505	-0.445422310839856	-0.440150375276702	-0.425733513543926
Cstb	0.18708543339803	0.568095831645386	1.17707311623491	1.18582066285908	0.595595073363586	0.895654034743153
Cstf1	0.410923608336346	-0.0758855151222552	0.359534671789841	0.429008049475977	0.144193020808218	0.662561712890887
Cstf2	0.0124135223348733	-0.920544541028711	-0.821914499122852	-0.880041994131351	0.374672758782994	-0.235180951773524
Cstf2t	0.284686670218139	0.152813600087508	0.696970040550708	0.719269359127399	0.713872144138505	0.389345510186116
Cstf3	0.29890993080664	-0.0693541478305831	0.764147998357958	0.766160448832817	0.639202000417783	0.709255068180362
Cstl1	0.10783473931703	0.264596889933036	0.108520103123952	0.10899377019345	0.108564999546226	0.161054127422149
Ctag2	-0.0230183715112621	-0.216466089644313	-0.216125886450138	-0.217058315555626	-0.216088048182824	-0.216555886324324
Ctage5	-0.692593674329911	-0.471497160363377	-0.667444304319241	-1.15655902933204	-0.336012711928613	-0.650939752420769
Ctbp1	-0.115986780099892	-0.0238582897014693	-0.20922540897882	-0.20931272829388	-0.0332003875946909	0.233751350338881
Ctbp2	0.395535897166395	0.161196722007736	0.75349305558505	0.897568967227301	0.333771091248157	0.303086459360423
Ctbs	-0.247579936266473	-0.79940144922008	-0.76442359619695	-1.5830941646404	-0.365431479532517	-0.506437060548267
Ctc1	-1.2579018077623	-0.481097970059208	-1.43805716067144	-1.44507237228604	-2.00276929385066	-1.33916071919106
Ctcf	-0.0358033836765847	-0.260441671519245	-0.517929183085296	-0.360599392546724	-0.137597199465802	0.0512258537185199
Ctcfl	0.111473168719241	0.111731435855131	0.172908507782223	0.111895281932257	0.179254810413154	0.386407638771636
Ctcflos	0.00320602298020047	0.0033924220516041	0.330381520009154	0.00364655405223141	0.0803725262342044	0.00333564164163313
Ctdnep1	0.252440059305571	0.54123665525775	1.09344772332242	0.726383039305258	0.217290873069124	0.00107106539659861
Ctdp1	-0.0418490810498709	-0.0641119876856922	0.14876744359192	-0.025111944010243	0.226649465822894	0.477510228361327
Ctdsp1	-0.188253006587057	0.0879552774547594	0.531155260019871	0.00436323800151445	0.198564713565992	0.297398610388877
Ctdsp2	-0.00933685424416256	-0.293569754181905	-0.250904881109952	-0.884155900129236	-0.228521770413687	-0.616868153343252
Ctdspl	0.549664445195701	0.817072013185757	1.14239773160292	1.70122026781609	0.989074907114609	0.566007831495448
Ctdspl2	0.441133765695038	-0.0658543218081728	0.113074252245319	0.434544511739463	0.72630998812579	0.290593899770619
Ctf1	-0.163379959816326	-0.148843096763789	-0.151355460694117	-0.0892453549642093	-0.0426766362161334	-0.00971694712831567
Ctf2	-0.0969975160671345	-0.0914508668222096	-0.09438228088809	-0.0862994355619866	-0.0887937058003794	-0.092130150079271
Ctgf	2.67159475011328	2.72360810072315	1.83038981733562	2.89617872374827	2.98894785774819	2.81066288449955
Cth	0.0372271458909989	-0.403285707495236	-0.707605149652237	-0.370426324590356	-0.425757181731128	-0.0918098944604949
Cthrc1	0.174912135827217	0.0768661234614411	0.123940240457358	0.0770164621444611	0.101694276682391	0.132570618879338
Ctif	-0.149691555068422	0.0926643978303402	0.653252878200112	-0.13334814533493	-0.0536728402849402	0.262276285146875
Ctla2a	1.45238823105144	1.24185281565635	2.16870411619237	1.61656116880535	1.04258209306491	1.67685186131621
Ctla2b	-0.518810629271547	-0.844121848118992	-1.68865880962843	-1.94499059968218	-1.18291483683274	-0.661732062254724
Ctla4	-2.05015184887874	-2.32451763372882	-1.40354494217063	-1.09882621561389	-1.48579886605555	-2.0191792096176
Ctnna1	0.690375088000568	1.18752142366142	1.05406805250297	2.00688211749229	0.324256876858105	0.807977822423285
Ctnna2	0.0686007165729896	0.0707663362093096	0.0702595579894306	0.0759177674695326	0.0734234972311398	0.255130572811443
Ctnna3	0.0852654359874947	0.18478716288436	0.0853354377447014	0.152912030622189	0.0852066164750805	0.0852942457352758
Ctnnal1	2.71912115858546	2.25226399250225	3.95144717941234	3.13624218969381	1.64841824243909	2.87898636501237
Ctnnb1	0.210217908725577	0.162785767152401	0.592894835391514	0.542054655540643	0.618367312636172	0.311424928965438
Ctnnbip1	-0.317080282533086	-0.438018617665001	-1.2847742528619	-1.07162394751296	0.122751865787252	-0.490812265723313
Ctnnbl1	-0.616944338673139	-0.11429165110328	0.0180398404490332	-1.09368675934039	-0.500327183777398	-0.630158855827795
Ctnnd1	0.253401811060045	0.310915721850697	0.801198411891901	0.013565632240582	0.00327227893465204	0.304303712001815
Ctnnd2	-1.01818791133854	-0.371907341202784	-0.626433239187395	-0.231139330306937	-0.5827427374276	-0.841948768209847
Ctns	-0.573743938571014	-0.596751105816126	-1.26222403049077	-0.60483204449809	-0.267884006608335	0.00868875027999593
Ctps	0.138970659718119	-0.479254421666597	-1.1529449008307	0.176398362018579	0.567224952098725	-0.0852721476095274
Ctps2	-0.571586015876926	-0.336262536988107	0.124670362825386	-0.222289524994853	-0.154000880308056	-0.154666477973731
Ctr9	0.206743740534501	0.0413282108862594	-0.19558708737607	0.219598731089525	0.358298072321729	0.354502033049047
Ctrb1	0.580324189663905	0.370540212053594	-0.27631645895005	0.247176040665758	-0.240839999883966	0.102375503547762
Ctrc	-0.827280334477133	-0.0493590417647039	-1.47731365872163	-0.110739735885003	-1.04530042316601	-0.985451510655223
Ctrcos	-0.133830388688133	0.0179514292158021	-0.0700882740632944	0.356451135422965	-0.0849868181151126	0.149302862497917
Ctrl	0.745673150515533	-0.110587984387828	-0.474630812559007	0.17029666378369	-0.802900962768822	-0.288900255343598
Cts3	-0.0977643407969842	-0.0955987211606643	-0.0932768060619118	-0.0958555671360742	-0.0929415601388341	0.0763049858407836
Cts6	0.0238440781368612	0.0236987764560505	0.0251934222964402	0.0252616895815062	0.0257906400201892	0.0246979198961192
Cts8	-0.0651748893129812	-0.0630092696766613	-0.0606873545779088	-0.0578578384164381	-0.0632209974256657	-0.0636885529337227
Cts8-ps	-0.164449054607343	-0.165145281570456	-0.159961519872271	-0.164505071353406	-0.159626273949193	-0.162962718228085
Ctsa	-0.711425581569403	-1.02256953824114	-0.0687587879471472	-0.362860833134061	-0.258118940549224	0.301637842695324
Ctsb	-0.25825108899033	-0.145274251532428	0.603496200788844	0.111493233432317	0.0242282448190424	0.341917811953346
Ctsc	0.0160307120660169	0.0228509488899424	0.377417112694152	-0.449240161938945	-0.0897430585121693	-0.305096358869038
Ctsd	-0.190171765508308	1.52261577514445	3.14876006333456	1.50943984862855	0.512797089857649	1.38664435136446
Ctse	1.38411989109578	0.602513139118319	1.53295951563662	1.36453622602248	0.695535915417784	0.840694830186973
Ctsf	0.271932219611738	0.884774260169994	0.757051814871237	0.23703967519816	0.850375206681285	0.472323971464573
Ctsg	-0.0336986810449444	-0.0333019502323664	-0.0328492067574785	-0.0322752685876456	-0.0347911246332517	-0.0338494708728606
Ctsh	-0.685805499475132	-0.00856630234895444	0.157616126903596	0.297898956803055	-0.229313227005347	-0.395082163189882
Ctsj	0.0709509608494147	0.0731165804857346	0.0754384955844872	0.0782680117459578	0.0701163548703019	0.170675226201829
Ctsk	0.444896811620709	0.733102957561784	0.333814916131248	0.602784168546859	0.727471891889276	0.998393037132851
Ctsl	0.0430760121947092	-0.0470131124234293	0.121466049635869	-0.192760464853282	0.100595184290462	0.121081549890525
Ctsll3	0.0417926218802751	0.0631389154506632	0.462528987065141	0.0419784070864093	0.0421706946570188	0.0417067371186322
Ctso	-0.729138441364769	-0.36884959655299	-0.2772308378418	-0.554045850180297	-0.726551906160178	-0.405598630313556
Ctsq	-0.0651748893129812	-0.0630092696766613	-0.0606873545779088	-0.0607267271872728	-0.0603521086548311	-0.0636885529337227
Ctss	0.0394333655975979	0.34035281860662	0.766958231399121	0.343997107034641	-0.248259780783127	-2.96369642589113e-05
Ctsw	-0.940364990393611	-0.236840101697317	-1.60249405459464	-1.20247130037762	-0.954859242317124	-0.653105510176916
Ctsz	-0.388402659560802	0.77966650077249	0.545259956178125	0.414385505978874	-0.34477936016024	0.0912824149715152
Cttn	0.60305220964522	-0.107014376748553	0.6754613591424	0.633912534991979	1.75424707349193	0.711222237964383
Cttnbp2	1.14740973186672	0.881570060950857	1.16309662927096	1.46893381691599	0.657974554635207	0.998393975352058
Cttnbp2nl	1.89971590105932	1.13005324648097	1.86422434801544	1.64529185648845	1.1109840218693	0.410202712946846
Ctu1	0.599435137782394	0.439760674654858	0.243066162162178	0.356859424732451	0.303015182564275	0.26030888730186
Ctu2	-0.0287246670769951	0.500015179565966	0.091142865850485	0.0927543945096931	-0.278995896218117	0.589244252876824
Ctxn1	-0.15404904352402	0.166049116885346	-0.831903681532294	0.0579211309070044	0.22632466184562	-0.156332593344999
Ctxn3	-0.000537463245380249	-0.000411007145663082	-0.000262042318310303	-6.74715241330155e-05	0.264735300225114	0.159021618804703
Cubn	0.910828694904621	1.13513805905101	1.00970277768573	1.65952941265631	1.15737190857445	1.33731250428276
Cuedc1	-0.20138632758647	-0.587894178686453	-1.0197690881533	0.0015741379245382	0.148060911709828	0.78519957569849
Cuedc2	-0.881813977608715	-0.0116445276291907	-0.0461436034604408	0.0169333052726888	-1.19682832872049	-0.0692471536631838
