	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Abcc10	-0.888832197778646	-0.568240780785378	-1.0284677977366	0.194487274146228	-0.235746856165904	-0.725096325204386
Abcc12	-0.277650643305925	-0.277618792057462	-0.278235994533332	-0.277188676168134	-0.276970134108342	-0.27744287511608
Abcc2	-0.149097086165539	0.402869646830629	0.166119352916989	0.191742942726838	0.590533012388045	0.341908289933052
Abcc3	-0.330870499927637	-1.00997544374639	-0.166831520926989	-1.23006399823756	-0.93741875883606	-0.280075699070466
Abcc4	0.150659368246487	0.334217974337776	0.659138646937222	0.423847654343494	-0.107423308345872	0.258355848159048
Abcc5	0.360083018213822	0.463175543028281	1.03076428008702	0.182118853221783	-0.154789878167128	-0.073447209996137
Abcc6	-0.0189323982624859	-0.0188389320314134	-0.0187645045248729	-0.0187048949670393	0.20705460585229	0.16484504467428
Abcc8	0.427961354032584	0.81039765042507	0.396492131616551	0.670716341793127	0.38754956132697	0.444428077540451
Abcc9	4.2497906734896	3.45504999804453	2.18664751344901	3.60963208248345	3.29041525992392	2.64882779009961
Abcd1	-0.785161010137128	-0.72651640880199	-0.690364489711491	-0.849312158436724	-0.585948101777749	-1.23897862651109
Abcd2	-2.29629326955091	-0.231231006732182	-0.335095893286859	-2.41533918030842	-1.82368991135385	-2.31450872810932
Abcd3	-0.686747472498917	-0.798016443673391	-0.350312349575119	-0.996393157359718	-0.346313442997094	-0.600556687336678
Abcd4	0.202812380189609	-0.299088973442043	-0.314457597217267	-1.14843455169824	-0.223560015700153	0.089719227150929
Abce1	0.40836804314932	-0.0834785464034064	0.164592132303131	0.130989337537193	0.377631516032958	0.453678675289998
Abcf1	-0.318579416961653	0.0347761865515046	0.215676611634676	0.0973838684136657	-0.194174998406203	-0.219917292001605
Abcf2	-0.0658812366700553	0.113063985999774	0.243504390603306	0.325641359234476	0.549671835624016	0.439986373029064
Abcf3	0.400584688130445	0.444911576873341	0.411814800572475	0.433100487772101	0.163260085426766	0.557898123317125
Abcg1	0.34502387790774	0.29144258777905	0.177593988215907	0.0270098539349283	0.128216278076787	0.379061151984888
Abcg2	-0.334505736629421	-0.367913664074227	-1.91445093810735	-0.815834532018635	0.116869866414735	-0.945962588383924
Abcg3	-1.73002470302675	-0.633387424190601	-1.03674208119789	-1.09405596714785	-1.57774218881851	-1.17091804503382
Abcg4	0.42049338928545	0.434158840622175	0.485576246644317	0.812047895685266	0.585551091255906	0.536840234605428
Abcg5	-0.145005433689485	-0.144917678459335	-0.144877050229573	-0.14491724833072	-0.14490559198186	-0.145015290755487
Abcg8	0.278440761933897	0.27504069227661	0.281886723946014	0.275016636240789	0.283266382413872	0.493814864571994
Abhd1	0.633522521215217	1.0489482806436	1.22726657953601	0.939384179586753	0.644144936756585	0.882103478295291
Abhd10	0.60352081112762	-0.275703142044456	0.18554610358596	0.047039605314352	-0.0331650997675916	0.195196482308038
Abhd11	-0.444680312737548	-0.651727899784846	-0.933864018914456	-1.05202721695549	-0.212762818649284	-1.08152352993824
Abhd11os	-0.913112138381711	-0.564953904252335	-0.925627224672055	-0.622868140258802	-0.77430325085694	-1.07454658832318
Abhd12	-0.242065512084201	-0.254858256323892	-0.303426440123177	-0.65894599235655	-0.580779506232318	-0.489403144355576
Abhd12b	0.0169035954551861	0.0171526131567634	0.0170924577702741	0.141568303384891	0.115778267552565	0.0170705811927687
Abhd13	0.951813397301137	0.259517623878958	0.727513264064836	0.731755339038536	0.825073088020625	0.47776482429898
Abhd14a	-0.0746878254894723	0.272552129619007	-0.573059438005145	-0.0210951360675495	0.102054889609084	-0.119775551323392
Abhd14b	-0.782195853339447	-1.51901288919543	-0.345996240982025	-1.13186945984453	-0.35174893664647	-1.24102432923489
Abhd15	-1.55838769783899	-1.01073229368065	-1.72097750347492	-1.90461826939252	-1.25686639196897	-1.90295389566212
Abhd16a	-0.382624807877593	0.215932130670592	-0.178061671239847	-0.558576416067542	-0.234866920478441	-0.420829643711794
Abhd16b	0.70166830513596	0.566681204393419	0.553883011148002	0.869795294436188	0.54301423775106	1.65303589790902
Abhd17a	-0.645079277913553	-0.622058970623398	-1.40041443367812	-1.59731997553112	-1.30769705837775	-1.10054749266542
Abhd17b	1.01884128841704	0.632013224813781	0.983909938500213	0.956775481209241	1.09801591268373	1.25229197667261
Abhd17c	-0.280978055781257	-0.284389128814105	1.18829144751154	0.151115117318851	0.0150943369704898	0.424203047008384
Abhd2	0.534920123192524	0.620096655316585	0.599471992551656	0.802535081114346	0.517286618837298	0.203632467162259
Abhd3	-1.13487383574187	-0.117681234802988	1.71515110521323	0.678229481735425	-1.23785012724875	-0.146752857242393
Abhd4	-0.205488622341054	0.249381452394207	-0.181388092659497	-0.27302906032489	-0.324410271550965	-0.389755416811728
Abhd5	0.5244165200462	0.844482149217719	0.782139721079731	1.18789582552011	0.706016496775404	0.452218771155689
Abhd6	-0.485330581034711	-0.272563100411789	-1.13607701045371	-0.329539213459542	0.0682798591100729	-0.507415379496643
Abhd8	-0.995722243863824	-0.815347511310618	-1.8395170039509	-0.57459923003168	-1.47031793664727	-1.16452332428382
Abi1	0.0531549962636204	-0.157000943487552	0.496508264239253	0.836174626192108	0.500730198599763	0.365825830488325
Abi2	0.034440052831235	-0.218115887004407	-0.0196789088087024	0.257224083842596	0.352879251736481	0.48345245444699
Abi3	-0.886707665366891	-0.604292833458425	-1.75880942774977	-0.982546092105369	-1.13591491493203	-0.880509309613279
Abi3bp	2.30986337948055	1.77090694021218	2.41049490650041	2.77358814680097	2.60211017778105	1.86968202520212
Abl1	-1.47173672634435	-1.04759014520138	-1.99490379631181	-1.57642688891788	-1.27769666197888	-0.717678812778953
Abl2	0.943939887400792	0.638475326080373	-0.0182364971500547	0.199927592977809	0.0270593468889955	0.468527740098296
Ablim1	-0.0740669999001237	0.365481396438742	-1.5248972729066	-1.23465514031214	0.219987718279228	-0.464476948549926
Ablim2	0.138613395657885	0.613265860301925	0.752045139827883	0.709801314247008	0.348729930044177	0.810149391588276
Ablim3	1.91114470358599	1.62882150518111	0.580837465377533	1.68222012828457	0.879349879561295	1.05797551712102
Abo	-0.0651748893129812	-0.0630092696766613	-0.0606873545779088	-0.0607267271872728	-0.0603521086548311	-0.0636885529337227
Abr	-0.891205931364974	-0.308129219869409	-0.333976291635501	-0.170958457999416	-0.391588581307397	0.178111922306517
Abra	1.79703877643641	1.14020235818725	0.632583138061183	1.6625773445277	2.00148224182772	1.60536479874337
Abracl	0.236782258426654	-0.402877199343383	0.210592077252526	-0.025367248445215	0.138034648227579	0.0905857559319271
Abt1	0.146014648879972	0.16827499164349	-0.0820225935798216	0.787404344287509	0.265167498080912	0.414430838420815
Abtb1	-0.158357256252042	0.548358710436665	-0.425608868531887	-1.26757806685828	-0.491020403846388	-0.262673718447991
Abtb2	2.30728700096761	2.44009918199856	2.99261530197943	3.26914046959226	1.44873651504628	2.30146064185459
Acaa1a	-0.416004930182713	-0.448589375532765	-0.287862706776786	-0.857383519248622	-0.71944984954501	-1.14378417641453
Acaa1b	0.183122522873093	0.321732614995973	-0.214464641456238	-0.259899823473824	-0.24755826712173	-0.318031040256957
Acaa2	-1.03621207688593	-0.690950920153048	-0.34364016858047	-1.1159258194164	-0.467042409714488	-0.921952722710369
Acaca	-0.526665365884011	-0.410059304894422	-0.584381596886177	-0.468858700789011	-0.250615370771481	-0.164580389412713
Acacb	0.32385039715633	0.644593795487135	0.121865197393969	0.756515273770759	0.424633413385421	0.356190928552755
Acad10	-0.532226961222729	-0.671965472497358	-0.760548290938158	-0.355393559551259	-1.68438109657499	-0.123371342331201
Acad11	-0.193840086480891	-0.745265466298427	-0.41157881995622	-0.286459485847817	-1.12121577001442	-0.568710703087712
Acad12	-0.593058660995617	-1.09062145476135	-1.8719346524764	-0.815408222176242	-1.75587278469946	-1.6762650437045
Acad8	-0.507892096409003	-0.149457489661012	-0.94758375411149	-0.202629819184042	-0.292376626646012	-0.61619887673669
Acad9	-0.35484499646699	-0.534817660064045	-0.579109837885299	-0.585104901486682	-0.298326346313999	-0.566664875820175
Acadl	-0.56637065924703	-0.858548931491033	-0.641345708373786	-0.644925613389624	-0.420123936607409	-0.369065078502449
Acadm	-0.142815755307046	0.204713639948428	-0.513236901827196	-0.491194720299616	-0.102495106128165	-0.315193149425199
Acads	-0.486529002551242	-0.568395202699859	0.0447857571570488	-0.118220671786348	-0.190923271318842	-0.254622809487369
Acadsb	0.166881108690625	-0.137306618382461	0.131104418966898	0.0445115808137053	0.013226599434464	-0.0586364127820714
Acadvl	-0.203093926601508	0.297882189138274	0.172008452085755	0.266735809541559	0.128033208526592	0.0446429542630595
Acan	0.0944602221200249	0.0947186483750019	0.0948014601954468	0.0949523423870407	0.0944884769824677	0.0945228886153744
Acap1	-0.700727403488682	-0.300057081577694	-0.913971672607957	-0.860572318213946	-0.48629094342206	-0.46027278577336
Acap2	0.281307216629773	0.192402214155025	-0.284151062580559	-0.174444094122644	0.504915154426529	0.295977072781916
Acap3	0.552773765562323	0.919879670587884	0.774792934392079	0.116125340857367	0.222499028220088	0.932341867831002
Acat1	-0.168179497761881	-0.134126437998538	-0.196059079172204	-0.264897188472129	-0.288483097079919	-0.00735841549444727
Acat2	-0.236615799010946	0.485251313987138	-0.0970140984037494	-0.0444398651666787	-0.614386732719111	0.28115444479874
Acat3	0.0817050058272681	0.88212735396698	0.557188762983999	0.961402843239141	0.585412476370945	0.661784247509826
Acbd3	0.815860429084054	0.544308828886817	1.15637834280365	1.51842472830265	0.952299338212808	1.16529352126899
Acbd4	0.0644780107875314	-0.320298121734096	0.0311176778518352	0.654710632896205	-1.23703619882745	-0.594263987414845
Acbd5	0.231365367184701	-0.0295451590224549	-0.0637374483754255	-0.341828767049631	0.430213685953911	0.135536096032629
Acbd6	-0.311860263161509	-0.335998689239721	0.173911690282075	-0.710570312592037	-1.09183246151953	-0.628590277483698
Acbd7	-0.0131124754818543	-0.0125869901992906	-0.0127572327491776	-0.0124510374035358	-0.0123087889219314	0.0965816948893796
Accs	-0.851689442025184	-0.915515887369488	-1.61936253505094	-2.0393667700953	-1.87184840799259	-0.799358901953523
Accsl	0.0122444593343749	0.0124688125165014	0.0128879788576527	0.0130225290454871	0.0127532443256163	0.0646657918234575
Acd	0.0429751836248247	0.14164037828248	0.108185987192072	-0.108596784355837	-0.611226189628585	0.164041416911847
Ace	0.92234268881557	1.6134911525838	-0.122869906940603	1.66000469337781	0.527266866277248	0.17963640334934
Ace2	0.481127760386518	0.784559266259274	0.20667637973106	0.436967217875826	0.408350628953587	0.365439659180339
Ace3	-0.0808070976768515	-0.182993733627736	-0.182767111674762	-0.182473085824788	-0.158135170356762	-0.183142037305383
Acer1	-0.0397377516497497	-0.0401363711625668	-0.0683579705675759	-0.068507793021026	-0.0290451471468043	0.111298311068923
Acer2	1.93268503125343	1.3209941976067	0.563384082067031	2.17041703375728	1.28825516504202	1.5845124043638
Acer3	0.189475715577956	-0.747997540480422	0.00167758033904888	-0.559149996266442	-0.0846344545678049	-0.445780628522338
Ache	0.710608399116011	-0.14699265522431	0.489469910315911	0.210425645916682	0.0425275110052683	0.373506423231645
Acin1	0.0500806533356421	0.256107776312334	0.154165841310185	-0.208756499469064	0.348963768730273	0.0042147834007841
Ackr1	2.06356160163994	1.96766721563281	1.72030748784655	2.53739607019943	1.75248850516466	1.91254874090711
Ackr2	1.57435468842175	1.45434870886498	1.16316046509016	1.77807516387583	1.37078029029494	1.53055294906012
Ackr3	1.23097025764008	2.07093857440907	1.69148478620165	2.72608421067503	2.07722508438714	2.15539241974725
Ackr4	1.31982899819697	0.964517030484375	0.797009029078532	1.02417640818091	1.11534570775006	1.56560311130063
Acly	-0.195826465983221	-0.0429437662337537	0.0826925990121839	-0.327046703881567	-0.317190112002429	0.164876521389066
Acmsd	0.198514085149665	0.00777772304971225	0.144578108442571	-0.0223571027840245	-0.0228629078211806	0.083694242114396
Acn9	-0.845005739852694	-0.698456657210735	-1.57906212052671	-1.19668752210641	-0.739472783121382	-0.55487610345879
Acnat1	0.00769742371507302	-0.330694835394956	-0.251958223900529	0.0795028358861368	-0.213208524599544	-0.0588250375580448
Acnat2	0.0532586574364874	-0.0428136519003487	-0.0404917368015961	-0.0405311094109602	-0.0401564908785183	-0.0434929351574101
Aco1	-0.705988233444453	-0.572793709446783	-0.0398481981292713	-0.304258887735656	-0.24357317072412	-0.0443943790103279
Aco2	-0.117008444163867	-0.177689896010188	0.195040282617323	0.121949354433275	-0.126652090467178	0.0329026525120695
Acot1	-0.581678946188691	-1.20742312831448	-1.04521056240106	-1.94014227870192	-0.871161911228391	-0.877200920234976
Acot10	0.0578805282675596	0.16309092448553	0.314307016476705	0.225816910243402	0.298825440379262	0.218654009552927
Acot11	-0.883584728213847	-0.191728471319269	-0.877228435426509	-1.90037347895093	-0.315881353031879	0.193208945748566
Acot12	0.178446020789997	0.0296611366447145	0.0563777396701687	0.0299507671707015	0.0298011182859947	0.245117320481986
Acot13	-1.18296007261798	-0.30706572894599	-0.0409316135251858	-0.251286688780221	-0.0160377050598471	-0.0208180772633025
Acot2	-0.602541719545094	-0.443298099572464	-0.709053738759043	-1.42145749847511	-1.53730438678204	-0.797780709972959
Acot3	0.104433436303126	0.104508151911537	0.104502824184448	0.104537243415858	0.10431673415733	0.104433201737336
Acot4	0.00265864110563493	0.0022677726417437	0.0992972976336883	0.00396832058033944	0.128077791329229	0.193835807410909
Acot5	-0.129488570934911	-0.129036642259496	-0.129328680690018	-0.129002719528624	-0.128746216842732	-0.00890055947189454
Acot6	0.368521232717374	0.271994877766258	0.524500366359861	0.108170573081982	0.966079498236409	0.643356451979151
Acot7	-0.488604875075669	-0.122467947358847	0.126865587288537	0.0825510217828511	-0.103831089038439	0.0581554203044776
Acot8	-0.0597094221062468	-0.79870928308781	-0.623417151790902	-0.706391833595788	-0.343339023245897	-0.635171917384317
Acot9	0.878700496938662	0.741941181296883	1.26765762582487	1.28516550889474	0.660847178068564	0.619894271831315
Acox1	0.351434241075085	0.313954141067571	-0.322653310284343	0.364771919721375	0.0203549626584813	0.38587630524147
Acox2	-0.24245934060547	-0.20638676445768	-0.0402826350679575	-0.241043212535925	-0.241057897369296	-0.0419617316870888
Acox3	-0.225019951926118	-0.198433834205709	-0.433768936936863	-0.87855523892427	-0.429882134433831	-0.453782786347474
Acoxl	0.661176611851043	0.908907763183888	1.18785585787605	1.06788150126247	0.433749579124452	1.12024159493983
Acp1	-0.0827986469751225	-0.260077051664414	0.279290073872577	-0.190480099968898	-0.239175516348407	-0.213443825438526
Acp2	-0.283456165973713	-0.102399935338378	-0.0337186798869603	0.271696217909129	-0.0641820396694653	-0.325304823207271
Acp5	-0.691501634371902	-1.33076031839169	-0.495472361164007	-2.00505611387632	-0.922390867815228	-0.154071272838091
Acp6	-0.437779533503573	-0.523827744662738	-0.684398755467058	-1.20922445159773	-0.368131071304113	-0.682735963912601
Acpp	-0.112736487600972	0.295798408835447	1.04752544381023	0.133218677554316	-0.261428180537777	0.138827024837281
Acpt	0.821388751423592	1.34475006053766	0.724572727202318	0.816815530326212	1.66846088649939	0.853457430330103
Acr	0.0388647877010697	0.122778488790862	0.0389452098788833	0.0658749582520459	0.0388356725475445	0.0388903293360149
Acrbp	-0.260047585721234	-0.0800495143978448	-0.266195589077231	-0.589349205605735	-0.284868202061848	-0.534868428691105
Acrv1	0.332819171873975	0.0799421559083296	0.0335545290529167	0.11312622363428	0.0339401433832655	0.0335968641439249
Acsbg1	0.319958560053896	0.386258310220244	1.6260886470909	-0.12680385673271	1.6178337287862	1.4772157845158
Acsbg2	0.105762015091859	0.106439962911455	0.106824889781258	0.322563904136341	0.106236932771666	0.178858869731636
Acsf2	-0.832030460453784	0.0501969866056138	-1.16932404492321	-0.534073636335145	0.0249100072027369	0.0218711402433316
Acsf3	-0.652295999374939	-0.742392658438389	-1.24650331693679	-1.01023169147947	-0.35103699231164	-1.30153183067894
Acsl1	-1.20672473817187	0.0029094274371982	-1.24485267664242	-1.15903094011279	-0.403629340760173	-0.324764072281698
Acsl3	0.260686331179467	0.578052265598543	1.3381362844122	0.747942457543736	0.664132426892738	0.883884439799093
Acsl4	0.519273516043483	0.158747521472804	1.32255180383693	0.586893053968851	0.993065669128584	1.07813086634581
Acsl5	-0.767336447435771	-0.628759488419562	-0.544600165983847	-0.670451634464831	-0.359054454812284	-0.406707355779342
Acsl6	0.299880925026152	0.439687360135423	0.352705674432333	0.165452152604564	0.197334013103801	0.164640248630892
Acsm1	-0.199299446957407	-0.197133827321087	-0.194811912222335	-0.199945189350548	-0.194476666299257	-0.197813110578149
Acsm2	-0.250035103496668	-0.250471609486009	-0.115670242865057	-0.24963867557087	-0.24953869973298	-0.204989341286019
Acsm3	0.173733989285421	0.317288270817081	0.285371233691288	0.0413485890137007	0.51008034054336	0.313175970495642
Acsm4	0.455004755589199	0.735224581828905	0.415574128113648	0.654169370641739	0.382250281143787	1.08769481462689
Acsm5	0.0285032439200741	0.0295123138711646	0.030227939649776	0.0303077542345244	0.0302758866834169	0.0998911052196561
Acss1	0.508009724416197	0.791970720704281	0.580340425553702	1.70752220917618	-0.424472267229871	1.58166892499156
Acss2	-0.350495910502123	-0.587652186788399	-0.61267614217123	-0.912405272932319	-0.843307482282166	-0.45877086908969
Acss2os	-0.285685936044583	-0.194216545915807	-0.284665470773527	-0.285094206240165	-0.245820089120647	-0.286077760188258
Acss3	0.0704902998275582	0.297479887758272	0.382673905813718	-0.00256269987087957	0.360888284731854	0.380744315968124
Acta1	1.21228662705568	1.29972415837835	0.905706690771409	1.30937474105125	0.937225299639446	1.70185654943005
Acta2	2.35226661594352	2.39785181929849	0.835213711744889	2.63179803427009	1.6676370665135	1.42399351532252
Actb	0.163370002719455	-0.244344638900097	0.128054783338004	0.274313290866841	-0.10893849603505	-0.403993963485422
Actc1	0.476979103697874	1.30795761865745	0.256131918690271	0.278960890375467	0.144690274476281	0.887221621165711
Actg1	0.227245034206386	-0.23795149145094	0.493469202878672	0.392128936837473	0.297273179779587	0.140900815613221
Actg2	1.23889663358432	1.34220260967444	0.80898942644838	0.858689476904342	1.58230612385612	1.04826302791113
Actl10	-0.752211618507184	-0.391644512051758	-0.746928066988399	-0.421783926465879	-0.730178506601868	-0.274738471081154
Actl11	0.0305597252967895	0.0327253449331094	0.0350472600318619	0.0378767761933326	0.133620434928095	0.032046061676048
Actl6a	0.273763535716775	-0.214203501573654	0.353847292115238	0.0683286708150155	0.337794147104924	0.308627797690114
Actl6b	-0.000215294601970652	0.000105657353446492	0.00357010040625034	0.00640152366505765	0.103211278000199	0.152881167134309
Actl7a	-0.143369936544561	-0.042289909877302	-0.143168586367356	-0.143178307063641	-0.143123939390374	-0.0258102998542008
Actl7b	0.792724206294981	0.677108456027397	0.321606274101965	0.895104509986061	0.244099986507539	1.309935390909
Actl9	0.103061835704894	0.103455206289936	0.103904105097184	0.104472818265884	0.506815399718034	0.187576401165849
Actn1	-0.44767426533323	-0.914849199770235	-0.402386000818181	-0.142817668829097	1.09395215741718	0.606121744418678
Actn2	-0.841035392670757	-0.31077404118907	-1.01389089451789	-1.02486337544276	-0.344934878987585	-0.751910165779328
Actn3	-0.00167307706935454	-0.311322637039697	-0.314716854078388	-0.309708803153587	-0.310772752444875	-0.214560818765275
Actn4	-0.177398748662447	0.00840613732996975	0.104557872892503	0.399349368658712	0.608488954674291	0.387301495355071
Actr10	0.446161593083387	0.23131739933121	0.583285632352476	0.222929787507561	0.327207277887313	0.517593214058054
Actr1a	0.150379307985353	0.386291147519963	0.677928550508116	0.470490029027634	0.83005755304511	0.255180400148715
Actr1b	0.0807323737702255	0.144005495311457	0.313933183429858	0.149337533568325	0.178981519087966	0.593572352474533
Actr2	0.12818762720003	-0.110181569028524	-0.115432596715283	0.00401197915941846	0.00268074509954109	-0.0262763487002189
Actr3	-0.156216857570032	-0.696137274561975	-0.210216695302907	-0.258098979044688	-0.304674874554564	-0.38261012885439
Actr3b	0.362977874733	0.23052111192319	0.217884559571039	0.5801589030403	1.05378238641617	0.80298279678423
Actr5	-0.591321752412583	-0.221992180766845	0.0837212278298706	0.284662598396693	-0.0384168954411331	-0.131527254681023
Actr6	-0.335712871951892	-0.378045233888878	-0.778062160229067	-1.09999918403508	-0.537082677405365	-0.383829339543323
Actr8	0.314679796194187	0.200287782266624	-0.68941952470913	-0.170005980492013	0.128392562904837	-0.086302727663141
Actrt3	-0.529947557481358	0.118459051531097	-0.559184056234535	-0.641274674314551	-0.554119593603612	0.120071981338125
Acvr1	-0.318125432542249	0.0103285098005251	-0.0377708014615154	0.126005902890634	-0.324336411662082	-0.162492320005438
Acvr1b	0.0619421454248048	0.719340910207505	0.191892329357293	0.112957613900489	0.501431113107732	0.157063617342436
Acvr1c	0.914654346679736	1.17472845207088	0.843413804062102	1.03718179950238	0.792517517538195	1.08727937775123
Acvr2a	0.961932932199475	1.08498329902402	0.877049837380389	1.11576561444958	1.21808930724695	0.644996997500614
