	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Abcg5	-0.108199972674	-0.144869997862	-0.144788536693	-0.0969985110461	-0.128346254214	0.0735276543722	-0.000487480027697	0.00103110588125	0.00048657265692	0.000180602412589	1.61209420911	7.32807037072e-05
Abcg8	0.405252529476	0.63159889481	0.285037695176	0.782463498552	0.376044276231	0.735954244798	0.187635707998	-0.0742093376068	0.0589690108212	0.000274049727221	1.94948207989	0.0686218397272
Abhd1	0.875060133925	0.649960695052	0.624273434934	0.921415873923	1.31911294767	1.02135585298	0.878686623382	0.00825510757043	0.00414775834609	0.242590614486	0.00985623935993	0.214195162802
Abhd10	0.250503082595	-0.432670791157	0.22150877078	-0.0484896416415	0.822406189337	-0.048358053319	0.0723956577606	-2.81594864467	-0.351860625979	0.157043082966	0.818804818561	0.211348468986
Abhd11	-0.453890207783	-0.49004387335	-0.363418978135	-0.267984538575	-0.294660003766	-0.345591894934	0.0142707750363	-1.34541540069	-0.328923271761	0.483955986737	0.748519502772	0.371293510982
Abhd11os	-0.95085348451	-1.01223486295	-0.629339108226	-0.982700468741	-0.876919498832	-0.177264460376	0.686025871026	0.00690246089218	0.103719741238	-0.737323340894	0.51940346777	-0.304153030983
Abhd12	0.139615311715	0.0593922305138	0.247229881902	0.356295709137	0.204756598345	-0.0695393688396	0.203168167358	-3.03573125772	0.143039713609	0.274659903096	-0.704434662473	-0.224275857843
Abhd12b	0.0405605667487	0.0173148603153	0.133779647465	0.0417674621412	0.0171548026721	0.0173605510325	0.587650528733	0.00285359309109	0.00136523146904	0.000507176102754	0.841061771724	0.126391847105
Abhd13	0.351663250185	0.335269287769	-0.0131128036777	0.149239995665	-0.0694154234845	0.360767524682	0.394186183787	-0.308762850513	0.243722656577	0.0227500568476	1.35359734014	0.044925939004
Abhd14a	-0.626522989515	-1.62007775859	0.206057469608	0.476945119549	-0.943595928429	0.135187842108	-0.0717972998726	-0.189813201302	-0.023219364967	-1.2499276056	2.65482346868	-0.273718279736
Abhd14b	-0.338845065383	0.231228044789	-0.616427636075	-0.0426160422093	-0.356052636522	-0.697839536341	0.32836607903	1.66422927907	-0.436241235746	0.333805601759	-2.52556096549	-0.271285107253
Abhd15	-0.503193495501	-2.06603872121	-1.75799635702	-1.30292085777	-1.37028630185	-0.6063323657	-0.440927259397	1.64901941133	-0.436468900611	0.176883875385	0.594123640907	0.158020785239
Abhd16a	0.00983367512683	0.262208709687	-0.464260384746	0.25877897237	0.422856929975	-0.120226681765	-0.525018013953	-0.49753835201	-0.160377480643	-0.136560416468	0.172571033851	0.146419668218
Abhd16b	1.33245915887	0.941022326107	0.578341105	0.632301288837	0.554964688879	0.694776358018	-0.633539053106	-1.10749782335	0.855826032287	-0.0819088961434	1.35215767248	0.853841654574
Abhd17a	-0.226811382456	-0.0375078130835	-0.785925504737	-0.398323277124	-0.608707671456	-0.213190326465	-0.412974170233	-1.15253811065	-0.47297991652	0.625181299776	2.84566802625	0.0205086797992
Abhd17b	1.10790142245	0.781911170456	0.548564743078	0.586638767726	1.00305109865	1.06080048501	0.111880019293	0.487063378126	0.488956664806	-0.0134094773573	0.209774087615	-0.00673682367884
Abhd17c	-0.233837094323	-0.300577863212	-0.145253705925	0.0640429234979	0.0821149861058	0.2126133228	0.399711493425	0.736785960914	0.330329702709	-0.159489526455	0.99606368465	-0.485117050574
Abhd2	0.583681777246	0.304538733182	0.0393882451771	0.241536952912	0.264837728078	0.533250747835	0.0413113279629	0.220863972853	0.110991517776	-0.0934566956617	-0.107988323704	0.15778360154
Abhd3	-0.365728017892	-1.0269909901	-1.39826088765	-0.270349961246	-1.31578600078	0.075867058786	-0.393538490422	2.43649185746	0.679920504547	0.479072851721	2.35321676763	-0.347501159033
Abhd4	-0.117926414768	0.259896402894	0.319823688848	0.285151258641	-0.0675880306739	-0.273643815405	-0.368293595417	-1.21806766968	-0.746683277126	0.121962257675	-0.777242864889	-0.311591026125
Abhd5	0.337754521557	0.461753558264	0.91107054249	0.376573603938	-0.294729360147	-0.296951226901	-0.0130897359247	0.0542847593776	-0.250674826087	0.659105604332	-0.751891542292	0.148486990137
Abhd6	0.575903201518	-0.134646916555	-0.0587712394054	-0.0302523342226	-1.02547103897	-0.15507453868	-0.112840571638	-1.83213122516	1.56514526478	-0.530460969006	2.12974928306	-0.287377531261
Abhd8	-0.380840080166	-0.854232613114	-0.640933385109	0.0406407631676	-0.340541424523	-0.859017915341	-0.697669004181	0.695840637503	-0.466290683339	0.0623732277059	-0.756199268659	0.0416966799161
Abi1	0.178661643321	0.148794545343	0.18206177333	0.149572688585	0.280938728185	0.410147002236	0.0963835572594	0.303316609256	0.319189319751	-0.0425264025771	-1.26060982488	-0.0189279063103
Abi2	0.341204989144	0.0841968573556	0.540942581298	0.247261278748	0.208557640447	0.419956368259	-0.211034545142	0.558472082337	0.398834752957	0.105115875375	-1.18922730681	0.199439437037
Abi3	-0.528775195532	-0.379790110411	-0.488365404011	-0.444523665444	-0.487292606751	-0.982475649145	0.290303918036	2.00095110457	0.180893696186	0.317890621413	0.138598328185	0.75422779296
Abi3bp	-0.18838537954	-0.307525160064	-1.38112423061	-1.10170317253	-1.64935757286	-0.11909768796	0.322326593406	0.361763267567	0.0171934426855	-0.00564888853445	0.13438582384	-0.10407855596
Abl1	-0.447883316142	-0.2673085259	-0.737507121255	-0.30365569778	-0.131059207952	-0.484724998091	0.0540446373514	0.810905271068	-0.0248075194289	0.316029028088	0.0105887986291	-0.0259885597392
Abl2	0.103805984921	-0.0199421508463	-0.0443857044491	-0.0100618242765	0.146464991254	0.21015252297	0.259412027758	0.568713450532	0.553543299074	-0.187611501929	-1.5340862914	-0.186055333129
Ablim1	-0.0280084328374	-1.6197986333	-1.27114743294	-0.237260279762	-0.388609874	-0.395083796642	-0.207325608706	-0.473415277036	-0.272569403773	0.039929736177	-0.762751060098	-0.0407732774162
Ablim2	0.79039111391	0.150738524189	0.26775200462	1.21696231273	0.527686577407	0.916862555981	0.15915968713	-0.0681121970974	0.223808176488	-0.112939423341	-0.844565202954	-0.0664372400373
Ablim3	0.634114182758	0.529513216952	0.929376817521	0.41798021601	1.22006872225	0.761194220489	0.111782028283	-1.1570608399	0.163382996176	0.0248861050204	-0.140457898021	-0.485337914505
Abo	-0.0612168717881	-0.0601590834202	-0.0561728967072	-0.0623357043103	-0.0580368062412	-0.0584781411722	0.155442191734	0.00499382550229	0.00239239576569	-0.135470167261	0.849835677978	0.660968149528
Abr	-0.18091808835	0.0127038715482	-0.231132412554	-0.172331162404	0.095101230158	-0.100590164357	0.194926694428	-2.23050393979	-0.11103526901	-0.419515774068	-0.196001552088	0.000813837870497
Abra	1.0302042586	1.22926768546	2.02401600513	0.646103483975	1.52511902024	1.79578087196	0.136348464727	-2.10238943983	0.0400406321749	-0.0405000451946	0.31605431911	-0.195342214408
Abracl	0.292765746527	0.263627607182	0.549457932009	0.466211403477	-0.179392916182	0.59148712829	-0.0128809321018	-1.69197437359	-0.66584854858	0.157774398029	1.94440857975	-0.0284800643678
Abt1	0.593611800381	0.343604976199	0.564748651217	0.216902075034	0.780263470452	1.30309424334	-0.189606511232	1.24904240701	-0.738511068932	-0.242853914402	-0.676870465551	0.146956315416
Abtb1	-0.425370743485	-0.815090746754	-0.0518491695903	-0.4813680439	-0.773080999694	0.0109572747365	-0.0956822347266	-2.49822890968	-0.699381674314	-0.0149050644053	1.52148389129	0.217128844566
Abtb2	1.93428332386	1.12309552608	1.42999035355	1.68125781596	1.00075649856	1.80900870518	0.348287340096	1.31322278628	0.861305666801	-0.507125386718	0.61751632292	-0.280247900088
Acaa1a	-0.351085477519	-0.144483961151	-0.886455252981	-0.226193288998	-0.930235061894	-0.424388017822	-0.489436211935	-0.100541292637	-0.388426308463	0.0943510157234	-1.65064089411	0.414273183122
Acaa1b	-0.248819433591	-0.319177382544	-0.19030408002	-0.264927672777	-0.32972386667	-0.0291747883147	-1.09801529089	-0.372984956803	-0.856559394794	0.546036565504	0.870357742964	-0.25328055898
Acaa2	-0.264468289357	0.048540035244	0.415043391622	0.088448098099	0.131337756064	0.083019416394	-0.596753403744	0.512462938099	-0.443139680649	-0.329430680759	-0.819645222118	0.151052323835
Acaca	0.0590011680235	-0.00209896429206	-0.142964140158	0.0344339917095	0.530250135115	0.180274807576	0.241278971247	-1.85992546434	-0.45005007463	0.114746446647	-0.095534232234	0.252869084115
Acacb	0.876944834566	0.131899119202	0.290010765579	0.251562930079	0.118415638702	0.315513585733	-0.0354156902241	-1.06148592065	-0.687064635291	-0.18391679706	2.44136580262	0.0232686200892
Acad10	0.250666247061	0.712448575816	-1.1625997058	-0.113800943516	-1.31371472929	-0.292320290915	-0.289815095224	-0.496261562963	-0.874571214143	0.160751134867	2.92996754368	0.326940646465
Acad11	0.509658278307	0.209668192028	0.236937406697	-0.0635905170433	-1.24396857249	-0.325732726569	-0.0952515821606	0.598545956138	-0.853352537459	0.601597968802	3.03618219255	0.750888997717
Acad12	-0.843345101548	-1.27746884216	-1.24110594961	-0.118124213369	-0.289870525753	-1.00109628019	-0.761583240196	-0.333483691578	0.412129028163	0.00122492469692	0.9519444538	-0.72398172128
Acad8	-0.70293067866	-0.399422594182	-0.121600217049	-0.665785096305	-0.330035307003	-0.470873350467	0.306985134802	-2.31418796995	-0.257879489292	0.587805655863	0.301967090631	0.113595463585
Acad9	-0.444453118935	-0.450588044622	0.00394230641389	-0.402226896461	-1.03892818658	0.0965246691763	0.782903167343	-0.290455803108	0.342604167766	-0.0794272982131	1.5276333234	0.0195567296235
Acadl	-0.322318511443	-0.301086856894	-0.335361683918	-0.111794472925	-0.312862002591	-0.379813998891	0.137348019741	-0.297353963094	-0.111729309594	0.202014971603	0.293246905708	0.0530823125987
Acadm	-0.199963831559	-0.0552212845815	-0.163445799085	-0.161899008484	-0.253874558339	0.246283508441	0.245025255791	-0.500055043523	-0.646803319277	-0.194287402656	-1.5885029195	-0.182319057579
Acads	-0.0991394788715	-0.166692528929	-0.208324147772	-0.418756194447	-0.505125743288	-0.0564215371274	0.400739328064	-1.9495106131	0.596481773363	-0.359826493189	-0.252173279911	-0.208698514769
Acadsb	0.507840692934	0.130473238147	-0.140321096552	0.144350175291	0.173289624138	0.266733567715	-0.879879015774	-1.14971505771	-0.65904739778	0.0270169287624	-1.17388276934	0.328472782197
Acadvl	0.255851091193	0.386428737496	-0.323256307135	-0.0223773098807	0.046155026183	-0.425863375019	-0.154335764532	0.859181068275	-0.30363801598	0.336006661901	-0.178207832461	0.0655183257466
Acan	0.223035304511	0.0948627412281	0.0950570701364	0.0948633665338	0.0945744180781	0.220935791083	-0.00055366994765	0.00117079383075	0.509742790403	-0.0167235653698	1.4537210566	-0.121424915942
Acap1	-0.432598557253	-0.117051669954	-0.79030866422	-0.0827995333906	0.455960509284	0.728476469556	-0.358915733368	-0.026038610289	-0.654738657129	0.0408973946406	0.40308924757	0.288410731929
Acap2	0.0972445116048	0.0131112400225	0.201578351798	0.186281441598	0.148659077457	0.28769892345	0.286619179044	-1.23060078956	0.0178922260894	-0.0671950248091	-0.762977302681	0.00696922631658
Acap3	-0.525719060207	-0.308659567631	-0.311341924306	-0.424101521706	-0.134184163178	-0.103939681228	-0.0905020678096	1.8327442149	-1.36925952134	-0.640778059414	0.58382235746	0.00975926864135
Acat1	0.042982913764	0.378837648484	-0.108795366507	0.253242393283	0.173882849109	0.266167644279	-0.179386409566	-0.13191425894	-0.657077712013	0.0367299187462	-1.35195126656	0.026325650363
