	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Atp1b1	0.501763446332	0.619502832909	0.600123507934	1.45371482535	0.177175628778	1.64029562652	-0.328818667693	0.472843355655	0.421379471184	-0.126697779236	3.03579018979	-0.544939164607
Atp1b2	0.0533292379819	-0.410961221489	0.390123633036	0.380413755861	-0.769050406759	-0.0111120092599	-0.229290338031	-1.20864140588	-0.237281859521	-0.229931614009	1.64242445954	-0.0285662631167
Atp1b3	0.624220165487	0.234218832664	0.50159689577	0.364827958919	0.411341996075	0.630098278606	-0.110887655462	-1.51862225304	0.0234984077735	-0.038319727471	-0.318719783877	-0.0959260294235
Atp1b4	-0.647163839466	-0.190985099298	-0.422541020364	-0.407447656978	-0.672334379579	-0.382952050795	0.0742363634752	0.00261802250787	0.0760423129982	0.00046440385755	1.41343827828	0.000189886659812
Atp2a1	0.233206781937	-0.432035490017	-0.530722157565	-0.327492597795	-0.708722718386	-0.698947094525	0.0987056481001	-1.04299648555	-0.0890256017516	-0.154479408036	1.85822527266	0.661113340608
Atp2a2	0.0436834658469	0.0358719139173	-0.0414469513	-0.0924675129799	-0.15393459192	-0.274164230961	-0.416013722659	0.111005839877	-0.324930030133	0.177841442266	0.262094453952	0.416018100785
Atp2a3	-0.178224964252	-0.0386069299445	-0.132061706643	0.28930553658	-0.422265206525	1.06392815825	-0.0531796274316	0.187892285572	-0.605475991643	-0.268753206082	0.171317218527	-0.16071245432
Atp2b1	0.0127473925073	0.378108046172	0.162003358671	-0.0637898099235	0.423955054597	0.226815775953	0.163053509328	0.371380807266	0.0483553558609	-0.0689781616508	-0.567430716264	-0.0759307709695
Atp2b2	0.259769101553	0.271341950179	-0.625086371731	0.347862598728	0.518762456962	-0.202696378925	1.03129931524	-0.0304650330617	1.18376618338	0.107835974542	1.48477942335	0.219396459442
Atp2b3	-0.00391641527405	-0.00396725613536	-0.00379619027748	-0.00388630132698	-0.0040579699811	-0.00387725359352	0.0928143694175	0.735710450818	-0.789474901157	-0.0407440460029	1.05729069715	0.000105579063515
Atp2b4	0.557083296917	-0.157449407329	1.03801682123	0.807115323151	1.2945043395	1.51430660069	0.689264662022	0.374105089005	-0.0892940464553	0.230131583737	-0.612497581788	0.305678473496
Atp2c1	-0.339033359611	-0.223219261522	-0.186046066667	-0.226911858468	-0.166009028525	-0.0785453015689	-0.613775591816	-1.17299177943	-0.0719488121694	0.108483139125	0.0293869440825	0.342651226545
Atp2c2	-0.00345440530808	0.0310692217368	0.606631456131	0.310770473896	0.0213785363926	0.412564843563	-0.117292440489	0.00451526373925	-0.769930212714	-0.22864147899	1.94273510593	-0.341806664919
Atp4a	-0.0329935220445	0.345678484608	0.197004932838	0.0758806267086	0.677303502638	-0.255639308754	-0.261304792078	-0.326044226517	0.0667307825368	-0.200364852845	2.28848944004	-0.0330436989167
Atp4b	-0.266161210459	-0.266106662511	-0.265879669189	-0.26609524986	-0.26643194557	-0.266051157566	-0.00434517142987	0.00929147435485	0.0047245166437	-1.28114758615	0.0108603730679	0.000751750146552
Atp5a1	-0.0465672716103	0.159673628926	0.138408209926	0.0155368621065	-0.0748641614399	0.064233679833	-0.0302904218401	0.727097114085	-0.231363370282	-0.110329070259	-0.728186449933	-0.204225451831
Atp5b	-0.027694205628	0.00326624215322	0.130749027498	0.124026483398	-0.0312090307508	0.0157812242908	-0.0396835864297	-0.138715337605	-0.137068922971	-0.0433801944004	-0.573267743381	-0.0157277145326
Atp5c1	0.197273747948	0.0789121968203	0.158560413348	0.0288385829642	0.000170441024343	0.270326943814	0.0354949804369	-0.293812910364	-0.557682667454	0.0174992151383	0.677432054446	-0.210430561155
Atp5d	0.110265787507	0.148342395918	0.324827328536	0.292815949664	0.233228142446	0.157130509164	-0.0414498198826	0.0510078576619	-0.308753029216	-0.0560709945172	-0.405222884813	0.236569028472
Atp5e	-0.181500837972	0.235948617553	-0.0384473023864	-0.0318552361223	-0.234043596691	-0.0658160371168	0.321943201794	-1.43565560014	-0.914834910184	0.024530013183	1.26424152791	0.010794547764
Atp5f1	0.216596532508	0.0117499770306	0.299939275675	0.245303155842	0.0189918068515	0.315889284598	-0.179509942552	-2.21605522396	-0.414872433503	-0.214699096791	1.64479228386	-0.0452570018975
Atp5g1	0.128609861749	0.246472669287	0.267804867046	0.443426303551	0.289876652008	0.248731578147	-0.273197993005	-0.839459576466	-0.396830485245	0.404217403156	-1.88074321744	0.343006676794
Atp5g2	0.0395873391553	0.33161138514	0.0368865120513	0.160762906013	-0.648989507613	0.0263041703506	0.490390466077	0.704750949703	-0.0864319564183	-0.300673051382	1.53675855724	0.595656857955
Atp5g3	0.207156818371	0.250707655926	0.16042843961	0.222132254272	-0.135859027994	0.23389741114	-0.0532420607471	-0.246803399161	-0.152385049705	-0.0637198292293	-0.352144850912	-0.325082508916
Atp5h	-0.0119578390251	0.0940426378054	0.113417345333	-0.0656187828951	-0.116201777343	0.16505250367	0.162512843636	-0.890023248191	-0.512964054034	-0.0340716125736	-0.793739270605	-0.265111602164
Atp5j	0.172525242162	0.367899693458	0.305048916361	0.168620378898	0.340243320579	0.400644292888	-0.150835219395	1.21197083454	-0.311894024723	-0.335971599362	0.345310516674	-0.130953984291
Atp5j2	-0.160760057779	0.097722061957	-0.142069389702	-0.0341801860736	-0.148814009925	-0.132344122542	0.0308117091451	0.694424472013	-0.777320641156	-0.140199611151	0.610955179634	-0.698279324416
Atp5k	-0.329103423528	0.431710749793	0.125714803511	0.196238702819	-0.0429045970024	-0.416452066743	-0.00767250107762	1.64928174439	-0.612096711719	-0.0636681982831	-0.549768355628	0.508763399781
Atp5l	0.0833361788959	0.0818099892596	0.0157392877597	0.20090990295	0.00803374021644	0.311407230318	0.0310626783126	1.27799368258	-0.674244415024	0.0447411566501	0.760268768109	-0.126617978349
Atp5o	0.0227028641189	-0.0222935670236	0.169720740335	0.141471293289	0.0796785142039	-0.191874650811	0.142544799807	-1.08380884537	-0.593266769948	-0.131947217216	-0.791077877941	-0.39797411914
Atp5s	-0.4110237212	-0.215329024878	-0.996138818868	-0.279456241608	-0.0953627856432	0.0202133737377	-0.637535484846	-1.97179931553	-0.495876727211	0.328683965589	-1.24625865446	-0.199122956827
Atp5sl	-0.756352069112	-0.0665488533684	-0.68854619736	-0.32324684267	-0.222063101823	-0.0570626430304	-0.135381495268	-0.82389343286	0.77266230547	0.304732307613	-0.758429092093	0.518797078392
Atp6ap1	-0.154203702798	-0.0167562703987	-0.0809082561505	-0.145194160856	0.0340892210417	-0.313694300263	-0.17147385178	-0.00283209197683	-0.0890321492562	-0.248408571947	0.390067048791	0.00867189755049
Atp6ap1l	0.0931904766981	0.0935000142167	0.0945692962428	0.0937103673556	0.0940388914658	0.090948834461	-0.00203895094357	0.00432755435628	0.00209521131171	0.393788819144	1.11389529709	0.000321380422897
Atp6ap2	0.711004278366	0.461249593683	0.556247451048	0.409485635885	0.532778877135	0.611758434296	-0.832125299773	0.0896327515064	-0.327256555018	-0.137245662569	-1.72351073522	0.107342891131
Atp6v0a1	0.222014121204	-0.0250093630353	0.109021069658	0.0387517293086	0.283401332831	-0.135524774558	1.39212999524	0.249443687223	0.184530686949	-0.840090788239	1.17802296099	-0.141795965702
Atp6v0a2	-0.658255443231	-0.221475825658	-0.299093975662	-0.211768589688	-0.463920518671	-0.268073305553	-0.0981991264725	0.813007688887	0.098595127685	-0.0707560738647	3.05420951417	-0.19567511103
Atp6v0a4	-0.0435765865871	-0.043580342973	-0.0429805189327	0.173922116414	-0.0433598103408	0.0452773744441	0.44178662519	0.000626220719338	0.000294644779876	-0.256955656299	0.924709956845	4.42842675934e-05
Atp6v0b	-0.32088318033	-0.138186372324	-0.299588962663	-0.237888557382	-0.254961466499	-0.727184399587	-0.17856734023	0.0335597844378	-0.623319821072	-0.0400638653369	1.33470468136	-0.0204124688196
Atp6v0c	-0.0775744856798	-0.123692192808	-0.123609202858	-0.123473810658	-0.123734779103	-0.006624030152	-0.010165543655	0.0198365354405	0.00714568029691	0.895557169216	0.0285308051668	0.00120849461717
Atp6v0d1	0.137305118276	0.151642312645	0.0636254970375	0.155354097273	0.0702513238332	0.0359945472516	-0.690249352365	1.6597840881	-0.539482750507	0.0592602053241	-1.16829244394	0.0911478309046
Atp6v0d2	-0.332155097271	-0.291574247085	-0.669804637221	-0.458686396399	-0.869730186311	-0.0739060530234	0.897346455044	0.226979786951	1.17749333146	0.507089115279	1.51739098204	0.982770774202
Atp6v0e	0.119502145909	0.443261786291	0.0743500868495	0.115004732835	-0.0428299655714	0.0794404299424	0.101444718665	-0.278698693201	-0.232981941696	0.0203085225247	-0.893091510273	0.0558227852857
Atp6v0e2	1.41772428953	1.03912540346	1.16238518623	1.00786643778	1.04544278786	1.02272349529	-0.288434811061	-0.158989989996	-0.279915316177	0.00174085279532	1.47607759893	-0.647033275233
Atp6v1a	0.465167524251	0.341810530334	0.214355893825	0.330228757765	0.128626119486	0.0401935331484	-0.463481356272	0.779645749169	-0.56915952715	-0.0665706088231	0.534572365261	0.099428814233
Atp6v1b1	0.0934122500515	0.0937205343354	0.09478581402	0.0939300340143	0.0942572213622	0.0911754696836	0.029755391309	0.00322520056573	0.596027729062	0.000568600671849	1.11911781455	0.211635793888
Atp6v1b2	-0.089835129409	-0.0926581126273	-0.626664060178	-0.143663317359	-0.244734202289	-0.013302756278	-0.282695722625	-0.220119140007	0.313204260196	0.00557872800218	-0.3094256538	0.282838040523
Atp6v1c1	0.177992276021	-0.441713635992	0.0227182385602	0.297385066767	0.0509715036261	0.131146507378	0.0722886858343	-0.487946022	-0.475023778972	0.372348904298	0.441436026433	-0.0742353063376
Atp6v1c2	-0.461210828133	-0.671784286739	-1.16981498151	-0.0286867005389	0.17509187742	0.366005226378	0.512742815544	-0.635445638745	1.45365322488	0.345337294754	1.46947084413	-0.484456428476
Atp6v1d	0.240413213364	0.156018060095	-0.246360324494	0.197458426417	-0.0892023530038	-0.202986539547	-0.124549163382	1.05876788478	0.129770220336	-0.0206302905639	0.985178260051	0.140134654569
Atp6v1e1	-0.050974496774	0.164013465254	0.0484769498263	-0.02657459212	-0.202551723102	0.112039329694	0.251454037222	-2.56445951725	-0.398888679798	-0.0471328929042	0.100339249343	-0.366963542493
Atp6v1e2	0.0952379138356	0.095538520844	0.0965800010198	0.0957427457675	0.0960621117996	0.0930320640397	-0.0057455427529	0.0123991569789	0.00664093250913	0.00248333921075	1.05305698344	0.0011011158084
Atp6v1f	0.207981829985	0.441279613018	0.114499103969	0.0304184840679	0.405811802961	0.282712744804	0.196523116928	0.48380492638	0.213923164897	0.219784605656	-0.373977024498	-0.41370564058
Atp6v1g1	0.23808851489	0.227235486238	0.248845794732	-0.227634716046	-0.321272832007	0.142090107545	-0.0970090199787	0.0699959218391	-0.902125739309	-0.562994390394	-0.15558505184	-0.0831696568211
Atp6v1g2	-0.458448946168	-0.980483525066	-1.09411083476	-0.293016708871	0.46874573767	-0.788377429035	-0.847050050453	-0.366106571912	1.04582600878	0.328805571324	1.14590737977	-0.292702335498
Atp6v1g3	0.0367901859988	0.0368061874284	0.0371482850559	0.0369692485412	0.426034856987	0.0369357606267	-0.00200783743187	0.00426118839997	0.00206194155678	0.307103845288	1.10249792062	0.100611411087
Atp6v1h	0.458018820528	0.298885831579	0.0576204942578	0.237575379139	0.156164322465	0.42977885267	-0.466057130101	0.365873659286	-0.539389662861	0.141391805636	-1.02222184689	-0.00408852593864
Atp7a	0.189191010443	-0.0555015793219	0.335870840774	0.0906928016744	0.133123535867	0.0179099437066	0.17488744199	-0.0513598539065	-0.289717719191	-0.132966772198	-0.045002633084	0.0110846278492
Atp7b	0.0937064397101	0.110251050768	-0.230072431933	0.540801982373	-0.224765209241	0.0801234515857	0.380822585939	0.384307883067	0.75655431916	0.32123532926	1.49981099154	0.370966031903
Atp8a1	0.127593248157	0.0627955175249	0.841530524147	-0.129879122292	0.0293816785626	0.191707272778	-0.314461695112	-0.761479914692	-0.0955818235839	0.299977278096	0.127877628922	0.0053155859469
Atp8a2	-0.0593433285164	-0.841273186802	-0.807929892233	-0.161713998249	-0.503262383175	-0.620550176468	0.742692774639	0.836350220023	0.163180024219	-0.277500818104	1.59213135648	-0.379031597266
Atp8b1	0.747004390266	0.535517466419	0.506950833454	1.10296069516	0.522323328265	1.490618764	0.0514832126349	0.000786961706046	0.763091583886	-0.0773234786147	1.88677834878	0.231235964057
Atp8b2	-0.614066272224	-0.285366891528	-0.961626009606	-0.436756937904	-0.277515237408	0.196014600524	-0.309130688348	0.481350742895	-0.329099566478	-0.445802095723	-1.46065654233	-0.286866113902
Atp8b3	0.499834573859	0.372237733731	0.360425662012	0.377029322554	0.393841312049	0.378254975774	0.122574551571	-0.0528259088449	0.125271370039	0.0606313393022	2.16543153671	0.0517292483813
Atp8b4	0.0928394773999	-0.0855581731168	0.0227116517215	-0.125708316909	-0.0165307537579	0.438552954112	-0.703112033682	-0.482641274652	-0.492996801797	-0.235563719374	2.01322491586	0.17585085551
Atp8b5	0.184424932704	0.185270736462	0.246709666131	0.36930520467	0.182837004358	0.415826980491	-0.00050477272779	0.342664169825	0.233409805094	0.0800670021118	0.988373154788	7.58985712734e-05
Atp9a	-0.252494360011	0.169370866256	-0.552366956707	0.356388940713	0.728348429631	-0.555481122852	-0.00125239199509	-0.675934261892	-0.611536623535	0.0762094555924	1.95452034502	-0.355195414683
Atp9b	0.274218266003	0.285675877137	0.157068130099	0.15870387072	0.553260238465	0.317853394725	-0.319018753898	0.250100909191	0.86680092676	0.387155807644	-0.542008820753	0.0565646584062
Atpaf1	-0.495543498459	-0.444247375375	-0.992194842228	-0.712859249001	-0.116226919057	-0.72723270829	0.0629932431004	-0.96242771462	0.269896506458	0.468572032895	-1.20062384882	0.174966645744
Atpaf2	0.0648770850998	-0.267221820573	-0.944821379566	-0.351178253611	-0.613964553403	-0.369579407609	0.174841907968	-1.85902206907	0.029277072225	1.06491715595	0.169378983571	0.11477332255
Atpif1	-0.226849819245	0.244592876012	0.0699388879034	0.0905744194734	-0.134262909911	0.068073955776	-0.0704793444514	-0.984714194297	-0.62794560761	-0.363013546977	1.52833859378	-0.359156803808
Atr	0.273166976667	0.00781561694204	0.298512984985	-0.108064803404	0.420619094609	0.139230417908	-0.536031236952	0.431029365354	-0.479465994545	-0.0770647764196	2.37550906587	0.0255709021637
Atraid	0.535583090999	-0.331358061865	0.0230432421589	0.451467538848	0.0926729353156	-0.192126137238	0.00626683857682	-0.585149140648	-0.136210338181	-0.0119106732592	-1.75705793378	-0.0527396608506
Atrip	0.234267071251	0.178621150667	0.0112161890518	0.102877539157	0.0293368732525	-0.290672404248	0.469073316816	-1.59884076391	-0.604654526872	-0.395184947918	0.0706651332233	0.621468717179
Atrn	-0.0741269300202	0.22670104297	-0.200426473045	-0.23853484512	0.104185362411	-0.258614971708	-0.545965284233	0.609526833042	-0.260574545966	0.0638578267319	2.26033565891	0.272544520574
Atrnl1	0.34213487679	-0.539085422585	0.365365922772	0.20921395111	0.538658332514	0.472876277291	-0.15634748729	0.284077954975	0.0494923186402	-0.018639466158	-0.125078612847	-0.254861130344
Atrx	0.0359863882505	-0.0220219564347	0.419917800777	0.0344037669845	0.129621088661	-0.0158282517825	-0.135082979256	0.526457402501	-0.178570224099	-0.0554631111485	-0.475581919126	-0.296390545778
Atxn1	0.735758511619	0.361036000294	-0.531357650405	0.13565593061	0.389503751512	0.313881634223	-0.0426796392047	0.585409316785	-0.326332358882	0.267742428143	0.400215260069	0.0356159226258
Atxn10	0.256819887284	0.491583082502	0.533731879333	0.432989085076	0.761152289603	0.68307837287	-0.881808073425	-0.0184021591809	0.318315806877	0.219236708586	-1.41793536078	-0.177210022508
Atxn1l	0.0487715201765	0.404072447078	0.305466296648	0.0878822427854	0.943703663457	0.366794022544	-0.0190589639232	0.360873523871	-0.166954447602	-0.109367832505	-1.05114498102	0.226203145009
Atxn2	-0.347924533762	-0.0200254710638	-0.525481740984	-0.27739321901	-0.141697989489	-0.354352033784	-0.291275004978	-1.86624405215	0.143097538108	0.0560261515773	-0.35740635274	0.279005059855
Atxn2l	-0.178541073888	-0.0448408260907	0.0386796794106	0.0743232229961	-0.215523523569	-0.158486077876	-0.0682112712642	1.24930731212	0.00930549537779	0.116963361295	0.100328591705	0.199119059355
Atxn3	0.152146796843	0.146342189822	0.276582896108	-0.0504511999108	-0.253645958702	-0.160628150054	-0.26237406774	0.069345917808	-0.389277732548	0.127588068195	1.09902730329	-0.380940557152
Atxn7	0.174293707347	0.378878836247	0.209090025318	0.21239300171	0.0178716118385	-0.162960032857	-0.145109139953	0.0345130302502	0.168942001601	0.0334642615111	-0.165563643314	0.237403231833
Atxn7l1	-0.231822397541	-0.331345542577	-0.0943564691197	-0.106279534205	-0.227219514967	-0.425729444949	0.1480777487	-0.886992792751	-0.0555242074384	0.168120538486	1.90214241305	0.556750775052
Atxn7l2	0.227462998653	0.116681954432	0.0669813798504	0.33526114754	0.0299638593405	-0.109411099258	0.144905611906	-0.459434738878	0.249326299165	-0.0599264462175	2.57956494334	0.497422447668
Atxn7l3	-0.365688558695	0.657886655997	0.00801284423684	-0.202653420358	0.574427077779	0.252746579015	-0.172570838258	-0.857954939088	0.539618173956	-0.319315730067	-0.640341261136	-0.292982763794
Atxn7l3b	-0.172941772924	-1.69868585857e-05	0.0096096210734	-0.236530899744	0.0613580869413	0.243818065583	0.0229200959377	-0.765627380425	0.0110763576578	0.137988051939	-0.546623620685	0.231654311195
Auh	0.907898597567	0.434970807524	0.281964445382	0.842430180353	0.759677503416	0.487592275155	-0.112231092276	-1.68063311288	-0.388484710147	-0.0246417363618	-1.50354335197	0.103540419549
Aup1	-0.120943092541	0.210768671064	0.16930457431	-0.171755445248	0.221230630698	-0.143392806802	-0.103944503815	-0.319121857381	-0.0787215508957	0.0683257580606	-0.280345779816	0.217591015311
Aurka	-1.09323543731	-0.894529548339	-0.572516052665	-1.37569127579	-0.342622723959	-0.415140980914	0.392484829566	1.93686163622	0.138552214386	-0.491617714988	1.04788649975	-0.579454706523
Aurkaip1	-0.146681394884	0.0443278129592	0.0546767236865	0.111023052043	0.0512236680035	-0.0303726763782	0.237220794492	0.658611165166	0.282753826545	-0.0595894072793	-0.604313537625	0.0846149731986
Aurkb	-0.683261748532	-0.729259726404	-0.649691329951	-0.731113463101	-0.0301712551536	-1.01433681527	-1.45332827471	-1.67320104774	-1.20106289741	-0.310036720828	1.12625508441	0.248389400875
Aurkc	0.0986977384855	0.45358638869	0.0999559891812	0.0991694320064	0.099467804628	0.0986287422086	-0.790196062763	0.00180223930584	0.550226432886	0.000316442861584	0.607547306619	-0.0555836194244
Auts2	0.297095658808	0.754869029831	0.961564490206	0.869767640895	0.824742319129	0.321226902319	0.568232023092	0.686244291662	0.99914815076	0.111016902355	0.525130425292	0.274093085714
Aven	-0.176771134516	-0.599906577217	-0.183293231968	-0.549890135406	0.221795943763	0.0805630458804	-0.780425118754	0.00775682747447	-0.124313256113	0.276865169104	-0.872834298947	0.550443368186
Avil	-0.449531722261	-0.304591583789	0.859647695746	-0.13956407011	-0.10483730482	-0.191917199502	0.0808599782499	-0.136188314064	-0.372325339011	-0.0652453645209	1.84721488066	0.386116807016
Avl9	0.454588342431	0.331302760492	0.0320170665065	0.29718090724	0.566399506667	0.132499978369	0.171697378132	-0.431344037938	0.22127895811	0.0119663870591	-0.00791850117881	-0.213168613409
Avpi1	-0.0467874947714	0.0714400396339	0.460513892314	-0.0174128836262	0.636534371209	0.267515850555	0.0459683245077	0.358140153012	-0.120821121574	0.486611412912	0.484430816614	-0.267825609274
Avpr1a	1.04773158025	1.00164497923	1.11976214223	1.003555178	1.02634346916	1.42099917942	0.380154081207	0.0589831587672	0.602832444575	-0.0247269264111	0.403700435827	-0.649911946453
Avpr1b	0.0734028920574	0.0118493867738	0.0145118064474	0.0116556547814	0.0770467756565	0.0788978738134	0.0533281659622	0.132293765537	0.743433028278	-0.015381790841	1.60524180279	-0.594090884422
Avpr2	-0.694069366476	-1.15177883064	-0.951004333347	-0.502254058372	-0.990776937285	-0.924501529337	0.365116615885	-1.37610345297	0.622970679437	-0.229083562856	0.00695580346949	0.396732740813
Awat1	0.0345177428217	0.0355755311896	0.0367330245839	0.0362677990703	0.0376978083686	0.0372564734376	0.0670762528113	0.00236873231482	0.00112901807795	0.000419325319173	1.50342232197	0.000171241035483
Awat2	-0.30758354571	-0.501962407962	-0.501460057783	-0.291395912392	-0.48668926519	-0.412367464979	-0.00309659635507	-0.326593964951	-0.445371894929	1.22072175841	1.35428933406	0.180512312589
Axin1	-0.0783498635617	0.129523798558	-0.346875985482	-0.563322583755	-0.25798880706	-0.237468530614	0.199146802816	1.06695713009	0.557619683997	-0.263830855443	1.05342120601	-0.127630257842
Axin2	-0.0498226907228	0.839408739684	0.00393952382411	-0.383563859402	-0.361633856829	0.0574053397777	0.49888631301	0.278221607965	0.538370727777	0.0957581657926	0.770470154394	0.13153582683
Axl	-0.367746573005	-0.726947330011	-0.271768946786	-0.399934787099	0.258089208439	0.281913906129	-0.16442930318	2.56116062336	0.317100713801	-0.279254942976	0.690038043767	-0.116182580465
Azgp1	0.089826110991	0.0900039553923	0.0904160008433	0.2311813159	0.0902453875935	0.230258010018	-0.00364796397506	0.00777935581058	0.00388881677108	0.00144855566151	1.3692544184	0.000610790143674
Azi2	0.0566246962227	-0.0920658792047	0.0366982873637	0.0540575018751	0.121012597668	0.120759082929	-0.115857689622	0.173198639151	0.124291894842	0.170735608121	-0.996748794266	0.072470784805
Azin1	0.347012715363	-0.000313912299706	0.373916886711	0.2362076085	0.0279075939299	0.511758051386	-0.34604925507	-0.194710626983	0.0291171140251	0.0241001895807	-0.433762273359	-0.000407789649835
B2m	0.427107492436	0.386688166404	0.396853367131	0.418649720994	0.0112514364084	0.191298308066	0.315195929447	0.584523112907	0.0444059631901	0.069254266579	-0.246821407417	0.0365298904154
B3galnt1	-0.301168563837	-0.73490829794	-0.364700316225	-0.477303118492	-2.15662326005	0.0222420117464	0.146861842095	-0.0863555846527	0.51182701235	0.000594032699114	1.10528285462	0.155017393738
B3galnt2	-0.125149285758	-0.21366963586	-0.224853298478	-0.199755336818	0.252854511144	-0.258182319681	-0.79093589444	-1.77186772989	-0.215075415651	0.440065167286	-0.0195415362076	0.350328510701
B3galt1	1.12612542366	0.527604656866	0.712595008003	0.531660636863	0.509367967354	0.557549862966	-0.00490906926082	2.04227419685	0.211107584975	0.000238841368049	0.411540310333	0.0176130246968
B3galt2	0.877396625274	1.09457165327	0.734316986766	0.581500821693	1.09844832318	0.930788596766	-0.00813803409062	-0.671106360417	-0.55146894047	0.357093404584	0.336125578613	0.175856540329
B3galt4	0.436085686416	-0.014638222871	0.330255445585	0.532239612578	-0.721758856625	-0.0045296946889	-1.18547777271	-1.57929642465	2.18100376868	0.374856403657	0.333931742811	0.251596715848
B3galt5	0.179330066993	-0.0936718345488	0.00730248419379	0.225047712881	0.146808108368	0.149296756618	-0.0646005057942	-0.167970985923	-0.741243302396	0.0682112311155	-0.901093408087	0.232575316068
B3galt6	-0.0497810076664	-0.70159373865	-0.521600585292	-0.777921954429	-2.33149283149	-0.0916207147353	0.466700290821	-2.05779425482	0.0223657073401	-0.407283162885	1.30002169065	0.636888281122
B3gat1	0.0196575453111	0.461528679774	0.0203398450727	0.0199102795538	0.0200678089632	0.0200133232348	-0.000701076400651	0.00148353101934	0.0428520455807	0.000260767204905	1.34804960686	0.208613897958
B3gat2	0.225566536887	0.553847150207	-1.48917209096	0.0743741513391	0.167070608439	0.11159595195	0.100899715373	1.08226518197	-0.518856830409	0.180080124961	2.11781314702	-0.256760286202
B3gat3	-0.0790126612332	-0.582449140208	0.0754653845052	0.143838658173	-0.343955593319	0.135294653359	0.374514526471	-0.920352943035	0.211960633461	0.0700672949438	-1.77202894421	0.158633455549
B3glct	0.0356834131343	0.263365062199	-0.000208891082671	0.951261507374	0.373681143482	-0.14213897603	0.0664661651505	-2.23529979526	1.80209428218	0.765364362378	1.95572965174	1.42066842646
B3gnt1	-0.506636772515	-0.15793078592	-0.633858455978	-0.871927518747	-1.16176662959	-0.959104401715	-1.00090317054	-1.23846732689	1.1022744833	-0.136830445526	1.58626189625	-0.112305864178
B3gnt2	-0.49461566484	-0.485067808958	-0.66384763471	0.0236943475103	-0.0372773248764	0.169118392615	0.126114173847	0.198766796195	-0.428145289189	-0.179164073552	0.186502744672	0.038237007795
B3gnt3	-0.322414963521	-1.69857724175	-0.101710081898	-0.4360192179	-1.56654911116	-0.44198514287	0.385572453847	-0.189363486076	0.600653475018	-0.589810405141	2.42196217405	-0.0762131000245
B3gnt4	0.710536733453	0.441118840783	0.21077094347	0.491754002821	0.552903861343	0.869372618912	0.273265065218	2.31842973821	-0.0802900429602	-0.121289721608	0.578535840517	0.00345014094606
B3gnt5	0.936640874516	0.635997250103	1.23786739375	0.311470161269	1.04125414849	1.4175308441	0.518168559347	-1.95333619451	0.873071896524	0.360384903594	0.713884167673	0.439171248537
B3gnt6	-0.185838876993	-0.299423109701	0.915219901906	-0.241089453038	-0.13501744556	-0.385272081363	-0.000878619721104	0.00185990258068	0.312316502075	0.000327901154153	1.27590970266	0.000133572316868
B3gnt7	0.210066713792	0.935353535888	0.0586185398599	0.0258527673849	1.09156806756	0.157398109262	0.168716520396	-0.0616426504163	0.487896544486	0.000307895377022	1.29422778545	0.160387516386
B3gnt8	-0.767261363974	-0.807830156961	-0.0417208575787	0.473579045443	0.527982484799	0.539013237144	0.200630501206	-1.10988349778	-0.447488848399	1.18397463995	2.08452009149	-0.286688434863
B3gnt9	0.609519005559	1.00713671484	0.093923088243	0.215345570341	0.259488072429	0.542528016881	-0.689584314522	-1.05701832597	1.10815485008	-0.166967711003	1.57530491096	0.609716831689
B3gntl1	-0.463731021816	-0.699052119228	-0.492021352166	-0.608247633479	-0.901514450256	-0.608514796847	0.739277889033	2.76104318632	-0.547139595615	-0.187320788082	0.0863985191308	0.602343778113
B4galnt1	-0.092960730616	-0.171090220915	-0.0897776880757	-0.17105795329	-0.15490068639	-0.221580147796	0.465400990839	0.317927782691	0.0900668625921	0.0066636195776	0.414933239041	0.387089334365
B4galnt2	0.18086023492	-0.0221612889511	0.522851420311	0.429120713033	-0.128525801059	0.585857896973	0.0927284205084	0.0216840111281	0.741518517975	0.225098438234	1.829156981	0.317210288547
B4galnt3	-0.0317331188034	-0.0301638682435	-0.0411084758334	-0.0413225753625	0.0780867166435	-0.0308331015796	0.147045919209	-0.192585282934	0.501691275607	0.000639157999119	1.54424736547	-0.133077005648
B4galnt4	0.144138115995	-0.373236355093	0.739849439199	-0.335481677667	1.20810486294	-0.34506608463	-0.560336640839	-1.14227195777	-0.0904902071707	0.317817235334	-0.658429520188	-0.0211249721048
B4galt1	0.18588118495	0.281505857293	-0.165109584316	7.1958634184e-05	-0.122937411847	-0.119813811576	0.517072378433	0.989604448456	-0.162383642013	0.133939276858	-0.312774437496	-0.427788982566
B4galt2	0.0899712387483	-0.475746176071	-0.188385283807	-0.660240244221	-0.667282591753	-0.482011348991	-0.11195312806	0.01050358085	-0.459117542354	-0.214932719408	-0.838148541273	-0.603942342233
B4galt3	-0.400250229407	-0.357802630481	-0.448950882941	-0.260474443996	0.255830668906	-0.219814921458	0.457066531796	-0.0475076837278	0.147878989734	0.0222426940917	0.424849490612	-0.0593909265814
