Regulator	Target	Weight
Atf3	6330416g13rik	-0.25
Crem	6330416g13rik	-0.25
Egr1	6330416g13rik	-0.25
Zfp143	6330416g13rik	-0.25
E2f1	Abtb2	0.25
Foxa1	Abtb2	0.25
Gabpa	Abtb2	0.25
Taf1	Abtb2	0.25
Egr1	Ahsa1	-0.25
Hsf1	Ahsa1	-0.25
Smarcc2	Ahsa1	-0.25
Zfp143	Ahsa1	-0.25
E2f1	Antxr2	0.25
Foxa1	Antxr2	0.25
Gabpa	Antxr2	0.25
Sp4	Antxr2	0.25
Taf1	Antxr2	0.25
Yy1	Antxr2	0.25
Atf3	Atf3	-0.25
Egr1	Atf3	-0.25
Hsf1	Atf3	-0.25
Hsf2	Atf3	-0.25
Zfp143	Atf3	-0.25
Egr1	Atp13a2	-0.25
Smarcc2	Atp13a2	-0.25
Zfp143	Atp13a2	-0.25
Atf3	Banp	-0.25
Egr1	Banp	-0.25
Smarcc2	Banp	-0.25
Zfp143	Banp	-0.25
Atf3	Bcl6	-0.25
Hsf1	Bcl6	-0.25
Hsf2	Bcl6	-0.25
Zfp143	Bcl6	-0.25
E2f1	Bend3	0.25
Gabpa	Bend3	0.25
Sp4	Bend3	0.25
Taf1	Bend3	0.25
Yy1	Bend3	0.25
Foxa1	Capg	0.25
Gabpa	Capg	0.25
Sp4	Capg	0.25
Taf1	Capg	0.25
Yy1	Capg	0.25
Hsf1	Ccl2	-0.25
Hsf2	Ccl2	-0.25
Egr1	Ccl3	-0.25
Crem	Ccl4	-0.25
Foxa1	Cd14	0.25
Sp4	Cd14	0.25
Taf1	Cd14	0.25
Yy1	Cd14	0.25
Atf3	Cebpa	-0.25
Egr1	Cebpa	-0.25
Atf3	Chmp7	-0.25
Egr1	Chmp7	-0.25
Hsf1	Chordc1	-0.25
Hsf2	Chordc1	-0.25
Zfp143	Chordc1	-0.25
Egr1	Ciita	-0.25
E2f1	Cish	0.25
Foxa1	Cish	0.25
Gabpa	Cish	0.25
Sp4	Cish	0.25
Sp4	Clec7a	0.25
E2f1	Cnnm2	0.25
Sp4	Cnnm2	0.25
Taf1	Cnnm2	0.25
Yy1	Cnnm2	0.25
Atf3	Col4a2	-0.25
Crem	Col4a2	-0.25
Egr1	Col4a2	-0.25
Atf3	Dnajb1	-0.25
Egr1	Dnajb1	-0.25
Hsf1	Dnajb1	-0.25
Hsf2	Dnajb1	-0.25
Atf3	Dok2	-0.25
Egr1	Dok2	-0.25
Hsf1	Dok2	-0.25
Smarcc2	Dok2	-0.25
Zfp143	Dok2	-0.25
Atf3	Egr2	-0.25
Egr1	Egr2	-0.25
Smarcc2	Egr2	-0.25
Zfp143	Egr2	-0.25
E2f1	Exoc5	0.25
Gabpa	Exoc5	0.25
Sp4	Exoc5	0.25
Yy1	Exoc5	0.25
Atf3	Fkbp4	-0.25
Egr1	Fkbp4	-0.25
Smarcc2	Fkbp4	-0.25
Zfp143	Fkbp4	-0.25
Atf3	Fn1	-0.25
Crem	Fn1	-0.25
Egr1	Fn1	-0.25
Zfp143	Fn1	-0.25
E2f1	Foxo1	0.25
Foxa1	Foxo1	0.25
Gabpa	Foxo1	0.25
Sp4	Foxo1	0.25
Taf1	Foxo1	0.25
Yy1	Foxo1	0.25
Atf3	Gab1	-0.25
Taf1	Gda	0.25
Yy1	Gda	0.25
Foxa1	Gpr126	0.25
Gabpa	Gpr126	0.25
Sp4	Gpr126	0.25
Taf1	Gpr126	0.25
Yy1	Gpr126	0.25
Egr1	H2-k2	-0.25
Smarcc2	H2-k2	-0.25
Zfp143	H2-k2	-0.25
Atf3	Hip1	-0.25
Egr1	Hip1	-0.25
Hsf1	Hip1	-0.25
Hsf2	Hip1	-0.25
Smarcc2	Hip1	-0.25
Zfp143	Hip1	-0.25
Atf3	Hspa1a	-0.25
Crem	Hspa1a	-0.25
Egr1	Hspa1a	-0.25
Hsf1	Hspa1a	-0.25
Zfp143	Hspa1a	-0.25
Egr1	Hspa1b	-0.25
Hsf1	Hspa1b	-0.25
Atf3	Hspa4l	-0.25
Crem	Hspa4l	-0.25
Egr1	Hspa4l	-0.25
Zfp143	Hspa4l	-0.25
Atf3	Hspa8	-0.25
Egr1	Hspa8	-0.25
Hsf1	Hspa8	-0.25
Hsf2	Hspa8	-0.25
Zfp143	Hspa8	-0.25
Egr1	Hsph1	-0.25
Hsf1	Hsph1	-0.25
Hsf2	Hsph1	-0.25
Smarcc2	Hsph1	-0.25
Zfp143	Hsph1	-0.25
E2f1	Ica1l	0.25
Gabpa	Ica1l	0.25
Taf1	Ica1l	0.25
Yy1	Ica1l	0.25
Egr1	Ifit2	-0.25
Smarcc2	Ifit2	-0.25
Zfp143	Ifit2	-0.25
Atf3	Il16	-0.25
Egr1	Il16	-0.25
Hsf1	Il16	-0.25
Atf3	Kbtbd11	-0.25
E2f1	Lats2	0.25
Gabpa	Lats2	0.25
Sp4	Lats2	0.25
Taf1	Lats2	0.25
Yy1	Lats2	0.25
Atf3	Lifr	-0.25
Egr1	Lifr	-0.25
Zfp143	Lifr	-0.25
E2f1	Lphn2	0.25
Foxa1	Lphn2	0.25
Gabpa	Lphn2	0.25
