	Atf3	Bcl6	E2f1	Egr1	Egr2	Fos	Jun	Klf4
Cyth1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Cyth3	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Cytip	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Cyyr1	0	0	0	0	0	-0.5	0	0
D030028a08rik	0	0	0	0	0	0	0	0.5
D3bwg0562e	0	0	0	-0.5	0	0	0	0
D730005e14rik	-0.5	0	-0.5	-0.5	0	0	-0.5	0
D8ertd738e	1.0	0	0	0	0	0	0	0.5
D8ertd82e	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
D930020b18rik	0	0	0	0	0	0	0	0.5
Daam1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Dagla	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Daglb	0	0	0	0	0	0	0	0.5
Dak	0	0	0	0	0	0	0	0.5
Dcaf10	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Dchs1	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Dclk1	-0.5	0	0	0	0	-0.5	-0.5	0
Dclre1b	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Dcps	0	0	0	0	0	0	0	0.5
Dctn4	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Dcun1d3	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Ddhd1	0	0	0	0	0	0	0	0.5
Ddit3	0	0	0	0	0	0	0	0.5
Ddr1	0	0	0	0	0	0	0	0.5
Ddr2	-0.5	0	0	0	0	0	0	0
Ddx41	-0.5	0	0	-0.5	0	0	0	0
Ddx6	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Decr2	0	0	0	0	0	0	0	0.5
Dennd2a	0	0	0	-0.5	0	-0.5	0	-0.5
Dennd3	0	0	0	0	0	0	0	0.5
Dennd4a	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Depdc7	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Dfna5	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Dgka	0	0	0	-0.5	0	-0.5	0	0
Dgkb	0	0	0	0	0	0	-0.5	0
Dgkg	0	0	0	-0.5	0	-0.5	-0.5	0
Dgkh	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Dhcr7	0	0	0	0	0	0	0	0.5
Dhdds	0	0	0	0	0	0	0	0.5
Dhdh	0	0	0	0	0	0	0	0.5
Dhrs9	0	0	0	0	0	-0.5	-0.5	0
Dhx58	0	0	0	0	0	0	0	0.5
Diap1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Dimt1	0	0	-0.5	-0.5	0	0	0	0
Dirc2	0	0	0	0	0	0	0	0.5
Dis3l2	0	0	0	0	0	0	0	0.5
Dlc1	-0.5	0	0	0	0	0	0	0
Dld	0	0	-0.5	-0.5	0	0	-0.5	0
Dleu2	0	0	0	0	0	0	0	0.5
Dmpk	0	0	-0.5	-0.5	0	0	-0.5	-0.5
Dnajb1	0	0	0	0	0	0	0	0.5
Dnajc10	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Dnajc4	0	0	0	0	0	0	0	0.5
Dnase2a	0	0	0	0	0	0	0	0.5
Dnm1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Dnm3os	0	0	0	0	0	-0.5	0	0
Dnmt3a	0	0	0	0	0	0	0	0.5
Dock9	0	0	-0.5	0	0	-0.5	0	-0.5
Dpep2	0	0	0	0	0	0	0	-0.5
Dpy19l1	0	0	0	0	0	0	0	0.5
Dpysl5	0	0	0	-0.5	-0.5	0	0	-0.5
Dram1	0	0	0	0	0	0	0	0.5
Dscaml1	0	0	0	-0.5	0	-0.5	0	0
Dsel	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Dst	0	0	0	-0.5	0	-0.5	0	0
Dtd1	0	0	0	0	0	0	0	0.5
Dtnbp1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Dusp1	0	0	0	0	0	0	0	0.5
Dusp10	0	0	0	0	0	0	0	0.5
Dusp2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Dusp8	0	0	0	0	0	0	0	0.5
Dvl3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Dym	0	0	0	0	0	0	0	0.5
Dyrk2	0	0	0	0	0	0	0	0.5
E130112n10rik	0	0	0	-0.5	0	-0.5	0	-0.5
E230016k23rik	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
E2f1	0	0	0	0	0	0	0	0.5
E2f5	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
E330020d12rik	0	0	0	0	0	0	0	0.5
Eaf1	0	0	0	-0.5	0	0	0	0
Eaf2	0	0	0	0	0	0	0	0.5
Ears2	0	0	0	-0.5	-0.5	-0.5	0	0
Ebf3	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Ecm1	0	0	-0.5	0	0	-0.5	-0.5	0
Ecsit	0	0	0	0	0	0	0	0.5
Ect2l	0	0	0	0	0	-0.5	-0.5	0
Edc3	0	0	0	-0.5	-0.5	0	-0.5	-0.5
Edc4	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Edem2	0	0	0	0	0	0	0	0.5
Eea1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Eed	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Eef2k	0	0	0	0	0	0	0	0.5
Eepd1	0	0	0	0	0	0	0	0.5
Efhd1	0	0	-0.5	0	0	0	0	0
Efnb2	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Efr3b	0	0	0	-0.5	0	-0.5	0	0
Egfr	0	0	0	-0.5	0	0	0	0
Ehd1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ehd2	0	0	-0.5	-0.5	-0.5	0	-0.5	0
Ehd4	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Ehmt1	0	0	0	0	0	0	0	0.5
Ehmt2	0	0	0	0	0	0	0	0.5
Eif1a	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Elmo2	0	0	0	0	0	0	0	0.5
Elmod2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Emid1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Emilin2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Eml1	0	0	0	-0.5	-0.5	0	0	0
Emp2	0	0	0	-0.5	0	0	-0.5	-0.5
Emp3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Enah	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Endod1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Eno3	0	0	0	0	0	0	0	0.5
Enpp1	-0.5	0	0	-0.5	-0.5	0	0	0
Enpp3	0	0	0	0	0	-0.5	-0.5	0
Entpd1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Epas1	-0.5	0	0	-0.5	0	-0.5	0	-0.5
Epha7	0	0	0	-0.5	0	-0.5	0	-0.5
Ephb3	0	0	0	-0.5	-0.5	0	0	-0.5
Eps8	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Ept1	-0.5	0	0	-0.5	0	0	0	-0.5
Erg	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Ermap	0	0	0	0	0	0	0	0.5
Erp29	0	0	0	0	0	0	0	0.5
Erp44	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Esco1	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Esf1	0	0	0	-0.5	0	0	-0.5	0
Etaa1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Etnk2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Etv1	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Etv3	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Exoc5	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Exoc6	0	0	0	0	0	0	0	0.5
Exoc8	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Ext1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
F2r	0	0	-0.5	0	0	-0.5	-0.5	-0.5
F2rl2	0	0	0	0	0	0	-0.5	0
F8	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Fam102b	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Fam103a1	0	0	0	-0.5	-0.5	-0.5	0	0
Fam109b	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Fam114a1	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Fam117a	0	0	0	0	0	0	0	0.5
Fam117b	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Fam126a	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Fam126b	0	0	0	0	0	-0.5	0	0
Fam129b	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Fam129c	0	0	0	0	0	0	0	0.5
Fam134b	0	0	0	0	0	0	0	0.5
Fam134c	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Fam167a	0	0	0	-0.5	0	-0.5	-0.5	0
Fam173a	0	0	0	0	0	0	0	0.5
Fam179b	-0.5	0	0	-0.5	0	0	0	-0.5
Fam198b	0	0	0	-0.5	0	-0.5	0	-0.5
Fam20a	-0.5	0	0	0	0	-0.5	-0.5	0
Fam20b	0	0	-0.5	-0.5	-0.5	0	0	0
Fam20c	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Fam46c	0	0	0	0	0	0	0	0.5
Fam49a	0	0	0	0	0	0	0	0.5
Fam57a	-0.5	0	0	-0.5	0	-0.5	0	0
Fam60a	-0.5	0	-0.5	-0.5	0	0	0	0
Fam63a	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Fam64a	0	0	0	0	0	0	0	0.5
Fam71f2	0	0	0	0	0	0	0	0.5
Farp1	0	0	0	0	0	-0.5	-0.5	-0.5
Fas	-0.5	0	0	0	0	-0.5	0	-0.5
Fat4	0	0	-0.5	0	0	-0.5	0	-0.5
Fbn1	0	0	0	-0.5	0	0	0	0
Fbxl14	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Fbxl19	0	0	0	0	0	0	0	0.5
Fbxo11	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Fbxo21	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Fbxo3	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Fbxo30	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Fbxo32	0	0	0	0	0	0	0	0.5
Fbxo34	0	0	0	0	0	0	0	0.5
Fbxo45	-0.5	0	-0.5	-0.5	0	0	0	0
Fbxw4	0	0	0	0	0	0	0	0.5
Fcgr2b	0	0	0	-0.5	0	-0.5	-0.5	0
Fcgr3	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Fcho1	0	0	0	0	0	0	0	0.5
Fdft1	0	0	0	0	0	0	0	0.5
Fdxacb1	0	0	0	0	0	0	0	0.5
Fem1a	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Fem1b	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Fert2	-0.5	0	0	-0.5	-0.5	-0.5	0	0
Fgd1	0	0	0	0	0	0	0	0.5
Fgd3	0	0	0	0	0	0	0	0.5
Fgd6	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Fgf11	0	0	0	0	0	0	0	0.5
Fgf7	0	0	0	0	0	0	-0.5	0
Fgr	0	0	0	0	0	0	0	0.5
Fhl3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Filip1l	0	0	0	0	0	0	0	0.5
Fkbp11	0	0	0	-0.5	-0.5	0	0	0
Fkbp15	0	0	0	0	0	0	0	0.5
Fkbp5	0	0	0	0	0	0	0	0.5
Fli1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Flnc	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Flot2	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Flrt3	-0.5	0	0	0	0	0	-0.5	0
Flt1	0	0	-0.5	-0.5	0	0	0	-0.5
Fmnl1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Fmo5	0	0	0	0	0	0	0	0.5
Fn1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Fnbp1l	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Fndc3a	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Fndc5	0	0	0	0	0	0	0	0.5
Fnip2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Fnta	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Fos	0	0	0	0	0	0	0	0.5
Fosb	0	0	0	0	0	0	0	0.5
Foxm1	0	0	0	0	0	0	0	0.5
Foxn2	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Foxn3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Foxo1	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Frem1	0	0	0	0	0	0	-0.5	0
Frmd6	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Fscn2	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Fth1	0	0	0	0	0	0	0	0.5
Ftsj2	0	0	-0.5	0	0	0	0	0
Furin	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Fyco1	0	0	0	0	0	0	0	0.5
Fyn	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Fzd6	0	0	-0.5	0	0	0	0	-0.5
G6pdx	0	0	0	0	0	0	0	0.5
Gadd45a	0	0	-0.5	0	0	0	0	0
Gadd45b	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gadd45g	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Galk1	0	0	0	0	0	0	0	0.5
Gan	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gas7	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Gatm	-0.5	0	-0.5	0	0	0	0	0
Gatsl2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Gbgt1	0	0	0	0	0	0	0	0.5
Gcc1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Gcc2	0	0	0	-0.5	0	0	0	0
Gch1	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Gda	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Gfod1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gga2	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Ghr	-0.5	0	0	-0.5	-0.5	0	0	0
Gimap5	0	0	0	-0.5	0	-0.5	-0.5	0
Glcci1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Gli1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Glipr2	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Glis3	0	0	0	0	0	-0.5	-0.5	0
Glp2r	-0.5	0	0	0	0	0	0	0
Gls	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Glt25d1	0	0	0	0	0	0	0	0.5
Gm11696	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Gm12359	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Gm128	-0.5	0	0	-0.5	-0.5	0	-0.5	0
Gm13939	-0.5	0	0	-0.5	0	0	0	0
Gm14005	0	0	0	0	0	0	0	0.5
Gm14378	0	0	0	0	0	0	0	0.5
Gm15800	0	0	0	0	0	0	0	0.5
Gm16515	0	0	0	0	0	0	0	0.5
Gm614	0	0	0	0	0	0	0	0.5
Gmps	0	0	-0.5	-0.5	0	0	0	-0.5
Gna11	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Gna12	0	0	0	0	0	0	0	0.5
Gna13	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Gnai3	0	0	0	-0.5	0	0	0	0
Gnb4	0	0	0	0	0	0	0	-0.5
Gng12	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Golga7	-0.5	0	0	-0.5	-0.5	0	0	0
Golph3l	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Gorab	0	0	0	-0.5	0	-0.5	-0.5	0
Gp49a	0	0	0	0	-0.5	-0.5	-0.5	0
Gpbp1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Gpc1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Gpc3	0	0	0	0	0	0	0	-0.5
Gpc6	0	0	0	-0.5	0	-0.5	-0.5	0
Gpd1l	0	0	0	0	0	0	0	0.5
Gpd2	0	0	0	-0.5	0	-0.5	-0.5	0
Gpnmb	0	0	0	0	0	-0.5	-0.5	0
Gpr114	0	0	0	0	0	0	0	0.5
Gpr116	0	0	0	0	0	-0.5	0	0
Gpr126	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Gpr146	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Gpr152	0	0	0	0	0	0	0	0.5
Gpr153	-0.5	0	-0.5	-0.5	0	0	0	0
Gpr171	0	0	0	-0.5	0	-0.5	0	0
Gpr56	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gpr68	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Gpr84	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Gpr85	0	0	-0.5	-0.5	-0.5	-0.5	0	0
Gpr97	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Gpsm2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Gramd3	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Gramd4	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Grap2	0	0	0	-0.5	0	-0.5	-0.5	0
Grasp	0	0	0	0	0	0	0	0.5
Greb1l	0	0	0	-0.5	0	-0.5	-0.5	0
Grhl1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Grk5	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Grk6	0	0	0	0	0	0	0	0.5
Grrp1	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Gsdma	0	0	0	-0.5	-0.5	0	-0.5	0
Gse1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gsg1	0	0	0	0	0	0	0	0.5
Gspt1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Gstk1	0	0	0	0	0	0	0	0.5
Gstm1	0	0	0	-0.5	-0.5	0	0	-0.5
Gtf2e2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Gtf2i	0	0	0	0	0	0	0	0.5
Gtf2ird2	0	0	0	0	0	0	0	0.5
Gtf3c3	0	0	0	0	0	0	-0.5	0
Gtf3c4	0	0	0	0	-0.5	0	0	0
Gucy1a3	0	0	0	-0.5	0	0	0	0
Gusb	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Gxylt1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Gys1	0	0	0	0	0	0	0	0.5
H13	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
H2-dmb2	0	0	0	0	0	0	0	0.5
H2-eb2	-0.5	-1.0	0	0	0	-0.5	0	0
H2-ke6	0	0	0	0	0	0	0	0.5
H2-m3	0	0	0	0	0	0	0	0.5
H2-t23	0	0	0	0	0	0	0	0.5
H2-t24	0	0	0	0	0	0	0	0.5
H2afz	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Hagh	0	0	0	0	0	0	0	0.5
Hap1	0	0	0	0	0	0	0	0.5
Has1	0	0	0	-0.5	0	0	0	0
Haus8	0	0	0	0	0	0	0	0.5
Hc	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Hdac3	0	0	0	0	0	0	0	0.5
Heg1	-0.5	0	0	-0.5	-0.5	-0.5	0	-0.5
Hemk1	0	0	0	-0.5	-0.5	-0.5	0	-0.5
Hepacam2	0	0	0	-0.5	0	-0.5	0	0
Herc6	0	0	0	0	0	0	0	0.5
Herpud1	0	0	0	0	0	0	0	0.5
Hgf	0	0	0	0	0	0	0	-0.5
Hgfac	0	0	0	0	0	0	0	0.5
Hgsnat	0	0	0	0	0	0	0	0.5
Hhip	0	0	-0.5	0	0	0	0	0
Hiatl1	0	0	-0.5	0	-0.5	0	0	0
Hic1	0	0	0	0	0	0	0	0.5
Hic2	0	0	0	0	0	0	0	0.5
Hip1r	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Hlx	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Hmg20a	0	0	0	0	0	0	0	0.5
Homer2	0	0	0	0	0	-0.5	-0.5	0
Hook2	0	0	0	0	0	0	0	0.5
Hoxa1	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Hps1	0	0	0	0	0	0	0	0.5
Hps4	-0.5	0	-0.5	0	0	0	0	0
Hs1bp3	0	0	0	0	0	0	0	0.5
Hsf2	-0.5	0	-0.5	-0.5	0	0	0	0
Hsp90ab1	0	0	0	0	0	0	0	0.5
Hspa12a	0	0	0	-0.5	0	0	0	0
Hspa12b	0	0	0	-0.5	0	0	0	0
Hspa4l	0	0	0	0	0	0	0	0.5
Hspb7	0	0	0	-0.5	0	-0.5	0	-0.5
Hspb9	0	0	0	0	0	0	-0.5	0
Hspd1	0	0	0	0	0	0	0	0.5
Hspe1	0	0	0	0	0	0	0	0.5
Hspg2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Htr7	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Icam5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Id1	-0.5	0	-0.5	0	0	0	-0.5	0
Id2	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Id3	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Idi1	-0.5	0	-0.5	0	0	-0.5	-0.5	-0.5
Idua	0	0	0	0	0	0	0	0.5
Ier3	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Ier3ip1	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Ifi205	0	0	0	-0.5	-0.5	-0.5	0	0
Ifitm2	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ifnar1	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Ifnar2	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ifrd1	0	0	0	0	0	0	0	0.5
Ift57	0	0	0	0	0	0	0	0.5
Igdcc3	0	0	0	0	0	-0.5	0	0
Igf1r	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Igf2r	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Igfbp6	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Igfbp7	0	0	-0.5	-0.5	-0.5	0	-0.5	0
Iglon5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Igsf10	0	0	0	0	0	-0.5	-0.5	0
Igtp	0	0	0	0	0	0	0	0.5
Ikzf1	0	0	0	0	0	0	0	0.5
Il10rb	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Il12rb2	0	0	0	0	0	-0.5	0	0
Il16	0	0	0	0	0	0	0	0.5
Il17rd	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Il18r1	0	0	0	0	0	-0.5	-0.5	0
Il1r1	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Il1rap	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Il1rl1	0	0	0	0	0	0	-0.5	0
Il2	0	0	0	0	0	0	-0.5	0
Il23r	0	0	0	0	0	-0.5	-0.5	0
Il27	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Il2ra	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Il2rg	0	0	0	0	0	0	0	0.5
Il6ra	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Il7	0	0	0	-0.5	0	-0.5	0	0
Il7r	0	0	0	0	0	-0.5	-0.5	0
Impact	0	0	0	0	0	0	0	0.5
Inf2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ing1	0	0	0	0	0	0	0	0.5
Ing3	0	0	0	0	0	0	0	0.5
Ing5	0	0	0	0	0	0	0	0.5
Ino80	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Inpp5a	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Inpp5f	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Inppl1	0	0	0	0	0	0	0	0.5
Ints6	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Ipcef1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Ippk	-0.5	0	0	0	0	0	-0.5	0
Iqce	0	0	0	0	0	0	0	0.5
Iqgap2	0	0	0	0	0	0	0	0.5
Iqsec2	0	0	0	-0.5	0	-0.5	-0.5	0
Irak2	0	0	0	0	0	0	0	0.5
Irak3	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Ireb2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Irf1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Irf2bp2	0	0	0	0	0	0	0	0.5
Irf4	0	0	0	0	0	0	0	0.5
Irs1	-0.5	0	0	-0.5	-0.5	-0.5	0	0
Irs2	0	0	0	0	0	0	0	0.5
Itga1	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Itga3	-0.5	0	0	-0.5	0	0	-0.5	0
Itga5	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Itga6	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Itga9	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Itgal	0	0	0	-0.5	-0.5	0	0	0
Itgav	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Itgb5	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Itih5	-0.5	0	0	-0.5	0	0	0	-0.5
Itpkb	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Itpkc	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Itpripl1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Jag2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Jakmip1	0	0	0	0	0	0	0	0.5
Jmjd4	0	0	0	0	0	0	0	-0.5
Jmy	0	0	0	0	0	0	0	0.5
Jtb	-0.5	0	0	0	0	0	0	0
Kalrn	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0
Kat2a	0	0	0	0	0	0	0	0.5
Kcna3	-0.5	0	-0.5	-0.5	0	0	0	0
Kcnd1	0	0	0	0	0	0	0	0.5
Kcnd3	0	0	0	0	0	-0.5	-0.5	0
Kcnip3	0	0	0	0	0	0	0	0.5
Kcnj10	0	0	0	0	0	0	0	0.5
Kcnn1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Kcnn3	0	0	0	-0.5	-0.5	0	0	0
Kcnn4	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Kcnrg	0	0	0	0	0	0	0	0.5
Kcp	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Kctd11	0	0	0	-0.5	0	0	0	-0.5
Kctd12	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Kctd21	0	0	0	-0.5	0	-0.5	0	-0.5
