	Atf3	Bcl6	E2f1	Egr1	Egr2	Fos	Jun	Klf4
Rab12	-0.5	0	0	-0.5	0	0	0	0
Rab14	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rab18	0	0	0	-0.5	0	0	0	0
Rab20	0	0	0	0	0	0	0	0.5
Rab22a	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Rab24	0	0	0	0	0	0	0	0.5
Rab27a	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Rab35	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Rab3gap2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Rab8b	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rabgap1l	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rabgef1	0	0	0	0	0	0	0	0.5
Rabif	0	0	0	-0.5	-0.5	0	0	-0.5
Rac2	0	0	0	0	0	0	0	0.5
Rad52	-0.5	0	0	-0.5	0	-0.5	0	0
Rad9b	0	0	0	0	0	0	0	0.5
Rai14	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Rala	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Ramp3	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Ranbp10	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Rap1gap2	0	0	0	0	0	0	0	0.5
Rap2b	0	0	0	-0.5	-0.5	0	0	-0.5
Rapgef1	0	0	0	0	0	0	0	0.5
Rapgef2	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Rara	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rasa1	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Rasa2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rasa4	0	0	0	0	0	0	0	0.5
Rasal3	0	0	0	0	0	0	0	0.5
Rasd2	0	0	0	0	0	0	0	0.5
Rasgef1b	0	0	0	0	0	0	0	0.5
Rassf5	0	0	0	0	0	0	0	0.5
Rb1cc1	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rbm12	0	0	-0.5	-0.5	0	0	0	-0.5
Rbm18	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rbm27	0	0	-0.5	0	0	-0.5	-0.5	0
Rbm38	0	0	0	0	0	0	0	0.5
Rbm4b	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Rbm5	0	0	0	-0.5	0	0	0	0
Rc3h1	0	0	-0.5	-0.5	0	0	0	-0.5
Rc3h2	-0.5	0	0	-0.5	-0.5	0	0	0
Rcan1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Rcor3	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Rcsd1	0	0	0	0	0	0	0	0.5
Reck	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Reep3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Reep6	0	0	0	0	0	0	0	0.5
Rell1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Reps1	0	0	0	0	0	0	0	0.5
Rfc2	0	0	0	0	0	0	0	0.5
Rftn1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rfx5	0	0	0	0	0	0	0	0.5
Rgag4	-0.5	0	0	0	0	0	-0.5	-0.5
Rgl1	0	0	0	0	0	0	0	0.5
Rgp1	0	0	0	0	0	0	0	0.5
Rgs12	0	0	0	0	0	0	0	0.5
Rgs16	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rgs17	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Rgs19	0	0	0	0	0	0	0	0.5
Rgs9	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rgs9bp	0	0	0	0	0	0	0	0.5
Rhbdf2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Rhoc	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Rhof	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rhoj	-0.5	0	-0.5	0	0	-0.5	-0.5	0
Rhoq	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rhov	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Ric8	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Ric8b	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Rin1	0	0	0	0	0	0	0	0.5
Rinl	0	0	0	0	0	0	0	0.5
Riok3	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Ripk1	0	0	0	-0.5	0	-0.5	0	-0.5
Rit1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rnase4	0	0	0	-0.5	-0.5	0	0	0
Rnasel	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rnf113a2	0	0	0	0	0	0	0	0.5
Rnf157	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rnf169	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Rnf19b	0	0	0	0	0	0	0	0.5
Rnf217	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Rnf219	-0.5	0	0	-0.5	0	0	0	0
Rnf24	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Rnf34	0	0	0	0	0	0	0	0.5
Rnh1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Rnpep	0	0	0	0	0	0	0	0.5
Robo4	0	0	0	-0.5	-0.5	0	0	-0.5
Ropn1l	0	0	0	-0.5	-0.5	0	0	0
Rpa1	0	0	0	0	0	0	0	0.5
Rpia	0	0	0	0	0	0	0	0.5
Rprd2	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rps27l	-0.5	0	-0.5	-0.5	0	0	-0.5	0
Rps6ka1	0	0	0	0	0	0	0	0.5
Rps6ka5	0	0	0	0	0	0	0	0.5
Rras2	0	0	0	0	0	0	0	0.5
Rrbp1	0	0	0	0	0	0	0	0.5
Rreb1	0	0	0	0	0	0	0	0.5
Rrs1	0	0	0	-0.5	0	0	0	0
Rsad2	0	0	0	0	0	0	0	0.5
Rsbn1l	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Rsl1	0	0	0	-0.5	0	0	0	0
Rtn4	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rusc2	0	0	0	-0.5	-0.5	0	0	-0.5
Rwdd1	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Rxrb	0	0	0	0	0	0	0	0.5
Rybp	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Ryr1	0	0	0	0	0	0	0	0.5
S100a1	0	0	-0.5	-0.5	-0.5	0	0	-0.5
S100a10	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
S100a4	0	0	0	-0.5	0	-0.5	0	0
S1pr3	-0.5	0	0	-0.5	0	0	0	0
Sacm1l	-0.5	0	0	-0.5	0	0	0	-0.5
Samd1	0	0	0	0	0	0	0	0.5
Samd4	-0.5	0	0	0	0	-0.5	-0.5	0
Sarnp	0	0	-0.5	-0.5	0	0	0	0
Sash1	0	0	0	0	0	0	0	0.5
Sbk1	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Sbno2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Scd1	0	0	0	0	0	-0.5	-0.5	-0.5
Scin	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Scoc	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Scube2	0	0	0	-0.5	0	0	0	0
Sdc4	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Sdcbp2	-0.5	0	-0.5	0	0	0	-0.5	-0.5
Sdccag8	0	0	0	0	0	0	0	0.5
Sec23a	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sec24a	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Sele	0	0	-0.5	0	0	-0.5	-0.5	0
Selenbp1	0	0	0	0	0	0	0	0.5
Selp	0	0	0	0	0	-0.5	0	0
Sema4a	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Sema4d	0	0	0	0	0	0	0	0.5
Sema4f	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Sema6b	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Sema6d	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Senp8	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sepsecs	0	0	0	0	0	0	0	0.5
Sept9	0	0	0	0	0	0	0	0.5
Serpina3n	0	0	0	0	0	-0.5	-0.5	-0.5
Serpinb1b	0	0	0	0	0	0	0	0.5
Serpinb9	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Serpinf1	0	0	0	-0.5	0	0	0	0
Sertad2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Sestd1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Setd4	0	0	0	0	0	0	0	0.5
Sfmbt1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sgcd	0	0	0	-0.5	0	0	0	0
Sgms2	0	0	0	0	0	0	-0.5	0
Sgol1	-0.5	0	-0.5	-0.5	0	0	0	0
Sgtb	-0.5	0	0	-0.5	-0.5	0	0	-0.5
Sh2b2	0	0	0	0	0	0	0	0.5
Sh2d3c	0	0	0	0	0	0	0	0.5
Sh3bgrl	0	0	0	-0.5	0	0	0	0
Sh3bp2	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Sh3bp5	0	0	0	-0.5	0	0	-0.5	-0.5
Sh3bp5l	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sh3pxd2b	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Sh3tc1	0	0	0	-0.5	0	-0.5	-0.5	-0.5
Shank1	0	0	0	0	0	0	0	0.5
She	0	0	0	0	0	-0.5	-0.5	0
Shmt1	0	0	0	0	0	0	0	0.5
Siae	0	0	0	0	0	0	0	0.5
Sik1	0	0	0	0	0	0	0	0.5
Sik3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Sipa1	0	0	0	0	0	0	0	0.5
Sipa1l1	-0.5	0	-0.5	0	0	0	-0.5	0
Sipa1l2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Sirpa	0	0	0	0	0	0	0	0.5
Sirt1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sirt5	0	0	0	0	0	0	0	0.5
Skp2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Slamf1	0	0	0	0	0	-0.5	0	0
Slc10a1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Slc11a2	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Slc12a2	0	0	-0.5	-0.5	0	0	0	0
Slc12a3	0	0	0	0	0	0	0	0.5
Slc12a5	0	0	-0.5	0	0	0	0	0
Slc12a6	0	0	0	0	0	0	0	0.5
Slc12a7	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Slc16a1	-0.5	0	0	-0.5	-0.5	0	0	0
Slc16a3	-0.5	0	-0.5	0	0	0	0	-0.5
Slc22a15	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Slc22a18	0	0	0	0	0	-0.5	-0.5	-0.5
Slc22a21	-0.5	0	0	-0.5	0	0	0	-0.5
Slc24a1	1.0	0	0	0	0	0	0	0.5
Slc24a3	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Slc25a11	0	0	0	0	0	0	0	0.5
Slc25a22	0	0	0	0	0	0	0	0.5
Slc25a24	0	0	0	0	0	-0.5	-0.5	-0.5
Slc25a33	0	0	0	0	0	0	0	0.5
Slc25a37	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Slc25a45	0	0	0	0	0	0	0	0.5
Slc26a2	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Slc27a1	0	0	0	0	0	0	0	0.5
Slc27a3	0	0	0	0	-0.5	0	0	0
Slc29a1	0	0	0	0	0	0	0	0.5
Slc30a1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Slc30a7	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Slc31a2	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Slc32a1	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Slc33a1	0	0	-0.5	-0.5	0	-0.5	0	0
Slc35d1	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Slc35f5	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Slc36a3	0	0	0	0	0	0	0	0.5
Slc37a3	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Slc39a1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Slc39a14	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Slc41a2	0	0	0	-0.5	0	-0.5	0	0
Slc44a2	0	0	0	0	0	0	0	0.5
Slc4a11	0	0	0	-0.5	-0.5	0	0	-0.5
Slc6a6	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Slc9a6	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Slfn10-ps	0	0	0	-0.5	0	-0.5	-0.5	0
Slfn2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Slfnl1	0	0	0	0	0	-0.5	-0.5	0
Slit3	0	0	0	-0.5	0	0	0	0
Smad3	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Smchd1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Smek1	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Smek2	0	0	-0.5	-0.5	0	0	-0.5	0
Smg6	0	0	0	0	0	0	0	0.5
Smndc1	-0.5	0	0	-0.5	0	0	0	-0.5
Smox	-0.5	0	-0.5	-0.5	0	0	0	0
Smpd2	0	0	0	0	0	0	0	0.5
Smpdl3a	0	0	0	0	0	0	0	0.5
Smpdl3b	0	0	0	0	0	0	0	0.5
Smyd1	0	0	0	0	0	0	0	0.5
Snora52	0	0	0	0	0	0	0	0.5
Snord2	0	0	-0.5	0	0	0	0	0
Snord58b	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Snord72	0	0	0	-0.5	0	0	0	0
Snph	-0.5	0	0	0	0	0	-0.5	0
Snrnp27	0	0	0	0	0	0	0	0.5
Sntb2	-0.5	0	-0.5	0	0	-0.5	-0.5	-0.5
Snx14	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Snx22	0	0	0	0	0	0	0	0.5
Snx24	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Snx8	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	-0.5
Soat1	0	0	0	0	0	0	0	0.5
Socs1	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Socs2	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Socs3	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Socs6	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Socs7	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Sorbs3	0	0	0	-0.5	-0.5	0	-0.5	0
Sox15	0	0	0	0	0	0	0	0.5
Sox8	0	0	0	0	0	0	0	0.5
Sp140	0	0	0	-0.5	-0.5	-0.5	-0.5	0
Sp3	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Spag9	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Spata13	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Spata6	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5
Specc1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Sphk1	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5
Spint2	0	0	0	0	0	0	0	0.5
Spire1	0	0	0	0	0	0	0	0.5
Spn	0	0	0	0	0	0	-0.5	0
Spns3	0	0	0	0	0	0	0	0.5
Spred1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Spry2	0	0	-0.5	-0.5	0	0	0	0
Spry4	-0.5	0	0	-0.5	0	-0.5	0	0
Spryd3	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Srbd1	0	0	0	0	0	0	0	0.5
Srsf2	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Srxn1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Ss18l1	0	0	0	0	0	0	0	0.5
Ssbp2	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Ssh1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Sstr4	0	0	0	0	0	0	-0.5	0
St3gal6	0	0	0	0	0	-0.5	-0.5	0
St6gal1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Stam	0	0	-0.5	-0.5	0	0	0	0
Stam2	0	0	-0.5	-0.5	0	0	0	0
Stard13	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Stat3	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Stat4	-0.5	0	0	-0.5	0	-0.5	0	-0.5
Stat5a	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Steap3	0	0	0	-0.5	0	-0.5	0	0
Stim2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Stk40	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Stoml2	0	0	0	0	0	0	0	0.5
Ston2	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	0
Stox2	-0.5	0	0	-0.5	0	0	-0.5	0
Strbp	0	0	0	0	0	0	0	0.5
Stx11	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Stx12	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Stx2	0	0	0	0	0	0	0	0.5
Stxbp1	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Stxbp6	0	0	-0.5	-0.5	-0.5	0	-0.5	0
Sub1	0	0	-0.5	0	0	-0.5	0	-0.5
Suclg2	0	0	0	0	0	0	0	0.5
Sulf1	0	0	0	0	0	-0.5	-0.5	0
Sulf2	0	0	0	0	0	0	0	0.5
Sun1	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Sv2b	0	0	0	-0.5	0	-0.5	-0.5	0
Svep1	0	0	0	0	0	-0.5	-0.5	0
Syn1	-0.5	0	-0.5	0	0	-0.5	-0.5	0
Syncrip	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Synj2	0	0	-0.5	-0.5	0	-0.5	-0.5	0
Synpo2	0	0	0	-0.5	-0.5	0	0	0
Sypl	0	0	0	-0.5	-0.5	-0.5	0	0
Syt7	0	0	-0.5	-0.5	0	0	0	0
Tab3	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Tada1	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Taf4b	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Taf6	0	0	0	0	0	0	0	0.5
Taf6l	0	0	0	0	0	0	0	0.5
Tal1	-0.5	0	0	-0.5	0	0	0	0
Taldo1	0	0	0	0	0	0	0	0.5
Taok1	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Taok3	0	0	0	0	0	0	0	0.5
Tatdn3	0	0	0	0	0	0	0	0.5
Tax1bp3	0	0	0	0	0	0	0	0.5
Tbc1d12	0	0	-0.5	-0.5	0	-0.5	0	0
Tbc1d13	0	0	0	0	0	0	0	0.5
Tbc1d14	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tbc1d22a	0	0	0	0	0	0	0	0.5
Tbc1d25	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Tbc1d2b	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Tbc1d30	0	0	0	0	0	0	0	0.5
Tbc1d4	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Tbp	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Tcf7l2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tcirg1	0	0	0	0	0	0	0	0.5
Tctex1d4	0	0	0	0	0	0	0	0.5
Tctn3	0	0	0	0	0	0	0	0.5
Tdp2	0	0	-0.5	-0.5	0	0	0	0
Tead1	0	0	0	-0.5	0	-0.5	-0.5	0
Tenc1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Tes	-0.5	0	-0.5	0	0	-0.5	-0.5	-0.5
Tet2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Tfip11	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tgfb1i1	0	0	-0.5	-0.5	0	0	0	-0.5
Tgfbi	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tgfbr3	-0.5	0	0	0	0	0	0	0
Tgif2	0	0	0	0	0	0	0	0.5
Tgm2	0	0	0	0	0	0	0	0.5
Tgm3	0	0	0	0	0	-0.5	-0.5	0
Thap3	0	0	0	0	0	0	0	0.5
Thbs1	0	0	0	-0.5	-0.5	-0.5	0	0
Thbs3	0	0	-0.5	-0.5	0	0	0	0
Thy1	0	0	0	0	0	0	0	0.5
Tiam1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tiam2	0	0	0	-0.5	0	-0.5	0	0
Tigit	0	0	0	-0.5	0	-0.5	-0.5	0
Timm10	0	0	0	0	0	0	0	0.5
Timm22	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Timp1	0	0	0	0	0	-0.5	-0.5	0
Timp2	0	0	-0.5	-0.5	0	0	-0.5	0
Tirap	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Tjp2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Tk2	0	0	0	0	0	0	0	0.5
Tle1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tle3	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Tlk2	0	0	0	-0.5	0	0	0	0
Tln2	0	0	0	0	0	0	-0.5	0
Tlr4	0	0	0	-0.5	0	-0.5	-0.5	0
Tm4sf19	0	0	0	-0.5	0	0	0	0
Tmc6	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Tmc8	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Tmed5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Tmem106a	0	0	0	0	0	0	0	0.5
Tmem119	0	0	0	0	0	-0.5	-0.5	0
Tmem127	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Tmem131	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tmem134	0	0	0	0	0	0	0	0.5
Tmem150a	-0.5	0	-0.5	-0.5	0	-0.5	0	-0.5
Tmem164	0	0	0	0	0	0	0	0.5
Tmem167	0	0	-0.5	-0.5	0	0	0	0
Tmem168	0	0	-0.5	-0.5	0	0	0	-0.5
Tmem194	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0
Tmem2	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tmem231	0	0	0	0	0	0	0	0.5
Tmem38b	0	0	0	0	0	0	0	0.5
Tmem50b	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tmem62	0	0	0	-0.5	-0.5	-0.5	0	0
Tmem65	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tmem80	0	0	0	0	0	0	0	0.5
Tmem88b	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Tmem95	0	0	0	-0.5	0	0	0	-0.5
Tmtc1	0	0	0	-0.5	0	0	0	0
Tmtc3	-0.5	0	-0.5	-0.5	0	-0.5	0	0
Tnfaip1	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0
Tnfaip2	0	0	0	0	0	0	0	0.5
Tnfaip3	0	0	0	0	0	0	0	0.5
Tnfaip6	0	0	0	0	0	-0.5	0	0
Tnfaip8	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tnfaip8l2	0	0	-0.5	0	0	0	0	-0.5
Tnfrsf26	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tnfrsf9	0	0	0	-0.5	0	-0.5	-0.5	0
Tnfsf14	0	0	0	0	0	-0.5	-0.5	0
Tnip2	0	0	-0.5	-0.5	-0.5	-0.5	0	-0.5
Tnip3	0	0	0	0	0	-0.5	-0.5	0
Tnpo2	0	0	0	0	0	0	0	0.5
Tnrc6a	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tns1	-0.5	0	0	-0.5	0	-0.5	-0.5	0
Tnxb	0	0	0	0	0	-0.5	0	0
Tom1	0	0	0	0	0	0	0	0.5
Tom1l2	-0.5	0	-0.5	-0.5	-0.5	0	0	-0.5
Top1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Tox	0	0	0	-0.5	0	0	0	0
Tox2	0	0	0	-0.5	0	-0.5	-0.5	0
Tpbg	0	0	0	0	0	-0.5	-0.5	0
Tpcn1	0	0	0	0	0	0	0	0.5
Tpmt	0	0	0	0	0	0	0	0.5
Tpp1	0	0	0	0	0	0	0	0.5
Tppp	0	0	-0.5	-0.5	0	0	0	-0.5
Tppp3	0	0	0	-0.5	0	0	0	-0.5
Tpst1	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Traf1	-0.5	0	0	-0.5	-0.5	-0.5	-0.5	-0.5
Trak2	0	0	-0.5	-0.5	0	0	0	-0.5
Tram1	-0.5	0	-0.5	-0.5	-0.5	0	0	0
Trappc5	0	0	0	0	0	0	0	0.5
Treh	0	0	0	-0.5	0	0	0	-0.5
Trex1	0	0	-0.5	-0.5	0	0	0	0
Trib3	0	0	0	0	0	0	0	0.5
Trim14	0	0	0	0	0	0	0	0.5
Trim23	0	0	0	-0.5	-0.5	0	0	0
Trim35	0	0	0	-0.5	0	0	0	0
Trim46	0	0	-0.5	-0.5	0	0	0	0
Trim47	0	0	-0.5	-0.5	-0.5	0	0	-0.5
Trim8	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Trio	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Trip13	0	0	0	0	0	0	0	0.5
Trmt11	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Trpm2	0	0	0	0	0	0	0	0.5
Trps1	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	0
Trpv2	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Tsc1	-0.5	0	-0.5	-0.5	0	0	0	0
Tsga10	0	0	-0.5	-0.5	0	0	-0.5	-0.5
Tssc4	0	0	0	-0.5	0	0	0	0
Ttbk2	0	0	-0.5	0	-0.5	0	0	-0.5
Ttc21b	0	0	0	0	0	0	0	0.5
Ttc39b	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Ttc39c	-0.5	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
Ttf2	0	0	0	0	0	0	0	0.5
Ttl	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Tubb5	0	0	0	0	0	0	0	0.5
Tulp3	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tulp4	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	0
Twf1	-0.5	0	0	-0.5	0	0	0	-0.5
Twsg1	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Txnrd1	-0.5	0	-0.5	-0.5	0	-0.5	-0.5	-0.5
Tymp	0	0	0	-0.5	0	-0.5	0	0
