	Atf3	Egr1	Egr3	Fos	Fosb	Hic1	Irf1	Irf2	Irf7	Irf8	Jun	Jund	Klf4	Maz	Myc	Nfya	Stat1	Stat2	Zbtb7b
Arfip2	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0.5
Arhgap10	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Arhgap11a	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0
Arhgap15	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0
Arhgap19	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap21	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Arhgap22	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Arhgap23	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Arhgap24	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Arhgap25	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5
Arhgap26	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Arhgap27	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Arhgap28	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5
Arhgap29	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Arhgap30	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Arhgap32	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0
Arhgap39	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5
Arhgap4	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Arhgap9	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Arhgef10l	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Arhgef17	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Arhgef26	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Arhgef3	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5
Arhgef5	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Arid1a	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5
Arid3a	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Arid3b	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5
Arid4a	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Arid4b	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Arid5a	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5
Arih1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5
Arl1	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Arl10	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5
Arl11	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Arl2bp	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Arl5a	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Arl8a	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Arl8b	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Arl9	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0
Arntl	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Arpc3	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Arpc4	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5
Arpp19	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Arrb2	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Arrdc1	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5
Asah2	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Asap2	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Asb2	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asf1a	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Asf1b	0	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0
Asgr2	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0
Asnsd1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asph	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Aspm	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Asxl1	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Atad2	0	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5
Atat1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Atf3	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Atf6b	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0.5
Atf7	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Atg4d	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Atic	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5
Atm	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Atp10d	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0
Atp13a2	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Atp1a3	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Atp1b1	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Atp1b3	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Atp2b4	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0
Atp5e	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5
Atp5g2	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Atp5j2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Atp5k	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Atp6v0a2	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0
Atp6v1a	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Atp6v1b2	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Atp6v1c1	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Atp6v1h	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5
Atp8b1	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Atp8b4	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Atxn7l1	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Au019823	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Au019990	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0.5	0.5	0
Au040320	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Aurka	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Aurkb	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Aw011738	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Aw112010	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
B3gnt5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5
B3gntl1	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
B430306n03rik	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galnt1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt4	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0
B4galt5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
B9d2	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Bach1	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Bag2	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Bag5	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Bahd1	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Bank1	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Bard1	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0
Barx2	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0
Basp1	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Batf3	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5
Baz1a	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Bbc3	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5
Bbs5	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0
Bc005537	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Bc005561	-0.5	-0.5	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Bc016579	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Bc017643	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Bc020402	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Bc027231	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5
Bc029214	0	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0
Bc030336	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Bc035044	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5
Bc037034	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Bc052040	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bc064078	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0
Bcam	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Bcar1	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Bcar3	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Bckdha	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Bcl11a	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0.5
Bcl2	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0.5
Bcl2l1	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Bcl2l11	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Bcl2l14	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl3	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Bcl6b	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Bcl7a	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Bcl9	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	0.5
Bcorl1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Bdp1	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Bend3	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Bend4	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Bet1l	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Bhlhe41	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Bin3	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Birc3	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Birc5	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Bivm	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Blcap	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Blnk	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blzf1	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Bmf	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Bmp1	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0.5
Bmp6	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Bmp8a	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Bnc2	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Bola1	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Bphl	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5
Braf	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Brca1	0	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0.5
Bri3bp	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Brip1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0
Brix1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Bscl2	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Bst2	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Btbd10	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0
Btbd7	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Btg2	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5
Btrc	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Bub1	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Bub1b	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5
Bzrap1	0	-0.5	-0.5	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
C1qtnf3	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
C2cd2	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5
C2cd3	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
C530005a16rik	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
C77080	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Cab39	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5
Cacna1s	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Cacna2d1	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Cacybp	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Cadm1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Cadm3	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Cald1	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Calhm2	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Calm2	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Calml4	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0
Camkk1	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Camkk2	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0
Cand2	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Cant1	0	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5
Capg	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Capn2	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Capn7	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5
Capsl	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Car13	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Card11	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Card6	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Card9	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
Cars	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Cars2	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Casc1	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Casc5	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Casp2	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Casp3	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5
Casp7	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0.5
Casp9	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Casr	0	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Casz1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Cav1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Cav2	-0.5	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Cbfa2t3	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Cbr2	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Cbx3	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0.5	0	0.5
Cbx4	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Cbx8	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Ccbl2	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5
Ccdc101	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Ccdc117	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5	0	0	0	0	0
Ccdc12	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Ccdc134	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Ccdc141	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc146	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Ccdc163	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Ccdc18	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5
Ccdc28b	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Ccdc34	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Ccdc50	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0.5
Ccdc53	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5
Ccdc57	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Ccdc6	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Ccdc62	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Ccdc69	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0.5	0
Ccdc73	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc80	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc85b	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Ccdc88b	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5
Ccdc91	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
