	Bclaf1	Cebpa	Cebpb	E2f1	E2f4	Egr1	Egr2	Elf1	Elf2	Elk1	Elk3	Elk4	Erf	Ets1	Etv1	Etv3	Etv5	Etv6	Fli1	Fos	Foxp1	Gabpa	Hsf1	Hsf2	Irf1	Irf3	Irf4	Irf7	Irf8	Irf9	Klf16	Klf7	Nfe2l2	Nfya	Nfyb	Nfyc	Nrf1	Pbx1	Pbx3	Plagl1	Rest	Rfx5	Setdb1	Smarcc2	Sp1	Sp2	Sp3	Sp4	Spdef	Srf	Stat1	Stat2	Stat3	Tbp	Thap1	Ybx1	Yy1
Rnf169	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25
Rnf217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Rpp38	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0
Rpusd2	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Rsad2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0
Rundc1	-0.25	0	0	-0.58	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25
Rundc3b	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ryr1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Satb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Scin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sdr42e1	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0
Sema7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Serpinb2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Serpinb6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Serpinb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sestd1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Setbp1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfmbt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sgsm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sh2d4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sh3gl1	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25
Shank1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Siglecg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sipa1l2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a3	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Slc22a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Slc24a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Slc25a45	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25
Slc29a1	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25
Slc39a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Slc41a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Slc5a6	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25
Slc7a1	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a11	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Smyd5	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25
Sorbs1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag7	-0.25	0	0	-0.58	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25
Spag9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Spata13	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Spry2	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srek1ip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	-0.25
Srgn	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sspo	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0
Stard8	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0
Stat4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Sult2b1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	-0.25	-0.25
Tbc1d10c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tbc1d4	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tes	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tex14	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tex2	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Thap11	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25
Tifab	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0
Tigit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tmed5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tmem231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Tmem51	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0
Tnf	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	0	0
Tnfaip8l2	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0
Tnip3	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Trim14	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25
Trim21	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0
Trim34a	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0
Trim65	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.25
Trmt12	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25
Trnau1ap	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25
Tstd2	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0
Ttc39a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Ttc5	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0
Txnrd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Uck2	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Upp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Usf1	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Usp18	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0
Usp21	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25
Utp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Vangl2	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25
Vit	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Xcr1	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Yod1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Zbtb45	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.25
Zc3h12d	-0.25	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0
Zcchc17	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25
Zeb1	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Zfp251	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25
Zfp276	-0.25	0	0	-0.58	-0.25	-0.58	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25
Zfp526	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0
Zfp821	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp839	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25
