	Ar	Ets2	Etv3	Gata3	Gtf3a	Hes1	Hey1	Irf4	Klf4	Klf5	Klf7	Klf8	Klf9	Maff	Maz	Mecom	Mxd1	Mxd4	Mynn	Nfe2	Nfkbiz	Nr3c1	Nr3c2	Nr4a1	Pou2f2	Pou5f2	Prdm16	Prdm9	Rxrg	Sp6	Stat1	Trps1	Zbtb21	Zbtb38	Zfp1	Zfp131	Zfp148	Zfp182	Zfp317	Zfp41	Zfp438	Zfp462	Zfp827	Zfp92
Ankmy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd13b	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd13d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd6	0	1.0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	1.0	0	0	0	0	3.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Ano10	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32b	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antxr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa2	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s1	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Ap1s3	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3s1	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apaf1	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apc	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec2	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7e	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aprt	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Ar	0	1.0	1.0	2.0	1.0	1.0	1.0	0	0	0	0	0	0	0.5	0	0	0.5	1.0	1.0	1.0	0	0	0	0	2.0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arap3	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Areg	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap15	1.0	1.0	1.0	6.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arhgap20	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap21	0	0	0	-4.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap26	0	0	0	-5.0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap31	0	-1.0	-1.0	-4.0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-2.0	-1.0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0
Arhgap4	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap5	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap9	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arhgef1	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef10	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef10l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef12	0	1.0	1.0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arhgef6	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	1.0	0	1.0	1.0	0	3.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arhgef9	0	1.0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Arid5a	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl15	0	1.0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl16	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl5a	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Armc7	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsk	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art2b	0	1.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art4	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asah1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asap1	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb2	0	1.0	1.0	6.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc1	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asns	0	0	0	0	0	0	0	-1.0	-3.0	-3.0	-3.0	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asph	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asxl2	1.0	1.0	1.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf5	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg2a	0	0	0	0	0	0	0	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	-5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg4c	0	1.0	1.0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atic	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atl3	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atn1	0	0	0	5.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atp10a	0	0	0	-5.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp10d	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a1	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b1	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b4	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Atp6v0a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0d2	0	-1.0	-1.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g2	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atp6v1g3	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp8a1	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atp8a2	0	1.0	1.0	5.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atrx	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn1	0	1.0	1.0	4.0	1.0	1.0	1.0	0	0	0	0	0	0	0.5	0	0	0.5	1.0	1.0	1.0	0	0	0	0	3.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Atxn10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auts2	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0
Avpi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-3.0	-1.0	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Aw011738	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
B230118h07rik	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	1.0	0	0	0	0	3.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
B3galt2	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	2.0	1.0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
B3galt4	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
B3galt5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galnt1	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0
B4galnt4	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt1	0	0	0	5.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
B4galt4	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
B4galt5	0	0	0	-1.0	0	0	0	-1.0	-3.0	-3.0	-3.0	-3.0	-3.0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-3.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
B4galt6	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach2	0	0	0	-5.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2l1	0	0	0	0	0	0	0	-1.0	-3.0	-3.0	-3.0	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap3	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bak1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basp1	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bbs9	1.0	1.0	1.0	4.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bbx	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bc022687	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bc030336	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bc035044	0	0	0	-2.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bc048403	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bc053393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcas1	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bcl11b	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl6	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	-1.0	-3.0	-1.0	-1.0	0	-1.0	-3.0	-1.0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0
Bcl9	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bdh1	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bend4	0	0	0	-1.0	0	0	0	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0
Bet1l	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Bhlhe40	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Bivm	0	1.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blk	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bmp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Bmp7	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
Bmpr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bri3bp	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brpf1	0	0	0	-1.0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
