	Bach2	Bcl11b	Bcl6	Cebpg	Dmrta1	Egr2	Elf4	Eomes	Esr1	Esrra	Ets2	Foxc1	Foxj1	Foxm1	Foxo1	Glis3	Gtf3a	Irf4	Irf5	Irf7	Irf8	Jdp2	Klf12	Klf2	Klf5	Klf8	Lef1	Max	Mef2c	Mef2d	Meis3	Nr4a2	Pparg	Prdm1	Relb	Sox8	Stat3	Stat4	Stat5a	Stat5b	Tada2b	Tbx21	Tcf7	Trp53	Zbtb16	Zfhx3	Zfp287	Zfp553	Zfp57	Zfp606	Zfp646	Zfp768	Zfp827
1110007c09rik	0	0	0	0	0	0	0	0	1.0	1.0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008f13rik	0	0	0	0	0	1.0	1.0	0	0	0	1.5	0	0	0	0	1.0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
1600014c10rik	0	-0.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.0	-3.5	-3.5	-7.0	-7.0	0	0	0	0	0	0	-1.0	0	0	0	-2.0	-1.0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
1700001c19rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
1700001l05rik	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
1700008j07rik	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012b07rik	-1.0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025g04rik	1.0	0.5	0	0	0	1.0	2.0	2.0	0	0	2.0	0	0	0	1.0	0	0	3.5	3.5	7.0	7.0	1.0	1.0	1.0	0.5	1.0	2.0	0	0	0	0	1.0	0	1.0	0	0.5	3.0	3.0	3.0	3.0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0
1810011h11rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0
2010016i18rik	1.0	0	0	0	0	0	1.0	0	1.0	1.0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	1.0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
2010300c02rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310011j03rik	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310014l17rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310015a10rik	0	-0.5	0	-2.0	0	-2.0	-2.0	-3.0	0	0	-1.0	-1.0	-3.0	-1.0	-1.0	0	-1.0	-2.0	-2.0	-4.0	-4.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	-3.0	0	0	-0.5	-1.0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
2410131k14rik	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610018g03rik	1.0	0.5	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610020h08rik	0	0.5	0	0	0	1.0	1.0	0	0	0	2.0	0	0	0	1.0	0	2.0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	2.0	2.0	2.0	2.0	0	0	0	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
2610035d17rik	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
2610318n02rik	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700086a05rik	-1.0	-0.5	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
2700099c18rik	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810025m15rik	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810474o19rik	-2.0	0	0	0	0	0	-1.0	0	0	0	-1.0	-2.0	-2.0	0	-2.0	0	-1.0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	-1.0	-1.0	-1.0	-2.0	0	-1.0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
2900005j15rik	0	0	0	-2.0	0	0	0	0	0	0	-0.5	0	0	0	0	-2.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
2900026a02rik	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0	3.0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
3110070m22rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4632428n05rik	1.0	0	0	0	0	1.0	3.0	0	0	0	2.5	0	0	0	0	1.0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0.5	1.0	1.0	1.0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
4833422c13rik	-1.0	-0.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
4921524j17rik	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	4.0	4.0	8.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930404i05rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930412o13rik	0	0	-1.0	0	0	0	0	0	-2.0	-2.0	0	0	0	0	0	-2.0	-1.0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
4930417o13rik	0	0	0	0	0	1.0	0	3.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	0	0	0	0	0	0	0	0
4930486l24rik	0	0	0	0	0	2.0	1.0	1.0	0	0	1.5	0	0	0	0	0	1.0	2.0	2.0	4.0	4.0	0	2.0	2.0	1.0	2.0	0	0	0.5	1.0	0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	0	1.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
4930503l19rik	0	0	0	-2.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523c07rik	-2.0	-0.5	0	0	-0.5	-1.0	-1.0	0	0	0	-2.0	0	-2.0	0	-3.0	0	-1.0	-4.0	-4.0	-8.0	-8.0	0	0	0	0	0	-3.0	0	0	0	0	0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	-1.5	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
4930550c14rik	-1.0	-0.5	-1.0	0	0	-1.0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	-1.0	-1.0	-2.0	-2.0	-1.0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
4930562f07rik	0	0	0	0	0	-1.0	-1.0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930592i03rik	0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930594c11rik	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	-3.5	-3.5	-7.0	-7.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	-3.0	-3.0	-3.0	-3.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0
4931406p16rik	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
4932438h23rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933426m11rik	-3.0	0	0	0	0	0	-1.0	-3.0	0	0	-2.5	-2.0	-3.0	0	-1.0	0	-1.0	-3.5	-3.5	-7.0	-7.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-3.0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
4933431e20rik	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
5330426p16rik	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430417l22rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0
5430421n21rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730508b09rik	0	0.5	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	2.0	0.5	0	0	0	0	0	0	0	0	0	0
5830416p10rik	1.0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	0	1.0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	3.0	3.0	3.0	3.0	1.0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
6330403a02rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
6430531b16rik	-2.0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
8430419l09rik	-2.0	0	-1.0	0	0	-1.0	-2.0	-3.0	-2.0	-2.0	-2.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
8430427h17rik	0	0	0	0	0	0	0	0	0	0	-0.5	0	-2.0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030617o03rik	0	0.5	0	0	0	2.0	2.0	2.0	0	0	2.5	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.0	1.0	1.0	0	0.5	1.0	1.0	1.0	1.0	0	2.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
9030624j02rik	0	-0.5	0	-2.0	0	0	-1.0	0	-1.0	-1.0	-1.5	0	-2.0	0	-1.0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	-0.5	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130011e15rik	0	0	0	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130023h24rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
9430008c03rik	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430083a17rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630033h20rik	0	0	0	0	0	0	2.0	0	0	0	2.0	1.0	0	0	0	0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
A630072m18rik	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
A930007i19rik	1.0	0.5	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0.5	1.0	0	3.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
A930011g23rik	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb4	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb9	1.0	0	0	0	0	0	1.0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	1.0	1.0	0.5	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg1	1.0	0	0	0	0	0	0	0	1.0	1.0	0.5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg2	0	0	0	0	0	1.0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Abcg3	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-2.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Abhd14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd2	0	0	0	0	0	0	-2.0	0	0	0	-2.5	-1.0	-1.0	0	-3.0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Abi2	0	-0.5	0	0	0	0	-2.0	0	0	0	-1.5	-2.0	-3.0	-1.0	-3.0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi3	0	0	-1.0	0	0	-1.0	0	0	0	0	-1.5	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi3bp	0	-0.5	0	0	0	-1.0	-2.0	0	0	0	-2.0	0	-3.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abtb2	2.0	0.5	0	0	0	0	0	0	1.0	1.0	1.5	0	0	0	1.0	0	1.0	3.5	3.5	7.0	7.0	0	0	0	0	0	1.0	1.0	0.5	1.0	3.0	1.0	0.5	1.0	0	0	3.0	3.0	3.0	3.0	1.0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Acaa2	0	-0.5	0	0	0	-1.0	-2.0	0	0	0	-2.0	0	0	0	0	0	-2.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-4.0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	-2.0	0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Acap2	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-2.0	0	0	0	-2.0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot11	-1.0	-0.5	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	-1.0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot7	-1.0	0	0	0	0	-1.0	-1.0	0	-1.0	-1.0	-2.0	-1.0	-1.0	0	-1.0	-1.0	-2.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-2.0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Acot9	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acoxl	1.0	0	0	0	0	2.0	1.0	2.0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	2.0	1.0	0	0	0	2.0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Acp5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsf2	-1.0	0	0	0	0	-1.0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acss1	1.0	0.5	0	0	0	1.0	1.0	0	0	0	1.5	1.0	0	0	1.0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0.5	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Acss2	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Actg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Actn1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Actr1a	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Acyp2	0	0	0	0	0	-1.0	-1.0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam8	-2.0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts14	3.0	0.5	0	0	0	2.0	2.0	0	1.0	1.0	2.5	0	0	0	0	0	1.0	4.0	4.0	8.0	8.0	1.0	3.0	3.0	1.5	3.0	2.0	1.0	0.5	1.0	0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	1.0	0	1.0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Adamts7	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl4	0	0	-1.0	-1.0	0	-1.0	-1.0	0	0	0	-1.5	0	-1.0	0	-3.0	0	-2.0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	-1.0	0	-0.5	-1.0	0	0	-0.5	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	-0.5	-2.0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
