	Bach2	Bcl11b	Bcl6	Cebpg	Dmrta1	Egr2	Elf4	Eomes	Esr1	Esrra	Ets2	Foxc1	Foxj1	Foxm1	Foxo1	Glis3	Gtf3a	Irf4	Irf5	Irf7	Irf8	Jdp2	Klf12	Klf2	Klf5	Klf8	Lef1	Max	Mef2c	Mef2d	Meis3	Nr4a2	Pparg	Prdm1	Relb	Sox8	Stat3	Stat4	Stat5a	Stat5b	Tada2b	Tbx21	Tcf7	Trp53	Zbtb16	Zfhx3	Zfp287	Zfp553	Zfp57	Zfp606	Zfp646	Zfp768	Zfp827
Kcnj8	2.0	0.5	0	0	0	2.0	3.0	3.0	0	0	2.0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	1.0	3.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Kcnk1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk10	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	3.0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Kcnk5	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Kcnma1	-1.0	-0.5	0	0	0	-1.0	-2.0	0	0	0	-2.0	0	0	0	0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	3.0	0.5	0	0	0	2.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	4.0	4.0	8.0	8.0	0	0	0	0	0	1.0	1.0	0.5	1.0	2.0	0	1.0	1.0	0	0.5	3.0	3.0	3.0	3.0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0
Kctd11	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdelc2	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Kdm2b	0	0	0	0	0	2.0	1.0	0	0	0	2.0	0	0	0	0	0	0	2.5	2.5	5.0	5.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	1.0	0.5	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4d	0	0.5	0	0	0	0	2.0	0	0	0	1.5	1.0	0	0	0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0
Kidins220	0	0	0	0	0	-1.0	-2.0	-1.0	0	0	-2.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Kif13a	-1.0	0	0	0	0	0	-1.0	0	0	0	-2.0	0	0	0	-1.0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Kif20b	-2.0	-0.5	0	0	0	0	0	0	0	0	0	-2.0	-3.0	0	-3.0	0	0	-0.5	-0.5	-1.0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Kif3a	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	-1.0	-2.0	-1.0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifc3	0	0	0	0	0	0	1.0	3.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0
Klc4	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf12	0	0	0	0	0	1.0	2.0	0	0	0	2.0	0	0	0	0	0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf2	1.0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	0	0	-1.0	0	0	-1.0	0	-3.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0
Klf8	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	2.0	2.0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Klhdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0.5	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klhl25	0	0	0	0	0	0	1.0	0	1.0	1.0	2.0	0	0	0	0	0	1.0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klhl4	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klhl6	1.0	0.5	0	0	0	1.0	3.0	0	0	0	2.5	1.0	0	0	0	0	0	3.0	3.0	6.0	6.0	1.0	0	0	0	0	1.0	0	0	0	3.0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Klra18	1.0	0	0	0	0	0	1.0	0	0	0	1.5	0	0	0	0	0	1.0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	1.0	0	0.5	1.0	1.0	1.0	1.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klra3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra5	2.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klra7	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra9	1.0	0	0	0	0	0	1.0	0	0	0	1.5	0	0	0	0	0	1.0	3.0	3.0	6.0	6.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	1.0	0	0.5	1.0	1.0	1.0	1.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klrb1a	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klrb1c	0	0	0	0	0	1.0	0	3.0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	2.0	2.0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	3.0	0.5	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Klrc1	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Klrc2	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	1.0	0.5	1.0	0	0	0.5	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Klrc3	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	1.0	0.5	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrd1	0	0.5	0	0	0	1.0	1.0	0	0	0	1.5	1.0	0	0	0	0	2.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Klre1	0	0.5	0	0	0	1.0	1.0	1.0	0	0	1.5	1.0	0	0	0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Klri1	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klri2	2.0	0.5	0	0	0	1.0	0	0	0	0	0.5	0	0	0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0.5	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Klrk1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	4.0	4.0	8.0	8.0	0	0	0	0	0	0	0	0.5	1.0	0	1.0	0	1.0	0	0.5	2.0	2.0	2.0	2.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Kntc1	-1.0	0	0	0	-0.5	0	-1.0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krit1	0	-0.5	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	-1.0	0	0	0	0	0	-0.5	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0
Ktn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
L1cam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lag3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laptm5	0	0	0	0	0	2.0	1.0	0	0	0	2.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0
Large	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lat2	2.0	0.5	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	3.0	1.5	3.0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lats2	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	2.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lck	1.0	0	0	0	0	1.0	2.0	2.0	1.0	1.0	2.5	0	0	0	1.0	0	2.0	0.5	0.5	1.0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	2.0	1.0	1.0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Lclat1	-1.0	-0.5	0	0	0	-1.0	-1.0	0	0	0	-3.0	-1.0	0	0	0	0	-2.0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	-1.0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Lcmt1	-1.0	-0.5	0	0	0	0	0	0	0	0	0	-2.0	0	0	-1.0	0	0	-4.0	-4.0	-8.0	-8.0	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	-3.0	-3.0	-3.0	-3.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Lcn4	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcp2	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Ldlr	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Ldlrap1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Lef1	3.0	0.5	0	0	0	1.0	3.0	0	1.0	1.0	2.0	1.0	0	0	1.0	0	0	3.5	3.5	7.0	7.0	1.0	1.0	1.0	0.5	1.0	2.0	1.0	0	0	0	0	0.5	1.0	0	0	3.0	3.0	3.0	3.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0
Lemd3	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lfng	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lgals1	0	0	0	0	0	1.0	3.0	0	0	0	2.0	0	0	0	0	1.0	0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals3	2.0	0	0	0	0	1.0	2.0	0	1.0	1.0	2.5	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	1.0	2.0	1.0	1.0	0	0	0	2.0	0	1.0	0	0.5	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Lgals9	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	-3.0	-3.0	-6.0	-6.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	-3.0	-3.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Lhfpl2	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	1.0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhpp	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Lif	0	0	0	0	0	0	-1.0	0	-2.0	-2.0	-0.5	0	0	0	-1.0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilrb4	0	0	0	0	0	1.0	1.0	0	0	0	0.5	0	0	0	0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lime1	0	0.5	0	0	0	1.0	1.0	3.0	1.0	1.0	2.0	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	3.0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Litaf	2.0	0.5	0	0	0	1.0	2.0	3.0	1.0	1.0	2.5	1.0	0	0	0	0	1.0	3.5	3.5	7.0	7.0	1.0	4.0	4.0	2.0	4.0	0	1.0	0.5	1.0	1.0	3.0	1.0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	3.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lmbr1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	3.5	3.5	7.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	1.0	0	0	0	0	0	2.0	3.0	0	0	1.5	0	0	0	1.0	0	2.0	3.5	3.5	7.0	7.0	0	1.0	1.0	0.5	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	3.0	3.0	3.0	3.0	0	3.0	0.5	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Lmo4	-2.0	0	0	-2.0	-1.0	-2.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	-1.0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Lmtk3	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lnx2	3.0	0.5	0	0	0	0	2.0	0	0	0	2.0	0	0	0	0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	0	0	0	0	0.5	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Loh12cr1	0	-0.5	0	0	0	-2.0	-2.0	0	0	0	-2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Loxl3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lpar5	0	0.5	0	0	0	0	3.0	0	1.0	1.0	2.5	0	0	0	0	0	1.0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Lpcat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat4	0	0	0	0	0	1.0	2.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lphn2	3.0	0.5	0	0	0	1.0	2.0	3.0	0	0	2.0	0	0	0	1.0	0	0	1.0	1.0	2.0	2.0	1.0	0	0	0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0
Lpin1	0	0	0	0	0	1.0	2.0	0	0	0	2.0	1.0	0	0	1.0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Lpin2	-3.0	-0.5	0	0	0	-1.0	-1.0	0	-2.0	-2.0	-0.5	-1.0	-3.0	0	-2.0	-2.0	-1.0	-3.0	-3.0	-6.0	-6.0	-1.0	0	0	0	0	-2.0	-1.0	-0.5	-1.0	0	0	0	-1.0	-1.0	0	-3.0	-3.0	-3.0	-3.0	-1.0	0	-1.0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Lrch1	0	0	0	0	0	-1.0	-1.0	0	0	0	-0.5	0	0	0	-1.0	0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig1	0	0	0	-1.0	0	-1.0	-2.0	-3.0	0	0	-2.0	0	0	0	0	0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0
Lrmp	0	0.5	0	0	0	1.0	2.0	0	1.0	1.0	2.5	1.0	0	0	0	1.0	0	2.5	2.5	5.0	5.0	0	1.0	1.0	0.5	1.0	0	1.0	0.5	1.0	0	3.0	1.0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp5	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	0	0.5	0	0	0	1.0	1.0	0	1.0	1.0	0.5	0	0	0	0	0	0	3.0	3.0	6.0	6.0	1.0	0	0	0	0	0	1.0	0	0	2.0	0	0	1.0	0	0	3.0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc52	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8b	0	0	0	0	0	0	0	0	0	0	0	-2.0	-3.0	-1.0	-3.0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8c	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	3.0	3.0	6.0	6.0	1.0	0	0	0	0	1.0	1.0	0.5	1.0	2.0	0	0	1.0	0	0	3.0	3.0	3.0	3.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
