	Ahr	Ahrr	Ar	Arnt	Arnt2	Arntl2	Atf3	Bach1	Barhl1	Batf2	Bcl6b	Casz1	Cebpd	Creb3l4	Creb5	Crem	Dbp	Ebf1	Ebf2	Ebf3	Elf1	Epas1	Erg	Esr1	Ets2	Fos	Fosb	Foxa1	Foxc1	Foxc2	Foxf1	Foxf2	Foxo1	Foxo3	Foxp1	Foxp2	Gata2	Gata6	Gli1	Gli2	Gli3	Glis1	Glis3	Hes1	Hey1	Hey2	Heyl	Hic1	Hic2	Hif3a	Hinfp	Hlf	Hnf1b	Hoxa2	Hoxa3	Hoxa5	Hoxb5	Hoxb6	Hoxc6	Hoxc8	Hoxd8	Hsf5	Irf4	Klf12	Klf3	Klf4	Klf5	Klf8	Klf9	Maf	Mef2c	Meis1	Meis2	Meox2	Mitf	Mxi1	Mycn	Nfe2	Nfil3	Nkx2-3	Nr1d1	Nr1d2	Nr1i3	Nr2f2	Nr3c1	Nr3c2	Osr1	Pax5	Pax6	Pbx1	Peg3	Plagl1	Pou4f1	Pou5f2	Prdm14	Prdm5	Prdm9	Rfx2	Rora	Rorc	Six5	Smad1	Sox13	Sox15	Sox17	Sox18	Sox4	Sox6	Sox8	Sox9	Sp6	Spib	Stat4	Stat5b	Tbx2	Tbx3	Tcf4	Tcf7l1	Tcf7l2	Tef	Tfcp2l1	Thra	Thrb	Tox	Tox2	Trps1	Vdr	Zbtb16	Zbtb46	Zbtb49	Zfp105	Zfp112	Zfp37	Zfp449	Zfp462	Zfp467	Zfp516	Zfp57	Zfp629	Zfp647	Zfp667	Zfp691	Zfp697	Zfp768	Zfp92
Lrrc36	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5
Lrrc49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	3.0	0	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8c	0	0	0	0	0	0	0	-0.5	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-4.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8d	0	0	3.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0.5	0	0	0	0	0	0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn2	0	0	0	0	0	0	0	0	0	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	2.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0.5	3.0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	3.0	1.0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5
Lrrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm10	0	0	-0.5	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb4r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luzp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	6.0	6.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	4.5	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lynx1	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	0	3.0	3.0	3.0
Lysmd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	-0.5	-0.5
Macrod2	0	0	0	0	0	0	1.5	0	0	0	0	4.5	0	0	0	0	0	0	0	0	1.5	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4.5	4.5	4.5	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	4.5	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5
Maf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3.5	3.5	0	0	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maged2	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.5	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	1.5	1.5	0	0	1.5	3.0	3.0	0	0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	0	3.0	3.0	3.0
Mageh1	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	3.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	9.0	9.0	9.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5
Magi1	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	1.5	1.5	1.5	0.5	0	3.0	0	3.0	0	0	0	1.5	1.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	3.0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0.5	0.5	0	1.5	1.5	0	0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	0	3.0	3.0	3.0
Magi3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maml3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	-0.5	-0.5
Man1a	0	0	1.5	0	0	0	0	0	1.5	1.5	1.5	9.0	0	0	0	0	0	0	0	0	0.5	0	3.0	0.5	3.0	1.5	1.5	0	1.5	1.5	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	9.0	0	0	0	9.0	9.0	9.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	1.5	1.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	9.0	0	9.0	0	9.0	9.0	9.0	0	9.0	9.0	9.0	1.5	9.0	9.0	9.0	9.0	0	9.0	9.0	9.0
Map3k1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k5	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0.5	0	3.0	0	3.0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	4.5	4.5	4.5	4.5	4.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5
March3	0	0	4.0	0	0	0	0	0	0	0	0.5	3.5	0	0.5	0	1.5	0	0	0	0	0.5	0	2.0	0.5	1.0	0	0	3.0	3.0	3.0	0	0	1.5	1.5	0	0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	1.5	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	1.5	0	1.5	3.5	1.5	0	0	3.5	3.5	3.5	1.5	1.5	1.5	0.5	0	0	1.5	0	0	3.0	0	3.5	4.5	4.5	1.5	3.5	3.5	0	0	1.5	1.5	1.5	0	0	1.5	1.5	0	0	3.5	0	4.0	0	3.5	3.5	3.5	0	3.5	4.0	3.5	0	3.5	3.5	3.5	3.5	0.5	3.5	4.0	4.0
Marveld3	0	0	0	0	0	0	0	0	0	0	1.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.5	1.5	4.5	0	0	1.5	4.5	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	1.5	1.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5
Mast4	0	0	0	0	0	0	0	0	0	0.5	0	3.5	0.5	0	0	0	0	0	0	0	1.0	0	2.5	0.5	0.5	2.0	2.0	4.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.0	0	0	0	0	0	0	0	0	0	3.0	1.5	0.5	0	0	0	0.5	1.5	0	0	3.5	0	0	0	3.5	3.5	3.5	0	1.5	1.5	0.5	0	0	0	0	0	0	0	0	0	0.5	1.5	0.5	0.5	0	0	1.5	6.0	6.0	0	0	3.0	3.0	0	0	3.5	1.0	5.5	0	3.5	3.5	3.5	0	3.5	5.5	3.5	0.5	3.5	3.5	3.5	3.5	2.0	3.5	5.5	5.5
Matn2	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mavs	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	0	0	1.5	0	0	0	1.5	0	0	0	0	4.5	1.5	0	0	0	0	0	0	0	0	0	3.0	0	3.0	1.5	1.5	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	9.0	9.0	9.0	9.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	4.5	0	0	0	4.5	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	4.5	0	4.5	1.5	4.5	4.5	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5
Mboat7	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5	-2.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcc	0	0	0	0	0	0	0	1.5	0	0	0	4.5	0	0	0	0	0	0	0	0	1.5	0	4.5	0	4.5	0	0	0	1.5	1.5	0	0	0	0	0	0	3.5	3.5	0	0	0	0	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0	0	1.5	1.5	0	0	0	0	0	1.5	0	0	4.5	0	0	0	4.5	4.5	4.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	4.5	1.5	4.5	4.5	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5
Mdfic	0	0	-0.5	0	0	0	0	-1.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	-3.0	-1.0	-1.0	0	0	0	0	-1.5	-1.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.5	0	0	0	0	0	-0.5	-1.5	0	0	0	0	0	0	-0.5	-0.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-2.0	-2.0	0	0	-0.5	-0.5	0	0	-0.5	-0.5	0	0	-1.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdn1	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	3.0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	0	3.0	3.0	3.0
Me1	0	0	1.5	0.5	0.5	0.5	3.0	3.0	0	0	0	4.5	0	0	0	0	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	6.0	6.0	6.0	6.0	0	0	0	0	0	0	0	1.5	3.0	0	0	1.5	1.5	0	0	1.5	1.5	0	0	0	0	4.5	0	0	0	4.5	4.5	4.5	0	3.0	0	0	0	0	0	1.5	1.5	0	0	0	0	10.5	0	3.0	3.0	0	0	0	1.5	1.5	0	0	0	0	0	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	1.5	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5
Med13	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	3.0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	0	0	1.5	1.5	0	0	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5
Med20	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5
