	Ar	Ascl4	Batf3	Bmyc	E2f2	E2f7	E2f8	Egr2	Egr3	Elk3	Erg	Gtf3a	Hey1	Hlf	Hsf4	Irf4	Irf8	Klf10	Klf12	Lef1	Maz	Mlx	Mycn	Mzf1	Nfic	Nfil3	Nfkbia	Nfkbid	Nfkbil1	Nfyb	Nr1d1	Nr1i2	Nr4a1	Pbx2	Pparg	Rara	Rarg	Rbpj	Rorc	Runx2	Snai3	Sox9	Tbx21	Tfap4	Tfeb	Thap3	Thap4	Thra	Vdr	Zbtb14	Zbtb16	Zbtb32	Zbtb37	Zbtb7b	Zfp1	Zfp143	Zfp287	Zfp296	Zfp3	Zfp41	Zfp426	Zfp462	Zfp64	Zfp691	Zfp768	Zfp775	Zfp92	Zscan10
S1pr2	0	0	0	-0.5	-0.5	-0.5	-0.5	-1.0	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
S1pr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sac3d1	0	0	0	0	0	0	0	1.5	1.5	0	0	4.5	0	0	0	0	3.0	9.0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	4.5	3.0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Sae1	0	0	1.5	0	0	0	0	1.5	1.5	0	0	3.0	0	0	0	0	1.5	3.0	0	0	0	0	0	3.0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	3.0	1.5	1.5	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Samd1	0	0	0	0	4.5	4.5	4.5	6.0	6.0	0	0	3.0	0	0	0	0	1.5	3.0	0	1.5	1.5	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	3.0	0	1.5	1.5	3.0	3.0	1.5	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Samd10	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd14	0	0	0	0	0	0	0	-3.0	-3.0	-9.0	0	-1.5	0	0	0	0	-1.5	-9.0	0	0	-1.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	-1.5	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Samhd1	0	0	0	0	3.0	3.0	3.0	1.5	1.5	0	0	1.5	0	0	0	0	8.0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Sash3	0	0	0	1.5	0	0	0	3.0	3.0	0	0	3.0	0	0	0	0	3.0	0	0	1.5	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	3.0	0	0	0	1.5	0	0	0	0	0	3.0	0	1.5	1.5	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Sbk1	0	0	1.5	0	4.5	4.5	4.5	3.0	3.0	3.0	0	4.5	0	0	4.5	0	1.5	1.5	0	1.5	0	0	0	4.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	4.5	0	0	0	1.5	4.5	0	4.5	1.5	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Scd1	0	0	0	0	-3.0	-3.0	-3.0	-3.0	-3.0	0	0	-4.5	0	0	-0.5	0	-1.5	0	0	0	0	0	0	-4.5	0	0	0	0	0	-3.0	0	0	0	-1.5	0	-3.0	-3.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-4.5	0	0	0	0	-4.5	0	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Scn1b	0	0	0	1.5	4.5	4.5	4.5	4.5	4.5	0	0	6.0	0	0	0	0	3.0	1.5	0	1.5	1.5	0	0	6.0	0	0	0	0	0	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	3.0	6.0	1.5	6.0	1.5	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
Scn4a	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	-3.0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Scpep1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Sdc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Sdk2	0	0	0	0	-1.5	-1.5	-1.5	-3.0	-3.0	0	0	-1.5	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	-2.0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sec14l1	0	0	0	-1.5	-6.0	-6.0	-6.0	-6.0	-6.0	-1.5	0	-4.5	0	0	0	0	-1.5	-4.5	0	-1.5	-3.0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.5	0	0	0	-3.0	-4.5	0	-4.5	-0.5	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Sec22c	0	0	0	0	0	0	0	0	0	3.0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Sema4a	0	0	0	0	0	0	0	6.0	6.0	0	0	6.5	0	0	0	0	1.5	1.5	0	3.0	0	0	0	6.5	0	0	0	0	0	3.0	0	1.5	0	0	0	4.5	4.5	0	0	0	0	0	0	1.5	0	0	0	0	0	6.5	0	0	0	0	6.5	3.0	6.5	0	6.5	6.5	6.5	0	6.5	0	0	6.5	0	6.5
Sema4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4d	0	1.5	1.5	0	0	0	0	1.5	1.5	7.5	0	9.0	0	0	0	0	3.0	9.0	0	1.5	1.5	1.5	0	9.0	6.0	0	0	0	0	0	0	1.5	0	1.5	0	3.0	3.0	0	0	3.0	0	0	1.5	1.5	1.5	0	0	0	0	9.0	0	0	0	1.5	9.0	3.0	9.0	1.5	9.0	9.0	9.0	0	9.0	0	0	9.0	0	9.0
Sema4f	0	0	0	3.0	0	0	0	0	0	1.5	0	3.0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Sema7a	0	0	1.5	0	4.5	4.5	4.5	3.0	3.0	1.5	0	6.0	0	0	3.0	0	3.0	3.0	0	3.0	1.5	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	1.5	0	0	0	0	0	0	6.0	0	0	0	3.0	6.0	0	6.0	1.5	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
Senp8	0	0	0	1.5	3.0	3.0	3.0	4.5	4.5	0	0	4.5	0	0	0	0	1.5	7.5	0	0	1.5	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	3.0	4.5	3.0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Sept11	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Sept4	0	-1.5	0	0	-3.0	-3.0	-3.0	-1.5	-1.5	-9.0	0	-3.0	0	0	0	0	-3.0	-9.0	0	0	-1.5	0	0	-3.0	0	0	0	0	0	-1.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	-1.5	-3.0	-1.5	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Sept8	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept9	0	0	1.5	3.0	1.5	1.5	1.5	6.0	6.0	7.5	0	7.5	0	0	0	0	3.0	4.5	0	4.5	3.0	0	0	7.5	1.5	0	0	0	0	0	0	1.5	3.0	1.5	1.5	4.5	4.5	0	0	1.5	0	0	1.5	1.5	0	1.5	1.5	0	0	7.5	0	0	0	3.0	7.5	3.0	7.5	0	7.5	7.5	7.5	0	7.5	0	0	7.5	0	7.5
Serinc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1a	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9b	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	3.0	1.5	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	1.5	0	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Serpine1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Set	0	0	0	1.5	6.0	6.0	6.0	3.0	3.0	0	0	4.5	0	0	0	0	1.5	9.0	0	1.5	1.5	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	4.5	0	1.5	1.5	3.0	4.5	1.5	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Setbp1	0	0	0	0	0	0	0	-3.0	-3.0	0	0	-1.5	0	0	0	0	0	0	0	-0.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sfmbt1	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sfmbt2	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Sgip1	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgms1	0	0	0	1.5	0	0	0	1.5	1.5	3.0	0	3.5	0	0	0	0	1.5	5.5	0	1.5	1.5	0	0	3.5	0	0	0	0	0	0	0	1.5	0	0	0	1.5	1.5	0	0	4.5	0	0	0	0	6.0	0	0	0	0	3.5	0	0	0	0	3.5	0	3.5	1.5	3.5	3.5	3.5	0	3.5	0	0	3.5	0	3.5
Sgol2	0	0	1.5	0	0	0	0	0	0	1.5	0	1.5	0	0	3.0	0	1.5	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Sh2b3	0	0	0	-3.0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	-3.0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-1.5	-1.5	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sh2d3c	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	9.0	0	3.0	0	0	1.5	0	1.5	1.5	0	1.5	1.5	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	0	3.0	1.5	3.0	1.5	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Sh3bgrl3	0	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	1.5	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Sh3bp1	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	1.5	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Sh3bp2	0	0	1.5	0	0	0	0	4.5	4.5	0	0	4.5	0	0	0	0	6.5	4.5	0	0	1.5	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	0	3.0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	1.5	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Sh3bp5l	0	0	0	-1.5	0	0	0	0	0	-9.0	0	0	0	0	0	0	-3.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3pxd2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Shf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigirr	0	0	0	1.5	0	0	0	6.0	6.0	0	0	3.0	0	0	1.5	0	1.5	4.5	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	1.5	3.0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Siglecg	0	0	0	-1.5	0	0	0	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	-1.5	0	-0.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	-0.5	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sipa1	0	0	0	0	4.5	4.5	4.5	3.0	3.0	3.0	0	4.5	0	0	0	0	1.5	6.0	0	0	0	0	0	4.5	0	0	1.5	1.5	1.5	0	0	3.0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	1.5	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
Sipa1l1	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.0	0	0	0	0	0	0	0	0	-0.5	0	-1.5	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Sirt4	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	0	0	0	0	0	0	0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-0.5	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	-1.0
Sirt6	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	3.0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Six5	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	-1.5	0	-3.0	0	0	0	0	-1.5	-6.0	0	0	-1.5	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-3.0	0	0	0	-3.0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Slain1	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
Slamf7	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a8	0	0	0	-1.5	0	0	0	0	0	0	0	-5.0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	-5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	-5.0	0	0	0	0	-5.0	-3.0	-5.0	0	-5.0	-5.0	-5.0	0	-5.0	0	0	-5.0	0	-5.0
Slc16a13	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	-4.5	0	-0.5	0	0	0	-1.5	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	-3.0	0	-3.0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Slc16a3	0	0	0	1.5	1.5	1.5	1.5	0	0	0	0	3.0	0	0	0	0	0	9.0	0	1.5	1.5	0	0	3.0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Slc16a5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Slc16a6	0	0	0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-1.5	0	-7.5	0	0	-0.5	0	-1.5	-4.5	0	0	-1.5	0	0	-7.5	0	0	0	0	0	0	0	-1.5	0	0	0	-3.5	-3.5	0	0	0	0	0	0	0	0	0	0	0	0	-7.5	0	0	0	-1.5	-7.5	-1.5	-7.5	0	-7.5	-7.5	-7.5	0	-7.5	0	0	-7.5	0	-7.5
Slc17a6	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Slc22a15	0	0	0	0	0	0	0	-0.5	-0.5	0	2.0	-1.5	0	0	0	0	0	0	0	0	0	0	1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Slc23a2	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Slc24a3	0	-1.5	0	-1.5	-3.0	-3.0	-3.0	-3.0	-3.0	-4.5	0	-4.5	0	0	0	0	-0.5	0	0	-2.0	-1.5	0	0	-4.5	-1.5	0	-1.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	0	0	0	-3.0	0	0	-1.5	-1.5	0	0	0	0	0	-4.5	0	-1.0	-1.0	-3.0	-4.5	-1.5	-4.5	-0.5	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Slc25a18	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a24	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0
Slc25a26	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	-2.0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Slc25a29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a1	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc29a2	0	0	0	0	-4.5	-4.5	-4.5	-1.5	-1.5	0	0	-1.5	0	0	0	0	-1.5	0	0	0	-1.5	0	0	-1.5	0	0	0	0	0	0	0	0	0	-1.5	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	-1.5	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Slc29a3	0	0	1.5	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a1	0	0	1.5	0	0	0	0	1.5	1.5	0	0	5.0	0	0	0	0	1.5	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	5.0	0	0	0	0	5.0	0	5.0	1.5	5.0	5.0	5.0	0	5.0	0	0	5.0	0	5.0
Slc30a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
