	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Ly6e	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ly75	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0
Ly86	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Lyl1	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Lyve1	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Lyz1	0	0	0	0	0	0	0	0	0	0.5	0
Macrod1	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Mad2l1	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Madd	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Mafg	0	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Mafk	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Maged1	0	0	0	0	0	0	0	0	0	0.5	0
Magi1	0	0	0	0	0	0	0	0	0.5	0	0
Magi3	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Malt1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Mamdc2	0	0	0	0.5	0	0.5	0	0	0	0.5	0
Mamld1	0	0	0	0	0	0.5	0	0	0	1.5	0
Mansc1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Map2k3	0	0.5	0	0.5	0	0.5	0	0	0	0	0
Map2k4	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0
Map2k6	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Map3k12	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Map3k14	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Map3k15	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0
Map3k3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Map3k6	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0
Map3k8	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Map4k1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Map4k2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Map4k3	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Map4k4	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Mapk11	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Mapk14	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mapk1ip1	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mapk6	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Mapk8ip3	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Mapkap1	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Mapkapk3	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
March1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
March7	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Marcks	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Marcksl1	0	0	0	0	0	0.5	0	0	0	0.5	0
Mark3	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Mast3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mast4	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Mavs	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Maz	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mbd4	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Mbd5	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mbip	0	0	0	0	0	0	0	0	0.5	0	0
Mbnl2	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Mbnl3	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Mcc	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0
Mccc2	0	0	0	0	0	0	0	0	0	-0.5	0
Mcf2l	0	0	0	0.5	0	0	0	0	0	0	0
Mcm3	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Mcm5	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Mcm6	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0
Mcm7	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Mcoln2	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0	0
Mdc1	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Mdfic	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0
Mdh2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mdm2	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Mdn1	0	0	0	0.5	0	0.5	0.5	0	0	0	0
Mdp1	0	0	0	0	0	0	0	0	0	-0.5	0
Mecp2	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Med12l	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5
Med13	0	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0
Med27	0	0	-0.5	0	0	0	0	0	0	0	0
Med30	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Med31	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Med4	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0
Mefv	0	0	0	0	0	0	0.5	0.5	0	0	0
Megf11	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Megf8	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Melk	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Mertk	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Mesdc1	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Metap1	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Metrn	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0
Mettl14	0	0	0	0	0	0	0.5	0	0	0	0
Mettl6	0	0	0	1.5	0	0	0	0	0	0.5	0
Mettl8	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mex3b	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Mex3c	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Mfap3l	0	0	0	0	1.5	0	0	0	0.5	1.5	0
Mfhas1	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Mfng	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0
Mfsd1	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Mfsd11	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Mfsd2a	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Mfsd6	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0	0
Mgat4a	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Mical2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Micalcl	0	0	-0.5	0	0	0	0	0	0	0	0
Micall1	0	0.5	0	0	1.5	1.5	0	0.5	0.5	1.5	0
Micall2	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Mier3	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Mif	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mif4gd	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Minpp1	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0
Mir132	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mir1938	0	0	-1.5	0	0	0	0	0	0	-0.5	-0.5
Mis12	0	0	0	0	0	0	0	0	0	0.5	0
Mitf	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mki67	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mknk1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Mlh3	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Mllt4	0	0	0	0.5	1.5	0	0.5	0	0.5	0.5	0
Mllt6	0	0	0	0	0.5	0	0.5	0.5	0	0	0
Mlycd	0	0	-0.5	0	0	0	0	0	0	0	0
Mmgt2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mmp19	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0
Mmp25	0	0	0	0.5	0	0.5	0	0	0	0	0
Mmp9	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mmrn2	0	0	0	0	0	0	0	0.5	0	0	0
Mnda	0	0	-0.5	0	0	0	0	0	0	0	0
Mns1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mnt	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mocs1	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Morn3	0	0	0	0	0	0.5	0	0	0	0	0
Mospd1	0	0	0	0	0	0.5	0	0	0	0.5	0
Mospd3	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Mov10	0	-0.5	0	0	0	-0.5	0	0	-0.5	-0.5	0
Mphosph10	0	0	0	0	0	0.5	0	0	0.5	0	0
Mphosph8	0	0.5	0	0	0	0	0	0	0.5	0	0
Mpp2	0	0	0	0	0	0	0.5	0	0	0.5	0
Mpp5	0	0	0	0	1.5	0	0	0.5	0.5	0.5	0
Mpp6	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Mpp7	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Mras	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mri1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Mrpl1	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Mrpl10	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Mrpl15	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Mrpl28	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Mrpl34	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Mrpl36	0	0	0	0	0	-0.5	0	0	0	0	0
Mrpl39	0	0	0	0	0	0	0.5	0	0	0.5	0
Mrpl42	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Mrps33	0	0	-0.5	0	0	0	0	0	0	0	0
Mrvi1	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Ms4a4b	0	0	0	0	0	0	0	-0.5	0	0	0
Ms4a4c	0	0	-0.5	0	0	0	0	0	0	0	0
Ms4a6b	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Ms4a6c	0	0	0	0	0	0	0	-0.5	0	0	0
Msh2	0	-0.5	0	0	0	0	0	0	0	0	0
Msl2	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Msl3l2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Msrb3	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Mt2	0	0	0	0	1.5	0	0	0	0	0	0
Mta3	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mtf2	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Mtfr1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Mtif3	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Mtmr1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5
Mtmr10	0	0	0	0	0.5	0.5	0.5	0	0	0.5	0
Mtmr11	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Mtmr3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Mtmr4	0	-0.5	-1.5	-1.0	0	-1.5	0	0	0	-1.5	0
Mtr	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5
Mtss1	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Mtus1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Muc1	0	0	0	0	0	0	0	0	0	0.5	0
Mustn1	0	0	0	0	0	0	0	0.5	0	0	0
Mx1	0	0	0	0	0	0	0	-0.5	0	0	0
Mx2	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Mxd4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Mxi1	0	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0
Mxra7	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Mybl2	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Mybpc3	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Myc	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Mycbp2	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Myl12b	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Myo10	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Myo1b	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Myo1c	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Myo1e	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0
Myo1f	0	0	-0.5	0	0	0	0	0	0	0	0
Myo6	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Myo7a	0	0	-0.5	0	0	0	0	0	0	0	0
Mysm1	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
N4bp1	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0
Naa15	0	0.5	0	0	1.5	1.5	0.5	0.5	0.5	0.5	0
Naa30	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Naa50	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Nab1	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Nab2	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Naip2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Naip5	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Nampt	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Napsa	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Narf	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Nat10	0	0	0	0.5	0	0	0	0	0	0	0
Nat8l	0	0	0	0	0	0	0	0	-0.5	0	0
Nbeal2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ncald	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Ncapd2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Ncapd3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ncaph	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Nceh1	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Ncf1	0	0	0	0	0	-1.5	0	-0.5	0	-0.5	0
Nck1	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Nckap1	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Nckipsd	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Ncoa7	0	-0.5	-1.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Ncs1	0	0	0	0	0.5	0.5	0.5	0	0	0.5	0
Ndc80	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Ndfip2	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Ndrg1	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Ndrg3	0	0	0	0	0	0	0	0	-0.5	0	0
Ndrg4	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Ndst1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ndufa3	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Ndufa6	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Ndufa8	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Ndufaf3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Ndufb11	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Ndufb3	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Ndufc2	0	0	0	0	0	0	0	-0.5	0	0	0
Ndufs2	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0
Ndufs3	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Ndufs7	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ndufv2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Neb	0	0	-0.5	0	0	0	0	0	0	0	0
Nedd4	0	0	0	0	0	0	0.5	0	0	0	0
Nedd8	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Nedd9	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Neil1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Neil3	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Nek2	0	0	-0.5	0	0	0	0	0	0	0	0
Neo1	0	0	0	0	0	0	0	0	-0.5	0	0
Net1	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Neurl3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nfam1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nfat5	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Nfatc2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Nfe2l3	0	0	0	0	0	0.5	0	0	0	0	0
Nfkb1	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Nfkb2	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Nfkbia	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Nfkbiz	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Nfrkb	0	0	0	0	0.5	0	0	0	0	0.5	0
Nfxl1	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Nfya	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nid1	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Nid2	0	0	0	0	0	0	0	0.5	0	0	0
Nif3l1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Nipal3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nipsnap1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Nkg7	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5
Nkrf	0	0.5	0	0	0.5	0	0	0	0	0	0
Nlrc5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0
Nlrp1a	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Nlrp1b	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Nmi	0	0	-0.5	0	0	0	0	0	0	0	0
Nmral1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nmt1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Nnat	0	0	0	0.5	0	0	0	0	0	0	0
Noc3l	0	0	0	0	0	0	0	0.5	0.5	0	0
Nod2	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Nol10	0	0	0	0.5	0	0	0.5	0	0	0	0
Nol11	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Nop10	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Nop2	0	0	0	0	0	0	0.5	0	0	0	0
Nop58	0	0	0	0	0	0	0	0.5	0	0	0
Nosip	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5
Notch1	0	0	0	0	0	0.5	0	0.5	0	0	0
Npas2	0	0	0	0	0	0	0.5	0	0	0.5	0
Npc1	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Npepl1	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Nprl3	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nr4a1	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Nr6a1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Nrbp2	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0
Nrg1	0	0	0	0	0	0	0	0.5	0	0	0
Nrg4	0	0	0	0	0	0	0.5	0	0	0	0
Nrip1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Nrm	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Nrp2	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Nsa2	0	0	0	0	0	0	0	0	-0.5	0	0
Nsl1	0	0	0	0	0	-0.5	0	0	0	0	0
Nsmaf	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Nt5c3	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Nt5dc3	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Ntn4	0	-0.5	0	0	0	0	0	0	0	0	0
Ntpcr	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Nudt14	0	0	-0.5	0	0	-1.5	0	-0.5	-0.5	0	0
Nudt16	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Nudt17	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Nudt18	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Nudt8	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5
Nuf2	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Nufip1	0	0	0	0.5	0	0	0	0	0	0	0
Nufip2	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Numb	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Nup210	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Nup210l	0	0	0	0	0	0	0.5	0.5	0	0	0
Nup50	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Nup54	0	0	0	0	0.5	0	0	0.5	0	0	0
Nup62	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Nup98	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Nus1	0	0	0	0	0.5	0.5	0	0	0.5	0	0
Oaf	0	0.5	0	0	0	0	0	0	0	0	0
Oas1c	0	0	0	0	0	0	0	-0.5	0	0	0
Oas2	0	0	0	0	0	0	0	-0.5	0	0	0
Oas3	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Oasl2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Oaz2	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Obfc1	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Obscn	0.5	0	0	0.5	0	0	0.5	0	0	0	0
Ogfr	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Ogfrl1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Olr1	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Oma1	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Opn3	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Orai3	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Orc4	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Osbpl8	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Otub1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Otud1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Otud7b	0	0.5	0	0.5	0	0	0	0	0	0.5	0
Ovca2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Oxa1l	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Oxct1	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0
P2rx1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
P2rx5	0	0	0	0	0.5	0	0	0.5	0	0.5	0
P2ry1	0	0.5	0	0	0.5	0	0	0	0	0	0
P2ry10	0	0	0	0	0	0	0	0.5	0	0	0
P2ry12	0	0	-0.5	0	0	0	0	-0.5	0	0	0
P2ry13	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Pabpc4	0	0.5	0	0	0	0	0	0	0	0.5	0
Pacs1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Padi2	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Padi4	0	0	0	0	0	0	0	0	0.5	0	0
Pafah1b2	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Pafah1b3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pag1	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0
Pak1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Palld	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Palm	0	0	0	0	0	0	0	0	0	-0.5	0
Papolg	0	0.5	0	0	0	0	0	0.5	0	0.5	0
Pard6b	0	0	0	0	1.5	1.5	0	0	0	1.5	0
Park7	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Parp1	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Parp10	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Parp11	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Parp12	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Parp14	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Parp2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Parp8	0	-0.5	0	0	0	0	0	0	0	0	0
Parp9	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Patl2	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0
Pbk	0	0	0	0	0	0	0	-0.5	0	0	0
Pbx2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Pbxip1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Pcbd2	0	0	0	0	0	0	0	0	0	-0.5	0
Pcdh1	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Pcdh17	0	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Pcdh7	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Pcgf2	0	0	0	0	0	0	0	0.5	0	0	0
Pcgf3	0	0	0	0	0.5	0	0.5	0	0	0.5	0
Pcgf5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Pcid2	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Pck2	0	0	-0.5	0	0	0	0	0	0	0	0
Pcnx	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Pcolce	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Pcp4l1	0	0	0	0	0	0	0.5	0	0	0	0
Pctp	0	0	0	-1.0	0	0	0	-0.5	0	-0.5	0
Pcyox1	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Pcyt1a	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0
Pcyt1b	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Pdcd10	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0
Pdcd1lg2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Pdcd4	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
