	Atf3	Bcl11a	Bcl6	Egr1	Egr2	Fos	Fosb	Jun	Klf4	Rreb1	Srf
Mecp2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Med12l	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Med21	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Med27	0.5	0	0	0	0	0	0	0	0.5	0	0
Med31	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Med4	0	0	0	0	0	-0.5	0	0	0	0	0
Med8	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Mef2c	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Megf9	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Melk	0	0	0	0	0	0	0	0	0.5	0	0.5
Metrnl	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Mettl4	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mettl6	0	0	0	-1.0	0	0	0	0	0	0	0
Mettl7a1	0	0	0	0	0	0.5	0	0	0	1.0	0
Mfhas1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mfsd2a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mfsd6	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mfsd6l	0	0	0	0	0	0	0	-0.5	0	0	0
Mgat4a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mgl2	0	0	0	0	0	0.5	0	0	0	0	0
Micall1	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Mina	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mink1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Mipep	0	0	0	0.5	0	0	0	0	0	0	0
Mir212	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Mitf	0.5	0	0	0.5	0	0.5	0	0	0.5	1.0	0.5
Mki67	0	0	0	0.5	0	0	0	0	0.5	0	0
Mknk1	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Mlec	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Mlh3	0.5	0	0	0.5	0	0.5	0	0	1.5	0	0
Mmp19	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mmp2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mns1	0.5	0	0	0	0	0.5	0	0	0	0	0
Mospd1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Mospd2	0.5	0	0	0	0	0	0	0	0	0	0
Mpp1	0	0	0	0.5	0	0	0	0	0	0	0
Mpp5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mppe1	0.5	0	0	0	0	0	0	0	0	0	0
Mpzl2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Mr1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mras	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Mrc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mre11a	0.5	0	0	0	0	0.5	0	0	0	0	0
Mreg	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mrps14	0	0	0	0.5	0	0	0	0	0.5	0	0
Mrps2	0	0	0	0	0	0	0	0	0.5	0	0
Mrps28	0.5	0	0	0	0	0	0	0	0.5	0	0
Mrps36	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ms4a6b	0	0	0	0.5	0	0	0	0	0	0	0
Msh2	0	0	0	0.5	0	0.5	0	0	0	0	0
Msh5	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Msn	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Msrb3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mst1r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mt1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mtch2	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Mtmr11	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mtx3	0	0	0	0	0	-0.5	0	0	0	0	0
Mut	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Mvp	0	0	0	0	0	-0.5	0	0	0	0	0
Mx2	0	0	0	0.5	0	0	0	0	0	0	0
Mxd1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mxi1	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Mxra8	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Myl9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mylip	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Myo10	0	0	0	0	0	0	-0.5	0	0	0	0
Myo1b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Myo1c	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Myo1e	0	0	0	0	0	-0.5	0	0	0	0	0
Myo1g	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Mysm1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
N4bp1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
N4bp3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
N6amt1	0	0	0	0.5	0	0	0	0	0	0	0
Naaa	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nab2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Nampt	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Napepld	0.5	0	0	0	0	0	0	0	0.5	0	0.5
Narf	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Nav1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Nbas	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Ncapd2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ncapd3	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ncapg	0	0	0	0	0	0	0	0	0.5	0	0
Ncaph	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Nceh1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ncf1	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Ncf2	0	0	0	0	0	-0.5	0	0	0	0	0
Ncf4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nckap1	0	0	0	0	0	-0.5	0	0	0	0	0
Ndc80	0.5	0	0	0.5	0	0	0	0	0	0	0
Ndrg4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ndst1	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Ndufs8	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Neb	0	0	0	0	0	0.5	0	0	0	0	0
Nedd4	0.5	0	0	0.5	0	0	0	0	0	0	0
Nedd9	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Negr1	0	0	0	0	0	-0.5	0	0	0	0	0
Neil3	0.5	0	0	0	0	0.5	0	0	0.5	0	0
Nek2	0.5	0	0	0	0	0.5	0	0	0.5	0	0
Nek7	0.5	0	0	0.5	0	0	0	0	0	0	0
Neo1	0	0	0	0	0	0	0	-0.5	0	0	0
Neurl1b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nfam1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nfe2l2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nfia	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nfib	0	0	0	0	0	-0.5	0	0	0	0	0
Nfic	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nfil3	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Nfkb1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nfkb2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nfkbie	0	0	0	0	0	-0.5	0	0	0	0	0
Nhsl2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nid1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ninj1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nipal1	0	0	0	0	0	-0.5	0	0	0	0	0
Nipal3	0	0	0	0	0	0.5	0	0	0	0	0.5
Nlk	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Nlrc3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nlrp1b	0	0	0	0.5	0	0.5	0	0	0	0	0
Nmi	0	0	0	0	0	0.5	0	0	0	0	0
Nmral1	0	0	0	0	0	0.5	0	0	0.5	0	0
Nmt1	0	0	0	0.5	0	0.5	0	0	0	0	0
Nnt	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Nod2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Notch1	0	0	0	0	0	0	0	-0.5	0	0	0
Npepl1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Nphp1	0.5	0	0	0	0	0	0	0	0	0	0
Npr2	0	0	0	0	0	-0.5	0	0	0	0	0
Nqo2	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Nr1d1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nr1d2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nr4a1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nrbf2	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Nrip1	0	0	1.0	0.5	0	0.5	0	0	0	1.0	0
Nrm	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nrp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nrp2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nsdhl	0	0	0	0	0	0.5	0	0	0	0	0
Nsun6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nt5dc3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nt5m	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Ntpcr	0	0	0	0	0	0	0	0	0.5	0	0
Nuak2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Nudt14	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nudt16	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Nudt9	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nuf2	0	0	0	0	0	0	0	0	0.5	0	0.5
Numbl	0	0	0	0	0	-0.5	0	0	0	0	0
Nup93	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Nup98	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Nusap1	0	0	0	0.5	0	0	0	0	1.5	0	0
Oaf	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Oasl2	0	0	0	0.5	0	0.5	0	0	0	0	0
Ociad1	0.5	0	0	0	0	0.5	0	0	0	0	0
Ocrl	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Odc1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Olfm2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Olfml3	0	0	0	0	0	-0.5	0	0	0	0	0
Olr1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Oma1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Opa3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Ophn1	0	0	0	0	0	0	0	-0.5	0	0	0
Orai1	0	0	0	0	0	0	-0.5	0	0	0	0
Orm2	0	0	0	0	0	0	-0.5	0	0	0	0
Ormdl1	0.5	0	0	0.5	0	0	0	0	0	0	0
Ormdl3	0	0	0	0	0	0	0	-0.5	0	0	0
Osbpl8	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Osgin1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Otud1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Otud7b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ovca2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
P2rx4	0	0	0	0	0	0	0	-0.5	0	0	0
P2rx5	0	0	0	0	0	-0.5	0	0	0	0	0
P2ry2	0	0	0	0	0	0	-0.5	0	0	0	0
P2ry6	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Pacs1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Padi2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Paf1	0	0	0	0	0	-0.5	0	0	0	0	0
Pafah1b2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pag1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pak1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Palld	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Palm	0	0	0	0.5	0	0	0	0	0	0	0
Pam	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pank1	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Pank2	0	0	0	0	0	-0.5	0	0	0	0	0
Paox	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Papola	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Paqr7	0.5	0	0	0	0	0	0	0	0.5	0	0
Pard3b	0	0	0	0	0	0	0	-0.5	0	0	0
Parm1	0	0	0	0	0	0	0	-0.5	0	0	0
Parp1	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Parp12	0	0	0	0	0	0	0	0	0.5	0	0
Parp2	0.5	0	0	0	0	0	0	0	0.5	0	0
Pbk	0	0	0	0	0	0.5	0	0	0	0	0
Pbx2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Pcdh1	0	0	0	0.5	0	0.5	0	0	0	0	0
Pcdh12	0	0	0	0	0	0	0	-0.5	0	0	0
Pcdh17	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pcdh19	0	0	0	0	0	-0.5	0	0	0	0	0
Pcdh7	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pcgf3	0	0	0	0	0	-0.5	0	0	0	0	0
Pcgf5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pcolce	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Pcp4l1	0	0	0	0	0	-0.5	0	0	0	0	0
Pctp	0.5	0	0	0.5	0	0	0	0	0	0	0
Pcyt1a	0	0	0	0	0	-0.5	0	0	0	0	0
Pdcd1lg2	0	0	0	-1.0	0	-0.5	-0.5	0	0	-1.0	0
Pdcd4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pdcl3	0.5	0	0	0.5	0	0	0	0	0	0	0
Pde1a	0	0	0	0	0	0	0	-0.5	0	0	0
Pde3b	0	0	0	0	0	0	0	-0.5	0	0	0
Pde4b	0	-1.0	0	-1.0	0	-0.5	-0.5	-0.5	0	0	0
Pde4d	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pde7b	0	0	0	0	0	0	0	-0.5	0	0	0
Pde8a	0	0	0	0	0	0	0	-0.5	0	0	0
Pdgfb	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Pdgfra	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pdgfrb	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pdlim1	0	0	0	0	0	0	0	-0.5	0	0	0
Pdlim2	0	0	0	0.5	0	0	0	0	0	0	0
Pdlim3	0	0	0	0	0	-0.5	0	0	0	0	0
Pdp1	0	0	0	0	0	-0.5	0	0	0	0	0
Pdpn	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pecam1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Per1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pex14	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pex6	0	0	0	0.5	0	0	0	0	0	0	0
Pfas	0.5	0	0	0	0	0	0	0	0	0	0
Pfkfb1	0	0	0	0.5	0	0	0	0	0	0	0
Pfkfb3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pfpl	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Pgm2	0	0	0	0.5	0	0.5	0	0	0	0	0
Pgm5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Phc2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Phf13	0	0	0	0	0	-0.5	0	0	0	0	0
Phf14	0	0	0	0.5	0	0	0	0	0	0	0
Phkb	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Phlda1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Phldb1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Phldb2	0	0	0	0	0	-0.5	0	0	0	0	0
Phlpp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pi4k2b	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Picalm	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pigb	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Pign	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Pik3cd	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pik3cg	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pik3r3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pik3r5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pik3r6	0	0	0	0	0	0	0	-0.5	0	0	0
Pilra	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Pilrb2	0	0	0	0	0	0.5	0	0	0	0	0
Pip4k2a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pip5k1a	0	0	0	0	0	-0.5	0	0	0	0	0
Pip5k1c	0	0	0	0	0	-0.5	0	0	0	0	0
Pisd-ps1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pkd1l2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Pkmyt1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Pkp4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pla2g16	0	0	0	0	0	0	0	0	0	0	0.5
Pla2g4a	0	0	0	0	0	0.5	0	0	0	0	0
Plac8	0	0	0	0	0	0	0	0	0.5	0	0
Plat	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Plaur	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Plcb2	0	0	0	0.5	0	0.5	0	0	0	0	0
Plcb3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Plcg2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Plcl1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pld3	0	0	0	0	0	-0.5	0	0	0	0	0
Plec	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Plek2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plekha5	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Plekhg1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plekhg2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plekhm2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plekho1	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Plin2	0	0	0	0.5	0	0	0	0	0.5	0	0
Plk3	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Plk4	0.5	0	0	0.5	0	0	0	0	0	0	0
Pllp	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plscr1	0	0	0	0	0	-0.5	0	0	0	0	0
Plscr2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plxna2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plxna4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Plxnc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pmaip1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Pmel	0	0	0	0	0	-0.5	0	0	0	0	0
Pmepa1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pmf1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Pml	0	0	0	0.5	0	0.5	0	0	0	0	0
Pmpcb	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Pnkd	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Pogk	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pola1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Polb	0	-1.0	0	0	0	0	0	-0.5	0	0	0
Pole	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Pole2	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Poli	0	0	0	0.5	0	0	0	0	0	0	0
Polr1e	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Polr2e	0	0	0	0	0	-0.5	0	0	0	0	0
Polr2g	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Postn	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ppa2	0.5	0	0	0.5	0	0	0	0	0	0	0
Ppap2a	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Ppapdc2	0	0	0	0.5	0	0	0	0	0	0	0
Ppard	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pparg	0	0	0	0	0	0.5	0	0	0	0	0
Ppfibp2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ppip5k2	0	0	0	0.5	0	0	0	0	0	0	0
Ppm1h	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ppm1k	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Ppp1cc	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Ppp1r10	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ppp1r11	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Ppp1r13b	0	0	0	0	0	-0.5	0	0	0	0	0
Ppp1r14a	0	0	0	0	0	0.5	0	0	0.5	0	0
Ppp2r3a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pptc7	0.5	0	0	0.5	0	0	0	0	1.5	0	0.5
Prc1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Prdm1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prdm15	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prdm4	0	0	0	0	0	-0.5	0	0	0	0	0
Prdm9	0	0	0	0.5	0	0	0	0	0	0	0
Prdx5	0.5	0	0	0.5	0	0	0	0	0	0	0
Prim1	0	0	0	0.5	0	0	0	0	0	0	0.5
Prim2	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Prkacb	0	0	0	0.5	0	0.5	0	0	0	0	0
Prkag1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Prkar1a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prkca	0	-1.0	0	-1.0	0	0	0	-0.5	0	0	0
Prkcb	0	0	0	0.5	0	0	0	0	0.5	0	0
Prkcdbp	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prkce	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prkch	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Prkd3	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Prmt3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Prmt7	0	0	0	0	0	0	0	0	0.5	0	0
Prnp	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Pros1	0	0	0	0	0	0	0	-0.5	0	0	0
Prr11	0	0	0	0	0	0.5	0	0	0	0	0
Prr5	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Prr5l	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Prrc2b	0	0	0	0	0	0	0	-0.5	0	0	0
Prss30	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Psd	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Psmb9	0	0	0	0.5	0	0	0	0	0.5	0	0
Pstpip2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ptafr	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ptch1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Pter	0	0	0	0.5	0	0	0	0	0	0	0
Ptger2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptger4	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Ptk2b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptpn1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptpn14	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptpn18	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Ptpn2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptpn3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ptpn6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ptpn7	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Ptprg	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptprh	0.5	0	0	0	0	0.5	0	0	0	0	0
Ptprj	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ptprk	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptpro	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ptprv	0	0	0	0.5	0	0	0	0	0	0	0
Pvr	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Qpct	0	0	0	0.5	0	0.5	0	0	0	0	0
Rab11fip5	0	0	0	0	0	-0.5	0	0	0	0	0
Rab20	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rab22a	0	0	0	0	0	-0.5	0	0	0	0	0
Rab27a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rab30	0	0	0	0.5	0	0.5	0	0	0	0	0
Rab32	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rab37	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rab39	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rab3ip	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rab43	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rab8b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rac2	0	0	0	0.5	0	0	0	0	0.5	0	0
Racgap1	0.5	0	0	0	0	0.5	0	0	0	0	0
Rad50	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Rae1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Rala	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ralgds	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Ramp2	0	0	0	0	0	0	-0.5	0	0	0	0
Ranbp9	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Rap1gap2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Rap2a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rapgef2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rapgef3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rapgef4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rapsn	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rara	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rarb	0	0	1.0	0.5	0	0.5	0	0	0.5	0	0.5
Rarres2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Rars2	0.5	0	0	0.5	0	0	0	0	0	0	0
Rasa2	0	0	0	-1.0	0	-0.5	0	-0.5	0	0	0
Rasgef1b	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Rasgrp1	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Rasgrp3	0	0	0	0	0	0	0	0	0	0	0.5
Rassf2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Rassf5	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Rbck1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Rbfa	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Rbks	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Rbl1	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Rbm38	0.5	0	0	0.5	0	0	0	0	0.5	0	0
